input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_
content.fitbit.com,One Easy Health Solution for All Your Employees | Fitbit Health Solutions,200,133986,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,healthsolutions.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T06:27:28Z,2023-07-06T06:27:27Z,CN=healthsolutions.fitbit.com,healthsolutions.fitbit.com,healthsolutions.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,154fe0aa623f54d3e61b5efe9967c6b6,f6bb67540cffffe52c7171eec7ac35abeb2e25d9d88fee1fafe2fc95b9b59e2a,,ctls,healthsolutions.fitbit.com,cloudflare,443,https://content.fitbit.com:443,https,cloudflare,text/html,GET,104.17.74.206,/,-2089989791,104.17.73.206,YouTube,1444,False,True,,https://healthsolutions.fitbit.com,
corporate-webapps.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,corporate-webapps.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,corporate-webapps.fitbit.com,cloudflare,443,https://corporate-webapps.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,1864250944,104.16.65.50,Google Cloud CDN,2,False,True,,,
corporate.fitbit.com,,200,12369,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,corporate.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,corporate.fitbit.com,cloudflare,443,https://corporate.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,-1097630945,104.16.65.50,Google Cloud CDN,85,False,True,,,
cs-tableau-bpo.corp.fitbit.com,CyberArk Identity Login,200,23244,AS14618,AMAZON-AES,US,3.88.0.0/13,fitbit.my.idaptive.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T07:16:07Z,2023-12-23T07:16:06Z,"CN=*.my.idaptive.app, O=CYBERARK SOFTWARE LTD., L=Petah Tikva, ST=Central, C=IL",*.my.idaptive.app,my.idaptive.app,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f7e8e45945e943ed49a8b369fdd73c0,369b060174c570dea298f9588d1cde769be315ae546830d73bfeb823179c04ed,True,ctls,fitbit.my.idaptive.app,,80,http://cs-tableau-bpo.corp.fitbit.com:80,http,,text/html,GET,3.86.137.55,/,1521987181,3.84.64.22,HSTS,62,False,,CYBERARK SOFTWARE LTD.,https://fitbit.my.idaptive.app/login?appkey=3be29cca-15f6-4eba-860d-e92a39307da6-gw&customerId=AAC0995&relaystate=eyJJbml0QXV0aCI6dHJ1ZSwiTWV0aG9kIjoiR0VUIiwiVXJpIjoiaHR0cDovL2NzLXRhYmxlYXUtYnBvLmNvcnAuZml0Yml0LmNvbS8ifQ__&yfirtnecrun=true,
desktop-client.fitbit.com,,404,781,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,desktop-client.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,desktop-client.fitbit.com,cloudflare,443,https://desktop-client.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,,https://desktop-client.fitbit.com/de/home,
desktop-static.fitbit.com,,404,782,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://desktop-static.fitbit.com:80,http,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,Java,32,False,True,,http://desktop-static.fitbit.com/de/home,
developer.fitbit.com,Fitbit SDK,200,18403,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,dev.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,dev.fitbit.com,cloudflare,443,https://developer.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1146123011,104.16.65.50,ZURB Foundation,440,False,True,,https://dev.fitbit.com,*.youtube.com
device.whitebit.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,device.whitebit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-07T00:00:00Z,2023-05-21T23:59:59Z,"CN=whitebit.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",whitebit.com,*.whitebit.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7f9f4d9d265810bfe7a6bbdc9914b02c,8fb80265877b55f85ccce1116b78faea42f159a3a25af2628acef9989e83c212,True,ctls,device.whitebit.com,cloudflare,443,https://device.whitebit.com:443,https,cloudflare,text/plain,GET,104.19.133.72,/,1253481126,2606:4700:1::6813:8948,HSTS,1,False,True,"Cloudflare, Inc.",,
device101.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,device101.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,device101.fitbit.com,cloudflare,443,https://device101.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,962477601,104.16.66.50,Google Cloud CDN,2,False,True,,,
digital-assets.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,digital-assets.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,digital-assets.fitbit.com,cloudflare,443,https://digital-assets.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.66.50,/,1864250944,104.16.65.50,Google Cloud CDN,2,False,True,,,
feed-moderation.fitbit.com,Fitbit Feed Moderation,200,3416,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,feed-moderation.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,feed-moderation.fitbit.com,cloudflare,443,https://feed-moderation.fitbit.com:443,https,cloudflare,text/html,GET,104.16.65.50,/,-1097630945,104.16.66.50,HSTS,27,False,True,,,
fiori-dev.corp.fitbit.com,fiori-dev.corp.fitbit.com - Google Single Sign On: Sign into corp,200,13568,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,login.corp.google.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T11:31:11Z,2023-07-11T11:31:10Z,CN=uberproxy.corp.google.com,uberproxy.corp.google.com,*.login-stable.corp.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3741a2aec1d9eabc916ff388a3049c96,f83667d10f763471b7179208fcd869f92bb1f876c35707d3ad4da3afcb3b81ac,True,ctls,login.corp.google.com,google,443,https://fiori-dev.corp.fitbit.com:443,https,ESF,text/html,GET,34.94.40.239,/,-705959455,34.94.40.239,HSTS,310,False,True,,"https://login.corp.google.com/request?s=fiori-dev.corp.fitbit.com%2f&d=https%3a%2f%2ffiori-dev.corp.fitbit.com%2f&g=rampart-fitbit-webusers&maxAge=1200&authLevel=2000000&cl=ap24_3&keyIds=p2T,3aq",https://csp.withgoogle.com/csp/corplogin
fiori-test.corp.fitbit.com,fiori-test.corp.fitbit.com - Google Single Sign On: Sign into corp,200,8133,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,login.corp.google.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T11:31:11Z,2023-07-11T11:31:10Z,CN=uberproxy.corp.google.com,uberproxy.corp.google.com,*.login-stable.corp.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3741a2aec1d9eabc916ff388a3049c96,f83667d10f763471b7179208fcd869f92bb1f876c35707d3ad4da3afcb3b81ac,True,ctls,login.corp.google.com,google,443,https://fiori-test.corp.fitbit.com:443,https,ESF,text/html,GET,34.94.40.239,/,1753058641,34.94.40.239,HSTS,117,False,True,,"https://login.corp.google.com/request?s=fiori-test.corp.fitbit.com%2f&d=https%3a%2f%2ffiori-test.corp.fitbit.com%2f&g=rampart-fitbit-webusers&maxAge=1200&authLevel=2000000&cl=ap24_3&keyIds=p2T,3aq",https://csp.withgoogle.com/csp/corplogin
fiori.corp.fitbit.com,fiori.corp.fitbit.com - Google Single Sign On: Sign into corp,200,13546,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,login.corp.google.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T11:31:11Z,2023-07-11T11:31:10Z,CN=uberproxy.corp.google.com,uberproxy.corp.google.com,*.login-stable.corp.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3741a2aec1d9eabc916ff388a3049c96,f83667d10f763471b7179208fcd869f92bb1f876c35707d3ad4da3afcb3b81ac,True,ctls,login.corp.google.com,google,443,https://fiori.corp.fitbit.com:443,https,ESF,text/html,GET,34.94.40.239,/,-853657022,34.94.40.239,HSTS,310,False,True,,"https://login.corp.google.com/request?s=fiori.corp.fitbit.com%2f&d=https%3a%2f%2ffiori.corp.fitbit.com%2f&g=rampart-fitbit-webusers&maxAge=1200&authLevel=2000000&cl=ap24_3&keyIds=p2T,3aq",https://csp.withgoogle.com/csp/corplogin
fitbit.com,Offizielle Website von Fitbit für Aktivitäts-Tracker und mehr,200,199535,AS15169,GOOGLE,US,34.149.0.0/16,www.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,www.fitbit.com,google,443,https://fitbit.com:443,https,cloudflare,text/html,GET,34.149.183.214,/,-1097630945,34.149.183.214,Java,2794,False,True,,https://www.fitbit.com/global/de/home,
fsc-gcp.fitbit.com,404 Not Found,404,548,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,fsc-gcp.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,fsc-gcp.fitbit.com,google,443,https://fsc-gcp.fitbit.com:443,https,,text/html,GET,34.102.155.183,/,566218143,34.102.155.183,HTTP/3,14,False,True,,,
fsc.fitbit.com,404 Not Found,404,146,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,fsc.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T23:53:33Z,2023-07-12T00:44:25Z,CN=fitbit.com,fitbit.com,*.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,936afd9d07debdcd47dbe2c0197b83af,7670c851d01c01b4002505182d14a7cef57054bd1bffa9e85702384af73fd314,True,ctls,fsc.fitbit.com,google,443,https://fsc.fitbit.com:443,https,,text/html,GET,34.102.155.183,/,1494302000,34.102.155.183,HTTP/3,8,False,True,,,
gam.fitbit.com,Fitbit Gallery App Manager,200,618,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gam.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,gam.fitbit.com,cloudflare,443,https://gam.fitbit.com:443,https,cloudflare,text/html,GET,104.16.66.50,/,1599373861,104.16.65.50,HSTS,1,False,True,,,
gcs-assets.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gcs-assets.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,gcs-assets.fitbit.com,cloudflare,443,https://gcs-assets.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,1864250944,104.16.66.50,Google Cloud CDN,2,False,True,,,
globalvpn.corp.fitbit.com,,200,315,AS11179,ARYAKA-ARIN,US,45.126.244.0/22,globalvpn.corp.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2021-09-22T16:04:06Z,2025-09-21T16:04:06Z,"CN=GCP02-NF-01, OU=Information Technology, O=Fitbit, L=Los Angeles, ST=California, C=US, unstructuredName=GCP02-NF-01.corp.fitbit.com, unstructuredName=GCP02-NF-01.corp.fitbit.com",GCP02-NF-01,GlobalVPN.corp.fitbit.com,"CN=Fitbit PKI V3 Corporate Issuing CA, DC=corp, DC=fitbit, DC=com, DC=corp, DC=fitbit, DC=com",Fitbit PKI V3 Corporate Issuing CA,,4e4392a34469b144d8100ce770d950bb,349ec0adefca0efbf534317aa7f6347b18f35a07370b574ff20c5fcf55cc6e77,,ctls,globalvpn.corp.fitbit.com,,443,https://globalvpn.corp.fitbit.com:443,https,,text/html,GET,45.126.246.104,/,-1840324437,45.126.246.104,HSTS,9,False,,Fitbit,,
gslink.fitbit.com,404 Not Found,404,564,AS11377,SENDGRID,US,167.89.0.0/17,gslink.fitbit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,gslink.fitbit.com,,443,https://gslink.fitbit.com:443,https,nginx,text/html,GET,167.89.118.83,/,1506877856,167.89.123.54,Nginx,14,False,,,,
healthsolutions.fitbit.com,One Easy Health Solution for All Your Employees | Fitbit Health Solutions,200,133986,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,healthsolutions.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T06:27:28Z,2023-07-06T06:27:27Z,CN=healthsolutions.fitbit.com,healthsolutions.fitbit.com,healthsolutions.fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,154fe0aa623f54d3e61b5efe9967c6b6,f6bb67540cffffe52c7171eec7ac35abeb2e25d9d88fee1fafe2fc95b9b59e2a,,ctls,healthsolutions.fitbit.com,,443,https://healthsolutions.fitbit.com:443,https,cloudflare,text/html,GET,141.193.213.10,/,-1840324437,141.193.213.11,YouTube,1444,False,,,,
healthypet.fitbit.com,Site Not Found,404,10601,AS54113,FASTLY,US,151.101.8.0/22,healthypet.fitbit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-18T09:59:24Z,2023-06-16T10:57:47Z,CN=mrootbookkeeping.com,mrootbookkeeping.com,thedonutreview.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,61de4849eaf7906098afe117963f37c1,05bffbd5721613756bc264ec5135c8fbfc37bb62dfd7c78c0de0a8f8aaf146eb,,ctls,healthypet.fitbit.com,fastly,443,https://healthypet.fitbit.com:443,https,,text/html,GET,151.101.1.195,/,418528509,151.101.65.195,HTTP/3,107,False,True,,,
helpcenter.bit.com,Security check,403,7736,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,helpcenter.bit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:16:18Z,2023-06-19T00:16:17Z,CN=helpcenter.bit.com,helpcenter.bit.com,helpcenter.bit.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,383cbb3bda2355bca2adfe66e51ce9f2,0f503c73d3cde24ea7cdbfce600d6ad5c2edf49c83e20ff749f54cc527e908a0,,ctls,helpcenter.bit.com,cloudflare,443,https://helpcenter.bit.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,,https://helpcenter.bit.com/hc/en-us,
hms-static.fitbit.com,,404,10,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,hms-static.fitbit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-06T16:04:51Z,2023-06-04T16:04:50Z,CN=*.fitbit.com,*.fitbit.com,fitbit.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7373fac42de9cd28db589ca0ca044645,c661d1b78de0b65f3a182386ffaeab693a5c8d5570e4bd7074bdfccb5567be94,True,ctls,hms-static.fitbit.com,cloudflare,443,https://hms-static.fitbit.com:443,https,cloudflare,text/plain,GET,104.16.65.50,/,1864250944,104.16.66.50,Google Cloud CDN,2,False,True,,,
https://accounts.google.com,Sign in - Google Accounts,200,594689,AS15169,GOOGLE,US,142.250.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,443,https://accounts.google.com:443,https,ESF,text/html,GET,142.250.186.77,/,708578229,2a00:1450:4001:811::200d,HTTP/3,53,False,,,https://accounts.google.com/v3/signin/identifier?dsh=S-972328737%3A1683744226029810&continue=https%3A%2F%2Faccounts.google.com%2F&followup=https%3A%2F%2Faccounts.google.com%2F&ifkv=Af_xneE2RkGwvLqXQZZ_dr6ESBNuNi17jPDdle7XuU5hCbOjoLDOjkOdOMs8aEUayZjm28RmAOyM&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,http:
https://apis.google.com,"Google for Developers - Software Development Guides, Tools & More  |  Google Developers",200,165735,AS15169,GOOGLE,US,142.250.0.0/15,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,developers.google.com,,443,https://apis.google.com:443,https,Google Frontend,text/html,GET,142.250.185.238,/,636590101,2a00:1450:4001:82b::200e,HTTP/3,6513,False,,,https://developers.google.com/,https://csp.withgoogle.com/csp/devsite/v2
https://content-googleapis-staging.sandbox.google.com,Error 404 (Not Found)!!1,404,1561,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,content-googleapis-staging.sandbox.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:25:29Z,2023-07-10T08:25:28Z,CN=sandbox.google.com,sandbox.google.com,test-bigquery.us.sandbox.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,89e4ffce2e79aef1f8a192a33e12a27f,68e19ac298609d7590d164c276f90ba32173d2d27bfc4035712552ecebe01fb3,True,ctls,content-googleapis-staging.sandbox.google.com,,443,https://content-googleapis-staging.sandbox.google.com:443,https,,text/html,GET,108.177.15.81,/,302920777,2a00:1450:400c:c0c::451,HTTP/3,12,False,,,,
https://content.googleapis.com/,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,172.217.0.0/19,content.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,content.googleapis.com,,443,https://content.googleapis.com:443,https,,text/html,GET,172.217.18.10,/,302920777,2a00:1450:4001:806::200a,HTTP/3,12,False,,,,
https://gaiastaging.corp.google.com/,Blessing Step 1: Initiation,401,2569,AS15169,GOOGLE,US,142.250.82.0/24,login.corp.google.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T11:31:11Z,2023-07-11T11:31:10Z,CN=uberproxy.corp.google.com,uberproxy.corp.google.com,*.login-stable.corp.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3741a2aec1d9eabc916ff388a3049c96,f83667d10f763471b7179208fcd869f92bb1f876c35707d3ad4da3afcb3b81ac,True,ctls,login.corp.google.com,,443,https://gaiastaging.corp.google.com:443,https,ESF,text/html,GET,142.250.27.129,/,204916279,2a00:1450:4025:401::81,HSTS,26,False,,,"https://login.corp.google.com/blessme?s=gaiastaging.corp.google.com:443/uberproxy/&d=https://gaiastaging.corp.google.com/%3Fupxsrf%3DABBGaZ2eAhM7SauOT2QihQrNB1mFRMNv4e_WPbeffMMnZtrJOQ:1683744225266&maxAge=1200&authLevel=1400&keyIds=p2T,ul2,3aq,r4j&c=1",https://csp.withgoogle.com/csp/corplogin
https://graph.facebook.com,,400,287,AS32934,FACEBOOK,US,157.240.192.0/18,graph.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-17T00:00:00Z,2023-05-18T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3c2c8a6c470a5231301a213ff74a84da,a459617ac949780aa701c3c8e16828989488edf86e810833536aed009d1a1b9e,True,ctls,graph.facebook.com,,443,https://graph.facebook.com:443,https,,text/javascript,GET,157.240.251.6,/,-1321378357,2a03:2880:f083:6:face:b00c:0:2,HTTP/3,9,False,,"Meta Platforms, Inc.",,
https://rum-collector-2.pingdom.net,,404,1,AS16509,AS16509,Unknown,52.16.0.0/14,rum-collector-2.pingdom.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-12-20T23:59:59Z,CN=*.pingdom.net,*.pingdom.net,pingdom.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d2f16aaf5767b0d13b0db430e9a8aa51,f9a883eb2646c9a412efc9dbbf88d199c7cd8fbbf17049a115c9bd342b502466,True,ctls,rum-collector-2.pingdom.net,,443,https://rum-collector-2.pingdom.net:443,https,,text/plain,GET,52.16.199.40,/,-1662783523,52.213.81.53,,2,False,,,,
