input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_subject_org_,tls_wildcard_certificate
031d18aea5773c6639801b551d1edc09.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,031d18aea5773c6639801b551d1edc09.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,031d18aea5773c6639801b551d1edc09.ctf.hacker101.com,443,https://031d18aea5773c6639801b551d1edc09.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
08b539699068795f1b57ec139536aa40.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,52.40.0.0/14,08b539699068795f1b57ec139536aa40.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,08b539699068795f1b57ec139536aa40.ctf.hacker101.com,443,https://08b539699068795f1b57ec139536aa40.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,52.43.144.50,/,-2079597239,50.112.186.201,OpenResty:1.21.4.1,2,False,,,,,,True
0b35a4035cc959a0e9def692bb3a40ae.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,0b35a4035cc959a0e9def692bb3a40ae.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,0b35a4035cc959a0e9def692bb3a40ae.ctf.hacker101.com,443,https://0b35a4035cc959a0e9def692bb3a40ae.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
1da0f37540b532eb49a410a073a24deb.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,52.40.0.0/14,1da0f37540b532eb49a410a073a24deb.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,1da0f37540b532eb49a410a073a24deb.ctf.hacker101.com,443,https://1da0f37540b532eb49a410a073a24deb.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,52.43.144.50,/,-2079597239,50.112.186.201,OpenResty:1.21.4.1,2,False,,,,,,True
1fc0aa64bebde7bcd2b791d3d629e237.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,1fc0aa64bebde7bcd2b791d3d629e237.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,1fc0aa64bebde7bcd2b791d3d629e237.ctf.hacker101.com,443,https://1fc0aa64bebde7bcd2b791d3d629e237.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
218e9afbb4e5111fd1b7b16108acc3ae.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,218e9afbb4e5111fd1b7b16108acc3ae.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,218e9afbb4e5111fd1b7b16108acc3ae.ctf.hacker101.com,443,https://218e9afbb4e5111fd1b7b16108acc3ae.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
23a9624e499160a647b32581603063ab.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,23a9624e499160a647b32581603063ab.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,23a9624e499160a647b32581603063ab.ctf.hacker101.com,443,https://23a9624e499160a647b32581603063ab.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
2480a63ef3a96da7d9c9b878d4d0cddd.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,52.40.0.0/14,2480a63ef3a96da7d9c9b878d4d0cddd.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,2480a63ef3a96da7d9c9b878d4d0cddd.ctf.hacker101.com,443,https://2480a63ef3a96da7d9c9b878d4d0cddd.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,52.43.144.50,/,-2079597239,50.112.186.201,OpenResty:1.21.4.1,2,False,,,,,,True
2a9039bb6bed24d639d897044b7bbfe9.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,52.40.0.0/14,2a9039bb6bed24d639d897044b7bbfe9.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,2a9039bb6bed24d639d897044b7bbfe9.ctf.hacker101.com,443,https://2a9039bb6bed24d639d897044b7bbfe9.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,52.43.144.50,/,-2079597239,50.112.186.201,OpenResty:1.21.4.1,2,False,,,,,,True
336507e16def7e85b607b1b45d97bd33.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,336507e16def7e85b607b1b45d97bd33.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,336507e16def7e85b607b1b45d97bd33.ctf.hacker101.com,443,https://336507e16def7e85b607b1b45d97bd33.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
33f0b5875fd5be68590d814c55463748.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,33f0b5875fd5be68590d814c55463748.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,33f0b5875fd5be68590d814c55463748.ctf.hacker101.com,443,https://33f0b5875fd5be68590d814c55463748.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
3ccbbf47e9d3cca120839e932fa99da6.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,3ccbbf47e9d3cca120839e932fa99da6.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,3ccbbf47e9d3cca120839e932fa99da6.ctf.hacker101.com,443,https://3ccbbf47e9d3cca120839e932fa99da6.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
44d966a0d9ac9bc7695344d2a249315d.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,44d966a0d9ac9bc7695344d2a249315d.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,44d966a0d9ac9bc7695344d2a249315d.ctf.hacker101.com,443,https://44d966a0d9ac9bc7695344d2a249315d.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
457ad84db0f03f055b0ea526ec89fc3d.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,457ad84db0f03f055b0ea526ec89fc3d.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,457ad84db0f03f055b0ea526ec89fc3d.ctf.hacker101.com,443,https://457ad84db0f03f055b0ea526ec89fc3d.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
4eb35281233827582b42153eaddfd85d.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,4eb35281233827582b42153eaddfd85d.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,4eb35281233827582b42153eaddfd85d.ctf.hacker101.com,443,https://4eb35281233827582b42153eaddfd85d.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
67a6c70579a19d7c6de6c6951ad2bd56.ctf.hacker101.com,,404,22,AS16509,AS16509,Unknown,50.112.0.0/16,67a6c70579a19d7c6de6c6951ad2bd56.ctf.hacker101.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=*.ctf.hacker101.com,*.ctf.hacker101.com,*.ctf.hacker101.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7c18f0ec54aaef7df6562d9701b6a24,ba7c69ea5b9d0fe2b7aba993d7b606ba53b5ac85e88b991bbbb4fd4d6ecbec90,ctls,67a6c70579a19d7c6de6c6951ad2bd56.ctf.hacker101.com,443,https://67a6c70579a19d7c6de6c6951ad2bd56.ctf.hacker101.com:443,https,openresty/1.21.4.1,text/html,GET,50.112.186.201,/,-2079597239,52.43.144.50,OpenResty:1.21.4.1,2,False,,,,,,True
