input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,cdn,csp_domains_,tls_wildcard_certificate,tls_subject_org_,final_url
7figuremultifamily.investnext.com,Investor Portal,200,12322,443,https://7figuremultifamily.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.196.16.164,gunicorn,291,False,7figuremultifamily.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,7figuremultifamily.investnext.com,,,*.investnext.com,True,,
acceptservice.cosponsor.investnext.com,404,404,916,443,https://acceptservice.cosponsor.investnext.com:443,https,gunicorn,text/html,GET,54.91.6.89,/,1259697078,54.157.4.65,gunicorn,23,False,acceptservice.cosponsor.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,CN=*.cosponsor.investnext.com,*.cosponsor.investnext.com,cosponsor.investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,537c07b64e17662fc1b4e197a2f56f39,565c95430899bf90478e15383b07c6e1f94b6025f7f03b1836062d3ffde99527,ctls,acceptservice.cosponsor.investnext.com,,,https://js-agent.newrelic.com,True,,
acuityavid.investnext.com,Investor Portal,200,12685,443,https://acuityavid.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,295,False,acuityavid.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,acuityavid.investnext.com,,,http://demo-api.parallelmarkets.com/,True,,
affiliates.investnext.com,InvestNext Affiliate Program,200,16933,443,https://affiliates.investnext.com:443,https,nginx/1.14.2,text/html,GET,34.231.254.255,/,257997935,52.7.177.240,Ruby on Rails,369,False,affiliates.investnext.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-02T07:11:31Z,2023-07-31T07:11:30Z,CN=affiliatessl-4.leaddyno.com,affiliatessl-4.leaddyno.com,partners.kahero.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,951d65feff77972b077a49c27f9eb205,f96ce69992bd6bb3518e41ab60cebfd8cfac8a142ad640b5d50476e6dc303be2,ctls,affiliates.investnext.com,,,,,,
agrarvis.investnext.com,Investor Portal,200,12679,443,https://agrarvis.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.196.16.164,gunicorn,295,False,agrarvis.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,agrarvis.investnext.com,,,https://bam.nr-data.net,True,,
ajxcompanies.investnext.com,Investor Portal,200,12851,443,https://ajxcompanies.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.91.6.89,gunicorn,297,False,ajxcompanies.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,ajxcompanies.investnext.com,,,https://www.google.com/recaptcha/,True,,
albanyparkcapital.investnext.com,Investor Portal,200,12840,443,https://albanyparkcapital.investnext.com:443,https,gunicorn,text/html,GET,54.196.16.164,/,1259697078,54.91.6.89,gunicorn,297,False,albanyparkcapital.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,albanyparkcapital.investnext.com,,,https://app.parallelmarkets.com/,True,,
alliedlandfund.investnext.com,Investor Portal,200,12830,443,https://alliedlandfund.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,297,False,alliedlandfund.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,alliedlandfund.investnext.com,,,*.vimeo.com,True,,
allstatescapitalgroup.investnext.com,404,404,916,443,https://allstatescapitalgroup.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,23,False,allstatescapitalgroup.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,allstatescapitalgroup.investnext.com,,,canny.io,True,,
allstatesequitygroup.investnext.com,Investor Portal,200,12814,443,https://allstatesequitygroup.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.91.6.89,gunicorn,297,False,allstatesequitygroup.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,allstatesequitygroup.investnext.com,,,*.stripe.com,True,,
alto-group.investnextdemo.co,,403,24,443,https://alto-group.investnextdemo.co:443,https,gunicorn,text/html,GET,54.196.16.164,/,-483671161,54.157.4.65,gunicorn,1,False,alto-group.investnextdemo.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-23T01:43:31Z,2023-06-21T01:43:30Z,CN=alto-group.investnextdemo.co,alto-group.investnextdemo.co,alto-group.investnextdemo.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63079cd8a6f087e1240e8bc0207bc1b8,d7aae39f44e199534889b7403a60538374507a4b594d26e03e5ff21a29063010,ctls,alto-group.investnextdemo.co,,,canny.io,,,
altogroup.investnextdemo.co,,403,24,443,https://altogroup.investnextdemo.co:443,https,gunicorn,text/html,GET,34.201.80.84,/,-483671161,54.196.16.164,gunicorn,1,False,altogroup.investnextdemo.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-23T02:03:35Z,2023-06-21T02:03:34Z,CN=altogroup.investnextdemo.co,altogroup.investnextdemo.co,altogroup.investnextdemo.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,089f7c818788656545410b6b5e7a44e9,2ffffa61071556c226fd78fe83abc0cff282a3f1e42188565ef6d7d161e34b89,ctls,altogroup.investnextdemo.co,,,app.hellosign.com,,,
altogroup2.investnextdemo.co,,403,24,443,https://altogroup2.investnextdemo.co:443,https,gunicorn,text/html,GET,34.201.80.84,/,-483671161,54.196.16.164,gunicorn,1,False,altogroup2.investnextdemo.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-23T01:33:17Z,2023-06-21T01:33:16Z,CN=altogroup2.investnextdemo.co,altogroup2.investnextdemo.co,altogroup2.investnextdemo.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e37970c146d061d75c825a2e19f07dc5,1257621f627e75eed6252aba5ba26173ace5d48770743de9f25612a410d316b9,ctls,altogroup2.investnextdemo.co,,,http://demo-api.parallelmarkets.com/,,,
altogroup3.investnextdemo.co,,403,24,443,https://altogroup3.investnextdemo.co:443,https,gunicorn,text/html,GET,34.201.80.84,/,-483671161,54.196.16.164,gunicorn,1,False,altogroup3.investnextdemo.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-23T01:53:17Z,2023-06-21T01:53:16Z,CN=altogroup3.investnextdemo.co,altogroup3.investnextdemo.co,altogroup3.investnextdemo.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4af4058088e7dc2c511b420ebcc0c02e,d279b4a536497d5185b188dcd064b98270887fa9c6f6be23d21a885698f64ffa,ctls,altogroup3.investnextdemo.co,,,*.intercomusercontent.com,,,
ambitionscapital.investnext.com,Investor Portal,200,12846,443,https://ambitionscapital.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.91.6.89,gunicorn,297,False,ambitionscapital.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,ambitionscapital.investnext.com,,,https://www.gstatic.com/recaptcha/,True,,
anthony.investnextdemo.co,,403,24,443,https://anthony.investnextdemo.co:443,https,gunicorn,text/html,GET,54.157.4.65,/,-483671161,54.196.16.164,gunicorn,1,False,anthony.investnextdemo.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-22T23:25:41Z,2023-07-21T23:25:40Z,CN=anthony.investnextdemo.co,anthony.investnextdemo.co,anthony.investnextdemo.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6a0b178687d17b5db1a96f8b2f7140f0,2f66b9a0bdc6ee69823ac8229057bd7c518672cc6c0ad2af142f1affc2a25c9b,ctls,anthony.investnextdemo.co,,,https://app.parallelmarkets.com/,,,
api.investnext.com,,409,16,80,http://api.investnext.com:80,http,cloudflare,text/plain,GET,216.24.57.253,/,1000520165,216.24.57.3,Cloudflare,1,False,,,,,,,,,,,,,,,,,,,,,,,,
api.investnextdemo.co,,409,16,80,http://api.investnextdemo.co:80,http,cloudflare,text/plain,GET,216.24.57.3,/,1000520165,216.24.57.253,Cloudflare,1,False,,,,,,,,,,,,,,,,,,,,,,,,
app.hellosign.com,Log In | Dropbox Sign,200,7467,443,https://app.hellosign.com:443,https,Apache,text/html,GET,34.200.166.192,/,-1908772175,3.209.121.245,HSTS,120,False,app.hellosign.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-19T23:59:59Z,"CN=*.hellosign.com, O=Dropbox\, Inc, L=San Francisco, ST=California, C=US",*.hellosign.com,hellosign.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6c1b97dd5e984700f65f54e7b9ca9bd3,687b8020c6b85e7809f296d1dddbd199a87532964fe28530d14a9ff010bcd40c,ctls,app.hellosign.com,,,https://www.google-analytics.com,True,"Dropbox, Inc",https://app.hellosign.com/account/logIn
app.investnext.com,InvestNext,200,7816,443,https://app.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,159,False,app.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,app.investnext.com,,,https://s3.amazonaws.com,True,,
asymcapital.investnext.com,Investor Portal,200,12834,443,https://asymcapital.investnext.com:443,https,gunicorn,text/html,GET,54.196.16.164,/,1259697078,34.201.80.84,gunicorn,297,False,asymcapital.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,asymcapital.investnext.com,,,https://www.gstatic.com/recaptcha/,True,,
auth-ipv6qa-apiproduction.opendoorcapital.investnext.com,404,404,916,443,https://auth-ipv6qa-apiproduction.opendoorcapital.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.91.6.89,gunicorn,23,False,auth-ipv6qa-apiproduction.opendoorcapital.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,auth-ipv6qa-apiproduction.opendoorcapital.investnext.com,,,http://demo.parallelmarkets.com/,True,,
avianacapgroup.investnext.com,Investor Portal,200,12834,443,https://avianacapgroup.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.196.16.164,gunicorn,297,False,avianacapgroup.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,avianacapgroup.investnext.com,,,https://www.google.com/recaptcha/,True,,
backup-partners-beta-acceptatie.investnext.com,404,404,916,443,https://backup-partners-beta-acceptatie.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,23,False,backup-partners-beta-acceptatie.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,backup-partners-beta-acceptatie.investnext.com,,,http://cdn4.mxpnl.com,True,,
ballastrock.investnext.com,Investor Portal,200,12835,443,https://ballastrock.investnext.com:443,https,gunicorn,text/html,GET,34.201.80.84,/,1259697078,54.196.16.164,gunicorn,297,False,ballastrock.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,ballastrock.investnext.com,,,*.canny.io,True,,
bam.nr-data.net,,404,2,443,https://bam.nr-data.net:443,https,cloudflare,text/plain,GET,162.247.241.14,/,-1206076886,162.247.241.14,Cloudflare,1,False,bam.nr-data.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.nr-data.net, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.nr-data.net,nr-data.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f18c89bd942bf5fa0e43b69e1682be8a,34ffa5499509d896c902d083216c95d314faee049e2cf6183a38b98d57c91a07,ctls,bam.nr-data.net,,,,True,"New Relic, Inc.",
bardowninvestments.investnext.com,Investor Portal,200,12843,443,https://bardowninvestments.investnext.com:443,https,gunicorn,text/html,GET,54.157.4.65,/,1259697078,54.91.6.89,gunicorn,297,False,bardowninvestments.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-11-22T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,f7279b83b7b1b7eb5c9ef373110a02f5,dcfb452a94254208c666edb631c1fcefce6e34477b497b0dbbc180590996214f,ctls,bardowninvestments.investnext.com,,,http://cdn4.mxpnl.com,True,,
