input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,cdn_name,tech_,cdn,csp_domains_,location,tls_mismatched,tls_self_signed,tls_expired,final_url
krant.ad.nl,Inlogpoging geblokkeerd,406,3322,login2.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,login2.ad.nl,443,https://krant.ad.nl:443,https,text/html,GET,46.30.126.156,/,190856733,46.30.126.147,1,False,AkamaiGHost,,,,,,,,,https://login2.ad.nl/authorize?client_id=ad-visiolinkepaper-web&redirect_uri=https%3A%2F%2Fkrant.ad.nl%2Fw%2Fdpg%2F&response_mode=form_post&response_type=code&scope=openid+profile+email&nonce=c2f8a847e17b3845cff94a833683e932&state=dummy123&ui_locales=nl-NL
landingpage.ad.nl,DPG Media Branded Content -,200,16455,landingpage.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,landingpage.ad.nl,443,https://landingpage.ad.nl:443,https,text/html,GET,2.16.186.242,/,-1710656092,2a02:26f0:ab00::214:8e68,114,False,Apache,,Yoast SEO:19.12,,,,,,,
live.ad.nl,,404,89,live.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T22:58:08Z,2023-06-27T22:58:07Z,CN=ad.nl,ad.nl,,www.gemeentekieswijzer.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e19e528aad2274272273f65aa3c33475,940a5a669f847fee6407cee72a2c4956fe5666b4fb4e87321cd0ac54ae56658f,,ctls,live.ad.nl,443,https://live.ad.nl:443,https,application/json,GET,2.16.186.210,/,1033062439,2a02:26f0:ab00::214:8e70,1,False,,,,,,,,,,
login.ad.nl,Inlogpoging geblokkeerd,406,3322,login.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,login.ad.nl,443,https://login.ad.nl:443,https,text/html,GET,2.16.186.227,/,-232746158,2a02:26f0:ab00::214:8e68,1,False,AkamaiGHost,,,,,,,,,
login2.ad.nl,Inlogpoging geblokkeerd,406,3322,login2.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,login2.ad.nl,443,https://login2.ad.nl:443,https,text/html,GET,2.16.186.242,/,12310933,2a02:26f0:ab00::214:8e60,1,False,AkamaiGHost,,,,,,,,,
mailagent.ad.nl,DPG Media Privacy Gate,200,9028,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://mailagent.ad.nl:443,https,text/html,GET,146.185.53.23,/,994751453,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252Fad%252Fnl%252F1%252Fnietgevonden%252Fintegration%252Fprm%252Fframeset%252F404%252F404.dhtml
mijn.ad.nl,DPG Media Privacy Gate,200,8795,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://mijn.ad.nl:443,https,text/html,GET,2.16.186.227,/,907039962,2a02:26f0:ab00::214:8e68,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmijn.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F
mijnomgeving.ad.nl,DPG Media Privacy Gate,200,8819,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://mijnomgeving.ad.nl:443,https,text/html,GET,2.16.186.227,/,907039962,2a02:26f0:ab00::214:8e60,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmijnomgeving.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F
mobileapi.ad.nl,HTTP Status 404 – Not Found,404,431,mobileapi.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T22:58:08Z,2023-06-27T22:58:07Z,CN=ad.nl,ad.nl,,www.gemeentekieswijzer.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e19e528aad2274272273f65aa3c33475,940a5a669f847fee6407cee72a2c4956fe5666b4fb4e87321cd0ac54ae56658f,,ctls,mobileapi.ad.nl,443,https://mobileapi.ad.nl:443,https,text/html,GET,2.16.187.89,/,-230353730,2a02:26f0:480:23::1726:62ad,1,False,,,Node.js,,,,,,,
mooisteshirt.ad.nl,This domain has been registered by TDE,200,6165,mooisteshirt.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-03-29T14:13:47Z,2023-03-29T14:13:47Z,"CN=nocnsf.tdebv.nl, O=TDE B.V., L=Eindhoven, ST=Noord Brabant, C=NL",nocnsf.tdebv.nl,TDE B.V.,,"CN=nocnsf.tdebv.nl, O=TDE B.V., L=Eindhoven, ST=Noord Brabant, C=NL",nocnsf.tdebv.nl,TDE B.V.,a61ade3b5cc1df296d94844ad58a3fd3,f4ca0b2612e5693c4f6310e3145e4ae48ac546e91e08b76cbd61e1487ae3fa53,,ctls,mooisteshirt.ad.nl,443,https://mooisteshirt.ad.nl:443,https,text/html,GET,93.119.11.64,/,-780928015,93.119.11.64,1,False,Apache,,HSTS,,,,True,True,True,
myaccount.ad.nl,DPG Media Privacy Gate,200,8810,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://myaccount.ad.nl:443,https,text/html,GET,2.16.186.153,/,1274734426,2a02:26f0:ab00::214:8e70,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmyaccount.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F
new.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://new.ad.nl:443,https,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
nieuw.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://nieuw.ad.nl:443,https,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
opzeggen.ad.nl,DPG Media Privacy Gate,200,8811,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://opzeggen.ad.nl:443,https,text/html,GET,2.17.100.232,/,-318086011,2a02:26f0:480:23::1726:62a8,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=dn139c7xlo9nablj&callbackUrl=https://opzeggen.ad.nl/
pmail.ad.nl,,200,200,pmail.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T13:00:31Z,2023-06-22T13:00:30Z,CN=pmail.ad.nl,pmail.ad.nl,,pmail.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,891b5a1f3673928bb2e1db236e2cb496,0c56b2790af459f17d4c4c1dcfbf186a66663d518d2450950e3637ad8ef1cad2,,ctls,pmail.ad.nl,443,https://pmail.ad.nl:443,https,text/html,GET,212.6.132.213,/,1639589770,212.6.132.213,10,False,nginx,,Nginx,,,,,,,
profcoach.ad.nl,,200,56,,,,,,,,,,,,,,,,,,,,80,http://profcoach.ad.nl:80,http,text/html,GET,5.22.145.121,/,290258934,2a00:18e0:5:2:7577:4e4d:413b:f507,1,False,Apache,,Apache,,,,,,,
service.ad.nl,DPG Media Privacy Gate,200,8810,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://service.ad.nl:443,https,text/html,GET,146.185.53.23,/,-1520500064,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmyaccount.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F
social.ad.nl,,200,,social.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,CN=accounts.persgroep.nl,accounts.persgroep.nl,,social.volkskrant.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3f3039929bd7e3a154638178dd28b2d2,070e06f614f39e7264de842fe97efda4a8fe5f7226694e8933595229380a2dd0,,ctls,social.ad.nl,443,https://social.ad.nl:443,https,text/html,GET,54.229.120.124,/,-1516177449,52.17.121.244,1,False,,,,,,,,,,
statics-acc.ad.nl,,200,,statics-acc.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,statics-acc.ad.nl,443,https://statics-acc.ad.nl:443,https,application/octet-stream,GET,2.17.100.147,/,-423703837,2a02:26f0:ab00::214:8e68,1,False,AmazonS3,,Amazon Web Services,,,,,,,
stories.ad.nl,Stories Ad.nl,200,1033,stories.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-13T23:59:59Z,CN=stories.ad.nl,stories.ad.nl,,stories.ad.nl,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c5aaba29d8a5725c58a51e3e446389e,62b60aeff6e0f17cfa9f590e7eaa5dc4ef7d61eeace0e7f90760514c704d0ab3,,ctls,stories.ad.nl,443,https://stories.ad.nl:443,https,text/html,GET,18.66.147.45,/,-2029875281,2600:9000:225e:2200:13:be2c:1980:93a1,27,False,intentionally-undisclosed,cloudfront,Amazon Web Services,True,,,,,,
story.ad.nl,DPG Media Branded Content -,200,16449,story.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T05:52:35Z,2023-07-20T05:52:34Z,CN=persgroep.be,persgroep.be,,www.willy.radio,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9bd26b35278a3af418ebe0a92fb0bf7,108375b4a4f80baa3efc7d81599ff9b2b7c321fe77dbbc38e51fce8b28dd3ebd,,ctls,story.ad.nl,443,https://story.ad.nl:443,https,text/html,GET,95.101.111.159,/,-1118490698,2a02:26f0:480:23::1726:62a1,114,False,Apache,,Yoast SEO:19.12,,,,,,,
t.ad.nl,,400,,t.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T06:05:24Z,2023-07-05T06:05:23Z,CN=t.ad.nl,t.ad.nl,,t.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07a86f4684c074b5498b064bd0f9ad28,43c95f795fe12a6aa7ef584e2d5c8141538c96ae72df45e087f3bb50d7da8c7b,,ctls,t.ad.nl,443,https://t.ad.nl:443,https,,GET,23.213.161.12,/,-1840324437,2a02:26f0:3500:11::215:14c8,1,False,,,,,,,,,,
temptation.ad.nl,,403,243,temptation.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,temptation.ad.nl,443,https://temptation.ad.nl:443,https,application/xml,GET,2.16.186.242,/,501307584,2a02:26f0:ab00::214:8e68,2,False,AmazonS3,,HSTS,,,,,,,
toonvandriel.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://toonvandriel.ad.nl:443,https,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
track-nieuwdemo.ad.nl,Invalid URL,400,208,track-nieuwdemo.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-05T00:00:00Z,2023-11-08T23:59:59Z,"CN=www.trouw.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",www.trouw.nl,DPG Media Services nv,secure.ad.nl,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,824c67ebdeea05359923d9abba23be06,ad86cc82b785b867b92ce313f382513b9c1c7b00ba0a6581be2481301ce28c46,,ctls,track-nieuwdemo.ad.nl,443,https://track-nieuwdemo.ad.nl:443,https,text/html,GET,23.201.254.224,/,2067561015,2a02:26f0:1700:1b7::2275,8,False,AkamaiGHost,,,,,,True,,,
tv.ad.nl,De pagina kon niet worden gevonden | AD.nl,404,155805,www.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,www.ad.nl,443,https://tv.ad.nl:443,https,text/html,GET,146.185.53.23,/,-1201726502,146.185.53.23,2440,False,,,HSTS,,https:,,,,,https://www.ad.nl/static/nmc/nmc/varia/philipstv/index.html
upload-nl.sg-dev.seek.com,,418,31,upload-nl.sg-dev.seek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:11:51Z,2023-07-11T00:54:39Z,CN=*.sg-dev.seek.com,*.sg-dev.seek.com,,*.sg-dev.seek.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,62957cde799fbb44d2a6cb2f7ed2bc95,8bc3458824dc5e1c9f6b5aa5b6dcdf2affba1d6e51a06d8688a63893cfa672df,True,ctls,upload-nl.sg-dev.seek.com,443,https://upload-nl.sg-dev.seek.com:443,https,text/plain,GET,104.18.0.110,/,-2113662151,2606:4700::6812:16e,2,False,cloudflare,cloudflare,HSTS,True,,,,,,
upload-nl.stage.twilio.com,ERROR: The request could not be satisfied,403,919,upload-nl.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-11T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,,stage.twilio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f19924c5b19296db5ca31ca73e10275,fcdf3196449bbbfd932304ebb150172e33211ace148eb1beb1e172510376e1da,True,ctls,upload-nl.stage.twilio.com,443,https://upload-nl.stage.twilio.com:443,https,text/html,GET,13.32.99.43,/,357790187,13.32.99.99,20,False,CloudFront,cloudfront,Amazon Web Services,True,,,,,,
upload-nl.websitebuilder.easyname.com,"easyname - Webhosting, Website Builder und Domains",200,147412,www.easyname.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T07:19:25Z,2023-07-18T07:19:24Z,CN=easyname.de,easyname.de,,www.easyname.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfe10670788eb266f63d6656e7aeb1ed,ca968455da93bf4044c3c6e89ce6a62cd8ae47cc3ed53fc36818d65d3cc31010,,ctls,www.easyname.de,443,https://upload-nl.websitebuilder.easyname.com:443,https,text/html,GET,185.51.8.148,/,566218143,185.51.8.148,2111,False,nginx,,React,,,,,,,https://www.easyname.de/de
valley.ad.nl,Graphic Valley: 404,403,1094,valley.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,DPG Media Services NV,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,valley.ad.nl,443,https://valley.ad.nl:443,https,text/html,GET,2.23.209.13,/,956842856,2a02:26f0:480:25::1726:621b,28,False,AmazonS3,,Amazon Web Services,,,,,,,
valtaf.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,DPG Media Services nv,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,443,https://valtaf.ad.nl:443,https,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,278,False,,,Google Tag Manager,,,,,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F
verzekeringen.ad.nl,Welkom bij Independer,200,34133,verzekeringen.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-23T23:59:59Z,CN=verzekeringen.ad.nl,verzekeringen.ad.nl,,verzekeringen.ad.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1d629ce131b2d4dff70e1252f7a4707d,b007c42b8d71596f57196661850c869f18b5c22b1da8e81c47eca9f63485ba6d,,ctls,verzekeringen.ad.nl,443,https://verzekeringen.ad.nl:443,https,text/html,GET,31.7.6.47,/,1198047028,31.7.6.47,28,False,Apache,,WordPress Super Cache,,https://datastudio.google.com,,,,,
voordeel.ad.nl,Service Unavailable,503,269,voordeel.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T23:53:52Z,2023-06-27T23:53:51Z,CN=voordeel.ad.nl,voordeel.ad.nl,,voordeel.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7f22a10829cf94b2286baf4c6b8b7161,6abfc0e1944d9d70476084070160a4cc99440153d50d9e4715793e51cc65bbd5,,ctls,voordeel.ad.nl,443,https://voordeel.ad.nl:443,https,text/html,GET,2.16.186.227,/,-290925506,2a02:26f0:ab00::214:8e68,9,False,AkamaiGHost,,,,,,,,,
web.ad.nl,"You received emails from this domain, didn't you?",200,15468,web.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T13:31:59Z,2023-07-16T13:31:58Z,CN=web.ad.nl,web.ad.nl,,web.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a39ee63557c9105c417830347fe681b2,5af9417b1eee4491ff5254f9cc02aa9c8855f5539fc7554bb8a31f3c080fea99,,ctls,web.ad.nl,443,https://web.ad.nl:443,https,text/html,GET,185.136.65.6,/,-1812417198,185.136.65.7,344,False,nginx,,Webflow,,,,,,,
