new,host,a,soa,status_code,cname,ns,mx,txt,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
[x],new1490106894.amocrm.ru,"88.212.250.100, 88.212.249.37, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,"ns3-l2.nic.ru, ns8-l2.nic.ru, ns2.amocrm.ru, ns8-cloud.nic.ru, ns3.amocrm.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru",,,,,,,,
[x],new1493448318.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new1494944276.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new1500711733.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new1505414996.amocrm.ru,"88.212.249.37, 88.212.250.100",,NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new1517980350.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new1531213362.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new53e46750cdc78.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new543ac13d68470.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new544632f4de30f.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new54672e190d5e2.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new546b310376646.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new5534099b195d8.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5563340a0cce6.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5574069cb26ce.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new55e59cdedeb57.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new55ffedc9c7668.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5666680d1c319.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new569dd3c17e705.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new56a9ffa578f10.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new56cfe6542b73c.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5773f93b99296.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new577a3e3dbf8e8.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new578ce841014b6.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new57a1a31882c1c.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],new57b3204e84a16.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new57c950c724f7c.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new57cda19b1cb9d.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new57e4e7761f442.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new57e922d594752.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58135e37bc631.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new582819ffed8ae.amocrm.ru,"88.212.250.100, 88.212.249.37, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,"ns8-cloud.nic.ru, ns4-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru, ns3.amocrm.ru, ns2.amocrm.ru",,,,,,,,
[x],new586bbfd13e965.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5877a73f28276.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new587f79254ee78.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new588784faa0e1e.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new588a2506a02e5.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new588f68ef5c372.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58947e9677f58.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5894bb82f4195.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new58986ce5bb414.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new589c7d1bec407.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58b31d0e2e130.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58b92ad3d96c7.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58c55aa78c302.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58c653bbc76d7.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],new58ca7da882267.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58cfa62a2c9d9.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58dbc15c65ef7.amocrm.ru,"23.111.85.36, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru","ns8-cloud.nic.ru, ns2.amocrm.ru, ns3.amocrm.ru, ns8-l2.nic.ru, ns4-cloud.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru",,,,,,,,
[x],new58e494c23405a.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58ec63265c233.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58eddf106b5c9.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new58f085841a865.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59129c3a6e4d4.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new594685bb7c3d6.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new594ea2d498ef3.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new595ca5b4ae469.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5964a050995df.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new596e5e2ee39c8.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59773fcb17b51.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new597abf1d3d2b8.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59800d640a3ed.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5981db2e4f6b4.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5981e50617f46.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new598db5946b5f0.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59901af0e41ef.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new599965da267a2.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new599fc88032eb7.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59ad341657295.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59b12ac7b489a.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59b65fb6b0e3c.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59c0eb8ef3af8.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59d607b8c5b93.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59e4b20d336ce.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59ed8ddb8f96a.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59ed906638a8a.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59f4a0f4d5ef0.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new59f9d57ad5414.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a09c8c6d1a5d.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a108354e3bd6.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a12fec925f84.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a14056a7bda6.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a169d3b1fd82.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a2148e7efa8f.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a3390dca7c28.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a33dd43e4298.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a3a2299553b9.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a40e5e9b8054.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a43f4ac606c9.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a46dsfs73.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a5600cea677a.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a571c248e6b7.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a5d122ad681f.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a645a925b466.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a677ea68e438.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a697397a0a98.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a6d99a432b09.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a71972088006.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a81a17209ec2.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a8b255735ee1.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5a8d7d23c76fa.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5aa912811ad93.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5ab22a0fb36a4.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5abf6dcf22d96.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5ac3b0e852ee3.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5acb28932b190.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5acf98210f483.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],new5ad749b97aa3f.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],newlevelcg.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],newtravel.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],nextlevel.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],nilai.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],nlab.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],noknok.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],nordstar.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],notifications.amocrm.com,142.0.201.234,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],notifications.amocrm.ru,88.212.249.15,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],novbud.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],novex.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ns3.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],nvv517.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],nvv517.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],oazisrealty.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],oc.amocrm.com,142.0.201.235,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,amojo.02.serverscom.prods.amocrm.com,,,,,,,,,
[x],oc.amocrm.ru,23.111.109.4,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"lc-ru.amocrm.com, lc-ru.amocrm.ru, lc-ru-front-b.livechat.prods.amocrm.ru",,,,,,,,,
[x],ofertaeducativa.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],oknamilya.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],old.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,www.amocrm.com,,,,,,,,,
[x],omniamocrm.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ondoc.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ondocpr.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],onemixrus.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],online.amocrm.ru,23.111.99.17,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,www.amocrm.ru,,,,,,,,,
[x],onlinebotsru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],onlinegroup.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],onlybest.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ontime.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],ool.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],opentorg.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],optimization.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],optimized360.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],optkanken293900359.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],organicus.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],orgplex.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],originals.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],orthos.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],osob.amocrm.ru,"23.111.85.36, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru","ns3-l2.nic.ru, ns4-l2.nic.ru, ns8-l2.nic.ru, ns2.amocrm.ru, ns8-cloud.nic.ru, ns4-cloud.nic.ru, ns3.amocrm.ru",,,,,,,,
[x],ostrova.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
