new,host,a,soa,status_code,cname,ns,mx,txt,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
[x],0961024447.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],1.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],1001sait.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],23kvartiri.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],32klfjsldfjslk.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],400webprojects.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],404group.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],4lead.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],4peoplegroup.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],5111736.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],5sdigitalagency.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],70432.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],7intero.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],7prudov.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],89827740375.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],9203267636.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],a52comua.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aartemutkin.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],abelar.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],abkamo.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],abweb.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],academ.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],academicapers.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],academie.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],academylashmaker.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],acbk.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],acc520a80b99c2b5.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],acc5270a896873ec.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],acc5391c3032714f.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],addc.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],adminwwwebmasterru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],admitpub.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aduard4.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],advamokupitsantehnikuru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],advertfocus.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],advm.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],adxxxcompany.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aexp.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],agatakrochmal9.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],agentbg.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],agiotage.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],agm.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],agoracrm.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],agtech.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ahtrussia.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aib.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],aimax.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],airgms.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],aituar9999kz.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aivix.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],akirsanov.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],akz.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],alambik.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],alarmru.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],aldersonru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],alexetalonl.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],alexeyzuev13.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],alexproducer0595.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],alfaparfum.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],alterhouse.z1.amocrm.ru,178.248.235.194,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,z1.amocrm.ru,,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,
[x],altetsa84.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amanholding.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amaster.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amber.k8s.amocrm.ru,188.124.43.169,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amigotours.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amisales.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amoattachonsr.amocrm.com,23.111.99.60,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],amobase.amocrm.ru,109.234.155.186,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amocrm-icinga.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,"ns11.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com","aspmx2.googlemail.com, alt1.aspmx.l.google.com, aspmx3.googlemail.com, alt2.aspmx.l.google.com, aspmx.l.google.com","p4eb8bj0hsgrt91pb28p75s14s, v=spf1 +mx include:spf001.amocrm.ru include:_spf.google.com include:spf.mandrillapp.com include:spf.unisender.com include:_spf-ipv4.yandex.ru include:_spf-ipv6.yandex.ru include:mail.site24x7.eu ~all, spf2.0/mfrom,pra +mx include:team.amocrm.com include:spf001.amocrm.ru include:_spf.google.com include:spf.mandrillapp.com include:senderid.unisender.com include:_spf.yandex.ru include:mail.site24x7.eu  ip4:107.22.212.179 ~all, google-site-verification=WYLpJwGsev77VdVeJJAVoMtRmAbTz_KaH0o39KGY570, 53diqeo1r6luq9vm4vans1q7eq, facebook-domain-verification=e1tz4xh9wl1f41cla8z72009d4zxw5",,,,,,
[x],amocrm.ru,"23.111.99.17, 95.143.182.166, 23.111.119.230, 193.232.146.1, 91.217.20.20, 91.217.21.20, 89.104.93.30, 89.104.93.33, 89.104.93.34, 89.104.95.30, 89.104.95.33, 89.104.95.34, 194.67.73.79, 194.67.73.81, 89.104.93.31, 89.104.93.35, 89.104.93.36, 89.104.95.31, 89.104.95.35, 89.104.95.36, 194.67.73.80, 194.67.73.82","ns3-l2.nic.ru, dns.nic.ru",NOERROR,,"ns2.amocrm.ru, ns3.amocrm.ru, ns4-cloud.nic.ru, ns4-l2.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns8-cloud.nic.ru","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx3.googlemail.com, aspmx2.googlemail.com","202010182128183x0knmowqj9tmc24ta948dveet8t5uiq29rsejewc4dsmy8qjz, google-site-verification=L2QNCVMp0J0y0QAh8w8bkDazSfGNgDWIPJHJID0uXKs, mailru-verification: 4259b39784f5e455, _globalsign-domain-verification=m8myqYtoGPhSvLbviZ4RGN10rWDLXcs-4-w1Z68qPH, fgqig134d1vh5dande87m88n20, mailru-verification: eec51dce0a23439a, AyQdRIIg, v=spf1 +mx include:spf001.amocrm.ru include:spf.mandrillapp.com include:spf.unisender.com include:_spf.google.com include:_spf-ipv4.yandex.ru include:_spf-ipv6.yandex.ru include:servers.mcsv.net include:mail.site24x7.eu ~all, 2aipllrlqp4i2l6kgqihamoc78, eoh0eafc6qojrrp09c9jh9p0vn, MS=ms92424121, 201908060928031zvq6j2kvoylavwx4z7al9akvyefgwh0jqhpnc8ppz8noxjv7t, google-site-verification=0FG8lbcm_ytVB5GBLyMnMsh2KMvSHQvT9JiwaSCrsCs, google-site-verification=1RFUUvKrrTVfICdOpGnflW_2GRMY4ygF-3UL58BIxjM, facebook-domain-verification=iwwjxn8uzya2u79hupfk89zhf7gbns, 202110081756033sa7ofcn2lcho8lhbx37lkv7e246swcr1kyzfx4kjn536fwc1s, google-site-verification=_ZITPBFtfV0RNBc0Q3y1TS0THLhKTfxEv3KXd_KSk5E, spf2.0/mfrom,pra +mx include:spf001.amocrm.ru include:gmail.com include:spf.mandrillapp.com include:senderid.unisender.com include:_spf.yandex.ru ip4:107.22.212.179 include:servers.mcsv.net include:mail.site24x7.eu ~all",,,,,,
[x],amocrmkuzbass.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amojira.amocrm.ru,88.212.249.6,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amojo-en-server-c.amojo.prods.amocrm.com,204.74.252.198,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],amojo-ru-server-a.amojo.prods.amocrm.ru,109.234.155.188,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amojo-ru-server-b.amojo.prods.amocrm.ru,88.212.249.14,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amojo-ru-ws-server-a.amojo.prods.amocrm.ru,188.68.214.199,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amojo-ru-ws-server-b.amojo.prods.amocrm.ru,23.111.117.168,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amojo.amocrm.com,204.74.252.198,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,amojo-en-server-c.amojo.prods.amocrm.com,,,,,,,,,
[x],amojo.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,amojo-ru-server-b.amojo.prods.amocrm.ru,,,,,,,,,
[x],amomail.amocrm.com,64.58.114.253,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],amomail.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amonavigator.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amorb.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amostart.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],amsterdam-proxy.trunk.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],amttraktor.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],analu.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],anc.amocrm.com,"169.150.216.178, 169.150.216.107","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],anc.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],ansan.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],apmo.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aprendo.amocrm.com,"169.150.216.178, 169.150.216.107","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],apslogos.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],aquanta.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ar.amocrm.com,"3.69.136.55, 3.126.202.50","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"baf7ed12b05b49e79d0bbebe80c3881e.unbouncepages.com, unbouncepages.com","ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"amazon.com, comodoca.com, globalsign.com, letsencrypt.org",,,,,
[x],argentina.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],aries.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],artdiet.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],artlemon.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],artmatica.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],artn1.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],artoxbel.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],artoxmedia.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],artsoftpro.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],asdcool.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],asgpro.amocrm.ru,"88.212.249.37, 88.212.250.100",,NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],asm.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],asolo.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],astonio.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],atisgroup.amocrm.ru,"88.212.249.37, 88.212.250.100, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,"ns4-cloud.nic.ru, ns8-l2.nic.ru, ns8-cloud.nic.ru, ns3-l2.nic.ru, ns3.amocrm.ru, ns4-l2.nic.ru, ns2.amocrm.ru",,,,,,,,
[x],atlantinfo.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],att.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],autodevices.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],automama.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],automaton.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],avalle.amocrm.com,"64.58.114.237, 142.0.201.228","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],avtograf.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],avtografua.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],avtozapchastiby.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aximaxiaxxx.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],aygestan8.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ayurveda.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],azprint.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],azsk74.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],b2bpolis.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],baby2teenru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],backup-1.amocrm.ru,88.212.249.19,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,backups.srv2.amocrm.ru,,,,,,,,,
[x],backup3.amocrm.com,176.9.111.138,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],backup3.amocrm.ru,23.111.119.214,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,backups.srv1.amocrm.ru,,,,,,,,,
[x],baklinovm.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],bbdo.new.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],bca.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],beautyshopproduc.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],belfakta.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],belfan.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],bezom.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],bfc.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],bigbangram.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
