new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,mx,txt,caa
[x],host-213-248-200-198.nominet.org.uk,213.248.200.198,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-199.nominet.org.uk,213.248.200.199,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-2.nominet.org.uk,213.248.200.2,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-200.nominet.org.uk,213.248.200.200,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-201.nominet.org.uk,213.248.200.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-202.nominet.org.uk,213.248.200.202,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-203.nominet.org.uk,213.248.200.203,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-204.nominet.org.uk,213.248.200.204,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-205.nominet.org.uk,213.248.200.205,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-206.nominet.org.uk,213.248.200.206,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-207.nominet.org.uk,213.248.200.207,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-210.nominet.org.uk,213.248.200.210,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-211.nominet.org.uk,213.248.200.211,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-213.nominet.org.uk,213.248.200.213,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-214.nominet.org.uk,213.248.200.214,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-215.nominet.org.uk,213.248.200.215,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-216.nominet.org.uk,213.248.200.216,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-219.nominet.org.uk,213.248.200.219,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-22.nominet.org.uk,213.248.200.22,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-222.nominet.org.uk,213.248.200.222,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-223.nominet.org.uk,213.248.200.223,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-225.nominet.org.uk,213.248.200.225,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-226.nominet.org.uk,213.248.200.226,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-228.nominet.org.uk,213.248.200.228,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-200-23.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-230.nominet.org.uk,213.248.200.230,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-231.nominet.org.uk,213.248.200.231,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-232.nominet.org.uk,213.248.200.232,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-233.nominet.org.uk,213.248.200.233,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-234.nominet.org.uk,213.248.200.234,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-235.nominet.org.uk,213.248.200.235,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-236.nominet.org.uk,213.248.200.236,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-237.nominet.org.uk,213.248.200.237,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-239.nominet.org.uk,213.248.200.239,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-243.nominet.org.uk,213.248.200.243,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-248.nominet.org.uk,213.248.200.248,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-25.nominet.org.uk,213.248.200.25,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-250.nominet.org.uk,213.248.200.250,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-252.nominet.org.uk,213.248.200.252,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-254.nominet.org.uk,213.248.200.254,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-255.nominet.org.uk,213.248.200.255,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-26.nominet.org.uk,213.248.200.26,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-27.nominet.org.uk,213.248.200.27,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-29.nominet.org.uk,213.248.200.29,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-3.nominet.org.uk,213.248.200.3,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-32.nominet.org.uk,213.248.200.32,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-34.nominet.org.uk,213.248.200.34,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-35.nominet.org.uk,213.248.200.35,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-36.nominet.org.uk,213.248.200.36,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-37.nominet.org.uk,213.248.200.37,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-38.nominet.org.uk,213.248.200.38,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-4.nominet.org.uk,213.248.200.4,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-40.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-41.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-42.nominet.org.uk,213.248.200.42,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-44.nominet.org.uk,213.248.200.44,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-45.nominet.org.uk,213.248.200.45,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-47.nominet.org.uk,213.248.200.47,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-48.nominet.org.uk,213.248.200.48,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-50.nominet.org.uk,213.248.200.50,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-51.nominet.org.uk,213.248.200.51,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-52.nominet.org.uk,213.248.200.52,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-53.nominet.org.uk,213.248.200.53,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-54.nominet.org.uk,213.248.200.54,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-55.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-56.nominet.org.uk,213.248.200.56,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-57.nominet.org.uk,213.248.200.57,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-58.nominet.org.uk,213.248.200.58,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-59.nominet.org.uk,213.248.200.59,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-200-60.nominet.org.uk,213.248.200.60,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-63.nominet.org.uk,213.248.200.63,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-64.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-66.nominet.org.uk,213.248.200.66,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-67.nominet.org.uk,213.248.200.67,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-68.nominet.org.uk,213.248.200.68,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-69.nominet.org.uk,213.248.200.69,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-7.nominet.org.uk,213.248.200.7,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-70.nominet.org.uk,213.248.200.70,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-72.nominet.org.uk,213.248.200.72,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-73.nominet.org.uk,213.248.200.73,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-76.nominet.org.uk,213.248.200.76,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-78.nominet.org.uk,213.248.200.78,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-79.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-8.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-80.nominet.org.uk,213.248.200.80,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-81.nominet.org.uk,213.248.200.81,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-82.nominet.org.uk,213.248.200.82,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-83.nominet.org.uk,213.248.200.83,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-85.nominet.org.uk,213.248.200.85,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-86.nominet.org.uk,213.248.200.86,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-89.nominet.org.uk,213.248.200.89,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-90.nominet.org.uk,213.248.200.90,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-91.nominet.org.uk,213.248.200.91,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-92.nominet.org.uk,213.248.200.92,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-93.nominet.org.uk,213.248.200.93,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-95.nominet.org.uk,213.248.200.95,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-97.nominet.org.uk,213.248.200.97,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-98.nominet.org.uk,213.248.200.98,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-99.nominet.org.uk,213.248.200.99,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-1.nominet.org.uk,213.248.201.1,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-10.nominet.org.uk,213.248.201.10,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-101.nominet.org.uk,213.248.201.101,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-102.nominet.org.uk,213.248.201.102,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-103.nominet.org.uk,213.248.201.103,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-201-106.nominet.org.uk,213.248.201.106,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-107.nominet.org.uk,213.248.201.107,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-108.nominet.org.uk,213.248.201.108,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-11.nominet.org.uk,213.248.201.11,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-111.nominet.org.uk,213.248.201.111,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-112.nominet.org.uk,213.248.201.112,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-113.nominet.org.uk,213.248.201.113,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-114.nominet.org.uk,213.248.201.114,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-116.nominet.org.uk,213.248.201.116,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-117.nominet.org.uk,213.248.201.117,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-118.nominet.org.uk,213.248.201.118,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-119.nominet.org.uk,213.248.201.119,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-12.nominet.org.uk,213.248.201.12,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-122.nominet.org.uk,213.248.201.122,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-123.nominet.org.uk,213.248.201.123,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-124.nominet.org.uk,213.248.201.124,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-125.nominet.org.uk,213.248.201.125,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-126.nominet.org.uk,213.248.201.126,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-127.nominet.org.uk,213.248.201.127,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-13.nominet.org.uk,213.248.201.13,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-201-131.nominet.org.uk,213.248.201.131,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-136.nominet.org.uk,213.248.201.136,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-137.nominet.org.uk,213.248.201.137,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-139.nominet.org.uk,213.248.201.139,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-14.nominet.org.uk,213.248.201.14,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-141.nominet.org.uk,213.248.201.141,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-142.nominet.org.uk,213.248.201.142,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-145.nominet.org.uk,213.248.201.145,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-146.nominet.org.uk,213.248.201.146,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-147.nominet.org.uk,213.248.201.147,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-148.nominet.org.uk,213.248.201.148,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-149.nominet.org.uk,213.248.201.149,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-201-15.nominet.org.uk,213.248.201.15,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-151.nominet.org.uk,213.248.201.151,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-152.nominet.org.uk,213.248.201.152,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-153.nominet.org.uk,213.248.201.153,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-155.nominet.org.uk,213.248.201.155,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-157.nominet.org.uk,213.248.201.157,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-158.nominet.org.uk,213.248.201.158,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-159.nominet.org.uk,213.248.201.159,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-161.nominet.org.uk,213.248.201.161,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-164.nominet.org.uk,213.248.201.164,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-166.nominet.org.uk,213.248.201.166,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-167.nominet.org.uk,213.248.201.167,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-169.nominet.org.uk,213.248.201.169,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-170.nominet.org.uk,213.248.201.170,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-171.nominet.org.uk,213.248.201.171,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-174.nominet.org.uk,213.248.201.174,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-175.nominet.org.uk,213.248.201.175,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-176.nominet.org.uk,213.248.201.176,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-177.nominet.org.uk,213.248.201.177,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-178.nominet.org.uk,213.248.201.178,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-179.nominet.org.uk,213.248.201.179,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-180.nominet.org.uk,213.248.201.180,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-181.nominet.org.uk,213.248.201.181,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-182.nominet.org.uk,213.248.201.182,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-183.nominet.org.uk,213.248.201.183,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-184.nominet.org.uk,213.248.201.184,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-186.nominet.org.uk,213.248.201.186,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-187.nominet.org.uk,213.248.201.187,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-188.nominet.org.uk,213.248.201.188,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-201-189.nominet.org.uk,213.248.201.189,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-191.nominet.org.uk,213.248.201.191,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-193.nominet.org.uk,213.248.201.193,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-196.nominet.org.uk,213.248.201.196,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-198.nominet.org.uk,213.248.201.198,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-2.nominet.org.uk,213.248.201.2,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-201.nominet.org.uk,213.248.201.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-202.nominet.org.uk,213.248.201.202,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-203.nominet.org.uk,213.248.201.203,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-204.nominet.org.uk,213.248.201.204,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-205.nominet.org.uk,213.248.201.205,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-208.nominet.org.uk,213.248.201.208,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-210.nominet.org.uk,213.248.201.210,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-201-214.nominet.org.uk,213.248.201.214,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-201-215.nominet.org.uk,213.248.201.215,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
