new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cdn,cdn-name,cname,mx,txt,caa,aaaa
[x],stg-shipping-rms.global.rakuten.com,133.237.5.56,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-st.login.account.rakuten.com,133.237.132.69,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"st-idlite-api.gslb.rdcnw.net, lb-133-237-132-69.lbaas.jpe1a.rdcnw.net",,,,
[x],stg-st.token.id.global.rakuten.com,133.237.5.65,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-test.authenticator.account.rakuten.com,133.237.41.114,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-test.consent.accounts.global.rakuten.com,133.237.41.22,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-test.jp.account.rakuten.com,133.237.41.95,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-test.login.account.rakuten.com,133.237.132.68,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"stg-test-login-account-rakuten-com.gslb.rdcnw.net, lb-133-237-132-68.lbaas.jpe1a.rdcnw.net",,,,
[x],stg-travel.rakuten.com,23.222.67.227,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"stg-travel.rakuten.com.edgekey.net, e786.dsca.akamaiedge.net",,,,"2a02:26f0:c900:286::312, 2a02:26f0:c900:285::312"
[x],stg-us.sso.global.rakuten.com,133.237.41.93,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg.api.rms.global.rakuten.com,133.237.5.111,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg.authenticator.account.rakuten.com,133.237.41.47,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg.businessportal.global.rakuten.com,133.237.69.180,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"rfb-client-stgrc-pub.global-gslb.rdcnw.net, lb-133-237-69-180.lbaas.jpe2b.rdcnw.net",,,,
[x],stg.gateway-api.global.rakuten.com,203.190.60.207,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"apic-stgrc-external.global-gslb.rdcnw.net, lb-203-190-60-207.lbaas.usw1a.rdcnw.net",,,,
[x],stg.login.account.rakuten.com,133.237.108.92,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"stg-idlite-api-public.gslb.rdcnw.net, lb-133-237-108-92.lbaas.jpe2b.rdcnw.net",,,,
[x],stg.social.account.rakuten.com,34.149.24.157,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],stg.token.id.global.rakuten.com,133.237.108.62,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"stg-jp-token-id-global-rakuten-com.global-gslb.rdcnw.net, lb-133-237-108-62.lbaas.jpe2b.rdcnw.net",,,,
[x],store.origin.rakuten.com,209.67.181.104,,NOERROR,,,,,,,,,,
[x],store.rakuten.com,"3.69.136.55, 3.126.202.50","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",,,,,"store.unbouncepages.com, unbouncepages.com",,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"amazon.com, comodoca.com, globalsign.com, letsencrypt.org",
[x],t.emails.rakuten.com,12.130.158.57,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,"ns1.responsys.net, ns2.responsys.net",,,,,,imh.rsys2.net,"v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:162.223.236.0/22 ip4:129.145.68.0/22 ip4:129.145.66.0/23 -all, google-site-verification=USAv2HQ1fgzMFg0toXlgCqsiutZLApJf-b4bRneMj-A",,
[x],tag.rmp.rakuten.com,34.102.147.248,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],test-api-rms.global.rakuten.com,133.237.48.213,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],test-api.eu.account.rakuten.com,34.102.145.25,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],test-challenger.api.global.rakuten.com,133.237.61.234,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],test.ap.account.rakuten.com,34.98.102.51,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],test.consent.accounts.global.rakuten.com,133.237.63.203,"ns1.gslb.local, root.localhost",NOERROR,,,,,,pre-public-cmp.gslb.rdcnw.net,,,,
[x],token-jp.id.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"jp-token-id-global-rakuten-com.global-gslb.rdcnw.net, lb-133-237-108-121.lbaas.jpe2b.rdcnw.net",,,,
[x],token-mutual.id.global.rakuten.com,34.85.117.129,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],token-us.id.global.rakuten.com,35.190.74.37,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],token.id.global.rakuten.com,35.190.74.37,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],travel.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],travel.rakuten.com,23.206.209.151,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"travel.rakuten.com.edgekey.net, e16215.a.akamaiedge.net",,,,
[x],us-hash.global.rakuten.com,203.190.58.2,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],us.account.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],us.rakuten.com,23.37.33.232,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey.net, e6874.a.akamaiedge.net",,,,
[x],vcon.rakuten.com,"133.237.30.226, 133.237.30.225","ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],vcs-exp02.vcon.rakuten.com,133.237.30.225,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],vcs-exp03.vcon.rakuten.com,133.237.30.226,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],vcs-exp04.vcon.rakuten.com,222.229.225.167,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],view.emails.rakuten.com,68.232.203.71,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,view.virt.s6.exacttarget.com,,,,
[x],web.point.rakuten.com,"2.16.186.32, 2.16.186.9","n0dscw14.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,"pointclubuius.azureedge.net, pointclubuius.akstd.azureedge.net, azureedge.mdc.akamaized.net, a1879.dscw14.akamai.net",,,,"2a02:26f0:1700:d::1737:6e8f, 2a02:26f0:1700:d::1737:6ea4"
[x],ws.fr.shopping.rakuten.com,66.22.32.152,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,ws.rfr-infra.net,,,,
[x],www.business.rakuten.com,192.0.66.75,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,,,,,,"business.rakuten.com, rakuten-rewards.go-vip.net",,,,2a04:fa87:fffd::c000:424b
[x],www.europe.pay.rakuten.com,"13.226.153.63, 13.226.153.89, 13.226.153.6, 13.226.153.32","ns-1007.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-269.awsdns-33.com, ns-1007.awsdns-61.net, ns-1492.awsdns-58.org, ns-1705.awsdns-21.co.uk",,,True,cloudfront,d1jqz4l8qqbjqe.cloudfront.net,,,,"2600:9000:2182:b800:2:b6be:a980:93a1, 2600:9000:2182:9200:2:b6be:a980:93a1, 2600:9000:2182:1400:2:b6be:a980:93a1, 2600:9000:2182:be00:2:b6be:a980:93a1, 2600:9000:2182:200:2:b6be:a980:93a1, 2600:9000:2182:a000:2:b6be:a980:93a1, 2600:9000:2182:6c00:2:b6be:a980:93a1, 2600:9000:2182:1800:2:b6be:a980:93a1"
[x],www.fr.shopping.rakuten.com,212.23.167.62,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],www.rakuten.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey.net, e6874.a.akamaiedge.net",,,,
[x],zendesk1.m.rakuten.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudflare,mail1.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
[x],zendesk2.m.rakuten.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudflare,mail2.zendesk.com,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,
