input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
cms-sales-my-external-domain.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://cms-sales-my-external-domain.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
conf.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://conf.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
confirmation.bunq.com,Confirmation | bunq,200,2718,confirmation.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-05-21T23:59:59Z,CN=bunq.me,bunq.me,doc.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,45fa15c30ced027a6eb7ff3e3cbd9a45,de3b275bbd791f17158ccdc63ef85b47e54c34aab8b1523418ce659a2ee8c6a4,ctls,confirmation.bunq.com,443,https://confirmation.bunq.com:443,https,Apache,text/html,GET,18.185.205.39,/,-394706729,3.125.112.45,HSTS,1,False,,,,,,,
confluence-engineering-temp-media-proxy-vpn.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://confluence-engineering-temp-media-proxy-vpn.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
content.googleapis.com,Error 404 (Not Found)!!1,404,1561,content.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,ctls,content.googleapis.com,443,https://content.googleapis.com:443,https,,text/html,GET,142.250.184.234,/,302920777,2a00:1450:4001:80f::200a,HTTP/3,12,False,,,,,,True,
develop.bunq.com,403 Forbidden,403,291,develop.bunq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T17:09:47Z,2023-06-11T17:09:46Z,CN=develop.bunq.com,develop.bunq.com,develop.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56ee3d8c41726c9b8e79f8c9e001e521,35e05d14b2ca48fa7c3f560d712a8cb1944ab2b8268c174d0d4292e2f9b9753d,ctls,develop.bunq.com,443,https://develop.bunq.com:443,https,nginx/1.19.10,text/html,GET,149.210.143.173,/,-442684652,149.210.143.173,Nginx:1.19.10,12,False,,,,,,,
developer.bunq.com,bunq | Developer Homepage,200,68156,developer.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2024-04-29T23:59:59Z,CN=developer.bunq.com,developer.bunq.com,developer.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,277143cf45325ce8efeabee9af0457f5,cce680ff7a5b2982d36e93886d57df4cac575b8dd1b36c355911ae11c117dbbb,ctls,developer.bunq.com,443,https://developer.bunq.com:443,https,,text/html,GET,3.66.187.137,/,-855688948,18.193.49.97,SEOmatic,1325,False,,,,ws2.hotjar.com,,,
devscp-shop.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://devscp-shop.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
dnsextranet.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://dnsextranet.apps.bunq.com:80,http,,text/html,GET,3.71.253.33,/,,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
doc.bunq.com,bunq API Documentation,200,2180,doc.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-10-26T23:59:59Z,CN=doc.bunq.com,doc.bunq.com,doc.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bdcd62b6805716255f4a42527e7dd8a,214723633b975354b359a1f0a8b8a3bb61d732dd4069f93e2e9fed6c48c25176,ctls,doc.bunq.com,443,https://doc.bunq.com:443,https,,text/html,GET,3.71.253.33,/,-1686751729,18.193.49.97,HSTS,1,False,,,,*.bunq.net,,,
dydaktyka.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://dydaktyka.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
edge-mqtt-p4-shv-01-gru2.developer.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://edge-mqtt-p4-shv-01-gru2.developer.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
edina.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://edina.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
eds-ffdc-pw16.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://eds-ffdc-pw16.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
ege-0-1-3.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://ege-0-1-3.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
email.prco.bunq.com,,404,19,email.prco.bunq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T11:46:59Z,2023-07-26T11:46:58Z,CN=email.prco.bunq.com,email.prco.bunq.com,email.prco.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,983cbcc9cdd3b7c832f4daf5173e5784,c7c23457a55c33577dbe5b32c32f698f91f36551d2ead4bb72397effce284967,ctls,email.prco.bunq.com,443,https://email.prco.bunq.com:443,https,,text/plain,GET,34.111.99.212,/,-138391155,34.111.99.212,,2,False,google,True,,,,,
enlumine.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://enlumine.apps.bunq.com:80,http,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
error-mobile.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://error-mobile.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
errorsqldoc-corporate.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://errorsqldoc-corporate.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
es.bunq.com,bunq | bank of The Free,200,86342,es.bunq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T04:35:49Z,2023-06-24T04:35:48Z,CN=nl.bunq.com,nl.bunq.com,nl.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d1188cb3a9f3a74e6f5fa99ef2d2f576,c8620e37b42eda155eec94a03c93ef3ac662a09007381828407d716aee6b93a0,ctls,es.bunq.com,443,https://es.bunq.com:443,https,,text/html,GET,151.139.128.10,/,-1043601828,151.139.128.11,Weglot,499,False,,,,,,,
et-7-2-1.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://et-7-2-1.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
europeapiproduction.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://europeapiproduction.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
ezleagues.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://ezleagues.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
fet-5-3-2.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://fet-5-3-2.apps.bunq.com:80,http,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
fh7txn.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://fh7txn.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
fsh-ntpl25-88.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://fsh-ntpl25-88.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
fvtz4-1.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://fvtz4-1.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gbiportal.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gbiportal.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gcpdev-statussales-csdockerintra-backups-www-test.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gcpdev-statussales-csdockerintra-backups-www-test.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gcpuat.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gcpuat.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gear-club.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gear-club.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
gew1-accesspoint-a-llwb.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gew1-accesspoint-a-llwb.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
gh-160-136-13-39.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gh-160-136-13-39.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gitlab.bunq.com,,403,24,gitlab.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-11-09T23:59:59Z,CN=gitlab.bunq.com,gitlab.bunq.com,gitlab.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,33a7a597644876e67324166bc921eab3,71057f5e595240b42e8f7b8019dde772795a541a54ec482e5114b10c69ff9c92,ctls,gitlab.bunq.com,80,http://gitlab.bunq.com:80,http,awselb/2.0,application/json,GET,18.195.63.113,/,-932544041,18.185.173.174,,1,False,,,https://gitlab.bunq.com:443/,,,,
go.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://go.bunq.com:80,http,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
goals.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://goals.bunq.com:443,https,,text/html,GET,34.251.201.224,/,1319044278,34.253.101.190,Webflow,495,False,,,https://www.bunq.com/,,,,
grocery.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://grocery.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
group48.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://group48.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
gsp48-sg34.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://gsp48-sg34.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
gsp63-sl61.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gsp63-sl61.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
gsp85-st14-ssl.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://gsp85-st14-ssl.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
gtfinalv.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://gtfinalv.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
h-135-197-229-54.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://h-135-197-229-54.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
