input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,final_url,tls_expired,tls_self_signed
booking-site-299.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-299.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T22:14:48Z,2023-07-19T22:14:47Z,CN=booking-site-299.w2.ecomm-test-aks.alaskaair.com,booking-site-299.w2.ecomm-test-aks.alaskaair.com,booking-site-299.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3195c342b67051decca1682f8724ff16,7e45afd3cf1e52b4b96613e60af8a93094d1c7983579ea40454b18184291d370,,ctls,booking-site-299.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-299.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,,
booking-site-300.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-300.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-21T16:31:36Z,2023-07-20T16:31:35Z,CN=booking-site-300.w2.ecomm-test-aks.alaskaair.com,booking-site-300.w2.ecomm-test-aks.alaskaair.com,booking-site-300.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ac6f31722b3b49c1cceb799a111718a,50bce28584ce4c31490f88d40a2c6af836467a24e527c05657af7c7ebe8d7f8b,,ctls,booking-site-300.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-300.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
booking-site-309.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-309.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-01T21:13:29Z,2023-07-30T21:13:28Z,CN=booking-site-309.w2.ecomm-test-aks.alaskaair.com,booking-site-309.w2.ecomm-test-aks.alaskaair.com,booking-site-309.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6344efcbc659cda39c1367fec1a327e1,d6e903843f73780bfc1938f6a812906eb4ee868e3e668bf299aba3c8b66f083c,,ctls,booking-site-309.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-309.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
booking-site-310.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-310.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-05T18:57:35Z,2023-08-03T18:57:34Z,CN=booking-site-310.w2.ecomm-test-aks.alaskaair.com,booking-site-310.w2.ecomm-test-aks.alaskaair.com,booking-site-310.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,44a06c5a2baa9c913eee84eb73765b79,c5750656b36641cb15b03b00bdd7076d8f9dbd3bcd6394e8fd9f6fd7523b2f62,,ctls,booking-site-310.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-310.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
booking-site-311.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://booking-site-311.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,104.212.67.252,/,-1561873722,2620:1ec:27::cafe:1501,HSTS,8,False,,,,,,
booking-site-311.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-311.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T16:38:38Z,2023-08-02T16:38:37Z,CN=booking-site-311.w2.ecomm-test-aks.alaskaair.com,booking-site-311.w2.ecomm-test-aks.alaskaair.com,booking-site-311.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2ec67e9670abfbd51dff8eeeb36e3f52,fac07597b4f6fc7bf2f30c2c1e408ff01cd75c6aa81e8b301303fd4ac65fc704,,ctls,booking-site-311.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-311.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
booking-site.w2.ecomm-prod-aks.alaskaair.com,Alaska Airlines | Checkout,404,3184,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,booking-site.w2.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-06T07:31:29Z,2023-07-05T07:31:28Z,CN=booking-site.ecomm-prod-aks.alaskaair.com,booking-site.ecomm-prod-aks.alaskaair.com,booking-site.w2.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8b67fa4a1fded31969f4ebda34f6ae34,45efd00657869c930bd52334faa351df43aa16e1d9234f0365f0321b44c388eb,,ctls,booking-site.w2.ecomm-prod-aks.alaskaair.com,,80,http://booking-site.w2.ecomm-prod-aks.alaskaair.com:80,http,,text/html,GET,20.69.115.140,/,-1860650035,20.69.115.140,webpack,1,False,,,,https://booking-site.w2.ecomm-prod-aks.alaskaair.com/guests,,
booking-site.wc.ecomm-prod-aks.alaskaair.com,Alaska Airlines | Checkout,404,3184,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,booking-site.wc.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-03T19:59:25Z,2023-07-02T19:59:24Z,CN=booking-site.ecomm-prod-aks.alaskaair.com,booking-site.ecomm-prod-aks.alaskaair.com,booking-site.wc.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46d493336d37923985258e9a1d3150fb,5bb464b669ac856d2eb6814fe9a5c18af481076c5a64925aa33a713c5c727455,,ctls,booking-site.wc.ecomm-prod-aks.alaskaair.com,azure,443,https://booking-site.wc.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,13.78.230.197,/,-1248936736,13.78.230.197,webpack,1,False,True,,,https://booking-site.wc.ecomm-prod-aks.alaskaair.com/guests,,
cage-preview.wc.ecomm-qa-aks.alaskaair.com,User Profile Information,200,215314,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,cage-preview.wc.ecomm-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-12T10:57:04Z,2023-06-10T10:57:03Z,CN=cage-preview.wc.ecomm-qa-aks.alaskaair.com,cage-preview.wc.ecomm-qa-aks.alaskaair.com,cage-preview.wc.ecomm-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,666170bdc2c1866f530ee77b9a34b20e,9cc263654bd8d1a37a794ed4ffe595a61c2bcbaf8383254fa1e10db37e526a7f,,ctls,cage-preview.wc.ecomm-qa-aks.alaskaair.com,azure,443,https://cage-preview.wc.ecomm-qa-aks.alaskaair.com:443,https,,text/html,GET,52.159.16.168,/,-1916054771,52.159.16.168,webpack,37,False,True,,,,,
careers.alaskaair.com,Jobs at Alaska Airlines & Horizon Air,200,141284,AS14618,AMAZON-AES,US,50.19.0.0/16,careers.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-14T14:01:03Z,2023-07-13T14:01:02Z,CN=careers.alaskaair.com,careers.alaskaair.com,careers.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,67f06ef0b6c8e6a43046b8af6fc527fc,7d6e63853f5a290e8d432a5c72f4374ddc4e11d802f884697640f129c830b898,,ctls,careers.alaskaair.com,,443,https://careers.alaskaair.com:443,https,openresty,text/html,GET,50.19.241.165,/,-76871931,50.19.241.165,YouTube,4037,False,,,,,,
cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-28T16:34:06Z,2023-07-27T16:34:05Z,CN=cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8585c0d935363975ca3e6f8d80cc2b76,c0d7fcc8b602977f4572931fbaa32d9a4818bb6195788a96464cbf74cf5c81ea,,ctls,cargo-danggoodapi.w2.its-qa-aks.alaskaair.com,,443,https://cargo-danggoodapi.w2.its-qa-aks.alaskaair.com:443,https,,text/html,GET,20.69.133.170,/,586998417,20.69.133.170,HSTS,14,False,,,,,,
cargo-flightapi.w2.its-qa-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,cargo-flightapi.w2.its-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-18T15:58:47Z,2023-07-17T15:58:46Z,CN=cargo-flightapi.w2.its-qa-aks.alaskaair.com,cargo-flightapi.w2.its-qa-aks.alaskaair.com,cargo-flightapi.w2.its-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cdf58212904e5d403a67806a7ee6a780,82ebe5ad4fa198b9fff4d8685a0cb933266e046564de1b1f5c0ecb0c0cf9d88d,,ctls,cargo-flightapi.w2.its-qa-aks.alaskaair.com,,443,https://cargo-flightapi.w2.its-qa-aks.alaskaair.com:443,https,,text/html,GET,20.69.133.170,/,586998417,20.69.133.170,HSTS,14,False,,,,,,
cargo.alaskaair.com,"Serving Alaska. And Beyond. Book, Track, Manage Shipments | Alaska Air Cargo",200,160834,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,www.alaskacargo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T11:29:38Z,2024-04-28T11:29:38Z,"CN=alaskacargo.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",alaskacargo.com,www.alaskacargo.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",54413a1cf952866d6aff2cda66436d17,666098a9c4971b2ff21c2600c9663b882e9b48184a5adf8e8667c7ec5b6c9935,,ctls,www.alaskacargo.com,,80,http://cargo.alaskaair.com:80,http,,text/html,GET,159.49.230.48,/,1631801191,159.49.230.48,Microsoft ASP.NET:4.0.30319,2258,False,,,"Alaska Airlines, Inc.",https://www.alaskacargo.com,,
cargo.bc.alaskaair.com,"Serving Alaska. And Beyond. Book, Track, Manage Shipments | Alaska Air Cargo",200,160834,AS29702,ALASKA-AIRGROUP-SE4,US,159.49.224.0/22,www.alaskacargo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T11:29:38Z,2024-04-28T11:29:38Z,"CN=alaskacargo.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",alaskacargo.com,www.alaskacargo.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",54413a1cf952866d6aff2cda66436d17,666098a9c4971b2ff21c2600c9663b882e9b48184a5adf8e8667c7ec5b6c9935,,ctls,www.alaskacargo.com,,443,https://cargo.bc.alaskaair.com:443,https,,text/html,GET,159.49.166.48,/,1959552773,159.49.166.48,Microsoft ASP.NET:4.0.30319,2258,False,,,"Alaska Airlines, Inc.",https://www.alaskacargo.com,,
carrierconnecteligibility.w2.its-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,carrierconnecteligibility.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-02T13:54:06Z,2023-07-01T13:54:05Z,CN=carrierconnecteligibility.w2.its-test-aks.alaskaair.com,carrierconnecteligibility.w2.its-test-aks.alaskaair.com,carrierconnecteligibility.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e077b7e95a21c4fae3dab981e80a8264,fc59c330c8c26a27efe8c4a8662f89d49fbb6538143a20d08a5b779b71cab4b8,,ctls,carrierconnecteligibility.w2.its-test-aks.alaskaair.com,,443,https://carrierconnecteligibility.w2.its-test-aks.alaskaair.com:443,https,,text/html,GET,20.98.88.164,/,-1561873722,20.98.88.164,HSTS,8,False,,,,,,
cge-0-2-2.its-prod-aks.alaskaair.com,Welcome to nginx!,200,612,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cge-0-2-2.its-prod-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-03-30T14:59:06Z,2022-06-28T14:59:05Z,CN=*.its-prod-aks.alaskaair.com,*.its-prod-aks.alaskaair.com,*.its-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,05847dbc8f0a5dc9db5712b3d199e24f,ca7dcdf786d242ebc3296f3cc7739dd0daa2098c72c9ad605c584f3ce1d62180,True,ctls,cge-0-2-2.its-prod-aks.alaskaair.com,,443,https://cge-0-2-2.its-prod-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.223,/,286975560,2620:1ec:4f:1::45,HSTS,26,False,,,,,True,
cherwell-api.w2.its-prod-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,cherwell-api.w2.its-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T11:40:25Z,2023-07-18T11:40:24Z,CN=cherwell-api.w2.its-prod-aks.alaskaair.com,cherwell-api.w2.its-prod-aks.alaskaair.com,cherwell-api.w2.its-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0fbc875db26948e50c9f485c55fe437a,663c5571a59faa5bdf377abaec4f5d00ec892d571c3d63bcdbdf72d3dcf255c6,,ctls,cherwell-api.w2.its-prod-aks.alaskaair.com,,443,https://cherwell-api.w2.its-prod-aks.alaskaair.com:443,https,,text/html,GET,20.69.70.67,/,586998417,20.69.70.67,HSTS,14,False,,,,,,
cherwell.alaskaair.com,Connecting to SAML,200,6592,AS13335,CLOUDFLARENET,US,162.159.160.0/24,cherwell.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-29T00:00:00Z,2023-11-29T23:59:59Z,"CN=cherwell.alaskaair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cherwell.alaskaair.com,cherwell.alaskaair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cc8865adb25e66589e116f5e6b596ebf,2c03178babd3ff8ff00430479577341bb73b7695ef3746ff8b444401257c61b2,,ctls,cherwell.alaskaair.com,cloudflare,80,http://cherwell.alaskaair.com:80,http,cloudflare,text/html,GET,162.159.137.37,/,1253481126,2606:4700:7::a29f:8a25,Microsoft ASP.NET:4.0.30319,53,False,True,,"Cloudflare, Inc.",https://cherwell.alaskaair.com/CherwellAPI/Account/Login?ReturnUrl=%2FCherwellAPI%2Fauth%2Fauthorize%3Fresponse_type%3Dcode%26state%3DTW1VMVpUUTNaR1kxTnpOaE5HUm1OR0l5TlRGbU56Z3hOVEU1T0dKak1UVT0%253D%26client_id%3De24b63a5-3454-4bdf-acda-3a7786c001cb%26scope%3D%26redirect_uri%3Dhttps%253A%252F%252Fcherwell.alaskaair.com%252FCherwellPortal%252Fcommand%252FAuthentication.PostRestApiLogin%253FsiteName%253DITSServiceDesk%2526_%253D51d699c0%26lang%3Den-US&lang=en-US,,
chimeteams.alaskaair.com,Not Found,404,315,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,chimeteams.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-26T05:20:02Z,2023-06-09T05:20:02Z,"CN=chimeteams.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",chimeteams.alaskaair.com,chimeteams.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4082a2b71e874a461272b17914714696,0be3c5f8e302880e8433a78177d2bd70a03326114b90871d24134f11db03f6fc,,ctls,chimeteams.alaskaair.com,,443,https://chimeteams.alaskaair.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,159.49.253.100,/,225052475,159.49.253.100,Microsoft HTTPAPI:2.0,7,False,,,"Alaska Airlines, Inc.",,,
chip.alaskaair.com,Chip,200,2976,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,chip.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-15T00:00:00Z,2023-12-15T23:59:59Z,"CN=chip.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",chip.alaskaair.com,chip.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,751efb0291a162c01007855d07a45589,8160034cee324fe66524085a1fbcfd892cb30019875daf63779bd1e562aad573,,ctls,chip.alaskaair.com,,443,https://chip.alaskaair.com:443,https,,text/html,GET,104.212.67.162,/,1115653873,2620:1ec:48:1::45,Microsoft ASP.NET,1,False,,,Microsoft Corporation,,,
chipqa.alaskaair.com,Chip,200,2929,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,chipqa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-12T00:00:00Z,2023-12-12T23:59:59Z,"CN=chipqa.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",chipqa.alaskaair.com,chipqa.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e926bb2ed5d4ffb15ca74eb1099ad9dd,09e119d0830b777f607b0d546b374b2647b5ae6507b602fc2f3158abd3593bd7,,ctls,chipqa.alaskaair.com,,443,https://chipqa.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,1115653873,2620:1ec:4f:1::45,Microsoft ASP.NET,1,False,,,Microsoft Corporation,,,
client.its-test-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,,,,,,,,,,,,,,,,,,,,,80,http://client.its-test-aks.alaskaair.com:80,http,,text/html,GET,13.107.253.45,/,1131193170,2620:1ec:27::cafe:1759,HSTS,14,False,,,,,,
clm.alaskaair.com,Alaska Airlines / Horizon Air,200,9016,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,80,http://clm.alaskaair.com:80,http,,text/html,GET,159.49.253.87,/,-91181876,159.49.253.87,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/startSSO.ping?PartnerSpId=https%3A%2F%2Falaskaair.selectica.com%2Flogin.jsp,,
clm.bc.alaskaair.com,Alaska Airlines / Horizon Air,200,9016,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,443,https://clm.bc.alaskaair.com:443,https,,text/html,GET,159.49.253.87,/,1496247037,159.49.253.87,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/startSSO.ping?PartnerSpId=https%3A%2F%2Falaskaair.selectica.com%2Flogin.jsp,,
cmgaag.alaskaair.com,,500,,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,cmgaag.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-08T19:05:21Z,2023-07-08T19:05:21Z,"CN=cmgaag.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",cmgaag.alaskaair.com,cmgaag.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",37f04634fa3fb7de0b2573954259f1a5,9d3f141ddf6d99ff819292e1481acfc3b58d703a678c09e59cfea3439cfe9104,,ctls,cmgaag.alaskaair.com,,443,https://cmgaag.alaskaair.com:443,https,Microsoft-IIS/10.0,,GET,20.80.144.138,/,1794569557,20.80.144.138,Windows Server,1,False,,,"Alaska Airlines, Inc.",,,
cms-qa.alaskaair.com,Web App - Unavailable,403,1892,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,,,,,,,,,,,,,,,,,,,,azure,80,http://cms-qa.alaskaair.com:80,http,,text/html,GET,13.66.244.249,/,-237335256,13.66.244.249,,74,False,True,,,,,
cms-test.alaskaair.com,Web App - Unavailable,403,1892,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,cms-test.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-23T11:47:29Z,2023-07-21T11:47:29Z,"CN=sitecoreqa.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",sitecoreqa.alaskaair.com,cms-qa.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",862e258c7ca38aee238aa86eb605e5ec,e4b0d8a94017cedda3cbe502b6dd88ec5501ddbd37cd06f2319817df6149a037,,ctls,cms-test.alaskaair.com,azure,443,https://cms-test.alaskaair.com:443,https,,text/html,GET,13.66.244.249,/,-237335256,13.66.244.249,,74,False,True,,"Alaska Airlines, Inc.",,,
cms.alaskaair.com,Web App - Unavailable,403,1892,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,cms.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-29T10:14:04Z,2023-07-22T10:14:04Z,"CN=sitecore.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",sitecore.alaskaair.com,cms.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8fe7c0025cc84538bf7c95faf2ab7669,541ff556b8b43dcca71f389099f30c792f1c04730353b98087394c0248958728,,ctls,cms.alaskaair.com,azure,443,https://cms.alaskaair.com:443,https,,text/html,GET,13.77.160.237,/,-237335256,13.77.160.237,,74,False,True,,"Alaska Airlines, Inc.",,,
componentlibrary-185.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,,,,,,,,,,,,,,,,,,,,azure,80,http://componentlibrary-185.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,,14,False,True,,,,,
componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-14T19:06:45Z,2023-03-14T19:06:44Z,CN=componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,16d43d342d9a81adc458c89417abdcba,f3cbfd2006c67718e7dd1cb3337178c69d1e9a502bccb6a735508a32359351a1,,ctls,componentlibrary-349.w2.ecomm-test-aks.alaskaair.com,azure,443,https://componentlibrary-349.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,True,
