new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,mx,ns,txt,has_internal_ips,internal_ips
[x],videoprivate-daws67-8.ecomm-test-aks.alaskaair.com,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67",,,,,
[x],virtualflightschedules.w2.its-test-aks.alaskaair.com,20.98.88.164,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-test.westus2.cloudapp.azure.com,,,,,,,,
[x],watchlistsearch.alaskaair.com,52.161.96.193,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,"watchlistmatchui-prod-trmg.trafficmanager.net, watchlistmatchui-prod-site-westcentralus.azurewebsites.net, waws-prod-cy4-003.sip.azurewebsites.windows.net, waws-prod-cy4-003.westcentralus.cloudapp.azure.com",True,azure,,,,,,
[x],watchlistsearch.qa.alaskaair.com,52.161.96.193,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,"watchlistmatchui-qa-trmg.trafficmanager.net, watchlistmatchui-qa-site-westcentralus.azurewebsites.net, waws-prod-cy4-003.sip.azurewebsites.windows.net, waws-prod-cy4-003.westcentralus.cloudapp.azure.com",True,azure,,,,,,
[x],watchlistsearch.test.alaskaair.com,13.66.138.107,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"watchlistmatchui-test-site-westus2.azurewebsites.net, waws-prod-mwh-047.sip.azurewebsites.windows.net, waws-prod-mwh-047.cloudapp.net",True,azure,,,,,,
[x],welcome-to-alaska.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
[x],wfmprod.alaskaair.com,159.49.230.85,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
[x],whatis.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
[x],www.auth-qa.alaskaair.com,"76.223.106.8, 13.248.244.122","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"alaskaairqa.customdomains.oktapreview.com, op3-custom-crtrs.oktapreview.com, op3-custom-crtrs.oktaedge.oktapreview.com, a556120ce37110a35.awsglobalaccelerator.com",,,,,,,,
[x],www2.its-prod-aks.alaskaair.com,,"ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"its-aks-prod-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,aag.alaskaair.com,159.49.254.10,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,aag.alaskaair.com,,,,
,access-amazone.w2.ecomm-prod-aks.alaskaair.com,,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westus2.cloudapp.azure.com,,,,,,,,
,access-amazone.wc.ecomm-qa-aks.alaskaair.com,52.159.16.168,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,access-docrelay.w2.ecomm-qa-aks.alaskaair.com,40.64.101.169,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westus2.cloudapp.azure.com,True,azure,,,,,,
,access-identity.wc.ecomm-prod-aks.alaskaair.com,13.78.230.197,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,access-session.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,access-web-logon.w2.ecomm-qa-aks.alaskaair.com,40.64.101.169,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westus2.cloudapp.azure.com,True,azure,,,,,,
,ace-aagxidsui.w2.its-qa-aks.alaskaair.com,20.69.133.170,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-qa.westus2.cloudapp.azure.com,,,,,,,,
,ace-cargopay.w2.its-qa-aks.alaskaair.com,20.69.133.170,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-qa.westus2.cloudapp.azure.com,,,,,,,,
,ace-itscrypto.w2.its-qa-aks.alaskaair.com,20.69.133.170,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-qa.westus2.cloudapp.azure.com,,,,,,,,
,aircraftinformation.w2.its-test-aks.alaskaair.com,20.98.88.164,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-test.westus2.cloudapp.azure.com,,,,,,,,
,airnavx.qa.alaskaair.com,159.49.122.30,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,airnavxadmin.qa.alaskaair.com,159.49.122.29,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,airwatch.alaskaair.com,159.49.253.71,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,alaskaair.com,"159.49.47.135, 159.49.253.16","edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,Alaskaair-com.mail.protection.outlook.com,"edns94.ultradns.com, edns94.ultradns.biz, edns94.ultradns.net, edns94.ultradns.org","5oVJQVMffoNXVA1kkS51s5b8, onetrust-domain-verification=c1ea4dbb653e49b697841f21ef1fbe1d, globalsign-domain-verification=B2AD31CE5E1D335996FC7FB5EAD9DEF5, MS=ms59319774, miro-verification=f163a98e44a4fbcd1132ebde9b2e71a246cd6cc1, infoblox-domain-mastery=9eb897e9515d23d660b8a2746792f36501ec3ae924a31b31a03fd6e6f3c5a2835b, google-site-verification=yxq264M6NjLXy_an9-C-BN4aMEY-v5TMncF05oVWeGQ, v=spf1 ip4:159.49.254.10 ip4:159.49.47.135 ip4:69.48.211.37 include:spf.protection.outlook.com include:_spf-alaska.vrli.com ip4:199.66.248.0/22 a:mailserver1.epowercenterdirect.com ip4:66.35.221.94 ip4:96.46.148.122 ip4:205.241.31.2 -all, google-site-verification=k-P55P1zdE7T8pX_wY8m-shWF72DaLKPboKB2uk4tdU, 2deaaa4d4a3f4225a2d4153e9f170ad9, google-site-verification=bu3lSuLeaYDbAhJxRxc6vDT3XovZZWNgxei_mPPHrXg, mongodb-site-verification=OEkWQHK9PFgxT5UfeDOuawv3T66eCSfr, mongodb-site-verification=ENvbz6UJDKxHJMnpYNqtSbY9uM5XOffO, f00a67795f144468b7dd6731a8852844, 62cf89d604b7788eaf10cc3225635c05c1fd0c3c788439442750e30c1543f9d2, 5858d8d94c7248e8b89b0cb2c0a04496, globalsign-domain-verification=FB850CB1ACE33AC7B1A4658B86A94785, apple-domain-verification=lJOq9cYVIZDu4NiA, adobe-idp-site-verification=bf564b1e-63b3-4894-8aff-bf0bb0a31ef4, docker-verification=eed4de74-cc99-4c6f-add1-a8cadf7dfe23, traction-guest=671fabd5-7c22-484a-9c76-8da74918ef35",,
,alaskaguest.alaskaair.com,159.49.165.11,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,alaskaguest.bc.alaskaair.com,,,,,,,,
,alaskaguest.bc.alaskaair.com,159.49.165.11,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,alaskapaysessions.alaskaair.com,40.64.128.224,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,"alaskapaysessions-prod-app.azurewebsites.net, waws-prod-mwh-049.sip.azurewebsites.windows.net, waws-prod-mwh-049-salt.westus2.cloudapp.azure.com",True,azure,,,,,,
,alias.www.alaskaair.com,159.49.47.146,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,alias.www.bc.alaskaair.com,,,,,,,,
,alias.www.bc.alaskaair.com,159.49.47.146,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,api.alaskaair.com,159.49.230.10,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,api.bc.alaskaair.com,,,,,,,,
,api.bc.alaskaair.com,159.49.230.10,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,api.qa.alaskaair.com,159.49.122.10,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,api.test.alaskaair.com,159.49.130.10,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,apimchaosapi-apimchaosapi.wc.ecomm-qa-aks.alaskaair.com,52.159.16.168,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,apimchaosapi-ui-apimchaosapi-ui.w2.ecomm-qa-aks.alaskaair.com,40.64.101.169,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westus2.cloudapp.azure.com,True,azure,,,,,,
,apimchaosapi-ui-apimchaosapi-ui.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,apimchaosapi-ui-apimchaosapi-ui.wc.ecomm-prod-aks.alaskaair.com,13.78.230.197,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,apis.alaskaair.com,52.161.95.3,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,"apim-prod-tmrg.trafficmanager.net, apis.gwv2.wc.alaskaair.com, apim-gwv2-prod.westcentralus.cloudapp.azure.com",True,azure,,,,,,
,apphangar.bc.alaskaair.com,159.49.47.64,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,arch.alaskaair.com,159.49.166.54,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,arch.bc.alaskaair.com,,,,,,,,
,archpci.alaskaair.com,159.49.253.55,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,archPCI.bc.alaskaair.com,,,,,,,,
,archpci.bc.alaskaair.com,159.49.253.55,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,argocd.alaskaair.com,20.69.73.20,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,asainflight.bc.alaskaair.com,159.49.230.31,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,ascom.bc.alaskaair.com,159.49.230.53,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,asct.test.alaskaair.com,"13.107.226.45, 13.107.253.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"asct-test-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,
,asctapi.test.webservice.alaskaair.com,"13.107.226.45, 13.107.253.45","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"asct-test-frontdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,
,ascts.bc.alaskaair.com,159.49.253.32,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,aspilotlockscreen.alaskaair.com,40.80.155.102,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,"aspilotlockscreen-prod-site-westus.azurewebsites.net, waws-prod-bay-079.vip.azurewebsites.windows.net, waws-prod-bay-079.westus.cloudapp.azure.com",True,azure,,,,,,
,aurora-ancillary.w2.its-prod-aks.alaskaair.com,20.69.70.67,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-prod.westus2.cloudapp.azure.com,,,,,,,,
,aurora-ancillary.w2.its-qa-aks.alaskaair.com,20.69.133.170,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-qa.westus2.cloudapp.azure.com,,,,,,,,
,aurora-traveldocsvc.w2.its-qa-aks.alaskaair.com,20.69.133.170,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,its-nginx-ingress-qa.westus2.cloudapp.azure.com,,,,,,,,
,autodiscover.alaskaair.com,"52.98.152.184, 52.98.241.168, 52.98.242.248, 52.98.243.24","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,"2603:1026:c0d:c30::8, 2603:1026:c0d:c2b::8, 2603:1026:c0d:c1f::8, 2603:1026:c0d:806::8",,,,,
,avanza-mpactivityui-mpactivity.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,avanza-mpactivityui-mpactivity.wc.ecomm-qa-aks.alaskaair.com,52.159.16.168,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-qa.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,aviationday.alaskaair.com,"13.107.238.40, 13.107.237.40","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"yellow-cliff-07ea6af1e.3.azurestaticapps.net, staticwebapps287eb814910f4a80998513d677a1aff8.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4e:1::40, 2620:1ec:4f:1::40",,,,,
,aw135cgrelay.alaskaair.com,159.49.47.48,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,backup-useralphalog-docs.ecomm-test-aks.alaskaair.com,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,
,beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,20.69.115.140,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westus2.cloudapp.azure.com,,,,,,,,
,beyondflights-loungecheckin.wc.ecomm-prod-aks.alaskaair.com,13.78.230.197,"ns1-03.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westcentralus.cloudapp.azure.com,True,azure,,,,,,
,beyondflights-loungemembersvc.w2.ecomm-prod-aks.alaskaair.com,20.69.115.140,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westus2.cloudapp.azure.com,,,,,,,,
,beyondflights-loungememinfo.w2.ecomm-prod-aks.alaskaair.com,20.69.115.140,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-prod.westus2.cloudapp.azure.com,,,,,,,,
,bid46ni.ecomm-qa-aks.alaskaair.com,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-qa-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net",,,"2620:1ec:48:1::67, 2620:1ec:29:1::67",,,,,
,blog.alaskaair.com,192.0.66.18,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,news-alaskaair-com.go-vip.net,,,2a04:fa87:fffd::c000:4212,,,,,
,bomgar.bc.alaskaair.com,159.49.241.120,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,bomgar.test.alaskaair.com,159.49.241.21,"edns94.ultradns.com, noc.alaskaair.com",NOERROR,,,,,,,,,
,booking-site-243.ecomm-test-aks.alaskaair.com,"13.107.237.67, 13.107.238.67","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net",,,"2620:1ec:29:1::67, 2620:1ec:48:1::67",,,,,
,booking-site-243.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-251.ecomm-test-aks.alaskaair.com,"13.107.238.40, 13.107.237.40","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4f:1::40, 2620:1ec:4e:1::40",,,,,
,booking-site-253.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-256.ecomm-test-aks.alaskaair.com,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,
,booking-site-257.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-258.ecomm-test-aks.alaskaair.com,"13.107.237.45, 13.107.238.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,booking-site-258.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-261.ecomm-test-aks.alaskaair.com,"13.107.237.44, 13.107.238.44","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,,,,,,
,booking-site-262.ecomm-test-aks.alaskaair.com,"13.107.237.45, 13.107.238.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,
,booking-site-263.ecomm-test-aks.alaskaair.com,"13.107.226.45, 13.107.253.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,,
,booking-site-263.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-267.ecomm-test-aks.alaskaair.com,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,booking-site-267.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-268.ecomm-test-aks.alaskaair.com,"13.107.238.44, 13.107.237.44","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,,
,booking-site-268.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-270.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-271.ecomm-test-aks.alaskaair.com,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net",,,"2620:1ec:48:1::67, 2620:1ec:29:1::67",,,,,
,booking-site-271.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-272.ecomm-test-aks.alaskaair.com,"13.107.253.40, 13.107.226.40","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0012.t-0009.fb-t-msedge.net, part-0012.t-0009.fb-t-msedge.net",,,"2620:1ec:29:1::40, 2620:1ec:48:1::40",,,,,
,booking-site-272.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-273.ecomm-test-aks.alaskaair.com,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net",,,"2620:1ec:29:1::67, 2620:1ec:48:1::67",,,,,
,booking-site-273.w2.ecomm-test-aks.alaskaair.com,40.64.90.136,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,ecomm-nginx-ingress-test.westus2.cloudapp.azure.com,True,azure,,,,,,
,booking-site-278.ecomm-test-aks.alaskaair.com,"13.107.237.45, 13.107.238.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,,
,booking-site-279.ecomm-test-aks.alaskaair.com,"13.107.237.45, 13.107.238.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"ecomm-aks-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
