new,host,a,cname,soa,ns,status_code,cdn,cdn-name,txt,aaaa,has_internal_ips,internal_ips,mx
[x],res-static2.cdnsrc.huaweicloud.com,"124.71.88.42, 49.4.112.122, 117.78.12.122",,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],res-static2.huaweicloud.com,"23.38.98.251, 23.38.98.234","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:ab00::214:b49e, 2a02:26f0:ab00::214:8f78",,,
[x],res-static3.huaweicloud.com,,"dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],res-verify-intl.huaweicloud.com,"88.221.24.114, 88.221.24.11","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net, e39493.dscj.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:61::173e:3da1, 2a02:26f0:61::173e:3d59",,,
[x],res-verify.huaweicloud.com,"104.71.130.18, 104.71.130.58","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2600:1408:9000::17d9:74d1, 2600:1408:9000::17d9:7498",,,
[x],res.huaweicloud.com,"2.20.132.120, 2.20.132.149","developer.huaweicloud.com, developer.huaweicloud.com.edgekey.net, e39493.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:ab00::5c7a:d76a, 2a02:26f0:ab00::214:8e69",,,
[x],res.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],resource-beta.events.huawei.com,"101.33.11.110, 101.33.11.29","resource-beta.events.huawei.com.c.cdnhwc1.com, resource-beta.events.huawei.com.cdn.dnsv1.com, 9pw6s1b0.tweb.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],resource.events.huawei.com,"157.185.163.158, 157.185.179.12","resource.events.huawei.com.c.cdnhwc1.com, resource.events.huawei.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],resourcephs.vmall.com,80.158.80.126,resourcephs3.vmall.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],resourcephs3.vmall.com,80.158.80.126,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],rgdp1.huawei.com,127.0.0.1,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,True,127.0.0.1,
[x],rights-drcn.himovie.hicloud.com,"49.4.20.130, 118.194.34.130, 49.4.42.14",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],ris.huawei.com,121.37.49.181,ris.huawei.com.cdngtm.com,"dns1.qtlglb.info, webmaster.lxdns.com",,NOERROR,,,,,,,
[x],rms.huawei.com,121.37.53.171,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],rms.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],rnd.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],robortim.vmall.com,114.116.237.37,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],robotim.vmall.com,114.116.237.37,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],rpt.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, ns3.dnsv5.com",NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],rsa.huaweicloud.com,43.254.0.83,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],ru.devecostudio.huawei.com,,,,,NOERROR,,,,,,,
[x],ru.huaweicloud.com,159.138.195.53,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],sa-brazil-1-console.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],sa.openlife.huawei.com,159.138.212.235,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],sale.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, ns3.dnsv5.com",NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],saleo1n.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],satupama-new.dws.huaweicloud.com,110.239.65.220,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],school.huaweicloud.com,43.254.0.94,8b18dd21fdfe4ecfbf3508de7bec641e.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],sd.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],sdk.huaweicloud.com,"2.20.142.50, 2.20.143.88","developer.huaweicloud.com, developer.huaweicloud.com.edgekey.net, e39493.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:ab00::214:8e69, 2a02:26f0:ab00::5c7a:d76a",,,
[x],sdkserver-dre.op.hicloud.com,"2.16.241.152, 2.16.241.135","sdkserver-dre.op.hicloud.com.edgekey.net, e27573.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sdkserver-drru.op.hicloud.com,159.138.200.58,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sdkserver.op.hicloud.com,"118.194.33.45, 49.4.34.255",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],search-dra.cloud.huawei.com,114.119.183.177,,,,NOERROR,,,,,,,
[x],search-drcn.dt.hicloud.com,"49.4.37.18, 49.4.18.214",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sec.huawei.com,45.249.212.170,"952591f0516406ff.cdngtm.com, sec.huawei.com.cdngtm.com","dns1.qtlglb.info, webmaster.lxdns.com",,NOERROR,,,,,,,
[x],select.huaweicloud.com,43.254.0.11,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],selected.hicloud.com,"49.4.19.84, 49.4.36.146, 49.4.37.227, 117.78.15.55",,"ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com, ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","gns2.huaweicloud-dns.cn, ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,,"2407:c080:1400:61:8bdd:7bc7:b87:d8ca, 2407:c080:1400:61:786a:8d6d:1a78:7ef1",,,
[x],servicebox-drcn.digixtalk.hicloud.com,"49.4.34.7, 49.4.18.135",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],servicesupport1.hicloud.com,"49.4.19.108, 49.4.40.97",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],servicesupport2.hicloud.com,80.158.5.25,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],servicesupport3.hicloud.com,159.138.83.134,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],serviceturbo-cloud.huawei.com,159.138.223.245,"serviceturbo-cloud.web03.huawei.akadns.net, serviceturbo-cloud-ru.failover.web03.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],setting.hicloud.com,"80.158.38.94, 80.158.19.153",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com","ns4.dnsv5.com, gns2.huaweicloud-dns.cn, ns3.dnsv5.com",NOERROR,,,,,,,
[x],setting1.hicloud.com,"49.4.38.62, 118.194.33.64",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,"2407:c080:1400:32:c517:b69d:f044:6026, 2407:c080:1400:32:8179:f90:8104:4935",,,
[x],setting7.hicloud.com,"80.158.38.94, 80.158.19.153",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],setting8.hicloud.com,159.138.207.43,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sg.naas.huaweicloud.com,119.8.184.21,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],sg.nebula-collector.huawei.com,119.8.177.188,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],sg.venussaas.huawei.com,"116.205.146.103, 116.205.146.141, 123.60.238.167, 123.60.238.130",57a76a9d913f4d679735a08c585a0bd6.vip1.huaweicloudwaf.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com, vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],share-dra.himovie.hicloud.com,"108.156.60.73, 108.156.60.63, 108.156.60.42, 108.156.60.64","share-dra-himovie-hicloud-com.appacc.dbankedge.cn, d38frfehatexv7.cloudfront.net","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com","ns-941.awsdns-53.net, ns-10.awsdns-01.com, ns-1371.awsdns-43.org, ns-1767.awsdns-28.co.uk",NOERROR,True,cloudfront,,,,,
[x],share-dre.himovie.hicloud.com,"23.213.161.196, 23.213.161.216","dsa-ssl.himovie.hicloud.com.edgekey.net, e27573.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],share-drru.himovie.hicloud.com,159.138.202.238,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],share-himovie.hicloud.com,"118.194.34.59, 49.4.20.59, 49.4.35.187",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,"2407:c080:1400:14:112:383d:2088:5540, 2407:c080:1400:14:a9c5:a5c8:b8cb:6c7a, 2407:c080:1400:14:4ff5:5f16:18b:ad4f",,,
[x],share.huaweicloud.com,"43.152.28.35, 43.152.28.37, 43.152.29.13, 43.152.28.34, 101.33.11.48, 43.152.28.36, 101.33.11.88, 43.152.29.14, 203.205.224.26, 43.152.29.16, 43.152.29.17, 43.152.29.20, 43.152.29.19, 43.152.28.31, 43.152.28.33","bbs.huaweicloud.com, bbs.huaweicloud.com.cdn.dnsv1.com, hr9ttt5x.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],share.music.vmall.com,"118.194.34.67, 49.4.20.67, 49.4.47.61",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],shdps.holosens.huaweicloud.com,103.143.19.184,8125465ea4698be6.huaweisafedns.cn,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],shixizhi.huawei.com,"117.78.24.39, 49.4.56.21, 49.4.56.34, 117.78.24.35",a98b0198dbed44be87364605611304a0.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],shop.huawei.com,23.35.229.107,"shop.huawei.com.akadns.net, dsa-ssl.huawei.com.edgekey.net, e11285.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],shop.test.vmall.com,"49.4.112.59, 49.4.112.58",dc430958b74348f69b05a4df562c74cd.apig.cn-north-4.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],shop.vmall.com,,www.vmall.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],simyo-bss-ar.huawei.com,195.81.201.180,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],simyo-bss-bi.huawei.com,195.81.201.181,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],sit.shixizhi.huawei.com,"124.70.125.188, 124.70.125.201, 124.70.126.203, 124.70.126.210",7186c7b1c81e46b79080818dfd8df7b5.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],situkweb.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],skytone-res2.vmall.com,119.8.245.45,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],smart.apistore.huaweicloud.com,"49.4.112.59, 49.4.112.58",c26791d32a484eb1a0ec46752cc76523.apig.cn-north-4.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],smartdesign.huawei.com,127.0.0.0,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,True,127.0.0.0,
[x],smartit.internal.huaweicloud.com,49.4.112.62,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],smartpassengerflow-ae.huawei.com,185.193.153.120,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],smartrobot-drcn.cloud.huawei.com,"121.36.118.56, 49.4.43.121",,,,NOERROR,,,,,,,
[x],smartrobot-drcn.platform.hicloud.com,"121.36.118.56, 49.4.43.121",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,"2407:c080:1400:14:cafb:e2e3:5c20:9379, 2407:c080:1400:14:e9be:f9f6:b8b4:af20",,,
[x],smtp.huaweicloud.com,"103.214.56.52, 103.214.56.51","smtp.saas.huaweicloud.com, smtp.hwmail.com.cn","v1.dns.com, admin.dns.com",,NOERROR,,,,,,,
[x],sns.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sns1.hicloud.com,"49.4.39.62, 121.36.115.4",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,"2407:c080:1400:64:6fef:3bc5:19e1:18ea, 2407:c080:1400:64:6326:ef54:6a9b:57bc",,,
[x],softclient.meeting.huaweicloud.com,"218.12.76.155, 218.12.76.158, 120.52.95.245, 120.52.95.249","softclient.meeting.huaweicloud.com.c.cdnhwc1.com, hcdnd101.vip.cdnhwczxh101.com","ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],software.huawei.com,"104.126.116.185, 104.126.116.146","softwares.huawei.com.akadns.net, software.huawei.com.edgesuite.net, a855.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",,NOERROR,,,,"2600:1408:7400::17c7:3f39, 2600:1408:7400::17c7:3f10",,,
[x],solar.huawei.com,"157.185.179.12, 157.185.163.158","solar.huawei.com.c.cdnhwc1.com, solar.huawei.com.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],sp-drcn.wallet.hicloud.com,"49.4.38.63, 49.4.17.169",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sp.openlife.huawei.com,159.138.96.152,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],speaker-cu-drcn.things.hicloud.com,"49.4.37.41, 49.4.17.170",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","gns2.huaweicloud-dns.cn, ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,,,,,
[x],speaker-drcn.things.hicloud.com,49.4.19.249,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],speaker-gray-drcn.things.hicloud.com,49.4.19.222,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],spf.saas.huaweicloud.com,,,"ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com, vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,v=spf1 include:spf.hwmail.com.cn ~all,,,,
[x],sportdata-dra.things.hicloud.com,159.138.91.5,"sportdata-dra-things-hicloud-com-dra.appacc.dbankedge.cn, sportdata-dra-things-hicloud-com-dra.appacc-region.dbankedge.cn","ns1.hwclouds-dns.com, luguosheng.huawei.com, ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sportdata-dre.things.hicloud.com,80.158.37.10,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],sre.huaweicloud.com,43.254.0.83,,"ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com, vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],ssoportalperf.test.vmall.com,119.3.186.27,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, ns3.dnsv5.com",NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],ssoportalsit.test.vmall.com,124.70.71.153,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],ssoportaltestlf.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, ns3.dnsv5.com",NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],ssoserverperf.test.vmall.com,119.3.186.27,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],ssoserversit.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, ns3.dnsv5.com",NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],sspcloud.huawei.com,103.143.19.33,3069e8d73843f37b.huaweisafedns.cn,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],static-intl.huaweicloud.com,"184.86.103.16, 184.86.103.21","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],static.huaweicloud.com,"2.18.29.216, 2.18.29.202","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:d200::6855:f930, 2a02:26f0:d200::6855:f932",,,
[x],static1-intl.huaweicloud.com,"2.17.100.178, 2.17.100.195","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:1700:5::5f65:1b63, 2a02:26f0:1700:5::5f65:1b47",,,
[x],static2-intl.huaweicloud.com,"2.17.100.195, 2.17.100.178","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:1700:5::5f65:1b63, 2a02:26f0:1700:5::5f65:1b47",,,
[x],status.service.huaweicloud.com,"119.8.125.161, 94.74.80.63",,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],stm.huawei.com,116.205.147.117,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],store-drru.hispace.hicloud.com,159.138.202.186,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],store-support-ru.huawei.com,91.197.72.25,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,v=spf1 a mx include:virtualmail.webpower.eu ~all,,,,virtualmail.webpower.eu
[x],store-support.huawei.com,"91.197.72.25, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall3rd.huawei.cn, nsall.huawei.com, nsallsec.huawei.com, nsall4th.huawei.cn",NOERROR,,,v=spf1 a mx include:virtualmail.webpower.eu ~all,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,virtualmail.webpower.eu
[x],store-supports.huawei.com,"91.197.72.25, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall4th.huawei.cn, nsall.huawei.com, nsallsec.huawei.com, nsall3rd.huawei.cn",NOERROR,,,v=spf1 a mx include:virtualmail.webpower.eu ~all,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,virtualmail.webpower.eu
[x],store.apistore.huaweicloud.com,43.254.0.94,175a0d4356104f9e8de17d70385c4e16.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],store.huaweicloud.com,"117.78.12.122, 49.4.112.122","market.huaweicloud.com, app.huaweicloud.com","vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],store2.hispace.hicloud.com,"18.65.39.55, 18.65.39.23, 18.65.39.120, 18.65.39.56",d2iliy6fkyume5.cloudfront.net,"ns-375.awsdns-46.com, awsdns-hostmaster.amazon.com","ns-1073.awsdns-06.org, ns-1979.awsdns-55.co.uk, ns-375.awsdns-46.com, ns-576.awsdns-08.net",NOERROR,True,cloudfront,,,,,
[x],store3.hispace.hicloud.com,23.38.53.19,"dsa-sslv6.hispace.hicloud.com.edgekey.net, e9839.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],stores1.hispace.hicloud.com,"121.36.119.209, 121.36.117.66, 49.4.47.71, 118.194.33.169, 49.4.38.106",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],subscr-dra.iap.hicloud.com,159.138.86.166,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],subscr-drru.iap.hicloud.com,94.74.82.213,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],supl.platform.hicloud.com,80.158.41.4,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],support-open.huawei.com,124.71.94.150,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],support.cdnsrc.huaweicloud.com,"117.78.12.122, 49.4.112.122, 124.71.88.42",,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],support.developer.huaweicloud.com,124.70.64.222,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],support.huaweicloud.com,"23.53.42.106, 23.53.42.154","dsasslv6.huaweicloud.com.edgekey.net, e39493.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:64::214:84d9, 2a02:26f0:64::214:84cc",,,
[x],svc-drru.ads.huawei.com,159.138.206.244,,,,NOERROR,,,,,,,
[x],svc.developer.huaweicloud.com,123.60.212.141,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],talent.shixizhi.huawei.com,"90.84.161.14, 23.90.149.102","talent.shixizhi.huawei.com.098858cb.cdnhwcgqa21.com, hcdnwsa120.sme.cdnhwccmz121.com","ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],talk.huaweicloud.com,"43.152.29.19, 43.152.29.20, 101.33.11.48, 101.33.11.88, 203.205.224.26, 43.152.28.31, 43.152.28.33, 43.152.28.34, 43.152.28.35, 43.152.28.36, 43.152.28.37, 43.152.29.13, 43.152.29.14, 43.152.29.16, 43.152.29.17","bbs.huaweicloud.com, bbs.huaweicloud.com.cdn.dnsv1.com, hr9ttt5x.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],tcis1.hicloud.com,"49.4.39.79, 121.36.119.147",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],tcis7.hicloud.com,160.44.196.150,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns3.dnsv5.com, ns4.dnsv5.com, gns2.huaweicloud-dns.cn",NOERROR,,,,,,,
[x],tenant1.cbs.bescloud.huawei.com,127.0.0.1,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,True,127.0.0.1,
[x],terms-drru.platform.hicloud.com,159.138.203.39,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
