input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,csp_domains_,tls_subject_org_,final_url
rgspx.pa.casino.fanduel.com,Access to this page has been denied.,403,4650,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,rgspx.pa.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-03T23:59:59Z,CN=rgspx.pa.casino.fanduel.com,rgspx.pa.casino.fanduel.com,rgspx.pa.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4113f0fa22f8628c70e114373b46783e,44067b7fe7ab04950215c4288c0bd956ded6fc61d22b4885187a94c6f9249086,ctls,rgspx.pa.casino.fanduel.com,cloudfront,443,https://rgspx.pa.casino.fanduel.com:443,https,CloudFront,text/html,GET,108.138.17.127,/,,108.138.17.102,HTTP/3,172,False,True,,,,,,
rgspx.wv.casino.fanduel.com,,503,107,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,rgspx.wv.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-03T23:59:59Z,CN=rgspx.wv.casino.fanduel.com,rgspx.wv.casino.fanduel.com,rgspx.wv.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9bbea79a3dac899a1310c0c8d2ad1581,a561defdd662f38f7288e7e9b47ad015a9de3756be1d2d1985b7e887807b5b4d,ctls,rgspx.wv.casino.fanduel.com,cloudfront,443,https://rgspx.wv.casino.fanduel.com:443,https,,text/html,GET,108.139.243.78,/,-1654418437,108.139.243.81,HTTP/3,4,False,True,,,,,,
sbapi.nj.sportsbook.fanduel.com,404 Not Found,404,153,AS16509,AMAZON-02,US,13.32.132.0/24,sbapi.nj.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,CN=*.nj.sportsbook.fanduel.com,*.nj.sportsbook.fanduel.com,*.nj.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6c6aa7ee621a81160b961cc3d41d6c4,2b2a4954568871d60f180ba99c24a5a8283a02c198fd8ad889a31153d85f44ab,ctls,sbapi.nj.sportsbook.fanduel.com,cloudfront,443,https://sbapi.nj.sportsbook.fanduel.com:443,https,nginx/1.20.1,text/html,GET,13.32.121.105,/,-1298480087,13.32.121.17,Nginx:1.20.1,8,False,True,True,,,,,
scan.ia.sportsbook.fanduel.com,Service not Found,404,313,AS16509,AS16509,Unknown,3.144.0.0/13,scan.ia.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=*.ia.sportsbook.fanduel.com,*.ia.sportsbook.fanduel.com,*.ia.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,10227296ff51087db0160ddf7e738d27,53b2b05bed9097c686077ec3948f153f764ddc912221f36f4c973ad53d71fb51,ctls,scan.ia.sportsbook.fanduel.com,,443,https://scan.ia.sportsbook.fanduel.com:443,https,Cougar - 4.12.9 (Cougar 2 mode),,GET,3.134.200.41,/,-356219960,3.130.200.83,,9,False,,True,,,,,
scan.pa.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,54.152.0.0/16,scan.pa.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d083e2214f678f50e8417487841ae73,885baa204385e4d534f8df22c9b971d98d6e8f4b91b342616f61444a389bc556,ctls,scan.pa.sportsbook.fanduel.com,,443,https://scan.pa.sportsbook.fanduel.com:443,https,Cougar - 4.12.9 (Cougar 2 mode),,GET,54.152.166.72,/,-356219960,44.209.249.125,,9,False,,True,,,,,
service-staging.racing.fanduel.com,403,403,134,AS15169,GOOGLE,US,130.211.32.0/20,service-staging.racing.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T11:25:07Z,2023-08-01T12:15:59Z,CN=racing.cert.fndl.dev,racing.cert.fndl.dev,staging.racing.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d8a2d3da60f993c816c41e172dff75db,2d6be6118845cbb29e19170f66cedd3c7868b6694a50113c974852feed3d3e1a,ctls,service-staging.racing.fanduel.com,google,80,http://service-staging.racing.fanduel.com:80,http,,text/html,GET,130.211.31.240,/,1723221432,130.211.31.240,HTTP/3,1,False,True,,,,,,https://service-staging.racing.fanduel.com:443/
service.racing-qa.fanduel.com,403,403,134,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,service.racing-qa.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T15:16:37Z,2023-08-03T16:07:28Z,CN=racing-qa.fanduel.com,racing-qa.fanduel.com,service.racing-qa.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,db16e205404c574b7d6debafe9e35c7f,fbd89efb89d9eaf33428f0b0ebbb8acf5dbe198f5f4b767aa0c8869da1d4765a,ctls,service.racing-qa.fanduel.com,google,443,https://service.racing-qa.fanduel.com:443,https,,text/html,GET,107.178.254.233,/,1723221432,107.178.254.233,HTTP/3,1,False,True,,,,,,
service.racing-staging.fanduel.com,403,403,134,AS15169,GOOGLE,US,130.211.32.0/20,service.racing-staging.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T11:25:07Z,2023-08-01T12:15:59Z,CN=racing.cert.fndl.dev,racing.cert.fndl.dev,staging.racing.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d8a2d3da60f993c816c41e172dff75db,2d6be6118845cbb29e19170f66cedd3c7868b6694a50113c974852feed3d3e1a,ctls,service.racing-staging.fanduel.com,google,80,http://service.racing-staging.fanduel.com:80,http,,text/html,GET,130.211.31.240,/,1723221432,130.211.31.240,HTTP/3,1,False,True,,,,,,https://service.racing-staging.fanduel.com:443/
service.racing.fanduel.com,Restricted,200,1122,AS15169,GOOGLE,US,130.211.32.0/20,,,,,,,,,,,,,,,,,,google,80,http://service.racing.fanduel.com:80,http,UploadServer,text/html,GET,130.211.22.198,/,-1884399767,130.211.22.198,Google Cloud Storage,35,False,True,,,,,,http://restrict.tvg.com/
sib.pa.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,18.208.0.0/13,sib.pa.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d083e2214f678f50e8417487841ae73,885baa204385e4d534f8df22c9b971d98d6e8f4b91b342616f61444a389bc556,ctls,sib.pa.sportsbook.fanduel.com,,443,https://sib.pa.sportsbook.fanduel.com:443,https,Cougar - 4.12.8 (Cougar 2 mode),,GET,18.211.92.104,/,-356219960,54.80.219.40,,9,False,,True,,,,,
sitedown.fanduel.com,403 Forbidden,403,454,AS16509,AS16509,Unknown,52.216.72.0/24,,,,,,,,,,,,,,,,,,,80,http://sitedown.fanduel.com:80,http,AmazonS3,text/html,GET,52.216.24.227,/,1299063836,54.231.169.229,Amazon Web Services,19,False,,,,,,,
smp.ct.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,34.232.160.0/23,smp.ct.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.ct.sportsbook.fanduel.com,*.ct.sportsbook.fanduel.com,*.ct.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f5170b6a9a45bd5294acc493305226ad,965ba9d5d72c88e118573b928ea35af128eab86c17da42686eb16cd9dff7addf,ctls,smp.ct.sportsbook.fanduel.com,,443,https://smp.ct.sportsbook.fanduel.com:443,https,Cougar - 4.12.8 (Cougar 2 mode),,GET,34.225.60.246,/,-356219960,54.208.142.54,,9,False,,True,,,,,
smp.pa.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,34.202.28.0/23,smp.pa.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d083e2214f678f50e8417487841ae73,885baa204385e4d534f8df22c9b971d98d6e8f4b91b342616f61444a389bc556,ctls,smp.pa.sportsbook.fanduel.com,,80,http://smp.pa.sportsbook.fanduel.com:80,http,Cougar - 4.12.8 (Cougar 2 mode),,GET,34.196.7.211,/,-356219960,44.209.31.99,,9,False,,True,,,,,https://smp.pa.sportsbook.fanduel.com:443/
sportradar-api.fanduel.com,Not Found,404,1542,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,sportradar-api.fanduel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T09:36:12Z,2023-08-01T09:36:11Z,CN=spott2.sportradar.com,spott2.sportradar.com,www.watchloi.ie,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fac2bfe7ad65b1e0b9667b64dfc47a68,4d086b75f1db133c4803deac288b9ab7f064d799059e00e0dcb931c9a218a39b,ctls,sportradar-api.fanduel.com,,443,https://sportradar-api.fanduel.com:443,https,,text/html,GET,95.101.111.144,/,-1840324437,95.101.111.185,HSTS,51,False,,,,,,,
sportsbook.fanduel.com,FanDuel Sportsbook,200,13683,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,sportsbook.fanduel.com,cloudfront,443,https://sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,108.138.17.122,/,222092053,108.138.17.86,HSTS,1,False,True,True,True,,,,
staging.racing.fanduel.com,403,403,134,AS15169,GOOGLE,US,35.186.192.0/18,staging.racing.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T11:25:07Z,2023-08-01T12:15:59Z,CN=racing.cert.fndl.dev,racing.cert.fndl.dev,staging.racing.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d8a2d3da60f993c816c41e172dff75db,2d6be6118845cbb29e19170f66cedd3c7868b6694a50113c974852feed3d3e1a,ctls,staging.racing.fanduel.com,google,443,https://staging.racing.fanduel.com:443,https,,text/html,GET,35.186.196.229,/,1723221432,35.186.196.229,HTTP/3,1,False,True,,,,,,
staging.use1.dev.draft.fdbox.net,Expired DNS Hosting Services | DNS Made Easy,200,3643,AS14061,DIGITALOCEAN-ASN,US,157.230.0.0/16,,,,,,,,,,,,,,,,,,,80,http://staging.use1.dev.draft.fdbox.net:80,http,nginx/1.14.2,text/html,GET,157.230.67.179,/,1703262293,157.230.67.179,Nginx:1.14.2,132,False,,,,,,,
status-test.fanduel.com,,403,243,AS16509,AMAZON-02,US,18.66.116.0/23,status-test.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-08T23:59:59Z,CN=*.fanduel.com,*.fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0b3eef2414500e62184b529e7d5a57f,d1aa3a89c57e1f57861f1e5aff07f53e36df9172893764c6a8ff06daf983c176,ctls,status-test.fanduel.com,cloudfront,443,https://status-test.fanduel.com:443,https,AmazonS3,application/xml,GET,18.66.112.124,/,-658245366,18.66.112.45,Amazon Web Services,2,False,True,True,,,,,
status.fanduel.com,,403,243,AS0,Not routed,None,13.32.100.0/23,status.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-08T23:59:59Z,CN=*.fanduel.com,*.fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0b3eef2414500e62184b529e7d5a57f,d1aa3a89c57e1f57861f1e5aff07f53e36df9172893764c6a8ff06daf983c176,ctls,status.fanduel.com,cloudfront,80,http://status.fanduel.com:80,http,AmazonS3,application/xml,GET,13.32.99.128,/,-1847085872,13.32.99.107,Amazon Web Services,2,False,True,True,,,,,https://status.fanduel.com/
sunset-stardust-pa.casino.fanduel.com,Title,200,5743,AS16509,AMAZON-02,US,143.204.104.0/24,sunset-stardust-pa.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=sunset-stardust-pa.casino.fanduel.com,sunset-stardust-pa.casino.fanduel.com,sunset-stardust-pa.casino.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a6879c8ce626d885f92ebdc80f61147,fd965d6272b9f1d2fa36b792edb246b3a9a0587f73346b89d17c0a0d3e718b38,ctls,sunset-stardust-pa.casino.fanduel.com,cloudfront,443,https://sunset-stardust-pa.casino.fanduel.com:443,https,AmazonS3,text/html,GET,143.204.89.66,/,-100471531,143.204.89.86,HTTP/3,215,False,True,,,,,,
tm.fanduel.com,,400,11,AS5089,NTL,GB,91.224.0.0/11,,,,,,,,,,,,,,,,,,,80,http://tm.fanduel.com:80,http,Apache,text/html,GET,91.235.133.182,/,-1840324437,91.235.133.182,HSTS,1,False,,,,,,,
tn.sportsbook.fanduel.com,FanDuel Sportsbook,200,13683,AS0,Not routed,None,13.224.192.0/21,tn.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,tn.sportsbook.fanduel.com,cloudfront,443,https://tn.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.17,/,222092053,13.224.189.88,HSTS,1,False,True,True,,,,,
va.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,va.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,va.sportsbook.fanduel.com,cloudfront,443,https://va.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.104,/,222092053,13.224.189.6,Amazon Web Services,172,False,True,True,,,,,
verum-dev.fdbox.net,,404,21,AS14618,AMAZON-AES,US,35.168.0.0/13,verum-dev.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T07:34:26Z,2023-06-25T07:34:25Z,CN=*.devstack.use1.fndldev.net,*.devstack.use1.fndldev.net,*.use1.fndldev.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,59abd2e73cafbe043f55d6aefeb22fb6,f4cf515aa002b36076e10b721fcfe62107901193d66124cadc54d9019ad760a0,ctls,verum-dev.fdbox.net,,443,https://verum-dev.fdbox.net:443,https,,text/plain,GET,35.169.161.82,/,-1669793162,107.23.191.236,,1,False,,True,True,,,,
verum.fdbox.net,,404,21,AS14618,AMAZON-AES,US,184.73.0.0/16,,,,,,,,,,,,,,,,,,,80,http://verum.fdbox.net:80,http,,text/plain,GET,184.73.126.127,/,-1669793162,34.196.226.169,,1,False,,,,,,,
webhooks.fanduel.com,,403,23,AS14618,AMAZON-AES,US,3.228.0.0/17,webhooks.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b2be7d51144c5654d6de3084aa67353,f00a23269c6aa40e3e1c620ec69dc1437091da2869f6f9025cfd92682c86d525,ctls,webhooks.fanduel.com,,443,https://webhooks.fanduel.com:443,https,,application/json,GET,3.220.190.46,/,968070783,34.230.239.221,,1,False,,True,,,,,
websockets-elb.fanduel.com,,404,3,AS14618,AMAZON-AES,US,52.20.0.0/14,websockets-elb.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b2be7d51144c5654d6de3084aa67353,f00a23269c6aa40e3e1c620ec69dc1437091da2869f6f9025cfd92682c86d525,ctls,websockets-elb.fanduel.com,,443,https://websockets-elb.fanduel.com:443,https,,,GET,52.22.13.17,/,-1285597174,54.162.100.200,,1,False,,True,,,,,
websockets.fanduel.com,,404,3,AS14618,AMAZON-AES,US,3.218.182.0/24,websockets.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b2be7d51144c5654d6de3084aa67353,f00a23269c6aa40e3e1c620ec69dc1437091da2869f6f9025cfd92682c86d525,ctls,websockets.fanduel.com,,443,https://websockets.fanduel.com:443,https,,,GET,3.217.148.61,/,-1285597174,52.22.13.17,,1,False,,True,,,,,
wvv1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,66.212.248.0/21,wvv1.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,wvv1.sportsbook.fanduel.com,,443,https://wvv1.sportsbook.fanduel.com:443,https,,text/html,GET,66.212.248.37,/,-1789736302,66.212.248.37,Microsoft ASP.NET,1,False,,,,,,,
www.fanduel.com,FanDuel | Daily Fantasy Sports and Online U.S. Sportsbook,200,142044,AS16509,AMAZON-02,US,13.32.132.0/24,www.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,905671e207121ba2c536ba9f6992c4ca,be5793b54a8694862acaed6953194c8ce7eb87597b7c3f18708306d12009fc9b,ctls,www.fanduel.com,cloudfront,443,https://www.fanduel.com:443,https,nginx,text/html,GET,13.32.121.64,/,-1965133222,13.32.121.120,Nginx,971,False,True,True,,,,,
www.rgs.ct.casino.fanduel.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.32.100.0/23,,,,,,,,,,,,,,,,,,cloudfront,80,http://www.rgs.ct.casino.fanduel.com:80,http,CloudFront,text/html,GET,13.32.99.74,/,-928298274,13.32.99.3,Amazon Web Services,20,False,True,,,,,,
www.rgsinternal.ct.casino.fanduel.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.32.100.0/23,,,,,,,,,,,,,,,,,,cloudfront,80,http://www.rgsinternal.ct.casino.fanduel.com:80,http,CloudFront,text/html,GET,13.32.99.74,/,-152758544,13.32.99.103,Amazon Web Services,20,False,True,,,,,,
wy.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,wy.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,wy.sportsbook.fanduel.com,cloudfront,443,https://wy.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.6,/,222092053,13.224.189.104,Amazon Web Services,172,False,True,True,,,,,
xsell.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-03T23:59:59Z,CN=xsell.sportsbook.fanduel.com,xsell.sportsbook.fanduel.com,xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6caa73a1adc3291834f25ccbf7812fa8,e72d465b7774edea5e679c420de7091b711b09d35237069ad762ebdf83a02046,ctls,xsell.sportsbook.fanduel.com,cloudfront,80,http://xsell.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,108.138.7.57,/,-1840324437,108.138.7.80,HTTP/3,172,False,True,,,,,,https://xsell.sportsbook.fanduel.com/
