input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_wildcard_certificate,tls_subject_org_
docker.quizlet.com,Captcha Challenge…,403,163658,docker.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,docker.quizlet.com,cloudflare,443,https://docker.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1971783632,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
download.quizlet.com,Captcha Challenge…,403,163735,download.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,download.quizlet.com,cloudflare,443,https://download.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,952977353,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
edge-z-p4-shv-02-gru22024.quizlet.com,Captcha Challenge…,403,163885,edge-z-p4-shv-02-gru22024.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,edge-z-p4-shv-02-gru22024.quizlet.com,cloudflare,443,https://edge-z-p4-shv-02-gru22024.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1112625662,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
el.quizlet.com,Captcha Challenge…,403,163546,el.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,el.quizlet.com,cloudflare,443,https://el.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1106712369,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
elastic.quizlet.com,Captcha Challenge…,403,163704,elastic.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,elastic.quizlet.com,cloudflare,443,https://elastic.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1121134963,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
email.news.quizlet.com,403 Forbidden,403,553,email.news.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,email.news.quizlet.com,cloudflare,443,https://email.news.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,,,
email.quizlet.com,Captcha Challenge…,403,163640,email.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,email.quizlet.com,cloudflare,443,https://email.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,38783828,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
en.quizlet.com,Captcha Challenge…,403,163678,en.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,en.quizlet.com,cloudflare,443,https://en.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-406333769,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
enoauth.quizlet.com,Captcha Challenge…,403,163658,enoauth.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,enoauth.quizlet.com,cloudflare,443,https://enoauth.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,511835852,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
et56-1.quizlet.com,Captcha Challenge…,403,163621,et56-1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,et56-1.quizlet.com,cloudflare,443,https://et56-1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,440863802,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
eur-p-gen-6-126-35-99-backup.forum.quizlet.com,403 Forbidden,403,151,eur-p-gen-6-126-35-99-backup.forum.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,eur-p-gen-6-126-35-99-backup.forum.quizlet.com,cloudflare,80,http://eur-p-gen-6-126-35-99-backup.forum.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,https://eur-p-gen-6-126-35-99-backup.forum.quizlet.com/,,
europe.quizlet.com,Captcha Challenge…,403,163625,europe.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,europe.quizlet.com,cloudflare,443,https://europe.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,793764679,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
eventlogger.quizlet.com,Captcha Challenge…,403,163652,eventlogger.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,eventlogger.quizlet.com,cloudflare,80,http://eventlogger.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,237939979,104.17.188.102,Cloudflare Bot Management,98,False,True,https://eventlogger.quizlet.com/,True,
exchange.quizlet.com,Captcha Challenge…,403,163595,exchange.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,exchange.quizlet.com,cloudflare,80,http://exchange.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,-1056585009,104.17.187.102,Cloudflare Bot Management,98,False,True,https://exchange.quizlet.com/,True,
fb.quizlet.com,Captcha Challenge…,403,163522,fb.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,fb.quizlet.com,cloudflare,443,https://fb.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,276883243,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
forum.autodiscover.quizlet.com,403 Forbidden,403,553,forum.autodiscover.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,forum.autodiscover.quizlet.com,cloudflare,443,https://forum.autodiscover.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
forum9.quizlet.com,Captcha Challenge…,403,163613,forum9.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,forum9.quizlet.com,cloudflare,443,https://forum9.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1309598489,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
ftgmer.quizlet.com,Captcha Challenge…,403,163646,ftgmer.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,ftgmer.quizlet.com,cloudflare,80,http://ftgmer.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,-31021713,104.17.187.102,Cloudflare Bot Management,98,False,True,https://ftgmer.quizlet.com/,True,
fw.quizlet.com,Captcha Challenge…,403,163715,fw.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,fw.quizlet.com,cloudflare,443,https://fw.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1731310868,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
gcp-enconfig-redirect.dnm.quizlet.com,403 Forbidden,403,151,gcp-enconfig-redirect.dnm.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,gcp-enconfig-redirect.dnm.quizlet.com,cloudflare,443,https://gcp-enconfig-redirect.dnm.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,,,
gcpauthcp-backups.quizlet.com,Captcha Challenge…,403,163720,gcpauthcp-backups.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,gcpauthcp-backups.quizlet.com,cloudflare,443,https://gcpauthcp-backups.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,92172256,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
ghs-internal.quizlet.com,Captcha Challenge…,403,163648,ghs-internal.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,ghs-internal.quizlet.com,cloudflare,443,https://ghs-internal.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1870675635,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
ghsoffice.quizlet.com,Captcha Challenge…,403,163480,ghsoffice.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,ghsoffice.quizlet.com,cloudflare,443,https://ghsoffice.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,661447719,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
gimg.quizlet.com,Captcha Challenge…,403,163725,gimg.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,gimg.quizlet.com,cloudflare,80,http://gimg.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,905867510,104.17.187.102,Cloudflare Bot Management,98,False,True,https://gimg.quizlet.com/,True,
git.quizlet.com,Captcha Challenge…,403,163654,git.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,git.quizlet.com,cloudflare,443,https://git.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1979683790,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
go.quizlet.com,Captcha Challenge…,403,163658,go.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,go.quizlet.com,cloudflare,443,https://go.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,194323974,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
growthbook.internal-prod.prod1.quizlet.com,403 Forbidden,403,553,growthbook.internal-prod.prod1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,growthbook.internal-prod.prod1.quizlet.com,cloudflare,443,https://growthbook.internal-prod.prod1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
gw.quizlet.com,Captcha Challenge…,403,163621,gw.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,gw.quizlet.com,cloudflare,443,https://gw.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-1297172475,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
h-135-197-192-41.share.quizlet.com,403 Forbidden,403,553,h-135-197-192-41.share.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,h-135-197-192-41.share.quizlet.com,cloudflare,80,http://h-135-197-192-41.share.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,https://h-135-197-192-41.share.quizlet.com/,,
h-135-207-102-81.quizlet.com,Captcha Challenge…,403,163813,h-135-207-102-81.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,h-135-207-102-81.quizlet.com,cloudflare,80,http://h-135-207-102-81.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,910507050,104.17.188.102,Cloudflare Bot Management,98,False,True,https://h-135-207-102-81.quizlet.com/,True,
h-135-207-103-17.wwww.quizlet.com,403 Forbidden,403,553,h-135-207-103-17.wwww.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,h-135-207-103-17.wwww.quizlet.com,cloudflare,443,https://h-135-207-103-17.wwww.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,,,
h-135-207-103-63.quizlet.com,Captcha Challenge…,403,163574,h-135-207-103-63.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,h-135-207-103-63.quizlet.com,cloudflare,80,http://h-135-207-103-63.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,-1991563595,104.17.187.102,Cloudflare Bot Management,98,False,True,https://h-135-207-103-63.quizlet.com/,True,
h-135-207-231-57.cloud.quizlet.com,403 Forbidden,403,553,h-135-207-231-57.cloud.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,h-135-207-231-57.cloud.quizlet.com,cloudflare,443,https://h-135-207-231-57.cloud.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
h-135-207-59-94.email.quizlet.com,403 Forbidden,403,553,h-135-207-59-94.email.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,h-135-207-59-94.email.quizlet.com,cloudflare,443,https://h-135-207-59-94.email.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
hk03sa.quizlet.com,Captcha Challenge…,403,163658,hk03sa.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,hk03sa.quizlet.com,cloudflare,443,https://hk03sa.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,237582885,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
home.quizlet.com,Captcha Challenge…,403,163836,home.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,home.quizlet.com,cloudflare,443,https://home.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,305442120,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
host-134-152-43-61.ghs.quizlet.com,403 Forbidden,403,553,host-134-152-43-61.ghs.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,host-134-152-43-61.ghs.quizlet.com,cloudflare,443,https://host-134-152-43-61.ghs.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
