input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,location,scheme,webserver,content_type,method,host,path,favicon,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,final_url,chain_status_codes_,tls_subject_org_
jfrog.org,Software Supply Chain Platform for DevOps & Security | JFrog,200,383310,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,,ctls,jfrog.com,,443,https://jfrog.org:443,,https,,text/html,GET,107.23.46.145,/,195472539,Yoast SEO Premium:15.2,3217,False,,https://fullsb-supportjfrog.cs84.force.com,,https://jfrog.com/,200,
jfrog.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jfrog.swampguide.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,1880592684,Amazon Web Services,20,False,True,,,,,
jfrogdc.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://jfrogdc.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,-2090115594,Amazon Web Services,20,False,True,,,,,
jfrogtshirt.jfrog.com,403 Forbidden,403,146,jfrogtshirt.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,jfrogtshirt.jfrog.com,,443,https://jfrogtshirt.jfrog.com:443,,https,,text/html,GET,34.197.216.62,/,1494302000,,8,False,,,,,,
join.jfrog.com,JFrog Careers | Join the company that’s making software liquid,200,189689,join.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,join.jfrog.com,cloudfront,443,https://join.jfrog.com:443,,https,,text/html,GET,18.66.112.30,/,1494302000,Yoast SEO Premium:15.2,1830,False,True,,,,,
jpay.jfrog.com,403 Forbidden,403,548,jpay.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,2023-06-07T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",19453f6c93ca755709133bbc68b09d51,e48637ff723475c3c7ade853ba43091762fa88497762651e43cfe6dc49288a70,True,ctls,jpay.jfrog.com,,443,https://jpay.jfrog.com:443,,https,,text/html,GET,44.198.151.183,/,586998417,HSTS,14,False,,,,,,
jpms.jfrog.com,403 Forbidden,403,146,jpms.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,2023-06-07T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",19453f6c93ca755709133bbc68b09d51,e48637ff723475c3c7ade853ba43091762fa88497762651e43cfe6dc49288a70,True,ctls,jpms.jfrog.com,,443,https://jpms.jfrog.com:443,,https,,text/html,GET,44.198.151.183,/,-1561873722,HSTS,8,False,,,,,,
juc-il.innovationhub.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://juc-il.innovationhub.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,-136792902,Amazon Web Services,20,False,True,,,,,
juc-il.jfrog.com,Software Supply Chain Platform for DevOps & Security | JFrog,200,383310,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,,ctls,jfrog.com,cloudfront,443,https://juc-il.jfrog.com:443,,https,,text/html,GET,143.204.89.112,/,195472539,Yoast SEO Premium:15.2,3217,False,True,https://supportjfrog.force.com/,,https://jfrog.com:443/,200,
juc-paris.jfrog.com,"Jenkins User Conference - June 28, 2018 - Paris, France",200,156392,juc-paris.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,juc-paris.jfrog.com,cloudfront,443,https://juc-paris.jfrog.com:443,,https,,text/html,GET,143.204.89.102,/,1494302000,YouTube,1712,False,True,,,,,
k8s-friends.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://k8s-friends.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.69,/,1567736785,Amazon Web Services,20,False,True,,,,,
landing.jfrog.com,MyJFrog - JFrog Customer Portal,200,10612,landing.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,2023-06-07T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",19453f6c93ca755709133bbc68b09d51,e48637ff723475c3c7ade853ba43091762fa88497762651e43cfe6dc49288a70,True,ctls,landing.jfrog.com,,443,https://landing.jfrog.com:443,,https,,text/html,GET,44.198.151.183,/,-1192158473,HSTS,60,False,,,,,,
leap.jfrog.com,Software Supply Chain Platform for DevOps & Security | JFrog,200,383310,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,,ctls,jfrog.com,cloudflare,443,https://leap.jfrog.com:443,,https,,text/html,GET,104.17.72.206,/,195472539,Yoast SEO Premium:15.2,3217,False,True,https://supportjfrog.force.com/,,https://jfrog.com/,200,
leapevent.jfrog.com,Leap,200,111988,leapevent.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-26T00:00:00Z,2024-01-24T23:59:59Z,CN=leapevent.jfrog.com,leapevent.jfrog.com,*.leapevent.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4dd2189ca3db4fe7503f94004d4e407c,8147a515a3356751ef018042f11c28feccea90de2019620ef2bccb4eb9a1add6,True,ctls,leapevent.jfrog.com,cloudfront,443,https://leapevent.jfrog.com:443,,https,AmazonS3,text/html,GET,18.66.147.90,/,,WordPress:6.1.1,301,False,True,,,,,
liquidsoftware.jfrog.com,JFrog – Release Fast Or Die,200,77040,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,,ctls,jfrog.com,cloudfront,443,https://liquidsoftware.jfrog.com:443,,https,,text/html,GET,143.204.89.69,/,1494302000,Yoast SEO Premium:15.2,321,False,True,https://supportjfrog.force.com/,,https://jfrog.com/wp-signup.php?new=liquidsoftware,200,
mail.jfrog.com,JFrog - Sign In,200,21280,jfrog.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,jfrog.okta.com,,80,http://mail.jfrog.com:80,,http,nginx,text/html,GET,142.250.185.243,/,,Nginx,501,False,,cdn.pendo.io,,https://jfrog.okta.com/app/google/exk1igsohwyUqd7vR5d7/sso/saml?SAMLRequest=fVJNb9QwEL0j8R8s3%2FO1UATWJtXSqmKlAlE37YGbccaJU3scPM4u%2Ffdks61aDu3Nen5%2BH%2BNZn%2F91lu0hkPFY8iLNOQNUvjXYlfy2uUo%2B8%2FPq%2Fbs1SWdHsZlijzfwZwKKbH6JJJaLkk8BhZdkSKB0QCIqsdt8vxarNBdj8NErbznbXpZcIwy9RtNbe69RKa1QD3JE53BsnR967IZ79Jqzu6dYq2OsLdEEW6QoMc5QvvqQ5GdJ%2FqUpPomzQuQff3FWPzp9NXhq8Fas3ycSiW9NUyf1z12zCOxNC%2BHHzC55531nIVXeHe1rSWT2M6ylJeBsQwQhzgEvPNLkIOwg7I2C25vrkvcxjiSy7HA4pM8ymcwGHXx3Oivi1TJYsXQLLyb6dnL55MyrZ%2B119kKqevywY4%2FtZe2tUQ9sY60%2FXASQcS4RwzR3uPLByfi6W5EWC2LaRC9UMSGNoIw20HKWVSfX%2Fzdj3pd%2F&RelayState=https%3A%2F%2Fwww.google.com%2Fa%2Fjfrog.com%2FServiceLogin%3Fservice%3Dmail%26passive%3Dtrue%26continue%3Dhttps%253A%252F%252Fmail.google.com%252Fmail%252F%26ss%3D1%26ltmpl%3Decobhgm%26nui%3D5%26btmpl%3Dmobile%26emr%3D1%26osid%3D1,200,"Okta, Inc."
managersplaybook.jfrog.com,403 Forbidden,403,146,managersplaybook.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,managersplaybook.jfrog.com,cloudfront,443,https://managersplaybook.jfrog.com:443,,https,,text/html,GET,143.204.89.78,/,1494302000,Amazon Web Services,8,False,True,,,,,
marketo.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://marketo.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.69,/,305562695,Amazon Web Services,20,False,True,,,,,
mat.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mat.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,1875294684,Amazon Web Services,20,False,True,,,,,
media.jfrog.com,,403,243,media.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=media.jfrog.com,media.jfrog.com,*.media.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ede045ebf571e9ce62785f28838411ef,c906586d8bc77dcd59806ca746c0128524b56c1cbe12ef026cf1e579c69cff3d,True,ctls,media.jfrog.com,cloudfront,443,https://media.jfrog.com:443,,https,AmazonS3,application/xml,GET,108.138.7.114,/,1468566618,Amazon Web Services,2,False,True,,,,,
meet.jfrog.com,WordPress › Error,410,2598,meet.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,meet.jfrog.com,cloudfront,443,https://meet.jfrog.com:443,,https,,text/html,GET,143.204.89.112,/,1494302000,Amazon Web Services,121,False,True,,,,,
mkto.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mkto.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.69,/,-1171129915,Amazon Web Services,20,False,True,,,,,
mssql.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://mssql.swampguide.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,-160443057,Amazon Web Services,20,False,True,,,,,
my.jfrog.com,MyJFrog,200,3267,my.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T00:00:00Z,2024-04-18T23:59:59Z,CN=my.jfrog.com,my.jfrog.com,myjfrog-api.jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,f76ccf4a722bd2f6ac1072ecf0b093b1,d9736dfbf96c9adbdba97ceb0b2e28558f6838e50c6fda9e2739eab31dab55f2,,ctls,my.jfrog.com,,443,https://my.jfrog.com:443,,https,,text/html,GET,54.198.5.107,/,-1192158473,,99,False,,,,,,
my.swampup2020.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://my.swampup2020.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,-663573693,Amazon Web Services,20,False,True,,,,,
myjfrog-api.jfrog.com,,404,9,myjfrog-api.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T00:00:00Z,2024-04-18T23:59:59Z,CN=my.jfrog.com,my.jfrog.com,myjfrog-api.jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,f76ccf4a722bd2f6ac1072ecf0b093b1,d9736dfbf96c9adbdba97ceb0b2e28558f6838e50c6fda9e2739eab31dab55f2,,ctls,myjfrog-api.jfrog.com,,443,https://myjfrog-api.jfrog.com:443,,https,,text/plain,GET,54.211.184.130,/,-738705486,HSTS,1,False,,,,,,
narcissus.jfrog.com,403 Forbidden,403,146,narcissus.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,2023-06-07T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",19453f6c93ca755709133bbc68b09d51,e48637ff723475c3c7ade853ba43091762fa88497762651e43cfe6dc49288a70,True,ctls,narcissus.jfrog.com,,443,https://narcissus.jfrog.com:443,,https,,text/html,GET,54.83.113.30,/,-1561873722,HSTS,8,False,,,,,,
nbg.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://nbg.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.69,/,1791099446,Amazon Web Services,20,False,True,,,,,
netflix.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://netflix.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,694005689,Amazon Web Services,20,False,True,,,,,
ok.jfrog.com,B2B Social Media Engagement Suite | Oktopost,200,39798,www.oktopost.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-29T07:00:10Z,2023-06-27T07:00:09Z,CN=www.oktopost.com,www.oktopost.com,www.oktopost.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89c21d148c146aa5120e37551589b787,405151718a3a52b078c410c20700a12623ee1dff70bea39db23dd57e0e068884,,ctls,www.oktopost.com,,443,https://ok.jfrog.com:443,,https,,text/html,GET,23.22.90.252,/,-247013937,HSTS,750,False,,,,https://www.oktopost.com,200,
openmrs.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://openmrs.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,1747460190,Amazon Web Services,20,False,True,,,,,
ops.jfrog.com,Sign in - Google Accounts,200,159438,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:19Z,2023-07-10T08:26:18Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c1f3c6a81409fa1adcc42d299ee1ec6c,98394c63d1a6c4dcde83d74b76e005d0e3433b9606713044b16b822012a1c42e,True,ctls,accounts.google.com,,443,https://ops.jfrog.com:443,,https,ESF,text/html,GET,172.217.16.211,/,1954374316,HTTP/3,124,False,,,,https://accounts.google.com/v3/signin/identifier?dsh=S353058523%3A1683651063943646&continue=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Fhoppy-to-help&followup=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Fhoppy-to-help&ifkv=Af_xneEDks1ONejBK5rKqyS0MweAgMoJ2gjw3b4ePjOjoHLZ3jwrHBZbuUUw-TsHgK-A12NCU6Z3sQ&osid=1&passive=1209600&flowName=WebLiteSignIn&flowEntry=ServiceLogin,200,
oss.jfrog.org,JFrog,200,3029,oss.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-20T23:59:59Z,CN=*.jfrog.org,*.jfrog.org,jfrog.org,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,8ef866285d678004783204d5b2f1dc86,4490cce60ed59246465dcec13b729c9cc60e321e6a33a554a94a14a7f6020e71,True,ctls,oss.jfrog.org,,443,https://oss.jfrog.org:443,,https,,text/html,GET,52.54.61.180,/,131975511,HSTS,1,False,,,,https://oss.jfrog.org/ui/,200,
partnercenter.jfrog.com,,200,1339,partnercenter.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,CN=jfrog.com,jfrog.com,www.jfrog.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f0484e037c0decc18f70c1a8a87ff948,8dbb52731ea68d3531254a9701db8606db64f37fb0d6d14066d87ff62b3ff567,,ctls,partnercenter.jfrog.com,,443,https://partnercenter.jfrog.com:443,,https,sfdcedge,text/html,GET,85.222.140.11,/,1433417005,HSTS,45,False,,,,https://partnercenter.jfrog.com/s/,200,
patent.jfrog.com,403 Forbidden,403,146,patent.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,patent.jfrog.com,cloudfront,443,https://patent.jfrog.com:443,,https,,text/html,GET,143.204.89.69,/,1494302000,Amazon Web Services,8,False,True,,,,,
pczeros-xbx.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://pczeros-xbx.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,1047157962,Amazon Web Services,20,False,True,,,,,
pczm.go.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://pczm.go.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,-256428522,Amazon Web Services,20,False,True,,,,,
po.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://po.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,1673962129,Amazon Web Services,20,False,True,,,,,
preferences.jfrog.com,JFrog Email Preferences,200,1261,preferences.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-07T23:59:59Z,CN=preferences.jfrog.com,preferences.jfrog.com,jfrog.datagrail.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c7e8c74b54acb35de6abf7ed1978b154,f156338bf81957cbfa4f502772411021ae1ce329db01e22dc896f467c4e0acee,,ctls,preferences.jfrog.com,cloudfront,443,https://preferences.jfrog.com:443,,https,nginx,text/html,GET,13.32.121.21,/,418203052,hCaptcha,34,False,True,https://sentry.io,,,,
privateevent.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://privateevent.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,-1052550394,Amazon Web Services,20,False,True,,,,,
privatevent.jfrog.com,Paris - JFrog Private Event,200,147998,privatevent.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-28T00:00:00Z,2024-01-26T23:59:59Z,CN=privatevent.jfrog.com,privatevent.jfrog.com,*.privatevent.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1702fb47b5c8f9cb93a0a8fba66adb4b,cb46837d0ed4ae4088a2b9286faa33804b7c170c8fac30e48ca311f4b13d74c8,True,ctls,privatevent.jfrog.com,cloudfront,443,https://privatevent.jfrog.com:443,,https,AmazonS3,text/html,GET,108.138.17.89,/,707230975,Yoast SEO:19.10,889,False,True,,,https://privatevent.jfrog.com/paris/,200,
prod-usw1-artifacts-netflix-com.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://prod-usw1-artifacts-netflix-com.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,969220019,Amazon Web Services,20,False,True,,,,,
production.ci.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://production.ci.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,1045478893,Amazon Web Services,20,False,True,,,,,
reitoria.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://reitoria.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,1058303497,Amazon Web Services,20,False,True,,,,,
repo.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://repo.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.78,/,605064332,Amazon Web Services,20,False,True,,,,,
resarch.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://resarch.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.69,/,-1175994166,Amazon Web Services,20,False,True,,,,,
research.jfrog.com,JFrog Security Research,200,89797,research.jfrog.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T04:29:41Z,2023-06-29T04:29:40Z,CN=research.jfrog.com,research.jfrog.com,research.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,966cd1eae9bab30e5da0a597d6d790b0,cd777c15093f23d98c25745cd2f9bc83dc454fc50e738c25b2f0f0ee33fe497c,,ctls,research.jfrog.com,,443,https://research.jfrog.com:443,,https,GitHub.com,text/html,GET,185.199.111.153,/,120158826,Vue.js,80,False,,https://jfrog.com,,,,
research.liquidsoftware.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://research.liquidsoftware.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.112,/,-647236484,Amazon Web Services,20,False,True,,,,,
resnet.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://resnet.jfrog.com:80,,http,CloudFront,text/html,GET,143.204.89.102,/,1955261301,Amazon Web Services,20,False,True,,,,,
rnd.jfrog.com,Sign in - Google Accounts,200,627667,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:19Z,2023-07-10T08:26:18Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c1f3c6a81409fa1adcc42d299ee1ec6c,98394c63d1a6c4dcde83d74b76e005d0e3433b9606713044b16b822012a1c42e,True,ctls,accounts.google.com,,443,https://rnd.jfrog.com:443,,https,ESF,text/html,GET,172.217.18.19,/,-540511082,HTTP/3,46,False,,https://www.gstatic.com,,https://accounts.google.com/v3/signin/identifier?dsh=S-787657333%3A1683651063938004&continue=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Frndportal&followup=https%3A%2F%2Fsites.google.com%2Fjfrog.com%2Frndportal&ifkv=Af_xneGoK4fBaDoMCUmZndL4hHDzH5yF_cYRGqWyr2vInjjCZ53zoOADfS2kr2-lU0F9U9QrC8VraA&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,200,
safeswamps.jfrog.com,403 Forbidden,403,146,safeswamps.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,blog.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e37de7152b4515946923f5ef86135e51,724c46bb257590526db17cb63c72bceec25646a3ec55bb553109a6f54ffda74c,,ctls,safeswamps.jfrog.com,,443,https://safeswamps.jfrog.com:443,,https,,text/html,GET,52.54.134.233,/,1494302000,,8,False,,,,,,
