new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,caa,txt,has_internal_ips,internal_ips,mx
[x],backtoschool.jfrog.com,"52.54.134.233, 34.197.216.62","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,www-jfrog-com-905797933.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],bi.jfrog.com,10.200.80.113,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,internal-bi-jfrog-com-1477421856.us-east-1.elb.amazonaws.com,,,,True,10.200.80.113,
[x],bintraywidget.jfrog.com,"143.204.89.78, 143.204.89.102, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],bintraywidget.www.jfrog.com,"18.65.39.67, 18.65.39.105, 18.65.39.106, 18.65.39.74","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],bitbucket-connect.jfrog.com,104.197.90.200,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],blog.jfrog.com,"143.204.89.102, 143.204.89.69, 143.204.89.112, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],blogs.jfrog.org,,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"rsn4wx93sm0blnxp0w3txksxlf5ldg76, cqgcty89rlxh0nxgc4whcv6snt9wksx4, jgx3n95sd7yfyd5kzkgrmhwb4y08q0s7",,,
[x],bloodhound.projlab.jfrog.com,"108.157.4.4, 108.157.4.16, 108.157.4.42, 108.157.4.95","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],business.jfrog.org,82.102.172.26,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],calendar.jfrog.com,142.250.186.115,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:808::2013,ghs.googlehosted.com,,,,,,
[x],calendar.jfrog.org,192.178.25.179,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:814::2013,ghs.google.com,,,,,,
[x],care.jfrog.com,"34.236.160.253, 54.92.247.211, 52.21.186.229, 34.230.233.165, 18.207.47.22","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"fdus-lb35-d67.freshdesk.com, fwfd-use1-lb32.freshdesk.com",,"amazon.com, letsencrypt.org",,,,
[x],careers.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.69, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],cid.jfrog.org,,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"rsn4wx93sm0blnxp0w3txksxlf5ldg76, jgx3n95sd7yfyd5kzkgrmhwb4y08q0s7, cqgcty89rlxh0nxgc4whcv6snt9wksx4",,,
[x],cioblvd.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.69, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],click.updates.jfrog.com,159.92.137.117,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud-days.jfrog.com,"18.160.46.28, 18.160.46.19, 18.160.46.104, 18.160.46.62, 205.251.192.219, 205.251.194.142, 205.251.196.85, 205.251.199.145","ns-219.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:24f3:9200:2:3a68:dbc0:93a1, 2600:9000:24f3:5600:2:3a68:dbc0:93a1, 2600:9000:24f3:fc00:2:3a68:dbc0:93a1, 2600:9000:24f3:6400:2:3a68:dbc0:93a1, 2600:9000:24f3:3200:2:3a68:dbc0:93a1, 2600:9000:24f3:5a00:2:3a68:dbc0:93a1, 2600:9000:24f3:6000:2:3a68:dbc0:93a1, 2600:9000:24f3:a600:2:3a68:dbc0:93a1",dnix696hx3bsf.cloudfront.net,"ns-219.awsdns-27.com, ns-1109.awsdns-10.org, ns-654.awsdns-17.net, ns-1937.awsdns-50.co.uk",,,,,
[x],cloud.updates.jfrog.com,159.92.129.137,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloudera.jfrog.org,,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"cqgcty89rlxh0nxgc4whcv6snt9wksx4, jgx3n95sd7yfyd5kzkgrmhwb4y08q0s7, rsn4wx93sm0blnxp0w3txksxlf5ldg76",,,
[x],comedy-show.jfrog.com,"143.204.89.69, 143.204.89.78, 143.204.89.102, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],communified.jfrog.com,"34.197.216.62, 52.54.134.233","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,www-jfrog-com-905797933.us-east-1.elb.amazonaws.com,,,,,,
[x],contactjfrog.jfrog.com,"54.166.96.114, 54.243.161.55, 54.221.50.8","ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,custom-tracking.salesloft.com,,"letsencrypt.org, pki.goog, comodoca.com, digicert.com",,,,
[x],countdown.jfrog.com,"13.32.99.41, 13.32.99.54, 13.32.99.11, 13.32.99.83","ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2251:1200:15:e373:b180:93a1, 2600:9000:2251:e600:15:e373:b180:93a1, 2600:9000:2251:7200:15:e373:b180:93a1, 2600:9000:2251:fc00:15:e373:b180:93a1, 2600:9000:2251:f200:15:e373:b180:93a1, 2600:9000:2251:1400:15:e373:b180:93a1, 2600:9000:2251:b200:15:e373:b180:93a1, 2600:9000:2251:b000:15:e373:b180:93a1",d2nin6m7lj3gsm.cloudfront.net,"ns-644.awsdns-16.net, ns-1252.awsdns-28.org, ns-477.awsdns-59.com, ns-1820.awsdns-35.co.uk",,,,,
[x],devops-beyond-basics.jfrog.com,"143.204.89.36, 143.204.89.101, 143.204.89.127, 143.204.89.62","ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2156:1c00:12:a357:dd80:93a1, 2600:9000:2156:4c00:12:a357:dd80:93a1, 2600:9000:2156:2600:12:a357:dd80:93a1, 2600:9000:2156:fa00:12:a357:dd80:93a1, 2600:9000:2156:7200:12:a357:dd80:93a1, 2600:9000:2156:6000:12:a357:dd80:93a1, 2600:9000:2156:6e00:12:a357:dd80:93a1, 2600:9000:2156:7e00:12:a357:dd80:93a1",d7qoeq6abjwqe.cloudfront.net,"ns-909.awsdns-49.net, ns-235.awsdns-29.com, ns-1943.awsdns-50.co.uk, ns-1352.awsdns-41.org",,,,,
[x],devopskaigi.jfrog.com,"13.32.27.106, 13.32.27.43, 13.32.27.115, 13.32.27.51","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:211e:ec00:12:3f2c:4b00:93a1, 2600:9000:211e:800:12:3f2c:4b00:93a1, 2600:9000:211e:6a00:12:3f2c:4b00:93a1, 2600:9000:211e:e400:12:3f2c:4b00:93a1, 2600:9000:211e:c800:12:3f2c:4b00:93a1, 2600:9000:211e:de00:12:3f2c:4b00:93a1, 2600:9000:211e:9200:12:3f2c:4b00:93a1, 2600:9000:211e:7800:12:3f2c:4b00:93a1",d2go7wi90kbb58.cloudfront.net,,,,,,
[x],devopsonwheels.jfrog.com,"52.222.214.40, 52.222.214.35, 52.222.214.102, 52.222.214.36","ns-183.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223d:800:e:bf8:aac0:93a1, 2600:9000:223d:2600:e:bf8:aac0:93a1, 2600:9000:223d:8000:e:bf8:aac0:93a1, 2600:9000:223d:7c00:e:bf8:aac0:93a1, 2600:9000:223d:ec00:e:bf8:aac0:93a1, 2600:9000:223d:600:e:bf8:aac0:93a1, 2600:9000:223d:fa00:e:bf8:aac0:93a1, 2600:9000:223d:9400:e:bf8:aac0:93a1",dj2cvzsfe2ror.cloudfront.net,"ns-627.awsdns-14.net, ns-1216.awsdns-24.org, ns-183.awsdns-22.com, ns-1981.awsdns-55.co.uk",,,,,
[x],docker.jfrog.com,"143.204.89.102, 143.204.89.78, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],docs.jfrog.com,142.250.80.51,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4006:80b::2013,ghs.googlehosted.com,,,,,,
[x],docs.jfrog.org,172.253.63.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c17::79,ghs.google.com,,,,,,
[x],elb-mkto.jfrog.com,"143.204.89.69, 143.204.89.78, 143.204.89.102, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],endpointdns-prod-metric-use1-lb.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.69, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],engineering.jfrog.com,"18.65.39.74, 18.65.39.106, 18.65.39.105, 18.65.39.67","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],events.jfrog.com,"108.156.60.48, 108.156.60.118, 108.156.60.104, 108.156.60.121","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2394:4600:1a:9cb0:c240:93a1, 2600:9000:2394:9a00:1a:9cb0:c240:93a1, 2600:9000:2394:5a00:1a:9cb0:c240:93a1, 2600:9000:2394:d000:1a:9cb0:c240:93a1, 2600:9000:2394:2800:1a:9cb0:c240:93a1, 2600:9000:2394:c800:1a:9cb0:c240:93a1, 2600:9000:2394:fa00:1a:9cb0:c240:93a1, 2600:9000:2394:5c00:1a:9cb0:c240:93a1",d21ryquh67p7ux.cloudfront.net,"ns-387.awsdns-48.com, ns-558.awsdns-05.net, ns-1171.awsdns-18.org, ns-2039.awsdns-62.co.uk",,,,,
[x],friends.jfrog.com,"18.155.129.44, 18.155.129.16, 18.155.129.57, 18.155.129.96","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,*.jfrog.com,,,,,,
[x],getcli.jfrog.com,"54.160.84.249, 35.169.102.222","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb-website-jfrog-com.jfrog.net, ws-jfrog-com-652360252.us-east-1.elb.amazonaws.com",,,,,,
[x],gocenter.jfrog.com,35.230.74.213,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],gradle.jfrog.org,"3.217.193.248, 3.211.79.14, 52.200.243.135","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"gradle.jfrog.io, endpointdns-prod-4-use1-gradle-lb.jfrog.io, a3bd13338c5384c25a0b17b0f8b1d68b-1220072978.us-east-1.elb.amazonaws.com",,,,,,
[x],grails.jfrog.org,"52.200.243.135, 3.211.79.14, 3.217.193.248","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"grails.jfrog.io, endpointdns-prod-4-use1-gradle-lb.jfrog.io, a3bd13338c5384c25a0b17b0f8b1d68b-1220072978.us-east-1.elb.amazonaws.com",,,,,,
[x],gurus.jfrog.com,"52.204.233.198, 52.23.59.102, 34.192.229.91","ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"advocacy.jfrog.com, jfrog.influitive.com","ns-111.awsdns-13.com, ns-1354.awsdns-41.org, ns-1937.awsdns-50.co.uk, ns-684.awsdns-21.net",,,,,
[x],hoppytohelp.jfrog.com,"54.166.232.130, 34.236.179.75, 18.235.150.71, 34.198.81.200, 52.86.247.220","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"fdus-lb65-d83.freshdesk.com, fwfd-use1-lb59.freshdesk.com","ns-1270.awsdns-30.org, ns-1955.awsdns-52.co.uk, ns-350.awsdns-43.com, ns-514.awsdns-00.net","amazon.com, letsencrypt.org",,,,
[x],icecoffebreak.jfrog.com,"143.204.89.102, 143.204.89.78, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],icedcoffebreak.jfrog.com,"143.204.215.6, 143.204.215.72, 143.204.215.7, 143.204.215.76","ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:214f:ba00:1b:1e6a:e280:93a1, 2600:9000:214f:e200:1b:1e6a:e280:93a1, 2600:9000:214f:0:1b:1e6a:e280:93a1, 2600:9000:214f:a600:1b:1e6a:e280:93a1, 2600:9000:214f:b800:1b:1e6a:e280:93a1, 2600:9000:214f:ee00:1b:1e6a:e280:93a1, 2600:9000:214f:3800:1b:1e6a:e280:93a1, 2600:9000:214f:7a00:1b:1e6a:e280:93a1",d8lo4dpo3ao3u.cloudfront.net,"ns-1028.awsdns-00.org, ns-1969.awsdns-54.co.uk, ns-386.awsdns-48.com, ns-600.awsdns-11.net",,,,,
[x],image.updates.jfrog.com,"23.53.43.153, 23.53.43.99","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3100::1735:2b99, 2a02:26f0:3100::1735:2b63","tlsprovisioning-san-s51-5.edgekey.net, e90402.dscx.akamaiedge.net",,,,,,
[x],info.jfrog.com,"104.17.72.206, 104.17.71.206, 104.17.74.206, 104.17.73.206, 104.17.70.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"jfrog.mktoweb.com, lon04.mktossl.com",,,,,,
[x],innovationhub.jfrog.com,"13.225.78.108, 13.225.78.104, 13.225.78.112, 13.225.78.16","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:21f3:bc00:5:f36c:4c0:93a1, 2600:9000:21f3:b000:5:f36c:4c0:93a1, 2600:9000:21f3:8c00:5:f36c:4c0:93a1, 2600:9000:21f3:4800:5:f36c:4c0:93a1, 2600:9000:21f3:600:5:f36c:4c0:93a1, 2600:9000:21f3:1600:5:f36c:4c0:93a1, 2600:9000:21f3:2c00:5:f36c:4c0:93a1, 2600:9000:21f3:8200:5:f36c:4c0:93a1",d1nui7tnv805jn.cloudfront.net,"ns-1262.awsdns-29.org, ns-1743.awsdns-25.co.uk, ns-30.awsdns-03.com, ns-1006.awsdns-61.net",,,,,
[x],investors.jfrog.com,"162.159.129.11, 162.159.130.11","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b","jfrog2022ir.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net",,,,,,
[x],ipam.jfrog.org,"18.202.255.121, 34.249.63.111","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,it-app-elb-1957641746.eu-west-1.elb.amazonaws.com,,,,,,
[x],is-team.jfrog.com,"143.204.89.102, 143.204.89.69, 143.204.89.78, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],issues.jfrog.org,"44.193.239.86, 107.23.46.145","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb-website-jfrog-org.jfrog.net, ws-jfrog-org-1359332232.us-east-1.elb.amazonaws.com",,,,,,
[x],jcd-paris.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.102, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jctf-cdn.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jctf.jfrog.com,"143.204.89.78, 143.204.89.102, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jctf.jfrog.org,18.192.44.161,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jenkinsci.jfrog.org,"18.213.142.177, 44.213.171.95, 34.235.175.210, 34.228.182.3, 52.207.128.94, 3.93.92.223","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-4-use1-lb.jfrog.io, a9bdaf3a8e4374bbbacf622c64fc7856-1005650194.us-east-1.elb.amazonaws.com",,,,,,
[x],jfit.jfrog.com,"3.215.158.216, 18.211.123.16, 44.207.140.131, 34.234.195.76, 54.165.93.152","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb19.freshservice.com, fserv-use1-lb56.freshservice.com",,"amazon.com, letsencrypt.org",,,,
[x],jfrog-aws-reinvent.jfrog.com,"18.67.76.4, 18.67.76.14, 18.67.76.81, 18.67.76.85, 205.251.192.254, 205.251.195.97, 205.251.196.157, 205.251.198.209","ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2305:3e00:8:69f7:280:93a1, 2600:9000:2305:4e00:8:69f7:280:93a1, 2600:9000:2305:6000:8:69f7:280:93a1, 2600:9000:2305:e600:8:69f7:280:93a1, 2600:9000:2305:9600:8:69f7:280:93a1, 2600:9000:2305:1000:8:69f7:280:93a1, 2600:9000:2305:ee00:8:69f7:280:93a1, 2600:9000:2305:9200:8:69f7:280:93a1",d3q0ms3oxozn62.cloudfront.net,"ns-1745.awsdns-26.co.uk, ns-865.awsdns-44.net, ns-254.awsdns-31.com, ns-1181.awsdns-19.org",,,,,
[x],jfrog.com,"108.138.17.42, 108.138.17.2, 108.138.17.29, 108.138.17.41","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-35.awsdns-04.com, ns-867.awsdns-44.net, ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk",,"0zjf862w1mcqn5t5s8rk1494pl4rr66x, dzfwyt6lnhp2d3b9v5nf3n0x6zc4zyw9, jgx3n95sd7yfyd5kzkgrmhwb4y08q0s7, kyn27xqsr4kln0dghgrmdgp1xj4p97d5, n936k4558tvw47qbzwkk5bwbhq5yxs6c, r8wrq828jf3481mtbvf51dl4wtq5z10v, apple-domain-verification=GgC9MA2wW9uywX7c, docusign=0e79ac20-dc2e-4158-af3f-5ba5ea35847a, docusign=ba2b6736-6880-4775-ae37-6f970f2aa69a, cloudhealth=21170755-b2e0-438a-855e-150a668d9cad, docker-verification=e25f3c44-d1c3-4aa6-9c86-707e791d694e, mongodb-site-verification=KOskdjKE4ReX5tFS4sYG0S6TrX29WuHe, mongodb-site-verification=UcRNjHKAyxl40ZsnEE4imjk9PSYaEO2j, mongodb-site-verification=kHQL5iywP2EQ2twEyeQAmIOWzZ4Ygtch, facebook-domain-verification=sy0jhhhzzxzsx113fpak6a105jvbed, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all, slack-domain-verification=40ewoRGAASDdAU1swDzMfDeLFmZwhSbvWBMk0FNI, google-site-verification=M5QekOe4oVea7gGV9fS0WrXhUDqLCDc-SZdXBcU3d6Q, h1-domain-verification=ATwMZf3CjSLojLNbpPA6rWQNDK4URLMrren2W5kYYvwoKF3r, wiz-domain-verification=f8a7923748b5aec55624a8638920c1ce68152e6e821ce3b0aa2605b1e7a198cf, drift-domain-verification=16c37cc4e28866e8a146bbbaaac4b4d7dca6726b138144f002583e2c43114162, atlassian-domain-verification=7wUEfxU1ZKZhil6NxA73AjEYEkpI5KW/c2Jz2ztyDsNGHYud3aKxtXLIn5L8C86y, atlassian-domain-verification=E1nQMxXSe5UOBs6PeoZ2JwtYqAFZkRD132TCo/QOaVMqkn40efZa8uCsuXmDT39v, atlassian-domain-verification=KCEA2yBVhnNdu9z7EYts/8CSVvDnPsmsfg+ATMhwsoeHE8trffYlWv03hpfIAlmx, wrike-verification=MjE3Nzg3MzpiM2FlY2E3ODgzYWMzOTI3ZTg3ZDNjOThhNDg0ZWE2NGY0YTdhNTJkZmVmMGViNmU4ZmIwMjI1MTk2NzczMDQ3",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com"
[x],jfrog.org,"44.193.239.86, 107.23.46.145","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-264.awsdns-33.com, ns-755.awsdns-30.net, ns-1423.awsdns-49.org, ns-1606.awsdns-08.co.uk",,"n936k4558tvw47qbzwkk5bwbhq5yxs6, cqgcty89rlxh0nxgc4whcv6snt9wksx4, flbm3d8lp8nbkwfhqp2t0v046q0s392j, jgx3n95sd7yfyd5kzkgrmhwb4y08q0s7, kzs555zskhrr00s23cfcgfwscj5zdb47, r8wrq828jf3481mtbvf51dl4wtq5z10v, rsn4wx93sm0blnxp0w3txksxlf5ldg76, atlassian-domain-verification=3DWXHCuhazjo8nsuwDAMf/4byzutEAXTPFMIhfE4uV8eyWVQ0rSLG/X6CUDTAX5k, atlassian-domain-verification=7wUEfxU1ZKZhil6NxA73AjEYEkpI5KW/c2Jz2ztyDsNGHYud3aKxtXLIn5L8C86y, v=spf1 include:mailgun.org  ip4:212.150.139.0/24 ip4:50.19.233.197/32 ip4:54.236.124.56/32 ip4:54.236.102.27/32 ip4:34.198.159.30  include:_spf.google.com ~all",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com"
[x],jfrog.swampguide.jfrog.com,"18.65.39.106, 18.65.39.74, 18.65.39.105, 18.65.39.67","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jfrogdc.jfrog.com,"18.65.39.105, 18.65.39.106, 18.65.39.74, 18.65.39.67","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jfrogtshirt.jfrog.com,"52.54.134.233, 34.197.216.62","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,www-jfrog-com-905797933.us-east-1.elb.amazonaws.com,,,,,,
[x],jira.jfrog.org,"44.197.72.240, 50.17.242.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,prod-is-us-east-1453320371.us-east-1.elb.amazonaws.com,,,,,,
[x],join.jfrog.com,"18.66.112.108, 18.66.112.101, 18.66.112.30, 18.66.112.63","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
