new,host,a,aaaa,soa,txt,status_code,cdn,cdn-name,ns,cname,caa,mx,has_internal_ips,internal_ips
[x],00000-okta-idp.frontpage.3c043833.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.dev.sso.app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.frontpage-sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-development.app-west.canva-apps.com,"188.114.98.229, 188.114.99.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-internal.app-west.canva-apps.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-profile.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-scm.app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-server.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-stage.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso-system.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.app-west-billing.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.app-westa96e4b76934d09854489f9b0845522ca.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.app-westsandbox.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.c0a93a34-app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.device2310735-3c043833-localapp-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.dnrmaps.app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.elasticbeanstalk-app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.europe-app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.hoopers.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.production-app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.redir.app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.sso.v22016021534431641.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.ssopay.app-west.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.frontpage.ssov3.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.iad-frontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.laxfrontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idp.vpn.frontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idpassets.frontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idpengineering.frontpage.sso.app-west.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],00000-okta-idphwcdn.23346nginx-ingress-test-23346.a.ea-registry-production.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],002tousan-sportsbook-clustermail.9-polishlove1relyingparty-okta-stable.users.testbed.assets.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],02v0-okta-sso.grpccloudfront.sectools.staging.canva-apps.cn,61.147.232.45,240e:935:a00:1706:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomer.test.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],10oktascimserver.emeraldgrouppublishing.com.skyline.portal.crm-stage12.cloud.canva-apps.com,"104.18.30.3, 104.18.31.3","2606:4700::6812:1f03, 2606:4700::6812:1e03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],114.titmath-crawl-okta.canva-apps.cn,124.225.84.77,2408:8752:600:6:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],1647959.o13.1-api-okta.api-okta.d.canva-apps.cn,,2408:8752:600:6:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],1p-sc.canva.com,34.83.150.148,,"ns1.canva.com, dns.cloudflare.com",v=spf1 -all,NOERROR,True,google,,,,,,
[x],2010ps-mgmt-portal-okta.internal.use1.sat1.k7s.id.aprod.canva-apps.cn,,,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],about.canva.cn,61.147.232.45,240e:c2:1800:12a:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],about.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],about2.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],advocates.canva.com,"54.185.21.100, 35.162.20.111, 44.240.131.16",,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,"be2c1e5a-2bc4-4896-a56a-5cacd15f9fea.outrch.com, app1a.outrch.com",letsencrypt.org,,,
[x],affiliates.canva.com,"52.26.42.71, 35.167.2.78, 54.71.158.109, 44.233.235.104",,"dns01.ipost.com, hostmaster.zanshin.com",v=spf1 ip4:64.84.6.0/24 ip4:204.94.81.0/24 ip4:64.84.38.0/24 ip4:192.146.0.0/24 ip4:38.102.41.0/24 -all,NOERROR,,,"dns01.smf.ipost.com, dns01.ipost.com",canva.ip04.com,,mx.g001.enterprise.ipost.com,,
[x],alpha.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],android.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],animator.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],api.canva.cn,116.163.41.141,240e:935:a00:1707:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],api.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],api1-east-6-rpcgw-emea.webproxy.idc-lorien-vpncloud-m250393c-vpncloud-enzoas-hongjietongyituku.bh-arppofind.comssets.glategoryfronicsadnswildcardproducts.wire.l.canva.cn,,,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],app-resources.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],apps.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],apps.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",google-site-verification=a9fY2y2BlMyyaiLXgGNEIwYe80ZXchnC3Fib7-7CN30,NOERROR,True,cloudflare,,,,,,
[x],ar-eg.about.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],archive.food-accfoodgiter.canva-apps.cn,61.150.74.205,2409:8c02:21c:32:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-administrators-food-fooddocs-foodget.canva-apps.cn,222.138.197.205,2408:8756:4cff:d002:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-assets-food.food.canva-apps.cn,150.138.153.109,240e:c2:1800:12a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-container-food-authentication.canva-apps.cn,61.147.232.45,240e:c2:1800:12a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-food-elasticbeanstalk.food-system-admins.canva-apps.cn,61.159.93.77,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-food-phpfoodspayment.canva-apps.cn,116.163.41.141,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-foodcertcorphelp.canva-apps.cn,60.9.3.45,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-gateway.foodhw.canva-apps.cn,61.147.232.45,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-gw.foodengine.canva-apps.cn,175.6.13.45,2408:871a:8810:205:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-lab.production-foodapps.canva-apps.cn,183.216.177.13,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-live-loadbalancer-foodinternal.canva-apps.cn,42.81.54.45,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-managementfoodv3.canva-apps.cn,61.159.93.109,2408:8756:4cff:d002:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-market-trial.edge.canva-apps.cn,42.81.54.45,240e:659:500:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-marketbackend.canva-apps.cn,119.188.204.77,2408:8752:600:6:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-marketfood-toolbar-foodasana.canva-apps.cn,60.9.3.45,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-priv.food-foodprofoodrepository.canva-apps.cn,61.159.93.77,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-securityfoodv3-food.dashboard.canva-apps.cn,61.147.232.45,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-staff.devsfood-controller.canva-apps.cn,119.188.204.77,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-staging-webmail.canva-apps.cn,222.138.197.205,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-static-partner.food.v3.canva-apps.cn,124.225.84.77,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food-uploadfoodactive.paywall.canva-apps.cn,222.138.197.205,240e:659:500:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.accounting-authenticate.canva-apps.cn,124.225.84.77,2409:8c38:c50:604:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.assets-foodrepositoryfood-machine.canva-apps.cn,175.6.13.45,2408:8756:4cff:d002:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.devs.partner.canva-apps.cn,61.147.232.45,2408:871a:8810:205:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.disabledredirector.canva-apps.cn,175.6.13.45,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.food-food-devopssystem.canva-apps.cn,116.163.41.141,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.food-serverfoodstaff-food-uploads.canva-apps.cn,175.6.13.45,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.food-serversitory.ext.canva-apps.cn,58.243.179.45,2409:8c44:1:ff04:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.internalsfoodprod-foodmgmt.canva-apps.cn,58.243.179.45,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.managementfood-k8s-prod.canva-apps.cn,27.36.126.45,2408:8722:1010:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.nodeadministrators.administrator.canva-apps.cn,61.159.93.77,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.production-controllerfood-api.canva-apps.cn,183.204.41.181,2409:8c02:21c:32:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.regiontraining.canva-apps.cn,61.159.93.77,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.secure-mobilefood-backenddashboard.canva-apps.cn,150.138.153.109,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.svc.food-k8s-prod.canva-apps.cn,42.81.54.45,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.food.webpage.canva-apps.cn,61.147.232.45,2409:8c44:1:ff04:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodapi-foodfood-www.canva-apps.cn,116.163.41.141,2408:8722:1010:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodctl-foodgit.canva-apps.cn,42.81.54.45,2409:8c44:1:ff04:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodfood-brand-iadment.canva-apps.cn,124.225.84.77,2408:8722:1010:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodfoodv3.food.canva-apps.cn,119.188.204.77,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodkubercontentapp-food-webes.canva-apps.cn,61.159.93.109,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodnet-food.k8s-prd.canva-apps.cn,183.204.41.181,240e:935:a00:1707:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodnorthamerica-emea.canva-apps.cn,175.6.13.45,2408:8744:1000:9:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodpriv.foodaws.canva-apps.cn,183.204.41.181,240e:979:9503:84:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodsecurecert.canva-apps.cn,124.225.84.77,2408:8756:4cff:d002:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodsecurity.foodfood-food-prod.canva-apps.cn,61.159.93.109,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodtrain.foodacc.canva-apps.cn,183.216.177.13,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],archive.foodtrainfood-www-kube.canva-apps.cn,60.9.3.45,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],assets.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],audio-private.canva.cn,61.159.93.77,2408:8722:1010:5:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],audio-private.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],audio-public.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],backup.media-private.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],backup.media-public.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],bamtour.com-communitsvc1mtstgw.tz-ma.redir2fpay.2fsc-it.es-es.c.canva.cn,157.240.3.50,2001::c73b:95f4,,,NOERROR,,,,,,,True,2001::c73b:95f4
