input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired
apps.canva-apps.com,,,243,apps.canva-apps.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,apps.canva-apps.com,443,https://apps.canva-apps.com:443,https,cloudflare,application/xml,GET,104.18.31.3,HSTS,2,True,
apps.canva.com,Just a moment...,,6983,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://apps.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
ar-eg.about.canva.com,Attention Required! | Cloudflare,,4510,ar-eg.about.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-07-08T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,ar-eg.about.canva.com,443,https://ar-eg.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,94,True,
audio-private.canva.cn,,,243,audio-private.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,audio-private.canva.cn,443,https://audio-private.canva.cn:443,https,cloudflare,application/xml,GET,111.31.58.205,HTTP/3,2,,
audio-private.canva.com,,,243,audio-private.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,audio-private.canva.com,443,https://audio-private.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
audio-public.canva.com,,,243,audio-public.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,audio-public.canva.com,443,https://audio-public.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
bamtour.com-communitsvc1mtstgw.tz-ma.redir2fpay.2fsc-it.es-es.c.canva.cn,403 Forbidden,,151,bamtour.com-communitsvc1mtstgw.tz-ma.redir2fpay.2fsc-it.es-es.c.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2020-04-07T00:00:00Z,CN=ssl882170.cloudflaressl.com,ssl882170.cloudflaressl.com,,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,ctls,bamtour.com-communitsvc1mtstgw.tz-ma.redir2fpay.2fsc-it.es-es.c.canva.cn,443,https://bamtour.com-communitsvc1mtstgw.tz-ma.redir2fpay.2fsc-it.es-es.c.canva.cn:443,https,cloudflare,text/html,GET,104.16.252.55,Cloudflare,8,True,True
banner-static.canva.cn,,,231,banner-static.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,banner-static.canva.cn,443,https://banner-static.canva.cn:443,https,cloudflare,application/xml,GET,60.9.3.45,HTTP/3,2,,
banner-static.canva.com,,,243,banner-static.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,banner-static.canva.com,443,https://banner-static.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
blog.canva-apps.cn,,,255,blog.canva-apps.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-09T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,blog.canva-apps.cn,443,https://blog.canva-apps.cn:443,https,cloudflare,application/xml,GET,183.216.177.13,HSTS,2,,
build-reports.canva.tech,Canva - Sign In,,24361,canva.okta.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,canva.okta.com,443,https://build-reports.canva.tech:443,https,nginx,text/html,GET,108.138.7.40,Nginx,516,True,
button-demo.canva.com,Just a moment...,,7106,button-demo.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,button-demo.canva.com,443,https://button-demo.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
button-demo.canva.tech,,,243,button-demo.canva.tech,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=button-demo.canva.tech,button-demo.canva.tech,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,button-demo.canva.tech,443,https://button-demo.canva.tech:443,https,AmazonS3,application/xml,GET,65.9.66.13,Amazon Web Services,2,True,
canva.cn,Just a moment...,,6851,www.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,www.canva.cn,443,https://canva.cn:443,https,cloudflare,text/html,GET,61.147.232.45,HTTP/3,87,,
canva.com,Just a moment...,,6900,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
capi.cse.canva.com,,,,capi.cse.canva.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=capi.cse.canva.com,capi.cse.canva.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,capi.cse.canva.com,443,https://capi.cse.canva.com:443,https,,,GET,52.1.182.132,Node.js,1,,
careers.canva.com,Just a moment...,,7092,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://careers.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,HTTP/3,87,True,
cl.canva.cn,,,9,cl.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,cl.canva.cn,443,https://cl.canva.cn:443,https,cloudflare,text/plain,GET,61.150.74.205,HTTP/3,1,,
cl.canva.com,,,9,cl.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,cl.canva.com,443,https://cl.canva.com:443,https,cloudflare,text/plain,GET,104.16.227.10,HTTP/3,1,True,
content-management-files.canva.com,,,243,content-management-files.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,content-management-files.canva.com,443,https://content-management-files.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
contentapp.canva-apps.com,,,21,contentapp.canva-apps.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,contentapp.canva-apps.com,443,https://contentapp.canva-apps.com:443,https,cloudflare,text/plain,GET,104.18.30.3,HSTS,1,True,
creator.canva.com,Dead End,,248,creator.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:34:01Z,CN=creator.canva.com,creator.canva.com,,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,creator.canva.com,443,https://creator.canva.com:443,https,,text/html,GET,34.117.119.56,HTTP/3,14,True,
cse.canva.com,404 Not Found,,538,,,,,,,,,,,,,,80,http://cse.canva.com:80,http,AmazonS3,text/html,GET,52.216.154.35,Amazon Web Services,21,,
csp.canva.cn,,,,csp.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,csp.canva.cn,443,https://csp.canva.cn:443,https,cloudflare,text/plain,GET,124.225.84.77,HTTP/3,1,,
csp.canva.com,,,,csp.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,csp.canva.com,443,https://csp.canva.com:443,https,cloudflare,text/plain,GET,104.16.226.10,HTTP/3,1,True,
ct.canva.com,,,,ct.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T02:05:37Z,CN=ct.canva.com,ct.canva.com,,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,ct.canva.com,443,https://ct.canva.com:443,https,,,GET,216.239.34.21,Google Cloud CDN,1,,
da-dk.about.canva.com,Just a moment...,,7052,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://da-dk.about.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,HTTP/3,87,True,
de-de.learn.canva.com,Just a moment...,,6994,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://de-de.learn.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
deploy.canva.com,,,243,deploy.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,deploy.canva.com,443,https://deploy.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
design-automation-font-recommendations.canva.cn,,,255,design-automation-font-recommendations.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,design-automation-font-recommendations.canva.cn,443,https://design-automation-font-recommendations.canva.cn:443,https,cloudflare,application/xml,GET,61.147.232.45,HTTP/3,2,,
design-automation-font-recommendations.canva.com,,,243,design-automation-font-recommendations.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,design-automation-font-recommendations.canva.com,443,https://design-automation-font-recommendations.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
design-automation-preset-styles.canva.cn,,,255,design-automation-preset-styles.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,design-automation-preset-styles.canva.cn,443,https://design-automation-preset-styles.canva.cn:443,https,cloudflare,application/xml,GET,119.188.204.77,HTTP/3,2,,
design-automation-preset-styles.canva.com,,,243,design-automation-preset-styles.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,design-automation-preset-styles.canva.com,443,https://design-automation-preset-styles.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
designschool.canva.com,Just a moment...,,7136,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://designschool.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
desktop-release.canva.com,,,243,desktop-release.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,desktop-release.canva.com,443,https://desktop-release.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
desktop.canva.tech,,,243,desktop.canva.tech,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,CN=desktop.canva.tech,desktop.canva.tech,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,desktop.canva.tech,443,https://desktop.canva.tech:443,https,AmazonS3,application/xml,GET,108.138.7.58,Amazon Web Services,2,True,
developers.canva.com,Just a moment...,,7101,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://developers.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
docs.canva.tech,Canva - Sign In,,24327,canva.okta.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,canva.okta.com,443,https://docs.canva.tech:443,https,nginx,text/html,GET,18.66.122.53,Nginx,518,True,
docs.developer.canva.com,Canva Apps - Developer Documentation,,36597,www.canva.dev,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.dev,443,https://docs.developer.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,Cloudflare,1,True,
docsdemo.canva.tech,Canva - Sign In,,24394,canva.okta.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,canva.okta.com,443,https://docsdemo.canva.tech:443,https,nginx,text/html,GET,143.204.215.128,Nginx,518,True,
document-export.canva.cn,,,231,document-export.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,document-export.canva.cn,443,https://document-export.canva.cn:443,https,cloudflare,application/xml,GET,124.225.84.77,HTTP/3,2,,
document-export.canva.com,,,243,document-export.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,document-export.canva.com,443,https://document-export.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
email-design-template.canva.com,,,243,email-design-template.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,email-design-template.canva.com,443,https://email-design-template.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
email-public.canva.com,,,243,email-public.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,email-public.canva.com,443,https://email-public.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
en-in.about.canva.com,Just a moment...,,7088,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://en-in.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
es-ar.about.canva.com,Just a moment...,,6950,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-ar.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
es-co.about.canva.com,Just a moment...,,7094,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-co.about.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,HTTP/3,87,True,
