new,host,a,cname,soa,caa,status_code,txt,aaaa,ns,cdn,cdn-name
[x],antivirus1email.ew53680r9cmp90.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antivirus1mozilla.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antivirus2.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antivirus2apih1.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antivirusctivate-sit8.glb.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antiviruskfb.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antiviruspreimg0.br.svn6.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],antivirusprel.preprod.static.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],api-4.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],api-5.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],api.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],api.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],apih1.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],app.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],appletv.clients.ott.showmax.com,,"appletv.clients.ott.showmax.com.edgesuite.net, a1957.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:fe00::686e:f0d2, 2a02:26f0:fe00::686e:f0c8",,,
[x],attilaacomponeocovid19.sa.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],atwww.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],aubaddyacomponeocovid19.sa.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],audi88131acomponeocovid19.sa.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],auth-testacomponeocovid19.sa.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autoconfig.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autodiscover.apac.acomponeocovid19.sa.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autodiscover.bc.acomponeocovid19.sa.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autodiscover.notes.252fblog.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autodiscover.partner.chat.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],autodiscover.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],availacomponeocovid19.sa.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],avisacomponeocovid19.sa.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],avpacomponeocovid19.sa.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],awsdashboard.secure.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],aww.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],b.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],baoboyulecheng.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],basic-nodejs-dev.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],basic.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],bbs.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],bdl2-portal.antivirus2.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],beamwallet.me-dlw33-1.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],beta.forum.chat.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],beta.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],beta.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],bloantivirus1.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],blog.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],blog.showmax.com,"76.76.21.22, 76.76.21.61",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","globalsign.com, letsencrypt.org, sectigo.com",NOERROR,,,,,
[x],blogprima.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],blogs.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],blue.pod-2-qa-2.cto-live-community-preprod.lc.a-2yantivirus2.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],br.svn6.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],careers-covid-19.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cdn-antivirus1.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cdn-img.252fblog-antivirus2.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cdn.covid-19.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cdn.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cds.static.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cert.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],certificate.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],chat.abvanahowmtwyb3vnsefl6mjs4sy3xjuquwo6flleohbn62x.el3diczoacyddyuoehqfhleok54ywtep5j7plhcmhg5jxdfl.227wj4y542o35hxc3fl5bmbei4t5cxqqnjxa.probe.performance.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],chat.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],chatvolky2001ptn.antiviruspre.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],chromecast.clients.ott.showmax.com,"185.225.250.48, 185.225.250.66","chromecast.clients.ott.showmax.com.edgesuite.net, a444.dscq.akamai.net","n0dscq.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:a600::b9e1:fa42, 2a02:26f0:a600::b9e1:fa30",,,
[x],cim-api-uat.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cim-api.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cim-data-quality-qa.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cim-data-quality-qa.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cim-dev.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cks-thirdparty.ovp.ott.showmax.com,,"cks-thirdparty.ovp.ott.showmax.com.edgesuite.net, a1267.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:82::17c8:5717, 2a02:26f0:82::17c8:56f3",,,
[x],clientauth-keys.clients.ott.showmax.com,"184.24.77.52, 184.24.77.54","clientauth-keys.clients.ott.showmax.com.edgesuite.net, a145.dscq.akamai.net","n0dscq.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,
[x],cloud.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cloud.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cloud.tc.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],clubhelpantivirus2.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cms.sas.ott.showmax.com,"2.19.204.226, 2.19.204.234","cms.sas.ott.showmax.com.edgesuite.net, a1049.dscq.akamai.net","n0dscq.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:4600::213:cc2a, 2a02:26f0:4600::213:cc21",,,
[x],cname.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cname.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cocovida.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],code.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],collab.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],config.clients.ott.showmax.com,"2.16.238.17, 2.16.238.9","config.clients.ott.showmax.com.edgesuite.net, a321.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,
[x],configbiblioteca-androidpasso-a-passo.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],confluence.dev.24162.preview.equisearch.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],confluence.dev.24162.stagingmai19d400.mobileapp.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],confluence.dev.24162.www.bip.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],confluence.dev.24162mhelp.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],consul.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],controller1.24162.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],coronavircovidapi-warning-banner.cofiles.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],covid-19.th.cloud.tc.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],covideo.openfire.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cp.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],crm.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],csg-fin-0036.csg.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],csg.httpswww.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],csg.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ctest-secure.www.api.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cveapi.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],cybertron.id.int-nft.ott.showmax.com,"104.97.14.99, 104.97.14.81","cybertron.id.int-nft.ott.showmax.com.edgesuite.net, a593.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:fe00::686e:f0ca, 2a02:26f0:fe00::686e:f0d3",,,
[x],cybertron.id.ott.showmax.com,"2.16.100.178, 88.221.110.74","cybertron.id.ott.showmax.com.edgesuite.net, a86.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:82::17c8:570d, 2a02:26f0:82::17c8:56ea",,,
[x],db.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dbmsipv6qa-apiproduction.chat.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dc.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dc.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],de.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],default.antiviruspre.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],denverhelp.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev-m.static.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev-s3temp.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev-staging.static.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev.24162.163-172.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev.24162.f3a.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dev.241625268.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],dev.24162qiugoubaijiale.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],devna.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],disco.int-nft.ott.showmax.com,,,"dns1.int-nft.ott.showmax.com, hostmaster.int-nft.ott.showmax.com",,NOERROR,,,,,
[x],disco.ott.showmax.com,,,"dns1.ott.showmax.com, hostmaster.ott.showmax.com",,NOERROR,,,,,
[x],dnm.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dns.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dns1.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],dns2.secure.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
