input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,final_url,csp_domains_,cdn_name,cdn
mercury-ui.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://mercury-ui.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
met-1-2-1.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://met-1-2-1.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
mihall.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://mihall.site.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,54.162.128.250,WordPress,251,False,,https://www.amitree.com/,,,
mountsinai.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://mountsinai.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
mscired.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://mscired.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
new-debugvideo-debugsqldoc-corporate.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://new-debugvideo-debugsqldoc-corporate.site.amitree.com:443,https,nginx,text/html,GET,52.204.242.176,/,418802797,54.162.128.250,WordPress,251,False,,https://www.amitree.com/,,,
newcslink.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,80,http://newcslink.site.amitree.com:80,http,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
og53.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,80,http://og53.amitree.com:80,http,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
p03-iwres2.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,80,http://p03-iwres2.site.amitree.com:80,http,nginx,text/html,GET,52.204.242.176,/,418802797,54.162.128.250,WordPress,251,False,,https://www.amitree.com/,,,
p27-buy.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://p27-buy.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
p33-conduit.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://p33-conduit.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
p43-iwres-china.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://p43-iwres-china.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
pages.amitree.com,,404,47,pages.amitree.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T04:26:41Z,2023-06-16T04:26:40Z,CN=pages.amitree.com,pages.amitree.com,pages.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de27754a1280204879a2c81b2fe21a27,7c8fc4ee507fec653e7d6900cdeaf54184f7d4f3e0b0c07a539165a5bf7e96d0,,ctls,pages.amitree.com,443,https://pages.amitree.com:443,https,,text/plain,GET,3.126.202.50,/,-1335621053,3.69.136.55,,1,False,,,,,
par01-prd-netboot-01a.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,80,http://par01-prd-netboot-01a.site.amitree.com:80,http,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
partners.amitree.com,Folio by Amitree | Referral Program,200,12890,partners.amitree.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T17:48:52Z,2023-07-27T17:48:51Z,CN=partners.amitree.com,partners.amitree.com,partners.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1309b33785ae5cc33761130de66347d4,d234d6182066c6bc1188c726c56515c7d2d45eb14ac5b3340925d2b7b36ba50a,,ctls,partners.amitree.com,443,https://partners.amitree.com:443,https,Caddy,text/html,GET,172.104.231.234,/,-203979836,172.104.231.234,Ruby on Rails,248,False,,,amitree.com,,
partnersfaq.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://partnersfaq.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
pgg3nx.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://pgg3nx.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,18.205.36.100,WordPress,251,False,,https://www.amitree.com/,,,
pm-bounces.amitree.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.amitree.com:80,http,AmazonS3,text/html,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,,,
postmanmobile.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://postmanmobile.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
procore.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://procore.site.amitree.com:443,https,nginx,text/html,GET,54.162.128.250,/,418802797,54.157.58.70,WordPress,251,False,,https://www.amitree.com/,,,
qe1-ms-ext-api-ci.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://qe1-ms-ext-api-ci.site.amitree.com:443,https,nginx,text/html,GET,18.205.36.100,/,418802797,52.204.242.176,WordPress,251,False,,https://www.amitree.com/,,,
resource-camera.site.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://resource-camera.site.amitree.com:443,https,nginx,text/html,GET,54.157.58.70,/,418802797,54.162.128.250,WordPress,251,False,,https://www.amitree.com/,,,
thesource.amitree.com,The Source,200,29673,,,,,,,,,,,,,,,,,,,80,http://thesource.amitree.com:80,http,GSE,text/html,GET,142.250.184.211,/,-1068329716,2a00:1450:4001:82f::2013,Python,820,False,,http://thesource.amitree.com/?m=1,,,
www.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,443,https://www.amitree.com:443,https,nginx,text/html,GET,151.101.2.133,/,418802797,151.101.194.133,WordPress,251,False,,,,fastly,True
www.home.amitree.com,Folio by Amitree,200,350832,www.amitree.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T20:56:23Z,2023-07-15T20:56:22Z,CN=*.amitree.com,*.amitree.com,*.amitree.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb861ef8bd349565c4154e0569ed588,6b6abe603764ccf6cec68f74474c21d13c1137a32ef91ceae0993a5b5d3c8bc1,True,ctls,www.amitree.com,80,http://www.home.amitree.com:80,http,nginx,text/html,GET,151.101.2.133,/,-1781364949,151.101.194.133,WordPress,251,False,,https://www.amitree.com/,,fastly,True
