new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name
[x],en.kinepolis.lu,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a13-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
[x],energy.kinepolis.be,,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],eng-apollo.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],eng1.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ensetuptools.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],enterprise.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],enterpriseenrollment.kinepolis.be,,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure
[x],enterpriseenrollment.kinepolis.ch,52.236.189.96,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure
[x],enterpriseenrollment.kinepolis.com,52.236.189.96,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure
[x],enterpriseenrollment.klubcinema.fr,13.74.111.192,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure
[x],enterpriseregistration.kinepolis.be,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,True,azure
[x],enterpriseregistration.kinepolis.ch,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,True,azure
[x],enterpriseregistration.kinepolis.com,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,True,azure
[x],epsilon.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],er.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],error.incites.thomsonreuters.com.ezproxy.kinepolis.fr,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f113, 2a02:26f0:480:e::210:f105",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],errorprodlegacy.cibcpoc.kinepolis.fr,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
[x],es-acc2.kinepolis.com,188.93.155.232,,acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],es-cdn-acc2.kinepolis.com,"188.93.155.248, 188.93.155.249",,cdn-acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],es-cdn-dev.kinepolis.com,,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],es-cdn.kinepolis.com,"88.221.132.82, 88.221.132.193","2a02:26f0:4600::213:cce9, 2a02:26f0:4600::213:cd1a","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],es.kinepolis.ch,"2.16.238.24, 2.16.238.23",,kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,"a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],es.kinepolis.com,188.93.155.238,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],es.kinepolis.lu,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],esm.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],esx.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],eta.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],euabvspamquarantine.kinepolis.lu,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],europe.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],events.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],example.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],exec.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],expawww.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],export-json.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],extensionloader.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],extern.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],external.kinepolis.ch,"184.24.77.27, 184.24.77.31","2a02:26f0:6c00::210:ba09, 2a02:26f0:6c00::210:ba11",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
[x],external.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],extranet.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],extras.landmarkcinemas.com,"2.16.186.8, 2.16.186.42","2a02:26f0:3500:12::1730:17c3, 2a02:26f0:3500:12::1730:1795","prod.landmarkcinemas.com.edgesuite.net, a1734.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],facebook.com.security-checkpoint-global-do.kinepolis.fr,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net",,,
[x],falcon.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fandecine.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],farm.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],faststats.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fax.kinepolis.be,,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fedsignin.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],feeds.kinepolis.ch,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
[x],feeds.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],feeds.kinepolis.lu,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],ff.kinepolis.ch,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a4-67.akam.net, a24-67.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],ff.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ff.kinepolis.lu,"184.25.50.136, 184.25.50.176","2a02:26f0:6c00::210:ba11, 2a02:26f0:6c00::210:ba09",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
[x],fiestademascaras-12.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-17.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-18.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-5.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-9.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-internal.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-s3.kinepolis.be,,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-ssl.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras-testing.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras.kinepolis.be,"188.93.155.241, 188.93.155.238",,,,NOERROR,,,,,
[x],fiestademascaras1.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras13.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras15.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras16.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras17.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascaras8.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascarasstag.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascarasstage.kinepolis.be,,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fiestademascarasvpn.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],file.kinepolis.lu,"184.25.50.176, 184.25.50.136","2a02:26f0:6c00::210:ba11, 2a02:26f0:6c00::210:ba09",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a1-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],filestore.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],filmdb.landmarkcinemas.com,"172.67.0.148, 104.20.51.71, 104.20.50.71","2606:4700:10::6814:3347, 2606:4700:10::ac43:94, 2606:4700:10::6814:3247",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare
[x],filmdepot.kinepolis.com,"88.221.132.154, 88.221.132.83","2a02:26f0:4600::213:cce9, 2a02:26f0:4600::213:ccc8",,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],filter.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],find.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fixes.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fj.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fk.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fl.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],florida.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],flume.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],fm.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fne.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],forceeffects.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],foros.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fortworth.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],forum.kinepolis.ch,"184.25.50.136, 184.25.50.176","2a02:26f0:6c00::210:ba09, 2a02:26f0:6c00::210:ba11",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
[x],forum.kinepolis.fr,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],forum.kinepolis.lu,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net, a1-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all",,
[x],forums.kinepolis.ch,"88.221.132.82, 88.221.132.193","2a02:26f0:4600::213:cc23, 2a02:26f0:4600::210:670a",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net, a1-67.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
[x],forums.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],forums.kinepolis.lu,"184.25.50.176, 184.25.50.136","2a02:26f0:6c00::210:ba09, 2a02:26f0:6c00::210:ba11",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a24-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],foto.kinepolis.com,80.66.133.37,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fotos.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],foundationmedicine.com.sg.uat-fmi.preprod.opengarden.kinepolis.fr,"104.126.119.106, 104.126.119.91, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],foundry.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],foxtrot.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],fr-cdn.kinepolis.com,"2.16.238.23, 2.16.238.24",,"kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],fr.kinepolis.ch,"2.19.205.26, 2.19.204.233","2a02:26f0:4600::210:670a, 2a02:26f0:4600::213:cc23",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net","MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],fr.kinepolis.com,188.93.155.238,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
