new,host,a,aaaa,cname,soa,status_code,txt,caa,cdn,cdn-name,ns,mx,ptr,has_internal_ips,internal_ips
[x],metrics.allegion.com,"63.140.62.160, 63.140.62.164, 63.140.62.135",,allegion.com.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,,
[x],micc.anz.allegion.com,124.47.151.138,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],mktg.allegion.co.uk,192.243.228.1,,mktg.allegion.co.uk.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"v=spf1 ip4:172.82.219.0/24 -all, google-site-verification=MFcIbjlMrI6QoB1f_x4vwRF422CazZkFokYDIUdj2jM",,,,,inbound.campaign.adobe.com,,,
[x],mktg.trelock.com,192.243.228.1,,mktg.trelock.com.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"v=spf1 ip4:172.82.219.0/24 -all, google-site-verification=1KpWRdkm9NRMzY4yhbP4Cxc_Ec120FavKS2F3naboK8",,,,,inbound.campaign.adobe.com,,,
[x],mn.cisa.com,,,fe-mn1.magnews.net,"ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mobile.schlage.com,168.65.18.92,,,"ns2.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],msoid.brio.com.au,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,True,azure,,,,,
[x],msoid.briousa.com,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,True,azure,,,,,
[x],msoid.fshlocking.com.au,"40.126.28.14, 40.126.28.22, 40.126.28.11, 40.126.28.13, 40.126.28.23, 40.126.28.12, 40.126.28.18, 40.126.28.21",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,True,azure,,,,,
[x],msoid.trelock.com,"40.126.32.72, 40.126.32.134, 40.126.32.138, 20.190.160.14, 20.190.160.20, 40.126.32.68, 40.126.32.136, 20.190.160.22",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,True,azure,,,,,
[x],multifamily.schlage.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],my-mobilekey.com,95.142.64.27,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,"google-site-verification=Sxbxy9gUn10-kAu5ZbWXe7roUAcTMy0AleSFsu1Oi0A, v=spf1 ip4:195.90.205.0/24 a mx -all, v=spf1 -all",,,,"ns3.allegion.com, ns1.allegion.com, ns2.allegion.com, ns4.allegion.com","backup-mx.sasg.de, in-mx.sasg.de",,,
[x],mycredentials.allegion.com,,,"ZNE-AV-IISREDIR.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],nombau.de,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21","2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,"ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com",,,,
[x],normbau.allegion.com,184.73.162.250,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,"v=spf1 include:_spf.sendnode.com -all, v=DKIM1; k=rsa; h=sha256; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2tnKsQZV16HZL34I/Sm2TVG6IVwrC9srThiz025YKOlEQANJwU4+FO90YsCzMd0YL33LqKeWcXNm0czUGEwe3EWNqiPQfbgcfPwIePpziyebVTj0ZdDGOUYJAL14Qrdi9Zw8figJwvKT12Vt/LRAir, gA8o4K7/1dp60D5qKWVXMfA5baWGsob79VU361/xgRV0wmgGwjjXcbGXah5KwODDILUISYfRkjBlOqTvUmfsOsSoTEWyT3EK7bvKP/gBvZMbOOVeIjtCknSeLIFE62JhWXVFrNeR71a5UGNGjKvFwzdrbk97ZCGTQFyuX3Ah0rIbkazdynqqYZbpEDopxPgQIDAQAB;",,,,,,,,
[x],notifications-qa.allegion.com,"13.107.226.45, 13.107.253.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],notifications-uat.allegion.com,,,"alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ns1.allegion.com,198.102.127.4,,,"ns1.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],ns2.allegion.com,198.102.132.4,,,"ns3.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],ns4.allegion.com,198.102.134.4,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],o1.email.yonomi.co,168.245.16.234,,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o2.email.yonomi.co,168.245.114.39,,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oewtest.allegion.com,198.102.127.47,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],orderentry.allegion.com,52.240.149.243,,"orderentry1-as.azurewebsites.net, waws-prod-ch1-037.sip.azurewebsites.windows.net, waws-prod-ch1-037.northcentralus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],orderentryel.allegion.com,23.101.162.69,,orderentry-vm.northcentralus.cloudapp.azure.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],orderentrywm.allegion.com,23.96.219.233,,"orderentry-ag.portal.azure-api.net, apimgmthsrqxiakimyry5a6rz7ueedzeow7y6ti6hbfyephs0w.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],ordermanagement-api-dev.allegion.com,"13.107.238.45, 13.107.237.45",,"onlineorder-fd-dev.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ordermanagement-api-uat.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","onlineorder-fd-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],ordermanagement-dev.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","onlineorder-fd-dev.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ordermanagement-el-qa.allegion.com,"13.107.226.45, 13.107.253.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","onlineorder-fd-qa.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],ordermanagement-el-uat.allegion.com,"13.107.226.44, 13.107.253.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","onlineorder-fd-uat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],ordermanagement-pt-nonprod.allegion.com,52.165.235.11,,elbeta.centralus.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],ordermanagement-qa.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","onlineorder-fd-qa.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ordermanagement.allegion.com,"13.107.253.44, 13.107.226.44","2620:1ec:29:1::44, 2620:1ec:48:1::44","onlineorder-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ordermanagementapi.allegion.com,"13.107.238.44, 13.107.237.44","2620:1ec:4e:1::44, 2620:1ec:4f:1::44","onlineorder-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],ordermanagementel.allegion.com,,,"onlineorder-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],orderstatus.allegion.com,52.176.6.37,,"alle-orderstatus.azurewebsites.net, waws-prod-dm1-021.vip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],overtur-api-qa.allegion.com,"13.107.253.44, 13.107.226.44","2620:1ec:29:1::44, 2620:1ec:48:1::44","overtur-qa-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overtur-api-uat.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","beta-overtur-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-dev.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","overtur-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-integrations-dev.allegion.com,,,"alle-platform-apim-dev.azure-api.net, apimgmttmgz0f60nkp9w7dnt8tjwcxhdd2yawr5mtqwan88jxm.trafficmanager.net, alle-platform-apim-dev-eastus-01.regional.azure-api.net, api81ed2983ae6c44369a532ea405b1eb7btrvqxj70igapx4tllmp7v.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],overtur-products-media-test.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","overtur-elmedia-products-tests-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-qa-el-int.allegion.com,23.96.98.9,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com, ns2.allegion.com",NOERROR,,,True,azure,,,,,
[x],overtur-rendering-api-dev.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","overtur-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-rendering-api-prod.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","overtur-prod-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-rendering-api-qa.allegion.com,"13.107.237.44, 13.107.238.44",,"overtur-qa-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overtur-rendering-api-sandbox.allegion.com,"13.107.238.44, 13.107.237.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","overtur-sandbox-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overtur-reports-api-prod.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","overtur-prod-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overtur-reports-api-qa.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","overtur-qa-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overtur-sandbox.allegion.com,"13.107.238.40, 13.107.237.40","2620:1ec:4f:1::40, 2620:1ec:4e:1::40","overtur-sandbox-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overtur-uat-el.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","beta-overtur-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overturapi.allegion.com,"13.107.237.45, 13.107.238.45",,"overtur-prod-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overturkeying-api-dev.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","overtur-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],overturkeying-api-qa.allegion.com,"13.107.238.44, 13.107.237.44","2620:1ec:4e:1::44, 2620:1ec:4f:1::44","overtur-qa-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],overturkeying-api-sandbox.allegion.com,"13.107.237.44, 13.107.238.44","2620:1ec:4e:1::44, 2620:1ec:4f:1::44","overtur-sandbox-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],overturkeying-api-uat.allegion.com,"13.107.237.67, 13.107.238.67",,"beta-overtur-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],owa.fireglass.com,50.200.134.180,,,"ns1.allegion.com, name\.services.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],part2.schlage.com,168.65.226.65,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],partner.simons-voss.com,95.142.64.27,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],pcsvc.allegion.com,"207.120.33.13, 207.120.33.11, 207.120.33.38, 207.120.33.6, 207.120.33.40, 207.120.33.45, 207.120.33.9, 207.120.33.39",,"pcsvc.allegion.com.c.section.io, pfkmc6yoi5kcrf32hd5ushft45ffhfxy.e.ns1.sectionedge.com, lmn-wdc-k1.ep.section.io","ns-1000.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pegasys.allegion.com,184.73.162.250,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],pf-api-svc-prd.allegion.com,,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],pf-api-svc-uat.allegion.com,198.102.132.17,,,"ns2.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],planviewer.allegion.com,23.96.207.177,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com, ns4.allegion.com",NOERROR,overtur-prod.azurewebsites.net,,True,azure,,,,,
[x],platform.yonomi.co,,,,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1077.awsdns-06.org, ns-1688.awsdns-19.co.uk, ns-443.awsdns-55.com, ns-723.awsdns-26.net",,,,
[x],portal.allegion.com,198.102.127.8,,,"ns1.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],prescription.allegion.com,62.4.8.23,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],preview.isonaspureaccesscloud.com,172.65.221.172,,"preview-iot2.preview.iot.pureaccess.com, 5aef392b0cec453b85eff4e38472da8e.pacloudflare.com","brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,
[x],pricingtool.allegion.com,,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,True,azure,,,,,
[x],prm.allegion.com,198.102.129.25,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],product.isonas.com,"104.18.32.160, 172.64.155.96","2606:4700:4400::ac40:9b60, 2606:4700:4400::6812:20a0",,"dorthy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,
[x],programs.allegion.com,52.176.6.37,,"alle-programs.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],promotion.schlage.com,198.102.127.8,,,"ns1.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],quotedashboard.allegion.com,52.176.6.37,,"QuotesDashboard.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],quotedashboardapi.allegion.com,52.176.6.37,,"QuotesDashboard-api.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],r124.usmktg.allegion.com,,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],r125.usmktg.allegion.com,172.82.219.125,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],r126.usmktg.allegion.com,172.82.219.126,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],randi.allegion.com,168.65.224.72,,,"ns1.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],reporting.allegion.com,23.96.207.177,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,overtur-prod.azurewebsites.net,,True,azure,,,,,
[x],reports-api.allegion.com,52.176.6.37,,"alle-reports-api.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],reports.allegion.com,52.176.6.37,,"alle-reports.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],republicdoor.com,184.73.162.250,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,v=spf1 -all,,,,"ns4.allegion.com, ns1.allegion.com, ns3.allegion.com, ns2.allegion.com","mxb-00437d01.gslb.pphosted.com, mxa-00437d01.gslb.pphosted.com",,,
[x],res.canmktg.allegion.com,"18.165.227.67, 18.165.227.25, 18.165.227.80, 18.165.227.64",,res.canmktg.allegion.com.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-1121.awsdns-12.org, ns-1949.awsdns-51.co.uk, ns-435.awsdns-54.com, ns-978.awsdns-58.net",,,,
