new,host,a,aaaa,cname,soa,status_code,txt,caa,cdn,cdn-name,ns,mx,ptr,has_internal_ips,internal_ips
[x],5.157.118.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns211373.ztomy.com, ns111373.ztomy.com",,ns111373.ztomy.com,,
[x],5.166.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns111373.ztomy.com, ns211373.ztomy.com",,ns111373.ztomy.com,,
[x],accessmgmt-dev.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","alle-identity-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],accessmgmt-test.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],achatenligne.bricard.com,151.101.177.124,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],admin.cylinderkeyservice.axasecurity.com,18.200.209.249,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],admsprod.allegion.com,3.12.88.248,,col-alle-net-hub-nlb-public-e4fa1be826188a7a.elb.us-east-2.amazonaws.com,"ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],admstest.allegion.com,,,col-alle-net-hub-nlb-public-e4fa1be826188a7a.elb.us-east-2.amazonaws.com,"ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],alarm.schlage.com,168.65.224.64,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],alle-identity-api.allegion.com,"13.107.237.45, 13.107.238.45",,"alle-identity-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],allegion.co.uk,184.73.162.250,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],allegionoewtest.allegion.com,198.102.127.48,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],allepmoo.allegion.com,52.159.93.51,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com",NOERROR,,,True,azure,,,,,
[x],allesupport.allegion.com,198.102.129.8,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],alliances.allegion.com,198.102.127.7,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],angebotstool.simons-voss.com,95.142.64.27,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],api-dev.yonomi.co,,,api-dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],api.allegion.com,40.85.185.46,,"prod-developer-portal-am.azure-api.net, apimgmttmdfmkesxea7z3oxdtb2nnwoafluirobqejsthb08ve.trafficmanager.net, prod-developer-portal-am-eastus-01.regional.azure-api.net, apimgmthsjqovp2uh3wks0fv3ogexfaadsn525o8hsz4kdsfhf.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],api.backoffice.cisasmartaccess.allegion.com,20.50.2.4,,"emeia-cisa-smb-prod-api-as.azurewebsites.net, waws-prod-am2-329.sip.azurewebsites.windows.net, waws-prod-am2-329-loki.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],api.staging.yonomi.co,"34.201.80.84, 54.157.4.65, 54.196.16.164, 54.91.6.89",,api.staging.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],api.tickets.dev-cisasmartaccess.allegion.com,13.69.68.8,,"emeia-cisa-smb-dev-am.azure-api.net, apimwebapprdpngsslm32oiafn5ufsuxyirrobknudsfxrwjsp.azurewebsites.net, waws-prod-am2-267.sip.azurewebsites.windows.net, waws-prod-am2-267.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],api.yonomi.co,"3.226.182.14, 54.237.159.171, 52.21.227.162, 23.22.5.68",,api.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],app.my-mobilekey.com,46.235.112.19,,,"ns2.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],app2.my-mobilekey.com,46.235.112.21,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],apps.staging.yonomi.co,"34.201.80.84, 54.157.4.65, 54.91.6.89, 54.196.16.164",,apps.staging.yonomi.co.herokudns.com,,NOERROR,,,,,,,,,
[x],as2prod.allegion.com,198.102.127.13,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],as2test.allegion.com,198.102.132.5,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],auckland.allegion.com,122.56.105.10,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],auth-dev.yonomi.co,"54.237.159.171, 23.22.5.68, 52.21.227.162, 3.226.182.14",,auth-dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],auth.allegion.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"auth-allegion-com.azureedge.net, auth-allegion-com.ec.azureedge.net, scdn22ce4.wpc.fe970.omegacdn.net, sni1gl.wpc.omegacdn.net","ns1.omegacdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],auth.dev.yonomi.co,"54.237.159.171, 52.21.227.162, 23.22.5.68, 3.226.182.14",,auth.dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],auth.fireglass.com,50.200.134.182,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],auth.yonomi.co,"54.237.133.81, 52.202.168.65, 54.161.241.46, 18.205.222.128",,auth.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],autodeskuniversity.allegion.com,198.102.127.8,,,"ns3.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],autodiscover.allegion.com,"40.99.157.40, 40.99.157.24, 40.99.157.56","2603:1026:c0d:20::8, 2603:1026:c0d:2a::8, 2603:1026:c0d:6a::8, 2603:1026:c0d:6b::8, 2603:1026:c0d:72::8, 2603:1026:c0d:75::8, 2603:1026:c0d:76::8, 2603:1026:c0d:77::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.brio.com.au,"52.98.240.40, 52.98.239.168, 40.99.148.104, 52.98.239.152, 52.98.239.184, 52.98.240.8, 52.98.240.104, 52.98.240.56","2603:1026:c0e:874::8, 2603:1026:c0e:877::8, 2603:1026:c0e:865::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.briouk.com,"52.98.229.120, 52.98.229.152, 52.98.229.136",,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.fireglass.com,50.200.134.180,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],autodiscover.fshlocking.com.au,"40.99.204.8, 52.97.170.40, 40.99.204.136, 52.97.200.184","2603:1026:c03:706c::8, 2603:1026:207:11d::8, 2603:1026:207:a5::8, 2603:1026:c03:707d::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.interflex.de,"52.98.152.200, 52.98.241.200, 52.98.175.24, 52.98.243.8","2603:1026:c0d:82c::8, 2603:1026:c0d:c07::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:c1d::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.specadsystems.com,"40.99.204.56, 40.99.204.24, 40.101.18.248, 52.97.200.168","2603:1026:c03:707b::8, 2603:1026:204::8, 2603:1026:c03:7070::8, 2603:1026:206:5::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.usmktg.allegion.com,"40.99.149.152, 52.97.189.104, 40.99.149.184","2603:1026:c0d:c31::8, 2603:1026:c0d:807::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:803::8, 2603:1026:c0d:828::8, 2603:1026:c0d:c29::8, 2603:1026:c0d:c06::8, 2603:1026:c0d:c2f::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],avondale.allegion.com,122.56.108.174,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],ax.allegion.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],ax.simons-voss.com,95.142.64.27,,www.simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,8qd5nd1nzznckbtzmscs2dqsvbmx23tl,,,,,,,,
[x],axasecurity.com,52.232.56.79,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,"axasecurity.azurewebsites.net, google-site-verification=i-gVPyo3Jp1eUY8BIyHtMcb_GEOJPrmVZ-fK_DaCdHE, v=spf1 include:_spf.damecon.com a:mail.remotion.nl ip4:185.150.158.38 ~all",,True,azure,,,,,
[x],bangalore.allegion.com,14.97.160.130,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],biprod.allegion.com,198.102.127.7,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],biuat.allegion.com,198.102.127.7,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],blog.allegion.com,198.102.127.8,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],brio.com.au,35.213.161.2,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,"MS=ms31247696, v=spf1 include:spf.protection.outlook.com -all",,True,google,"ns1.allegion.com, ns2.allegion.com, ns3.allegion.com, ns4.allegion.com","mxa-00437d01.gslb.pphosted.com, mxb-00437d01.gslb.pphosted.com",,,
[x],brionz.com,35.213.161.2,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,"MS=ms82328048, v=spf1 include:spf.protection.outlook.com -all",,True,google,,"mxb-00437d01.gslb.pphosted.com, mxa-00437d01.gslb.pphosted.com",,,
[x],briouk.com,35.213.161.2,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,"v=spf1 include:spf.protection.outlook.com -all, MS=ms67233149",,True,google,"ns4.allegion.com, ns2.allegion.com, ns1.allegion.com, ns3.allegion.com","mxa-00437d01.gslb.pphosted.com, mxb-00437d01.gslb.pphosted.com",,,
[x],builder.schlage.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],canmktg.allegion.com,192.243.228.1,,canmktg.allegion.com.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"google-site-verification=MqAYKHX2KNDIbZMDZYzQhobB6j1e6IjaHEH3wgFWVAM, v=spf1 ip4:172.82.219.0/24 ~all",,,,,inbound.campaign.adobe.com,,,
[x],careers.allegion.com,"143.204.176.45, 143.204.176.116, 143.204.176.21, 143.204.176.59","2600:9000:20f1:5800:8:550d:dd40:93a1, 2600:9000:20f1:b800:8:550d:dd40:93a1, 2600:9000:20f1:9400:8:550d:dd40:93a1, 2600:9000:20f1:7200:8:550d:dd40:93a1, 2600:9000:20f1:2200:8:550d:dd40:93a1, 2600:9000:20f1:f200:8:550d:dd40:93a1, 2600:9000:20f1:a000:8:550d:dd40:93a1, 2600:9000:20f1:ec00:8:550d:dd40:93a1",dkdzbo9668h9x.cloudfront.net,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-1028.awsdns-00.org, ns-113.awsdns-14.com, ns-1588.awsdns-06.co.uk, ns-526.awsdns-01.net",,,,
[x],carmel.allegion.com,64.132.169.226,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],cas.simons-voss.com,213.61.108.210,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],cases.allegion.com,52.176.6.37,,"alle-cases.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],cdn.staging.yonomi.co,"18.244.146.32, 18.244.146.31, 18.244.146.56, 18.244.146.34","2600:9000:26de:3800:b:2251:7880:93a1, 2600:9000:26de:d200:b:2251:7880:93a1, 2600:9000:26de:7400:b:2251:7880:93a1, 2600:9000:26de:3e00:b:2251:7880:93a1, 2600:9000:26de:a000:b:2251:7880:93a1, 2600:9000:26de:2400:b:2251:7880:93a1, 2600:9000:26de:1800:b:2251:7880:93a1, 2600:9000:26de:8400:b:2251:7880:93a1",,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,
[x],ces.schlage.com,198.102.127.8,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],chkmxeng-gq5.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,,,,,"ns211373.ztomy.com, ns111373.ztomy.com",,ns111373.ztomy.com,,
[x],cisa.allegion.com,,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],cisasmartaccess.allegion.com,"13.107.226.45, 13.107.253.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","emeiacisasmbprodfewebcnd.azureedge.net, emeiacisasmbprodfewebcnd.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],cisatools.cisa.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","cisatools.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],cmg.allegion.com,"13.107.253.44, 13.107.226.44","2620:1ec:29:1::44, 2620:1ec:48:1::44","cmgsccm.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],cmp.allegion.com,198.102.128.22,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],cobra.schlage.com,168.65.229.206,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],commercial.schlage.com,"99.84.208.46, 99.84.208.110, 99.84.208.25, 99.84.208.93, 205.251.192.113, 205.251.194.14, 205.251.196.4, 205.251.198.52","2600:9000:2199:f800:8:550d:dd40:93a1, 2600:9000:2199:5000:8:550d:dd40:93a1, 2600:9000:2199:2c00:8:550d:dd40:93a1, 2600:9000:2199:d600:8:550d:dd40:93a1, 2600:9000:2199:4200:8:550d:dd40:93a1, 2600:9000:2199:ac00:8:550d:dd40:93a1, 2600:9000:2199:c000:8:550d:dd40:93a1, 2600:9000:2199:8600:8:550d:dd40:93a1",dkdzbo9668h9x.cloudfront.net,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-1028.awsdns-00.org, ns-113.awsdns-14.com, ns-526.awsdns-01.net, ns-1588.awsdns-06.co.uk",,,,
[x],communication.allegion.com,192.243.228.1,,communication.allegion.com.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"v=spf1 ip4:172.82.219.0/24 ~all, google-site-verification=FSY20MFhFwd0SSdJ7a6_LluMRFeMj3I83W-4EcQ_S_k",,,,,inbound.campaign.adobe.com,,,
[x],competitivepricingtool.allegion.com,"13.107.237.44, 13.107.238.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","project-pricing-tool.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],connectors-core.yonomi.co,"54.161.241.46, 18.205.222.128, 52.202.168.65, 54.237.133.81",,flexible-orange-gwwjk2yjk1xjgv0zdt7zvjzz.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],connectors.dev.yonomi.co,"54.91.59.199, 3.220.57.224, 52.20.78.240, 3.232.242.170",,connectors.dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],consumer-test.schlage.com,168.65.224.58,,,"ns2.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],consumer.schlage.com,198.102.127.8,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],crmcases-api.allegion.com,52.176.6.37,,"alle-crmcases-api.azurewebsites.net, waws-prod-dm1-021.vip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],customerlearningcenter.allegion.com,"100.24.157.224, 18.208.39.163",,"allegion-academy.docebosaas.com, us-c.docebopaas.com","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cylinderkeyservice.axasecurity.com,18.200.209.249,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],dashboard.dev.yonomi.co,"54.91.59.199, 3.220.57.224, 52.20.78.240, 3.232.242.170",,dashboard.dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
