new,host,a,soa,status_code,txt,has_internal_ips,internal_ips,ns,cname,mx,cdn,cdn-name,aaaa,caa
[x],adm.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],admin.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],admin.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],admiral.grab.com,"99.84.208.111, 99.84.208.61, 99.84.208.58, 99.84.208.126","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],adreporting.myteksi.net,"10.0.48.198, 10.0.8.93, 10.0.10.49","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.48.198, 10.0.8.93, 10.0.10.49",,,,,,,
[x],ads-cdn.grab.com,"18.65.39.113, 18.65.39.81, 18.65.39.25, 18.65.39.75","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],ads-ui.grab.com,"65.9.86.91, 65.9.86.45, 65.9.86.28, 65.9.86.4","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],ads.myteksi.net,"10.0.47.122, 10.0.9.64, 10.0.7.122","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.47.122, 10.0.9.64, 10.0.7.122",,,,,,,
[x],adsmarketing.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 include:aspmx.pardot.com ~all,,,,,,,,,
[x],adytum.myteksi.net,"10.0.90.165, 10.0.88.131","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.90.165, 10.0.88.131","ns-1533.awsdns-63.org, ns-1680.awsdns-18.co.uk, ns-267.awsdns-33.com, ns-581.awsdns-08.net",,,,,,
[x],agenda.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],airflow-econs.data-engineering.myteksi.net,"10.55.105.67, 10.55.111.158, 10.55.99.57","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.55.105.67, 10.55.111.158, 10.55.99.57",,,,,,,
[x],akhil.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],alation-ha.data-engineering.myteksi.net,"10.55.1.207, 10.55.2.106","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.55.1.207, 10.55.2.106",,,,,,,
[x],alfred.myteksi.net,"10.0.90.36, 10.0.89.54","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.90.36, 10.0.89.54",,,,,,,
[x],alpha.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],analytics-merchant.grab.com,52.187.17.126,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,"merchantanalyticswebapp.azurewebsites.net, waws-prod-sg1-027.sip.azurewebsites.windows.net, waws-prod-sg1-027.cloudapp.net",,True,azure,,
[x],analytics.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],analytics.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],analyzer.svc.sandbox-mice.chimera.myteksi.net,"10.92.126.144, 10.92.124.120","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.92.126.144, 10.92.124.120",,a98844a5f802c4a79aed4144b2fb18cc-cbe71c4c50c7de67.elb.ap-southeast-1.amazonaws.com,,,,,
[x],ananta.myteksi.net,"10.0.89.33, 10.0.87.236","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.89.33, 10.0.87.236",,,,,,,
[x],andromeda.gts.myteksi.net,211.94.115.21,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],anemoi-grab-food.data-engineering.myteksi.net,"10.55.122.242, 10.55.118.115, 10.55.120.47","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.55.122.242, 10.55.118.115, 10.55.120.47",,,,,,,
[x],ann.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],ap-southeast-1.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],api-2.ap-southeast-1.internal.waypoint.myteksi.net,"13.215.245.160, 18.140.16.240, 52.76.238.12","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api-2.us-east-2.internal.waypoint.myteksi.net,"3.143.161.69, 3.132.219.129, 3.130.66.88","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api-grab360.grab.com,"13.225.78.115, 13.225.78.10, 13.225.78.124, 13.225.78.104","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],api-restricted-lb.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.ap-southeast-1.internal.waypoint.myteksi.net,"18.140.16.240, 52.76.238.12, 13.215.245.160","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.aws.sg.vault-pki.myteksi.net,"10.0.248.154, 10.0.223.245","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.248.154, 10.0.223.245",,,,,,,
[x],api.aws.sg.vault-v2.myteksi.net,"10.0.222.168, 10.0.249.232, 10.0.84.7","ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.222.168, 10.0.249.232, 10.0.84.7",,,,,,,
[x],api.cycle.myteksi.net,"10.78.8.69, 10.78.5.217, 10.78.6.205","ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.78.8.69, 10.78.5.217, 10.78.6.205",,,,,,,
[x],api.food.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],api.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],api.internal.prod-20181005.cluster.food.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1435.awsdns-51.org, ns-164.awsdns-20.com, ns-1761.awsdns-28.co.uk, ns-749.awsdns-29.net",,,,,,
[x],api.internal.prod.cluster.food.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.internal.waypoint.myteksi.net,"3.132.219.129, 3.143.161.69, 3.130.66.88","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.jr.grab.com,"18.138.185.63, 13.213.94.52, 54.169.124.51, 13.250.124.107, 13.251.76.11, 13.229.39.160, 52.76.181.56, 52.74.237.107","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"prd-api-gateway2-public-alb-946860437.ap-southeast-1.elb.amazonaws.com, prd-api-gateway-public-alb-178060887.ap-southeast-1.elb.amazonaws.com",,,,,
[x],api.us-east-2.internal.waypoint.myteksi.net,"3.132.219.129, 3.130.66.88, 3.143.161.69","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.waypoint.myteksi.net,"108.138.85.21, 108.138.85.22, 108.138.85.88, 108.138.85.121, 205.251.193.6, 205.251.195.158, 205.251.197.181, 205.251.198.50","ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-926.awsdns-51.net, ns-262.awsdns-32.com, ns-1586.awsdns-06.co.uk, ns-1461.awsdns-54.org",d2ktmkkwb1zkd1.cloudfront.net,,True,cloudfront,"2600:9000:2509:9200:10:44bf:b540:93a1, 2600:9000:2509:7000:10:44bf:b540:93a1, 2600:9000:2509:2400:10:44bf:b540:93a1, 2600:9000:2509:1c00:10:44bf:b540:93a1, 2600:9000:2509:1800:10:44bf:b540:93a1, 2600:9000:2509:3400:10:44bf:b540:93a1, 2600:9000:2509:4600:10:44bf:b540:93a1, 2600:9000:2509:d200:10:44bf:b540:93a1",
[x],api2.grab.com,"18.136.171.247, 52.77.37.28","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],apigw01.grabpay.com,"52.76.67.41, 18.136.71.157","ns-363.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],apm.ece-v2-10.myteksi.net,"10.0.59.4, 10.0.77.192, 10.0.68.61, 10.0.75.244, 10.0.68.105, 10.0.63.84","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.59.4, 10.0.77.192, 10.0.68.61, 10.0.75.244, 10.0.68.105, 10.0.63.84",,,,,,,
[x],apps.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],apt.myteksi.net,"10.0.10.235, 10.0.48.104, 10.0.48.134, 10.0.8.147, 10.0.10.63, 10.0.8.37","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.10.235, 10.0.48.104, 10.0.48.134, 10.0.8.147, 10.0.10.63, 10.0.8.37",,,,,,,
[x],ar.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],argocd.cauldron.myteksi.net,"10.92.62.95, 10.92.69.89, 10.92.49.157","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.92.62.95, 10.92.69.89, 10.92.49.157",,a4fa3502ea3d54a96a4673f423fe3bd0-d3c34855e8ccef95.elb.ap-southeast-1.amazonaws.com,,,,,
[x],argus.myteksi.net,"10.0.87.245, 10.0.91.118","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.87.245, 10.0.91.118",,,,,,,
[x],arion-compute-002.olympus.myteksi.net,"10.94.122.186, 10.94.123.86, 10.94.122.87","ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.94.122.186, 10.94.123.86, 10.94.122.87",,,,,,,
[x],asgard.myteksi.net,10.0.91.212,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.91.212,,,,,,,
[x],assets-mobile.grab.com,"65.9.86.47, 65.9.86.12, 65.9.86.115, 65.9.86.15","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],assets-staging.grab.careers,"13.227.173.35, 13.227.173.4, 13.227.173.93, 13.227.173.61","ns-1173.awsdns-18.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-303.awsdns-37.com, ns-870.awsdns-44.net, ns-1793.awsdns-32.co.uk, ns-1173.awsdns-18.org",d3sr4v2grqsugg.cloudfront.net,,True,cloudfront,"2600:9000:244f:7200:1e:72ab:cc00:93a1, 2600:9000:244f:b000:1e:72ab:cc00:93a1, 2600:9000:244f:6200:1e:72ab:cc00:93a1, 2600:9000:244f:bc00:1e:72ab:cc00:93a1, 2600:9000:244f:da00:1e:72ab:cc00:93a1, 2600:9000:244f:9200:1e:72ab:cc00:93a1, 2600:9000:244f:7600:1e:72ab:cc00:93a1, 2600:9000:244f:e200:1e:72ab:cc00:93a1",
[x],assets.grab.careers,"13.224.189.71, 13.224.189.7, 13.224.189.65, 13.224.189.41","ns-324.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-773.awsdns-32.net, ns-1431.awsdns-50.org, ns-1975.awsdns-54.co.uk, ns-324.awsdns-40.com",d2t81gss2vubzf.cloudfront.net,,True,cloudfront,"2600:9000:20eb:f400:5:2387:cac0:93a1, 2600:9000:20eb:ba00:5:2387:cac0:93a1, 2600:9000:20eb:2200:5:2387:cac0:93a1, 2600:9000:20eb:6c00:5:2387:cac0:93a1, 2600:9000:20eb:3600:5:2387:cac0:93a1, 2600:9000:20eb:7200:5:2387:cac0:93a1, 2600:9000:20eb:a800:5:2387:cac0:93a1, 2600:9000:20eb:3000:5:2387:cac0:93a1",
[x],assets.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],atlantis.data-engineering.myteksi.net,"10.55.82.48, 10.55.81.177, 10.55.83.251","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.55.82.48, 10.55.81.177, 10.55.83.251",,,,,,,
[x],atlas.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],audit.es-kibana.myteksi.net,"108.156.2.26, 108.156.2.31, 108.156.2.33, 108.156.2.36","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,2625a019b068474d8fdabb3e6868f582.es-kibana.myteksi.net,,True,cloudfront,,
[x],autoconfig.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],autoconfig.store.grab.com,"99.84.9.91, 99.84.9.18, 99.84.9.31, 99.84.9.119","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1435.awsdns-51.org, ns-164.awsdns-20.com, ns-1761.awsdns-28.co.uk, ns-749.awsdns-29.net",,,True,cloudfront,,
[x],autodiscover.store.grab.com,"13.224.189.39, 13.224.189.8, 13.224.189.48, 13.224.189.107","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],automation.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],av.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],aws-police-prd.internal-tools.myteksi.net,"10.60.3.40, 10.60.5.149","ns-1959.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.60.3.40, 10.60.5.149",,,,,,,
[x],aws-police-stg.internal-tools.myteksi.net,"10.60.17.23, 10.60.21.126","ns-1959.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.60.17.23, 10.60.21.126",,,,,,,
[x],aws.grabtaxi.com,"13.228.94.107, 13.213.196.193","ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],aws.myteksi.net,"13.213.196.193, 13.228.94.107","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],azure01.grabpay.com,10.77.52.37,"ns-363.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.77.52.37,,,,,,,
[x],b2b-waypoint-portal.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],backup.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],bambi.myteksi.net,"10.0.91.244, 10.0.88.100","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.91.244, 10.0.88.100",,,,,,,
[x],banner.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],barracuda.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],barracuda.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],baru.myteksi.net,"18.136.243.125, 3.1.75.31, 54.255.126.58","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bbs.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],beamlink.grab.com,"167.89.118.83, 167.89.123.54, 167.89.123.124, 167.89.118.52","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE",,,"ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com",sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net",,,,"godaddy.com, amazonaws.com"
[x],beta.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],biblioteca.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],bigip.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bitbucketmirror01.corp.grabpay.com,54.169.32.77,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blackhole.ext.grab.com,3.1.145.27,"ns-1995.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blackhole.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],blog.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],blogs.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],blox02.gts.myteksi.net,10.2.88.3,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.2.88.3,,,,,,,
[x],board.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],boleh.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bolt.grab.com,"52.222.236.96, 52.222.236.73, 52.222.236.12, 52.222.236.33","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1435.awsdns-51.org, ns-164.awsdns-20.com, ns-1761.awsdns-28.co.uk, ns-749.awsdns-29.net",,,True,cloudfront,,
[x],book.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],bounce.mkt.grab.com,,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 include:cust-spf.exacttarget.com -all,,,,,bounce.s10.exacttarget.com,,,,
[x],brand.grab.com,"65.9.86.105, 65.9.86.120, 65.9.86.81, 65.9.86.38","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],broadcast-ip.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],brucebanner.myteksi.net,"10.0.90.196, 10.0.89.3, 10.0.87.119","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.90.196, 10.0.89.3, 10.0.87.119",,,,,,,
[x],brutal-doom.voice.grabtaxi.com,,"ns-1445.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,d36b91bd520648d78bb2fdea6d8c6d49,,,,_8657669ef04976c9e423c2c594f3e29a.tjxrvlrcqj.acm-validations.aws,,,,,
[x],bsdata.myteksi.net,"10.0.8.242, 10.0.10.248, 10.0.48.131","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.8.242, 10.0.10.248, 10.0.48.131",,,,,,,
[x],bugs.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bv.svc.sandbox-mice.chimera.myteksi.net,"10.92.124.120, 10.92.126.144","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.92.124.120, 10.92.126.144",,a98844a5f802c4a79aed4144b2fb18cc-cbe71c4c50c7de67.elb.ap-southeast-1.amazonaws.com,,,,,
[x],c.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],c75.em.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],ca.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],ca.nacportal.grab.com,10.2.111.135,"ns-381.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.2.111.135,,,,,,,
[x],cabak.nacportal.grab.com,10.2.111.24,"ns-381.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.2.111.24,,,,,,,
[x],cache.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],calendar.grabtaxi.com,108.177.14.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,ghs.googlehosted.com,,,,2a00:1450:4010:c0f::79,
[x],camera-management.grabview.myteksi.net,40.119.224.99,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,True,azure,,
[x],cancellah.myteksi.net,"10.0.10.212, 10.0.8.85, 10.0.48.105","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.10.212, 10.0.8.85, 10.0.48.105",,,,,,,
[x],capricorn.gts.myteksi.net,117.54.160.156,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],careers.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],cark-prd-1.gts.myteksi.net,10.29.135.4,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.135.4,,,,,,,
[x],cark-prd-2.gts.myteksi.net,10.29.135.5,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.135.5,,,,,,,
