new,host,soa,txt,status_code,a,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,caa
,sites.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,skillsonline-cms.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,skillsonline-preview.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,skillsonline.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,sl.aepetsche.com,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,"54.166.96.114, 54.221.50.8, 54.243.161.55",,custom-tracking.salesloft.com,,,"ns-1248.awsdns-28.org, ns-1651.awsdns-14.co.uk, ns-482.awsdns-60.com, ns-834.awsdns-40.net",,,,"comodoca.com, digicert.com, letsencrypt.org, pki.goog"
,sl.arrow.com,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,"54.221.50.8, 54.243.161.55, 54.166.96.114",,custom-tracking.salesloft.com,,,,,,,"letsencrypt.org, comodoca.com, digicert.com, pki.goog"
,smtp.richardsonrfpd.com,"pdns77.ultradns.com, domadmin.arrow.com","A0R1R44070, v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 -all",NOERROR,198.4.44.13,,,,,,,,smtp-richardsonrfpd-com.mail.protection.outlook.com,
,solutions.xsp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,som.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,NOERROR,,,,,,,,,,
,sp.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,157.112.176.36,,,,,,,,,
,spansion.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,sso.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ssosamlsign-uat.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,st.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage-api.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-artesyn.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-common.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-cypress.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage-engage.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-go.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-intel-designcenter.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage-maxim.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,"stage-analog.transim.com, transim-stage-gateway.westus.cloudapp.azure.com",True,azure,,,,,
,stage-micrel.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage-rockwell.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.arrow.transim.com,,v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.demo.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.fairchild.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.infineon.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.micrel.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.onsemi.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.renesas.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,stage.toshiba.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,stage2.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.91.100.14,,transim-stage-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,staging.aspencore.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"141.193.213.11, 141.193.213.10",,wp.wpenginepowered.com,,,,,,,
,staging.new.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,204.74.99.100,,,,,,,,,
,stagingcart.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.144,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,start.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,static.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.137,,"static.arwdns.net, nasb.static.arwdns.net, na.az.static.arwdns.net",,,,,,,
,static.elektroda.pl,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.18.15.11,,"static.elektroda.pl.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,static.transim.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.221.240.35,,"static.transim.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static.verical.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"china-static.verical.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static1.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"china-arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static1s.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,static2.elektroda.pl,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,95.101.176.102,,"static2.elektroda.pl.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static2.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,static3.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"china-arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static3s.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.21,,,,,,,,,
,static4i.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.18.15.11,,"static4i.arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static4s.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.131,,"arwwww.arwdns.net, na.az.arwwww.arwdns.net",,,,,,,
,static4uat.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"static4uat.arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,static5.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,95.101.176.102,,"china-arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,statici.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.171,,,,,,,,,
,statics.verical.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.136,,"vstatic.arwdns.net, na.az.vstatic.arwdns.net",,,,,,,
,status.transim.com,"iris.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,uptime.statuscake.com,,,,,,,
,stgw.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,65.246.181.18,,,,,,,,,
,streaming.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,98.124.137.117,,,,,,,,,
,sts.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,studio.aspencore.com,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,34.82.242.230,,acstudio.wpengine.com,True,google,,,,,
,subscriptions.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,NOERROR,,,,,,,,,,
,sunny2.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,38.242.100.49,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,supplierdirectory.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,supplychain.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.139,,,,,,,,,
,support.ecs-anz.arrow.com,"ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,"185.166.143.37, 185.166.143.38, 185.166.143.36",,arrowecs.atlassian.net,,,,,,"inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com",
,supportcenter.einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,54.151.66.36,,,,,,,,,
,survey.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.qemailserver.com include:amazonses.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,survey-arrow-com.mail.protection.outlook.com,
,svn.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,10.50.1.11,,,,,,True,10.50.1.11,,
,swb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,test.dashboard.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,test.data.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,testecssoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.254,,,,,,,,,
,testecssoaext.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.254,,,,,,,,,
,testecswc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,testecswc.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,testicm.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,tgateway.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,thermofisher.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,137.135.18.76,,transim-application-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,ti.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,tools.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.187,,,,,,,,,
,tracker.transim.com,"ns1.impervadns.net, hostmaster.incapsula.com",,NOERROR,45.60.243.45,2a02:e980:148::2d,6v39o5d.impervadns.net,True,incapsula,,,,,
,training.einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,125.20.7.36,,,,,,,,,
,training.na.ecs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,205.206.215.142,,,,,,,,,
,transim.com,"pdns77.ultradns.com, domadmin.arrow.com","MS=ms10356734, v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all, knowbe4-site-verification=583740fc02ad1ffbf3a87f68358d2c66, 00d58000000asaneaq",NOERROR,137.135.18.76,,,True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns2.p06.nsone.net, dns1.p06.nsone.net, dns4.p06.nsone.net",,,transim-com.mail.protection.outlook.com,digicert.com
,treasuryservices-test.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,trxac.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,trxap.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,trxeu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,trxeu.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,tstecsap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,uat-webassets.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,uat-webassets.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,uat.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"uat.arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,uat2.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,uat2login.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,uat2oid.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,uat2wms.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,uat2wms.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,uat2wmsapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,uat2wmsapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,udp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ukcloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.27,,,,,,,,,
,ukcloud.dev.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.35,,,,,,,,,
,unityaccess.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,unityapps.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,upi.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,us-co-dc01-cp01.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,us.cloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,83.217.245.90,,,,,,,,,
,usdendrh162.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdendrh188.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdendrh189.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdendrh277.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdendrh76.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh119.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh126.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh127.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh128.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh129.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh130.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh132.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh134.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh135.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh136.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh137.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh138.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh139.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh140.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh141.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh155.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,usdenprh156.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh246.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh458.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh486.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh487.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh592.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprh655.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenprhap2.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenqrh452.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdenqrh70test.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdentrh394.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdentrh4.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdentrh420.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,usdentrh421.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,usdentrh426.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
