input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,csp_domains_,tls_subject_org_,final_url,chain_status_codes_
experimental-download.sketch.com,,403,243,cloudflare,443,https://experimental-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-767425880,HTTP/3,2,False,True,experimental-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,experimental-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ac66f517ef8708d912d2ef3a953b94f2,300fe2552da22a7205dca724618089ba035d3989517983cde640367f32f3a7bf,,ctls,experimental-download.sketch.com,,"Cloudflare, Inc.",,
feature-preview-download-staging.sketch.com,,403,243,cloudflare,443,https://feature-preview-download-staging.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-1678851998,HTTP/3,2,False,True,feature-preview-download-staging.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3d0cbc3829e0984f338a1eca83ddcb8a,7f44e3796554546c0d2c71f8df2219e191e86b0d1e6148763a1492ac129c4b5d,,ctls,feature-preview-download-staging.sketch.com,,"Cloudflare, Inc.",,
feature-preview-download.sketch.com,,403,243,cloudflare,443,https://feature-preview-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-902409974,HTTP/3,2,False,True,feature-preview-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,feature-preview-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f5f798717f35afc7216e5838d623146f,df157d4cd7968360b4a5160e6ae6b0f458a5e0096019fc0f08d8a62bfc3bb1eb,,ctls,feature-preview-download.sketch.com,,"Cloudflare, Inc.",,
forum.sketch.com,Sketch Community Forum - A home for the Sketch community,200,271777,,443,https://forum.sketch.com:443,https,nginx,text/html,GET,184.104.178.43,/,-1840324437,Ruby on Rails,1262,False,,forum.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:03Z,2023-07-23T00:00:02Z,CN=forum.sketch.com,forum.sketch.com,forum.sketch.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4952c74ecb532040b405bb7f06193796,2c4fec599e19e9400e82cc159dc3db5c4820603e67056543da2f2dcd5937bda4,,ctls,forum.sketch.com,https://europe1.discourse-cdn.com/business20/brotli_asset/,,,
go.sketch.com,"Sketch · Design, collaborate, prototype and handoff",200,207328,google,443,https://go.sketch.com:443,https,Netlify,text/html,GET,34.141.72.9,/,-1171134608,Stimulus,4531,False,True,www.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-11-23T23:59:59Z,CN=*.sketch.com,*.sketch.com,*.sketch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a8129e83c6f8e8abc08d806b0ffbfe55,8192ba44f4a1e90fe40e39464bd854e4c8bc654cb3e02025c81525e20ce25904,True,ctls,www.sketch.com,,,https://www.sketch.com/home,200
help.sketch.com,Sketch Help,200,32213,,443,https://help.sketch.com:443,https,cloudflare,text/html,GET,199.60.103.226,/,498467722,HubSpot CMS Hub,989,False,,help.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T11:40:45Z,2023-06-26T11:40:44Z,CN=help.sketch.com,help.sketch.com,help.sketch.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,18951503457b7fc53ed3da2cdcd0ef86,e006c86522f09416e37ad74e6f80e4be19769ef239db887719830948d245e84c,,ctls,help.sketch.com,,,,
internal-download-staging.sketch.com,,403,243,cloudflare,443,https://internal-download-staging.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,114521786,HTTP/3,2,False,True,internal-download-staging.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5e673f878a6bb23c5a515c32651ec2f7,4fb70537c983e4dc409c0c211cf9f702845d553a810b08edcbba7fd2de9c169c,,ctls,internal-download-staging.sketch.com,,"Cloudflare, Inc.",,
internal-download.sketch.com,,403,243,cloudflare,443,https://internal-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-1891715288,HTTP/3,2,False,True,internal-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,internal-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",69646898ddfbba5d207478eb25a5dbf9,88a6aba1dd2738230b17625902f174beac535c1f4d2c6c0131bb26a2f26def65,,ctls,internal-download.sketch.com,,"Cloudflare, Inc.",,
lb-public.non-prod.sketch.com,,404,,,443,https://lb-public.non-prod.sketch.com:443,https,awselb/2.0,text/plain,GET,100.24.160.84,/,-1840324437,,1,False,,lb-public.non-prod.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-09T23:59:59Z,CN=*.non-prod.sketch.com,*.non-prod.sketch.com,*.non-prod.sketch.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d8597d785f458a2424490fd1e1dc8202,174e0a9b9bc19b9995dbe7aba0eea6323ff6460ca42fe657930c4653698d470b,True,ctls,lb-public.non-prod.sketch.com,,,,
oembed.staging.sketch.com,,404,,,443,https://oembed.staging.sketch.com:443,https,awselb/2.0,text/plain,GET,52.73.223.107,/,-1840324437,,1,False,,oembed.staging.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=staging.sketch.com,staging.sketch.com,resources-staging.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5edc7c31fac45e2ecda7ed2101e7dff4,a13a149d1ed9431a266defc2ee3cbbc82c9012fdb5471bcc958c2394ab8816c0,True,ctls,oembed.staging.sketch.com,,,,
payments.prod.sketch.com,,404,18,,443,https://payments.prod.sketch.com:443,https,,text/plain,GET,34.192.145.62,/,-429073533,,1,False,,payments.prod.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-22T23:59:59Z,CN=*.prod.sketch.com,*.prod.sketch.com,*.prod.sketch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3456cc9da265b6516c5ae6b42f278ddd,183307b5bfc242f7a4367df80e0503c7bb107de9632adfa57969cc451cd4bda1,True,ctls,payments.prod.sketch.com,,,,
plausible.dev.sketch.com,"Plausible Analytics | Simple, privacy-friendly Google Analytics alternative",200,54285,cloudfront,443,https://plausible.dev.sketch.com:443,https,BunnyCDN-TX1-950,text/html,GET,99.86.4.107,/,1391058259,Ruby,2,False,True,plausible.dev.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=dev.sketch.com,dev.sketch.com,resources-dev.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d33a530bc21b8dcfccf79b3f6d0153f9,4465c4362f1a0c69509e4fae940e9f191ccc373cbb911daf3bcfb1fbd04e3461,True,ctls,plausible.dev.sketch.com,,,,
plausible.prod.sketch.com,"Plausible Analytics | Simple, privacy-friendly Google Analytics alternative",200,54285,cloudfront,443,https://plausible.prod.sketch.com:443,https,BunnyCDN-IL1-894,text/html,GET,18.66.97.112,/,1391058259,Ruby,2,False,True,plausible.prod.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=prod.sketch.com,prod.sketch.com,*.prod.sketch.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,020eb0894f93d44c66e2dfa550cd4a66,1699de04d65a5c9cc6642ad306286f9a92cf3202f6ef2fa2efead604dfca458e,True,ctls,plausible.prod.sketch.com,,,,
plausible.test.sketch.com,"Plausible Analytics | Simple, privacy-friendly Google Analytics alternative",200,54285,cloudfront,443,https://plausible.test.sketch.com:443,https,BunnyCDN-IL1-894,text/html,GET,52.222.236.122,/,1391058259,Ruby,2,False,True,plausible.test.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=test.sketch.com,test.sketch.com,resources-test.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5fb3ae8293d5a73354349ce05a13f047,ae5f654de1db8b38e20d162118bba26853b048595ce627894ffc9863e0bccec0,True,ctls,plausible.test.sketch.com,,,,
presence.prod.sketch.com,,200,46,,443,https://presence.prod.sketch.com:443,https,Cowboy,application/json,GET,35.171.77.252,/,997500400,HSTS,1,False,,presence.prod.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-22T23:59:59Z,CN=*.prod.sketch.com,*.prod.sketch.com,*.prod.sketch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3456cc9da265b6516c5ae6b42f278ddd,183307b5bfc242f7a4367df80e0503c7bb107de9632adfa57969cc451cd4bda1,True,ctls,presence.prod.sketch.com,,,,
private-download-staging.sketch.com,,403,243,cloudflare,443,https://private-download-staging.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,15422661,HTTP/3,2,False,True,private-download-staging.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",774f59566dd1cd40d1df17a3d67a6ea4,58f45af520c0221008aa130bc47d01cb57c7263530584d061771f0a96da9bc42,,ctls,private-download-staging.sketch.com,,"Cloudflare, Inc.",,
private-download.sketch.com,,403,243,cloudflare,443,https://private-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-2104718639,HTTP/3,2,False,True,private-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,private-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b09c0105658ecc2082fe25c2acf747e8,432171f87f775b4a71178b51873a9192939510821234e345808ba49a385cd9d5,,ctls,private-download.sketch.com,,"Cloudflare, Inc.",,
resources-cache.non-prod.sketch.com,,403,146,cloudfront,443,https://resources-cache.non-prod.sketch.com:443,https,CloudFront,text/xml,GET,99.86.4.61,/,-13968365,Amazon Web Services,1,False,True,resources-cache.non-prod.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-09T23:59:59Z,CN=*.non-prod.sketch.com,*.non-prod.sketch.com,*.non-prod.sketch.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d8597d785f458a2424490fd1e1dc8202,174e0a9b9bc19b9995dbe7aba0eea6323ff6460ca42fe657930c4653698d470b,True,ctls,resources-cache.non-prod.sketch.com,,,,
resources-cache.prod.sketch.com,,403,146,cloudfront,443,https://resources-cache.prod.sketch.com:443,https,CloudFront,text/xml,GET,13.32.121.13,/,-13968365,Amazon Web Services,1,False,True,resources-cache.prod.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-22T23:59:59Z,CN=*.prod.sketch.com,*.prod.sketch.com,*.prod.sketch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3456cc9da265b6516c5ae6b42f278ddd,183307b5bfc242f7a4367df80e0503c7bb107de9632adfa57969cc451cd4bda1,True,ctls,resources-cache.prod.sketch.com,,,,
resources.test-01.sketch.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://resources.test-01.sketch.com:80,http,CloudFront,text/html,GET,18.66.112.115,/,-780113844,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
sketch.com,"Sketch · Design, collaborate, prototype and handoff",200,207328,cloudfront,443,https://sketch.com:443,https,Netlify,text/html,GET,143.204.89.119,/,-756114603,Stimulus,4531,False,True,www.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-11-23T23:59:59Z,CN=*.sketch.com,*.sketch.com,*.sketch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a8129e83c6f8e8abc08d806b0ffbfe55,8192ba44f4a1e90fe40e39464bd854e4c8bc654cb3e02025c81525e20ce25904,True,ctls,www.sketch.com,,,https://www.sketch.com/,200
status.sketch.com,Sketch Status,200,110607,,443,https://status.sketch.com:443,https,Vercel,text/html,GET,76.76.21.93,/,-741694132,webpack,44,False,,status.sketch.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-18T08:01:47Z,2023-06-16T08:01:46Z,CN=status.sketch.com,status.sketch.com,status.sketch.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e45cde102457157e896f239156927f27,537c35db75d48641fafea06fb5a428adde5851bf1731ee27cf956b52bc5fd333,,ctls,status.sketch.com,,,,
test-01.sketch.com,,404,,,443,https://test-01.sketch.com:443,https,awselb/2.0,text/plain,GET,3.217.8.101,/,-1840324437,,1,False,,test-01.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-19T00:00:00Z,2024-01-17T23:59:59Z,CN=test-01.sketch.com,test-01.sketch.com,resources-test-01.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,044dcf8f98ec9d5faf0c1e0211f1b8dd,a44e90d138ccd5fa59a29fd53443f969088cf0d39b86f862b52f9cdba41580d0,True,ctls,test-01.sketch.com,,,,
test-download-staging.sketch.com,,403,243,cloudflare,443,https://test-download-staging.sketch.com:443,https,cloudflare,application/xml,GET,172.67.13.208,/,1159497871,HTTP/3,2,False,True,test-download-staging.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,test-download-staging.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fd6aa418975e981ebffd07edfa28833d,9ac90594a61779a68bcd0244d04d2a049a2acd971785f23251c8fc0691a55733,,ctls,test-download-staging.sketch.com,,"Cloudflare, Inc.",,
test-download.sketch.com,,403,243,cloudflare,443,https://test-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.37.172,/,-49308655,HTTP/3,2,False,True,test-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,test-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d9b89dc4ce812e2ae25392b639474d6e,5d3ac315960b45807c1c919ccb475aad39015ad51ef851fc3cec079313db84ca,,ctls,test-download.sketch.com,,"Cloudflare, Inc.",,
test.sketch.com,,404,,,443,https://test.sketch.com:443,https,awselb/2.0,text/plain,GET,3.217.8.101,/,-1840324437,,1,False,,test.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=test.sketch.com,test.sketch.com,resources-test.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5fb3ae8293d5a73354349ce05a13f047,ae5f654de1db8b38e20d162118bba26853b048595ce627894ffc9863e0bccec0,True,ctls,test.sketch.com,,,,
testing-download.sketch.com,,403,243,cloudflare,443,https://testing-download.sketch.com:443,https,cloudflare,application/xml,GET,104.22.36.172,/,-1531369702,HTTP/3,2,False,True,testing-download.sketch.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,testing-download.sketch.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0646799b2ee4f5cdbd9e3a79a46c1292,cce95ce29dfae96405247081d49eef0cb98508742f8fe37925d51120585a155c,,ctls,testing-download.sketch.com,,"Cloudflare, Inc.",,
vpn.non-prod.sketch.com,Cookie support required,200,164,,443,https://vpn.non-prod.sketch.com:443,https,OpenVPN-AS,text/html,GET,52.54.117.25,/,396533629,,1,False,,vpn.non-prod.sketch.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T05:51:53Z,2023-07-09T05:51:52Z,CN=vpn.non-prod.sketch.com,vpn.non-prod.sketch.com,vpn.non-prod.sketch.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fa20bd76d425e501ad51cec0bc0801b3,e7feb36ca5a6002261da57f11609bda967d51924475d58b22224f9927cf480d6,,ctls,vpn.non-prod.sketch.com,,,https://vpn.non-prod.sketch.com/__session_start__,200
