new,host,a,soa,status_code,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,caa
[x],res.samsung.com,211.36.91.72,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],res1.m31.email.samsung.com,"18.66.97.28, 18.66.97.104, 18.66.97.7, 18.66.97.55","ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],res2.m32.email.samsung.com,"18.173.233.15, 18.173.233.32, 18.173.233.62, 18.173.233.51","ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],research.samsung.com,"13.209.161.120, 52.79.196.24","ns-520.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,research.codeground.org,,,,,,,,,
[x],retailfixturecatalog.sea.samsung.com,105.90.12.59,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],reviews.us.samsung.com,"18.65.39.61, 18.65.39.49, 18.65.39.17, 18.65.39.40","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"samsung.reviews.bazaarvoice.com, daobwbqkb28f3.cloudfront.net","2600:9000:206f:aa00:8:b42c:87c0:93a1, 2600:9000:206f:9e00:8:b42c:87c0:93a1, 2600:9000:206f:9400:8:b42c:87c0:93a1, 2600:9000:206f:b800:8:b42c:87c0:93a1, 2600:9000:206f:f600:8:b42c:87c0:93a1, 2600:9000:206f:7c00:8:b42c:87c0:93a1, 2600:9000:206f:3200:8:b42c:87c0:93a1, 2600:9000:206f:b000:8:b42c:87c0:93a1","ns-1168.awsdns-18.org, ns-2020.awsdns-60.co.uk, ns-287.awsdns-35.com, ns-610.awsdns-12.net",True,cloudfront,,,,,
[x],rewards.svc.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],rmm.samsung.com,"34.212.190.252, 52.13.152.87","ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,d-v115tjw1tb.execute-api.us-west-2.amazonaws.com,,"ns-1153.awsdns-16.org, ns-1623.awsdns-10.co.uk, ns-508.awsdns-63.com, ns-793.awsdns-35.net",,,,,,,
[x],ru-images.shop.samsung.com,173.223.112.47,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ru-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],ru.samsung.com,194.133.18.142,"auth01.nhn.ic, ssdomain.samsung.com, auth01.sam.ic, dns02.cst.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],ru.shopmail.samsung.com,157.133.237.124,"auth01.nhn.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.awskr.ic, dns02.cst.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],s-api.sdp.developer.samsung.com,"3.16.0.112, 3.143.105.13, 3.142.106.25","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,s-use2-be-sdp-alb-2047095203.us-east-2.elb.amazonaws.com,,,,,,,,,
[x],s-devportalapi.developer.samsung.com,"3.138.251.72, 18.189.254.170, 18.218.231.222","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,s-use2-be-ext-alb-395587284.us-east-2.elb.amazonaws.com,,,,,,,,,
[x],s-devworkspace.developer.samsung.com,"52.203.117.34, 34.232.74.30, 52.202.180.160, 50.16.238.176","ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,neos.smartthingsgdev.com,,,,,,,,"heritage=external-dns,external-dns/owner=st-stg-us-east-1,external-dns/resource=virtualservice/neo/neo-latencyrecord",
[x],s-smartthings.developer.samsung.com,"18.67.76.62, 18.67.76.29, 18.67.76.16, 18.67.76.46, 205.251.192.238, 205.251.195.23, 205.251.196.9, 205.251.199.193","ns-791.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1985.awsdns-56.co.uk, ns-238.awsdns-29.com, ns-791.awsdns-34.net, ns-1033.awsdns-01.org",True,cloudfront,,,,,
[x],s1-smb-api-cdn.ecom-stg.samsung.com,23.53.54.167,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s1-smb-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s1-smn4-api-cdn.ecom-stg.samsung.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s1-smn4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s1-smn5-api-cdn.ecom-stg.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s1-smn5-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s1-smr-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s1-smr-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s10-smn-api-cdn.ecom-stg.samsung.com,23.222.49.83,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s10-smn-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s2-api-cdn.ecom-stg.samsung.com,23.222.49.83,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s2-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s2-smn4-api-cdn.ecom-stg.samsung.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s2-smn4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s2-smn5-api-cdn.ecom-stg.samsung.com,23.222.49.83,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s2-smn5-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s2-smr-api-cdn.ecom-stg.samsung.com,72.247.69.77,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s2-smr-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s3-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s3-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-smn3-api-cdn.ecom-stg.samsung.com,95.101.176.135,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn3-api-cdn.ecom-stg.samsung.com.edgekey.net, e7691.x.akamaiedge.net",,,,,,,,,
[x],s4-smn3.ecom-stg.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn3.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-smn4-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-smn4.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn4.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-smn5-api-cdn.ecom-stg.samsung.com,23.53.54.167,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn5-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s4-smn5.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s4-smn5.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-sma-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-sma-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-smb-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smb-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-smn2-api-cdn.ecom-stg.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smn2-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-smn2.ecom-stg.samsung.com,104.81.236.231,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smn2.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-smn3-api-cdn.ecom-stg.samsung.com,23.47.21.17,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smn3-api-cdn.ecom-stg.samsung.com.edgekey.net, e7691.x.akamaiedge.net",,,,,,,,,
[x],s5-smn3.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smn3.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s5-smn5-api-cdn.ecom-stg.samsung.com,23.222.49.83,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s5-smn5-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s6-smn-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn2-api-cdn.ecom-stg.samsung.com,104.81.236.231,,NOERROR,"s6-smn2-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn2.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s6-smn2.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn3-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s6-smn3-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn3.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s6-smn3.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s6-smn4-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s6-smn4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s7-smn-api-cdn.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s7-smn-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s7-smn3-api-cdn.ecom-stg.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s7-smn3-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s7-smn3.ecom-stg.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s7-smn3.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],s7-smn4-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s7-smn4-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],sai.samsung.com,206.67.236.127,"ns.sdsamerica.net, postmaster.sai.samsung.com",NOERROR,,,"ns.sdsamerica.net, ns1.sdsamerica.net",,,,,,,
[x],samsung.com,211.45.27.231,"dns02.cst.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic",NOERROR,,,"auth02.nhn.ic, auth03.sam.ic, dns-awskr1.samsung.com, dnssm.samsung.com, dns-gi1.samsung.com, auth04.sam.ic, auth01.nhn.ic, auth04.nhn.ic, dnssm2.samsung.com, auth01.sam.ic, auth03.nhn.ic, dns-gi2.samsung.com, dnsst.samsung.com, dnsst2.samsung.com, auth02.sam.ic",,,,,mailin.samsung.com,"miro-verification=16f39e2d161837f1d97cfb17ff7e81f243c68683, cisco-ci-domain-verification=37f06378ba0e1526ad9a057438e3f2a1d0888e4e21d4ce75160ac7475679e080, globalsign-domain-verification=9382b64f06fad76d1ebac344380ab28b, asv=8c95d437a5f5281bf0b46412ea6410ff, v=spf1 include:_spf.samsung.com ~all,  amazonses:GabQpmRJN86a4HQqoLu1IEu/b6hqbMTlQSHol1cVzhA=,  globalsign-domain-verification=BF9A67D3968C1D5FEC1440B12347B6AF,  docusign=022189ea-ba76-432a-abd7-19343970da7e,  globalsign-domain-verification=d7cac74e387872153b45a1cf21f819ee,  7029addd-cf82-4d9e-9ac6-45cd3e47e467",
[x],sapp.privacy.samsung.com,203.254.249.170,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, auth01.awskr.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,"ns5.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns7.dnsmadeeasy.com",,,,,mx1.sarc.samsung.com,"MS=ms87020496, dsdsufn9rj7eghcqq52fc44olq, EN1d8VpqmKgvdtFffePnVaEhhwxRdHIEaiIluXsrcay9cq+okPaYEHSaGgMFXBewSFHSDTtIwnYgct2RVqiJWg==, MovraPXomMCHxWud8Df0ONw1/RrlTILyvYuZkOokDbvNGUsOEv9AnaHDD/d2Pj55kueHUoR+vaqb9suNF3Y46g==, cisco-ci-domain-verification=31fcf940cabf397f37ef5e8d2aedd20369cf42a9dbf7a1baa0d384b198dcfe5",
[x],sasm.developer.samsung.com,"18.165.83.12, 18.165.83.105, 18.165.83.73, 18.165.83.111, 205.251.192.156, 205.251.195.45, 205.251.196.126, 205.251.198.28","ns-813.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,d4a8e0vdlc3iu.cloudfront.net,,"ns-1564.awsdns-03.co.uk, ns-156.awsdns-19.com, ns-813.awsdns-37.net, ns-1150.awsdns-15.org",True,cloudfront,,,,,
[x],sca.samsung.com,"54.171.186.24, 34.247.235.159","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-222.awsdns-27.com, ns-844.awsdns-41.net, ns-1504.awsdns-60.org, ns-1579.awsdns-05.co.uk",,,,,,,
[x],scs.samsung.com,,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],sdk.peppermint.samsung.com,"54.194.156.0, 52.208.96.27, 52.211.196.190, 52.213.210.107, 99.80.51.233, 54.171.59.85, 99.81.106.174, 54.73.70.248","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-dc-510187303.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],sds.samsung.com,,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,sds.samsung.com,,
[x],search.led.samsung.com,69.192.160.55,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"search.led.samsung.com.edgekey.net, e1722.x.akamaiedge.net",,,,,,,,,
[x],search.samsung.com,211.45.27.229,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],search.semiconductor.samsung.com,173.223.112.47,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"search.semiconductor.samsung.com.edgekey.net, e1722.dscx.akamaiedge.net","2a02:26f0:c900:298::6ba, 2a02:26f0:c900:286::6ba",,,,,,,,
[x],sec.samsung.com,203.241.151.34,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"gate.samsung.com, ns.sdsamerica.net, dns121.netops.sspdata.net",,,,,,,
[x],secappapi.local.samsung.com,14.0.113.17,"ns1.cdngc.net, webmaster.cdnga.net",NOERROR,secappapi.local.samsung.com.cdnga.net,,,,,,,,,
[x],secureus.samsung.com,206.67.236.180,"auth01.awskr.ic, ssdomain.samsung.com, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],sem.samsung.com,112.108.160.20,"ns.sdsamerica.net, postmaster.sem.samsung.com",NOERROR,,,"ns1.sdsamerica.net, ns.sdsamerica.net",,,,,,v=spf1 mx a:customer-201-134-166-34.uninet-ide.com.mx -all,
[x],semiconductor.samsung.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"semiconductor.samsung.com.edgekey.net, semiconductor.samsung.com.edgekey.net.globalredir.akadns.net, e1722.x.akamaiedge.net",,,,,,,,,
[x],seoul.wip.sec.samsung.com,112.106.3.250,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],sftp.sarc.samsung.com,8.40.240.149,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],sgsg.samsung.com,112.106.110.210,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, dns02.cst.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],share.apps.samsung.com,"18.65.39.51, 18.65.39.12, 18.65.39.107, 18.65.39.76","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,d205xedza4oqn0.cloudfront.net,"2600:9000:238d:fe00:8:5b3e:3700:93a1, 2600:9000:238d:7e00:8:5b3e:3700:93a1, 2600:9000:238d:6000:8:5b3e:3700:93a1, 2600:9000:238d:de00:8:5b3e:3700:93a1, 2600:9000:238d:e600:8:5b3e:3700:93a1, 2600:9000:238d:8400:8:5b3e:3700:93a1, 2600:9000:238d:8600:8:5b3e:3700:93a1, 2600:9000:238d:9a00:8:5b3e:3700:93a1","ns-274.awsdns-34.com, ns-672.awsdns-20.net, ns-1239.awsdns-26.org, ns-1630.awsdns-11.co.uk",True,cloudfront,,,,,
[x],shealth.samsung.com,"13.227.219.13, 13.227.219.72, 13.227.219.128, 13.227.219.8","ns-276.awsdns-34.com, awsdns-hostmaster.amazon.com",NOERROR,d3c1yygr3izmba.cloudfront.net,"2600:9000:206f:fa00:5:8ed2:6d80:93a1, 2600:9000:206f:3400:5:8ed2:6d80:93a1, 2600:9000:206f:4a00:5:8ed2:6d80:93a1, 2600:9000:206f:5000:5:8ed2:6d80:93a1, 2600:9000:206f:e600:5:8ed2:6d80:93a1, 2600:9000:206f:4800:5:8ed2:6d80:93a1, 2600:9000:206f:2e00:5:8ed2:6d80:93a1, 2600:9000:206f:e400:5:8ed2:6d80:93a1","ns-1305.awsdns-35.org, ns-1978.awsdns-55.co.uk, ns-276.awsdns-34.com, ns-950.awsdns-54.net",True,cloudfront,,,,,
[x],shop.ca.samsung.com,138.197.225.200,"ns1.streamflow.ca, hostmaster.streamflow.ca",NOERROR,www.samsungcanadaparts.com,,,,,,,,,
[x],shop.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],shopmail.samsung.com,194.55.91.87,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,"spf2.0/pra mx ip4:194.55.91.87 ip4:194.55.91.109 ip4:157.133.239.93 ip4:157.133.232.9 ip4:157.133.237.124 ip4:157.133.239.172 ip4:157.133.239.173 ip4:157.133.239.174 ip4:157.133.239.175 include:amazonses.com ~all, v=spf1 ip4:194.55.91.87 ip4:194.55.91.109 ip4:157.133.239.93 ip4:157.133.232.9 ip4:157.133.237.124 ip4:157.133.239.172 ip4:157.133.239.173 ip4:157.133.239.174 ip4:157.133.239.175 include:amazonses.com ~all",
[x],signin.samsung.com,"52.85.242.24, 52.85.242.113, 52.85.242.82, 52.85.242.84",,NOERROR,,,,True,cloudfront,,,,,
[x],sisa.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"gate.samsung.com, dns121.netops.sspdata.net, ns.sdsamerica.net",,,,,,,
[x],skills.samsung.com,8.35.94.121,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],sma.sra.samsung.com,8.35.94.107,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],smarketing.mkt.samsung.com,203.254.249.81,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],smartmdm.samsung.com,112.106.147.97,"dns02.cst.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],smartthings.developer.samsung.com,"108.138.233.17, 108.138.233.13, 108.138.233.40, 108.138.233.117","ns-269.awsdns-33.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1111.awsdns-10.org, ns-1904.awsdns-46.co.uk, ns-269.awsdns-33.com, ns-601.awsdns-11.net",True,cloudfront,,,inbound-smtp.us-west-2.amazonaws.com,v=spf1 include:spf.mandrillapp.com ?all,
[x],smarttools.ssi.samsung.com,203.246.192.82,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],smetrics.samsung.com,"63.140.62.160, 63.140.62.164, 63.140.62.135","ns201.adobe.net, hostmaster.adobe.com",NOERROR,samsung.com.ssl.sc.omtrdc.net,,"ns204.adobe.net, ns206.adobe.net, ns401.adobe.net, ns402.adobe.net, ns403.adobe.net, ns404.adobe.net, ns203.adobe.net, ns202.adobe.net, ns201.adobe.net, ns205.adobe.net",,,,,,,
[x],snatt.sea.samsung.com,65.169.250.21,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],snftp.sea.samsung.com,65.169.250.20,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],snwftp.sea.samsung.com,65.169.250.25,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],solarcellremote.samsung.com,43.200.109.238,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],spaceselfie.email.samsung.com,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21","gm.sam.ic, ssdomain.samsung.com, dns02.slg.ic, auth01.sam.ic",NOERROR,,"2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15",,,,,,,"google-site-verification=w4B-F1obIzET-snVON4UWcTiVFQiTiY7AMjpju44HSQ, google-site-verification=AYlYve-TWC7kyVTPhNX1WF5oslqwaRygzbJCCEGhzlw",
[x],spea.sec.samsung.com,203.126.64.154,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],spin.samsung.com,112.106.156.122,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],spla.sec.samsung.com,189.2.134.88,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],spm.mkt.samsung.com,129.144.154.21,"auth01.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],spna.sec.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],spwa.sec.samsung.com,103.58.233.20,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],sra.samsung.com,203.246.192.32,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"dns121.netops.sspdata.net, ns.sdsamerica.net, gate.samsung.com",,,,,,apple-domain-verification=Dcz5HBQiNHI656q4,
[x],ssftp.sea.samsung.com,65.169.250.23,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],ssi-api220.ssi.samsung.com,207.140.43.220,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],ssiwgate1.ssi.samsung.com,211.36.81.199,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],sso-us.samsung.com,206.67.236.160,"gm.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, auth01.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],st.samsung.com,121.253.7.35,"auth01.nhn.ic, ssdomain.samsung.com, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],st2.samsung.com,112.106.53.58,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],status.account.samsung.com,52.215.192.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,c5k3ynjzl8sj.stspg-customer.com,,"ns-1098.awsdns-09.org, ns-1711.awsdns-21.co.uk, ns-441.awsdns-55.com, ns-817.awsdns-38.net",,,,,,,"globalsign.com;, letsencrypt.org"
[x],stels.sec.samsung.com,210.118.63.200,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],stg-account.samsung.com,"108.138.7.83, 108.138.7.52, 108.138.7.59, 108.138.7.16","ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,d3gv7sj0v93522.cloudfront.net,,"ns-1337.awsdns-39.org, ns-1764.awsdns-28.co.uk, ns-258.awsdns-32.com, ns-724.awsdns-26.net",True,cloudfront,,,,,
[x],stg-api.samsung.com,123.37.6.59,"auth01.awskr.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],stg-au-images.shop.samsung.com,173.223.112.47,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stg-au-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],stg-au2-images.shop.samsung.com,2.22.40.49,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stg-au2-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],stg-cn.shop.samsung.com,103.8.54.127,"gm.sam.ic, ssdomain.samsung.com, dns02.cst.ic, auth01.sam.ic, auth01.nhn.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],stg-eu-images.shop.samsung.com,23.200.160.50,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stg-eu-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
