new,host,a,cname,soa,status_code,ns,mx,txt,cdn,cdn-name,aaaa,caa
[x],ipv6-c064-ber001-ix.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ipv6-c088-phx001-ix.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ipv6-c147-lhr004-ix.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ipv6-c511-ord001-ix.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ius.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],iwres.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],iyp.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jaysmitt.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkins-dev-awsconfig-redirect.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkins-paymentsstorage.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkins-relaysql.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkins-ssodatabasevpn.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkins-video-privateconfig-s3data.shared.sendcloud.com,"3.72.55.244, 35.157.161.78, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkinsaccount-confluence-rootwwwexternal-domain.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkinserror.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jenkinstestingacc.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jetbrains.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jobs.sendcloud.com,"34.251.201.224, 34.253.101.190, 54.194.170.100","proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-70-143-69.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-70-238-53.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-71-135-91.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-71-139-9.shared.sendcloud.com,"3.72.55.244, 35.157.161.78, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-71-212-83.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net, ns-1242.awsdns-27.org, ns-1910.awsdns-46.co.uk, ns-495.awsdns-61.com, ns-758.awsdns-30.net",,,,,,
[x],jrss-215-71-222-70.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-73-128-96.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],jrss-215-73-202-54.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-73-231-43demo.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1242.awsdns-27.org, ns-1910.awsdns-46.co.uk, ns-495.awsdns-61.com, ns-758.awsdns-30.net",,,,,,
[x],jrss-215-73-26-94.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jrss-215-74-152-58.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],k-ichikawa.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],k8s-f5-lb.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],kairos-18-ssl.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],kaust.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],kibana-mrp-emp-quality-bumblebee.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],kibana-sgp.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],korjaamo.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],kraeftscreening.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ky-kg.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],labsstatic.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],lapp19.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],lapp99.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],laser.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lb4.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],ldapcluster.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef1-2-tba.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef11-3-gre.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef12.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],lef16-3-vzb.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef19-2-pda.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef2-3-gre.shared.sendcloud.com,"3.72.55.244, 35.157.161.78, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef21-1-pda.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef22-2-pda.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef3-2-pda.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef4-4-grc.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef8-1-vzb.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lef8-4-gre.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],lef9-4-gre.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],lesgrappes.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lifesci.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lindseyx.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],localagent.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lodestonewp.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],log-b2bsystem.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],login-docs.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],long.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lp.sendcloud.com,"104.26.11.235, 172.67.68.114, 104.26.10.235",domains.convertflowpages.com,"adi.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare,"2606:4700:20::681a:beb, 2606:4700:20::ac43:4472, 2606:4700:20::681a:aeb",
[x],ltip.shared.sendcloud.com,"3.72.55.244, 35.157.161.78, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ltip02.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lutil5.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lync-ext.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ma1-1-78-9.shared.sendcloud.com,"3.72.55.244, 35.157.161.78, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mac.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mach131-87-120-96.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mach131-87-141-58admin.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mach131-87-181-43.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mach131-87-84-95.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mail-223-151-usw2.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mapa.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],marinsoftware.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],marketing.sendcloud.com,35.185.44.232,sendcloud.gitlab.io,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,
[x],martinsogaricgp.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mcilroy.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mdmadmin.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mdmcim.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],med141-85.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],medfordfire.shared.sendcloud.com,"35.157.161.78, 52.57.218.212, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],media-maa2-2.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],media-router-fp1.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mediaacc-db2-corp.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mesonpi.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],met-1-1-1.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],mf-dvd-west-1a.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],mfw.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mhsi-47-194-2.shared.sendcloud.com,"52.57.218.212, 35.157.161.78, 3.72.55.244",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
[x],mhsi-47-209-4.shared.sendcloud.com,,pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],mhsi-47-209-83.shared.sendcloud.com,"3.72.55.244, 52.57.218.212, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],miap-test.shared.sendcloud.com,"35.157.161.78, 3.72.55.244, 52.57.218.212",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],miscompute.shared.sendcloud.com,"52.57.218.212, 3.72.55.244, 35.157.161.78",pod-shared-eks-5da7d6e7780e3924.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,
