new,host,a,soa,status_code,txt,aaaa,cdn,cdn-name,mx,ns,has_internal_ips,internal_ips,cname,caa
[x],status.hostgator.cl,"188.114.96.3, 188.114.97.3","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2a06:98c1:3120::3, 2a06:98c1:3121::3",True,cloudflare,,,,,,
[x],status.hostgator.co,"172.66.41.37, 172.66.42.219","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2adb, 2606:4700:3108::ac42:2925",True,cloudflare,,,,,,
[x],status.hostgator.com.br,"172.66.43.218, 172.66.40.38","ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2bda, 2606:4700:3108::ac42:2826",True,cloudflare,,,,,,
[x],status.hostgator.mx,"172.66.40.12, 172.66.43.244","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:280c, 2606:4700:3108::ac42:2bf4",True,cloudflare,,,,,,
[x],str12.hostgator.com.br,192.163.244.136,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],stran.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,stran.staff.hostgator.com,"staff2.hostgator.com, staff1.hostgator.com",,,,
[x],stuff.isaac.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,", v=spf1 +a +mx +ip4:192.185.2.136 ?all",,,,,,,,,
[x],subscriptions.hostgator.io,"54.211.243.218, 52.203.212.165, 54.159.16.226","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,d-vg97vna6i8.execute-api.us-east-1.amazonaws.com,
[x],suchsearch.msafovich.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],sunera.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],supervisors-staging.sdundon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],supervisors.sdundon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],support-beta.hostgator.com,50.97.105.182,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],support.hostgator.com,,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],support.jscanlon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],survey.hostgator.com,198.57.229.53,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,survey.hostgator.com,,,,,
[x],survey.hostgator.io,"54.211.243.218, 54.159.16.226, 52.203.212.165","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,d-i1br7xh752.execute-api.us-east-1.amazonaws.com,
[x],swamp.hostgator.com,192.163.214.134,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],sys01.hostgator.com.br,162.144.83.47,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],sys02.hostgator.com.br,162.144.82.24,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],sysops-lab.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],tacoparty.agros.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,", v=spf1 +a +mx +ip4:192.185.2.136 ?all",,,,,,,,,
[x],template.hostgator.com,74.54.138.18,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],templates.hostgator.com,"188.114.99.229, 188.114.98.229","cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],templates.hostgator.com.br,"172.66.43.218, 172.66.40.38","ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2bda, 2606:4700:3108::ac42:2826",True,cloudflare,,,,,,
[x],test-auth.hostgator.co,"172.66.41.37, 172.66.42.219","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2adb, 2606:4700:3108::ac42:2925",True,cloudflare,,,,,,
[x],test-auth.hostgator.com.br,"172.66.43.218, 172.66.40.38","ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,,
[x],test-auth.hostgator.mx,"172.66.43.244, 172.66.40.12","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2bf4, 2606:4700:3108::ac42:280c",True,cloudflare,,,,,,
[x],test-checkout.hostgator.mx,"99.86.4.21, 99.86.4.14, 99.86.4.61, 99.86.4.103","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:2057:1800:2:d505:e0c0:93a1, 2600:9000:2057:bc00:2:d505:e0c0:93a1, 2600:9000:2057:7800:2:d505:e0c0:93a1, 2600:9000:2057:fc00:2:d505:e0c0:93a1, 2600:9000:2057:f800:2:d505:e0c0:93a1, 2600:9000:2057:7c00:2:d505:e0c0:93a1, 2600:9000:2057:1000:2:d505:e0c0:93a1, 2600:9000:2057:3200:2:d505:e0c0:93a1",True,cloudfront,,,,,d1hf4iux711zlv.cloudfront.net,
[x],test-mtls-gatorpay.hostgator.io,3.232.90.132,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,d-dk1wzr2cd7.execute-api.us-east-1.amazonaws.com,
[x],test-subscriptions.hostgator.io,"54.161.93.19, 35.169.179.50, 3.224.145.102","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,d-s50cq18sk7.execute-api.us-east-1.amazonaws.com,
[x],test.anaremore.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],test222.msheldon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],testdomain42.cfoos.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,,,,,,
[x],testlol.msheldon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],testtest.bcaine.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],tevington.jtevington.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],thatspecialshop.csanders.staff.hostgator.com,,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],thecaleblee.cmasters.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,v=spf1 ip4:192.185.2.136 ip4:192.185.96.204 +a +mx ~all,,,,,,,,,
[x],themelatam.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],thisisatest2.acostanzo.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],thoang.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,v=spf1 ip4:184.173.239.119 ip4:10.50.26.144 a mx include:websitewelcome.com ~all,,,,thoang.staff.hostgator.com,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],thoughtsupernova.msutherland.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,,,,,,
[x],throwawaydomain.aboyd.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],ticketmail.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],tickets.hostgator.mx,"172.66.43.244, 172.66.40.12","jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700:3108::ac42:2bf4, 2606:4700:3108::ac42:280c",True,cloudflare,,,,,,
[x],titan.hostgator.cl,"18.67.65.119, 18.67.65.118, 18.67.65.5, 18.67.65.79, 205.251.192.103, 205.251.194.162, 205.251.196.247, 205.251.199.211","ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:2269:0:16:3540:21c0:93a1, 2600:9000:2269:e000:16:3540:21c0:93a1, 2600:9000:2269:8800:16:3540:21c0:93a1, 2600:9000:2269:c800:16:3540:21c0:93a1, 2600:9000:2269:be00:16:3540:21c0:93a1, 2600:9000:2269:8c00:16:3540:21c0:93a1, 2600:9000:2269:5200:16:3540:21c0:93a1, 2600:9000:2269:e400:16:3540:21c0:93a1",True,cloudfront,,"ns-674.awsdns-20.net, ns-1271.awsdns-30.org, ns-2003.awsdns-58.co.uk, ns-103.awsdns-12.com",,,d1fndj8mqj71xj.cloudfront.net,
[x],titan.hostgator.co,"13.225.34.48, 13.225.34.37, 13.225.34.24, 13.225.34.10","ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,d1fndj8mqj71xj.cloudfront.net,
[x],titan.hostgator.com.br,"13.32.121.61, 13.32.121.81, 13.32.121.13, 13.32.121.34","ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:236e:5a00:16:3540:21c0:93a1, 2600:9000:236e:b000:16:3540:21c0:93a1, 2600:9000:2240:2a00:16:3540:21c0:93a1, 2600:9000:2240:ba00:16:3540:21c0:93a1, 2600:9000:236e:4000:16:3540:21c0:93a1, 2600:9000:2240:6000:16:3540:21c0:93a1, 2600:9000:2240:a800:16:3540:21c0:93a1, 2600:9000:2240:f600:16:3540:21c0:93a1",True,cloudfront,,"ns-103.awsdns-12.com, ns-1271.awsdns-30.org, ns-2003.awsdns-58.co.uk, ns-674.awsdns-20.net",,,d1fndj8mqj71xj.cloudfront.net,
[x],titan.hostgator.mx,"13.32.121.61, 13.32.121.81, 13.32.121.13, 13.32.121.34","ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,google-site-verification=SsuEFo5tdfqqcA7twvVkDq8M6sjabRUasv1v82zb_w8,"2600:9000:2240:5800:16:3540:21c0:93a1, 2600:9000:2240:6000:16:3540:21c0:93a1, 2600:9000:2240:9400:16:3540:21c0:93a1, 2600:9000:2240:d200:16:3540:21c0:93a1, 2600:9000:236e:8600:16:3540:21c0:93a1, 2600:9000:2240:1600:16:3540:21c0:93a1, 2600:9000:2240:3600:16:3540:21c0:93a1, 2600:9000:2240:4a00:16:3540:21c0:93a1",True,cloudfront,,"ns-103.awsdns-12.com, ns-674.awsdns-20.net, ns-1271.awsdns-30.org, ns-2003.awsdns-58.co.uk",,,d1fndj8mqj71xj.cloudfront.net,
[x],tmitchell.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,v=spf1 a mx include:websitewelcome.com ~all,,,,tmitchell.staff.hostgator.com,"staff2.hostgator.com, staff1.hostgator.com",,,,
[x],toolbox.hostgator.com,192.185.0.199,,NOERROR,,,,,,,,,,
[x],tools.hostgator.com,,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],tos.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],tproject.stran.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,,,,,,
[x],tr.hostgator.com,162.215.231.71,"lee.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,"us2.mx1.mailhostbox.com, us2.mx2.mailhostbox.com, us2.mx3.mailhostbox.com","sarah.ns.cloudflare.com, lee.ns.cloudflare.com",,,,
[x],tracking.hostgator.com,"104.18.1.71, 104.18.0.71","cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],training.hostgator.com,172.17.33.29,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,172.17.33.29,,
[x],training.jtevington.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],transfer.hostgator.com,192.185.0.220,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],tsanders.staff.hostgator.com,,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],tutorials.hostgator.com,69.195.126.136,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],txguns.isaac.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],upgrades2.hostgator.com.br,162.144.125.138,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],v1.dev006.hostgator.com.br,198.57.189.212,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],v1.hostgator.com,192.185.0.207,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vdc3-cyrus1.win.hostgator.com,,"vdc1-cyrus1.win.hostgator.com, hostmaster.win.hostgator.com",NOERROR,,,,,,,,,,
[x],venus.hostgator.com,"162.251.82.248, 162.251.82.249, 162.251.82.120, 162.251.82.121","cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vids.glefferd.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,,,,,,
[x],viptintersplus.msutherland.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,v=spf1 +a +mx +ip4:192.185.2.136 ?all,,,,,,,,,
[x],virtual.hostgator.com.br,216.40.252.42,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],virtual0002.hostgator.mx,,"jessica.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],virtual0005.hostgator.com.br,108.167.177.167,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],virtual0006.hostgator.com.br,108.167.177.181,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],virtual0012.hostgator.com.br,108.167.178.190,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],voipo.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,v=spf1 ip4:184.173.239.119 ip4:10.50.26.144 a mx include:websitewelcome.com ~all,,,,voipo.staff.hostgator.com,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],voipohelp.voipo.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],vps-juridico.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],vps-latam-mail.hostgator.com.br,108.167.151.29,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps-status.hostgator.com.br,"172.66.40.38, 172.66.43.218","ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:108.167.151.13 ~all,"2606:4700:3108::ac42:2826, 2606:4700:3108::ac42:2bda",True,cloudflare,,,,,,
[x],vps.win.hostgator.com,192.185.10.6,"vdc3-cyrus1.win.hostgator.com, hostmaster.win.hostgator.com, vdc1-cyrus1.win.hostgator.com",NOERROR,,,,,,,,,,
[x],vps10.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],vps1040.hostgator.com,216.172.164.201,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps11.hostgator.com,174.120.181.66,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps110.hostgator.com,174.121.129.34,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps130.hostgator.com,174.121.177.226,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps140.hostgator.com,174.121.188.2,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps20.hostgator.com,174.120.217.34,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps200.hostgator.com,174.122.55.194,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps2020.hostgator.com,96.125.166.31,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps210.hostgator.com,174.122.54.194,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps230.hostgator.com,174.132.71.66,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps30.hostgator.com,174.120.220.194,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps9.hostgator.com,174.120.181.2,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vps920.hostgator.com,198.57.128.153,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vpsjuridico-cpanel.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],vpslatam-mail.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],vpsstaging-latam.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],webdisk.aboyd.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.agatlin.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.amiyoshi.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],webdisk.bcaine.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.cbothwell.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.cheugel.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.ckelly.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.csanders.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.dbenitez.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.dcopley.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,"staff2.hostgator.com, staff1.hostgator.com",,,,
[x],webdisk.dharris.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.dstjohn.staff.hostgator.com,,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.eerkens.staff.hostgator.com,,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.fsoto.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.htran.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.imackey.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.isaac.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],webdisk.jbanks.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.jbell.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.jcook.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.jtevington.staff.hostgator.com,,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.kyoungblood.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.lberquist.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.magicspam.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],webdisk.mbinner.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.mlong.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.msutherland.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.pharrison.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.rfoshee.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.rterry.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.rwest.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.scaffee.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.sdundon.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.sgladney.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.shuddy.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.shussain.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.stran.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.thoang.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webdisk.training.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],webdisk.xsteavenson.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webmail.aboyd.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, noreply.hostgator.com",NOERROR,,,,,,,,,,
[x],webmail.agros.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webmail.amiyoshi.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,,,,,
[x],webmail.awatkins.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, dnsadmin.staff.hostgator.com",NOERROR,,,,,,"staff1.hostgator.com, staff2.hostgator.com",,,,
[x],webmail.bcaine.staff.hostgator.com,192.185.2.136,"staff1.hostgator.com, root.staff.hostgator.com",NOERROR,,,,,,,,,,
