new,host,a,ptr,soa,ns,txt,status_code,cname,mx,has_internal_ips,internal_ips,cdn,cdn-name,caa
[x],h-135-207-23-58.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-26.nl-centralafrica.deezer.com,208.91.197.27,,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-4.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-49.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-50.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-50.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-51.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-230-57.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-15.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-16.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-29.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-35.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com",,,NOERROR,,,,,,,
[x],h-135-207-231-44.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-68.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-231-89.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-234-11.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-24-13.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-240-49.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-240-95.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-240-97.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-241-66.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-241-91.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-241-97.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-247-14.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-247-14.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-249-69.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-25-76.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-250-24.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-250-36.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-250-54.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-253-51.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-253-55.nl-centralafrica.deezer.com,,,,"ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-253-60.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-254-3.nl-uk.deezer.com,,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-254-76.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-254-76.nl-uk.deezer.com,,,"ns1327.ztomy.com, abuse.opticaljungle.com",,,NOERROR,,,,,,,
[x],h-135-207-254-89.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-255-20.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-255-32.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-255-84.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-255-97.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-27-12.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-28-33.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-28-48.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-28-98.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-29-60.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-3-16.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-3-7.nl-uk.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-3-88.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-30-26.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-30-26.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-30-66.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-31-24.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-32-28.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-32-33.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-14.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-18.nl-uk.deezer.com,,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-28.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-44.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-58.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-33-63.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-36-20.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-36-82.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-36-97.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-38-22.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-38-27.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-38-65.nl-uk.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-38-70.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-39-92.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-39-99.nl-centralafrica.deezer.com,,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-4-89.nl-uk.deezer.com,208.91.197.27,,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",,NOERROR,,,,,,,
[x],h-135-207-40-21.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-40-27.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-40-49.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-41-13.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-41-23.nl-uk.deezer.com,,,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",,NOERROR,,,,,,,
[x],h-135-207-41-45.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-48-54.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-48-68.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-49-11.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-49-14.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-49-20.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-49-97.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-49-97.nl-uk.deezer.com,,,"ns1327.ztomy.com, abuse.opticaljungle.com",,,NOERROR,,,,,,,
[x],h-135-207-50-37.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-50-76.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-2.nl-centralafrica.deezer.com,,,"ns1327.ztomy.com, abuse.opticaljungle.com",,v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-27.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-27.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-4.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-45.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-82.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-82.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-83.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-86.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-51-98.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-52-17.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-52-42.nl-centralafrica.deezer.com,,,"ns1327.ztomy.com, abuse.opticaljungle.com",,,NOERROR,,,,,,,
[x],h-135-207-52-62.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-52-69.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-52-94.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-53-36.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-53-4.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-53-43.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-11.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-12.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-26.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-27.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-30.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",,NOERROR,,,,,,,
[x],h-135-207-54-30.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-33.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-33.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-4.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-59.nl-uk.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns1327.ztomy.com, ns2327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-54-84.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-55-10.nl-centralafrica.deezer.com,"208.91.197.27, 199.79.61.27",ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-55-35.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
[x],h-135-207-55-4.nl-centralafrica.deezer.com,208.91.197.27,ns1327.ztomy.com,"ns1327.ztomy.com, abuse.opticaljungle.com","ns2327.ztomy.com, ns1327.ztomy.com",v=spf1 a -all,NOERROR,,,,,,,
