new,host,a,soa,status_code,cdn,cdn-name,ns,cname,caa,aaaa,mx,txt,has_internal_ips,internal_ips
[x],postmaster-clients-stats-corp.my.ncsc.gov.uk,"52.85.151.4, 52.85.151.57, 52.85.151.43, 52.85.151.95","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],postmasteraccept-domain.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.98, 52.222.214.123, 52.222.214.84","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ppq.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.84, 52.222.214.45, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1003.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.127, 18.66.97.81, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1006.my-dev.prototype.service.ncsc.gov.uk,"18.244.179.34, 18.244.179.61, 18.244.179.30, 18.244.179.84","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1015.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.77, 99.86.91.102, 99.86.91.82, 99.86.91.21","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1018.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.111, 18.66.97.100, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1020.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.102, 18.66.248.5, 18.66.248.53, 18.66.248.87","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1022.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.16, 52.222.139.29, 52.222.139.46, 52.222.139.10","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1024.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.65, 18.66.233.127, 18.66.233.40, 18.66.233.41","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1026.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.111, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1029.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.53, 18.66.248.87, 18.66.248.102, 18.66.248.5","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1032.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.16, 52.222.139.10, 52.222.139.29, 52.222.139.46","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1037.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.111, 18.66.97.81, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1038.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.65, 18.66.233.40, 18.66.233.41, 18.66.233.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1040.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1042.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.100, 18.66.97.81, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1044.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.29, 52.222.139.46, 52.222.139.10, 52.222.139.16","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1045.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.82, 99.86.91.77, 99.86.91.21, 99.86.91.102","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1047.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.100, 18.66.97.111, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1048.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.102, 18.66.248.5, 18.66.248.53, 18.66.248.87","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1050.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.40, 18.66.233.41, 18.66.233.65, 18.66.233.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1051.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1054.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.81, 18.66.97.127, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1063.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.87, 18.66.248.5, 18.66.248.53, 18.66.248.102","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1064.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.29, 52.222.139.16, 52.222.139.10","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1067.my-dev.prototype.service.ncsc.gov.uk,"18.165.83.99, 18.165.83.3, 18.165.83.77, 18.165.83.79","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1069.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.10, 52.222.139.16, 52.222.139.46, 52.222.139.29","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1071.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.102, 99.86.91.77, 99.86.91.21, 99.86.91.82","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1072.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.10, 52.222.139.16, 52.222.139.29, 52.222.139.46","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1080.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1083.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.81, 18.66.97.127, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1084.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.127, 18.66.233.41, 18.66.233.40, 18.66.233.65","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1086.my-dev.prototype.service.ncsc.gov.uk,"108.157.229.88, 108.157.229.124, 108.157.229.91, 108.157.229.92","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1088.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.102, 99.86.91.21, 99.86.91.77, 99.86.91.82","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1092.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.16, 52.222.139.29, 52.222.139.10","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1095.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.100, 18.66.97.127, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1096.my-dev.prototype.service.ncsc.gov.uk,"18.165.183.29, 18.165.183.76, 18.165.183.56, 18.165.183.65","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1097.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.40, 18.66.233.65, 18.66.233.41, 18.66.233.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1098.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.100, 18.66.97.127, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1101.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.5, 18.66.248.53, 18.66.248.102, 18.66.248.87","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1105.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1106.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.16, 52.222.139.29, 52.222.139.10, 52.222.139.46","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1108.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1111.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.77, 99.86.91.102, 99.86.91.82, 99.86.91.21","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1113.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.53, 18.66.248.5, 18.66.248.102, 18.66.248.87","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1114.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.81, 18.66.97.111, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1116.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.16, 52.222.139.10, 52.222.139.29, 52.222.139.46","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1118.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1119.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.81, 18.66.97.100, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1123.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.77, 99.86.91.102, 99.86.91.21, 99.86.91.82","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1124.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1125.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.87, 18.66.248.102, 18.66.248.53, 18.66.248.5","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1128.my-dev.prototype.service.ncsc.gov.uk,"108.157.229.92, 108.157.229.124, 108.157.229.88, 108.157.229.91","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1130.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.100, 18.66.97.81, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1132.my-dev.prototype.service.ncsc.gov.uk,"18.165.83.3, 18.165.83.79, 18.165.83.77, 18.165.83.99","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1141.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.81, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1147.my-dev.prototype.service.ncsc.gov.uk,"18.244.179.61, 18.244.179.30, 18.244.179.34, 18.244.179.84","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1148.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.29, 52.222.139.16, 52.222.139.10","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1149.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.81, 18.66.97.111, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1150.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1151.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.111, 18.66.97.100, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1152.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.111, 18.66.97.127, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1153.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.40, 18.66.233.41, 18.66.233.65, 18.66.233.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1156.my-dev.prototype.service.ncsc.gov.uk,"18.165.83.79, 18.165.83.99, 18.165.83.3, 18.165.83.77","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1162.my-dev.prototype.service.ncsc.gov.uk,"108.157.229.91, 108.157.229.92, 108.157.229.124, 108.157.229.88","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1166.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.100, 18.66.97.81, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1173.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.81, 18.66.97.111, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1174.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.29, 52.222.139.46, 52.222.139.10, 52.222.139.16","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1179.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.111, 18.66.97.81, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1182.my-dev.prototype.service.ncsc.gov.uk,"18.165.83.77, 18.165.83.79, 18.165.83.99, 18.165.83.3","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1184.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.111, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1185.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.81, 18.66.97.111, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1186.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.10, 52.222.139.16, 52.222.139.29","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1188.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.127, 18.66.97.81, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1189.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.127, 18.66.97.100, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1196.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.10, 52.222.139.16, 52.222.139.29","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1198.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.10, 52.222.139.29, 52.222.139.16","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1200.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.81, 18.66.97.127, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1201.my-dev.prototype.service.ncsc.gov.uk,"18.244.179.34, 18.244.179.30, 18.244.179.84, 18.244.179.61","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1202.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.10, 52.222.139.46, 52.222.139.16, 52.222.139.29","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1203.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.127, 18.66.97.81, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1204.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.111, 18.66.97.81, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1206.my-dev.prototype.service.ncsc.gov.uk,"18.244.179.84, 18.244.179.30, 18.244.179.34, 18.244.179.61","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1208.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.111, 18.66.97.127, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1211.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.100, 18.66.97.127, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1217.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.87, 18.66.248.102, 18.66.248.5, 18.66.248.53","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1226.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.100, 18.66.97.111, 18.66.97.127, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1227.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1233.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.102, 99.86.91.77, 99.86.91.21, 99.86.91.82","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1234.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.100, 18.66.97.127, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1242.my-dev.prototype.service.ncsc.gov.uk,"18.165.83.99, 18.165.83.77, 18.165.83.3, 18.165.83.79","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1243.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.81, 18.66.97.111","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1246.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.10, 52.222.139.46, 52.222.139.29, 52.222.139.16","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1251.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.81, 18.66.97.100, 18.66.97.111, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1252.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.111, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1255.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.53, 18.66.248.5, 18.66.248.102, 18.66.248.87","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1257.my-dev.prototype.service.ncsc.gov.uk,"108.157.229.88, 108.157.229.124, 108.157.229.92, 108.157.229.91","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1258.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.46, 52.222.139.16, 52.222.139.29, 52.222.139.10","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1259.my-dev.prototype.service.ncsc.gov.uk,"18.244.179.84, 18.244.179.30, 18.244.179.61, 18.244.179.34","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1260.my-dev.prototype.service.ncsc.gov.uk,"52.222.139.16, 52.222.139.10, 52.222.139.29, 52.222.139.46","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1262.my-dev.prototype.service.ncsc.gov.uk,,"ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1263.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.127, 18.66.97.100, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1269.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.5, 18.66.248.102, 18.66.248.87, 18.66.248.53","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1273.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.102, 99.86.91.21, 99.86.91.82, 99.86.91.77","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1274.my-dev.prototype.service.ncsc.gov.uk,"18.66.233.40, 18.66.233.41, 18.66.233.65, 18.66.233.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1280.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.81, 18.66.97.100, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1283.my-dev.prototype.service.ncsc.gov.uk,"18.66.248.5, 18.66.248.87, 18.66.248.53, 18.66.248.102","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1287.my-dev.prototype.service.ncsc.gov.uk,"99.86.91.21, 99.86.91.82, 99.86.91.102, 99.86.91.77","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1388.awsdns-45.org, ns-146.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-876.awsdns-45.net",,,,,,,
[x],pr-1290.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.127, 18.66.97.100, 18.66.97.111, 18.66.97.81","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1295.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.100, 18.66.97.81, 18.66.97.127","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1299.my-dev.prototype.service.ncsc.gov.uk,"108.157.229.88, 108.157.229.91, 108.157.229.92, 108.157.229.124","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pr-1305.my-dev.prototype.service.ncsc.gov.uk,"18.66.97.111, 18.66.97.81, 18.66.97.127, 18.66.97.100","ns-146.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
