new,host,status_code,a,cname,soa,cdn,cdn-name,aaaa,ns,txt,has_internal_ips,internal_ips,caa,mx
[x],docs.livestream.com,NOERROR,142.250.185.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",,,2a00:1450:4001:812::2013,,,,,,
[x],dogfood-dev.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],download.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],e.livestream.com,NOERROR,,,"ns-473.awsdns-59.com, noc.livestream.com",,,,,"google-site-verification=2dKqwbrCBdGoIlGknGu5Od6F4DGled-9mVfrwDNzKIk, spf2.0/pra include:_spf.google.com include:spf.mtasv.net include:servers.mcsv.net include:spf.recurly.com ~all, v=spf1 include:_spf.google.com include:spf.mtasv.net include:mktomail.com include:spf.recurly.com include:mailgun.org include:servers.mcsv.net ~all",,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com"
[x],edge.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,
[x],elastic.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],email.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],email.e.livestream.com,NOERROR,34.102.239.211,mailgun.org,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",True,google,,"ns-133.awsdns-16.com, ns-586.awsdns-09.net, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk","8f7088gv5932jxw9lwwd1b6ttx2pw2ds, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA",,,"digicert.com, letsencrypt.org, ;","mxa.mailgun.org, mxb.mailgun.org"
[x],en.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,
[x],exchange.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],fbapp.new.livestream.com,NOERROR,"162.159.136.60, 162.159.137.60",fbapp.new.livestream.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",True,cloudflare,,,,,,,
[x],forum.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.194.29, 151.101.66.29, 151.101.130.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ftp.donations.livestream.com,NOERROR,,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],fw.donations.livestream.com,NOERROR,199.232.18.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ga.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gac-rds-external-readonly-preprod.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gac-rds-external-readonly.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gcom-product-find-dev.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gl.api.new.livestream.com,NOERROR,64.233.165.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",,,2a00:1450:4010:c1c::79,,,,,,
[x],groups.livestream.com,NOERROR,172.217.18.19,ghs.google.com,"ns1.google.com, dns-admin.google.com",,,2a00:1450:4001:80b::2013,,,,,,
[x],gw.donations.livestream.com,NOERROR,"151.101.66.29, 151.101.130.29, 151.101.2.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gws-api-sandbox.donations.livestream.com,NOERROR,199.232.18.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gws-dev.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gws-rds-external-readonly-uat.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gws-uat.donations.livestream.com,NOERROR,146.75.118.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],gws.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],home.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],host.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],hostmaster.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],httpbin.donations.livestream.com,NOERROR,"151.101.130.29, 151.101.194.29, 151.101.2.29, 151.101.66.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],iam.donations.livestream.com,NOERROR,"151.101.66.29, 151.101.130.29, 151.101.194.29, 151.101.2.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],images.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],imap.donations.livestream.com,NOERROR,146.75.118.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],img.new.livestream.com,NOERROR,"151.101.2.29, 151.101.130.29, 151.101.66.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],inbound.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],info.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ingest-dashboard.livestream.com,NOERROR,173.194.222.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",,,2a00:1450:4010:c02::79,,,,,,
[x],ip.donations.livestream.com,NOERROR,151.101.246.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ipv6.donations.livestream.com,NOERROR,199.232.18.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ir.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],job.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],jobs.donations.livestream.com,NOERROR,"151.101.194.29, 151.101.2.29, 151.101.66.29, 151.101.130.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],k8s.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],knowledgemanagement.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-inventory-api.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-invoice-api.donations.livestream.com,NOERROR,,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-limits-api.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-program-api.donations.livestream.com,NOERROR,146.75.118.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-vendingtransactions-mq0.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-vendingtransactions-mq1.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-vendingtransactions-mq3.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],ks-vendingtransactions-mq4.donations.livestream.com,NOERROR,"151.101.194.29, 151.101.2.29, 151.101.66.29, 151.101.130.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],kubernetes.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],lab.donations.livestream.com,NOERROR,151.101.38.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],lists.donations.livestream.com,NOERROR,199.232.18.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],livestream.com,NOERROR,"162.159.137.60, 162.159.136.60",,"ns-473.awsdns-59.com, noc.livestream.com",True,cloudflare,,"ns-473.awsdns-59.com, ns-795.awsdns-35.net, ns-1313.awsdns-36.org, ns-2028.awsdns-61.co.uk","dropbox-domain-verification=g1g5m0cy8q3x, globalsign-domain-verification=K9ZBZYNiNsNNOiaY2Tbjn-Bfe0dWwAwpstKoOOVJWO, google-site-verification=63C3Iuzm8PQ6Et4kr5GhGgTEg44iJ5Hh10Z8pmGrnQM, google-site-verification=YkEQVePglv5Aq-sfJLiJw41ShuV4P-KiHFTU-1cFT5Y, google-site-verification=dES26MRmYRt0D4yxeJTO_b87PBNczwPUvtZXES7k5-M, google-site-verification=hfoV62iPZ8P2lo-Bw5G4FaAPDRwSlxzcDmI_BWJgHmo, google-site-verification=oAS5dgc5nQPljS4PiEdsO4unszDm9akoF6z1d8XY-IQ, google-site-verification=tcTpPh4ch-mzo5VaOmPFwsgiw2LlGfMDX62sbleUzP8, v=spf1 include:_spf.google.com include:mailgun.org include:servers.mcsv.net include:mail.zendesk.com -all, _globalsign-domain-verification=Fw09cFhmPL_-Bfg6BV5_NkyDEkXJfmQd4uPViX560A, atlassian-domain-verification=OQUW8wO6JYgjdHThsMyRzUbqCNuYUJ1qA4ryjBsCIcdOFxvr5pFrW4Dt27ZDhLRq, ca3-d34f1a46f51d464fabed162be35e98fc",,,,"aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com"
[x],liveupdate.donations.livestream.com,NOERROR,"151.101.66.29, 151.101.130.29, 151.101.194.29, 151.101.2.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],localhost.donations.livestream.com,NOERROR,146.75.118.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],lp.livestream.com,NOERROR,"104.17.72.206, 104.17.71.206, 104.17.74.206, 104.17.73.206, 104.17.70.206",ab15.mktossl.com,"bart.ns.cloudflare.com, dns.cloudflare.com",True,cloudflare,,,,,,,
[x],m.donations.livestream.com,NOERROR,199.232.18.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mail.donations.livestream.com,NOERROR,151.101.86.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mail.livestream.com,NOERROR,142.250.184.243,ghs.google.com,"ns1.google.com, dns-admin.google.com",,,2a00:1450:4001:830::2013,,,,,,
[x],mail2.donations.livestream.com,NOERROR,"151.101.130.29, 151.101.194.29, 151.101.2.29, 151.101.66.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mailserver.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],manage.new.livestream.com,NOERROR,35.196.190.12,,"ns-473.awsdns-59.com, noc.livestream.com",True,google,,"ns-1313.awsdns-36.org, ns-2028.awsdns-61.co.uk, ns-473.awsdns-59.com, ns-795.awsdns-35.net",,,,,
[x],mdm.donations.livestream.com,NOERROR,"151.101.2.29, 151.101.66.29, 151.101.130.29, 151.101.194.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],media-storage-iss.livestream.com,NOERROR,151.101.178.29,video.livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],media-storage.livestream.com,NOERROR,151.101.46.29,video.livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],merchandising-preview.donations.livestream.com,NOERROR,146.75.118.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],metrics.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,
[x],mobile-rest.donations.livestream.com,NOERROR,151.101.46.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mobile.donations.livestream.com,NOERROR,151.101.38.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mongo.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mongodb.donations.livestream.com,NOERROR,"151.101.66.29, 151.101.130.29, 151.101.194.29, 151.101.2.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mssql.donations.livestream.com,NOERROR,146.75.122.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,
[x],mta-sts.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mus-api.new.livestream.com,NOERROR,"162.159.137.60, 162.159.136.60",mus-api.new.livestream.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",True,cloudflare,,,,,,,
[x],mx.donations.livestream.com,NOERROR,151.101.38.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mx01.donations.livestream.com,NOERROR,"151.101.130.29, 151.101.194.29, 151.101.2.29, 151.101.66.29",livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mx1.donations.livestream.com,NOERROR,151.101.38.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
[x],mx2.donations.livestream.com,NOERROR,151.101.178.29,livestream.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",True,fastly,,,,,,,
