new,host,a,soa,status_code,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,ptr,caa
[x],prod-qa.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],prod-snaplanning.sony.com,"99.86.4.72, 99.86.4.58, 99.86.4.107, 99.86.4.73","ns-1123.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,d30w54buig8wy4.cloudfront.net,,True,cloudfront,,,,,,,
[x],prod.cdp.gis.sony.com,"18.66.97.110, 18.66.97.24, 18.66.97.92, 18.66.97.12","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,d25v5phtacg1et.cloudfront.net,"ns-832.awsdns-40.net, ns-10.awsdns-01.com, ns-1061.awsdns-04.org, ns-1858.awsdns-40.co.uk",True,cloudfront,,,,,"2600:9000:223c:c000:b:7b5b:c940:93a1, 2600:9000:223c:a00:b:7b5b:c940:93a1, 2600:9000:223c:c600:b:7b5b:c940:93a1, 2600:9000:223c:ca00:b:7b5b:c940:93a1, 2600:9000:223c:5400:b:7b5b:c940:93a1, 2600:9000:223c:1000:b:7b5b:c940:93a1, 2600:9000:223c:4400:b:7b5b:c940:93a1, 2600:9000:223c:d200:b:7b5b:c940:93a1",,
[x],prod.garata.services.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],prod2.garata.services.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],prodback.sel.sony.com,198.83.178.1,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],prodev.sony.com,,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d3vl7fve64ce10.cloudfront.net,"ns-1083.awsdns-07.org, ns-1577.awsdns-05.co.uk, ns-273.awsdns-34.com, ns-776.awsdns-33.net",True,cloudfront,,,,,"2600:9000:223e:2c00:17:d1b3:8100:93a1, 2600:9000:223e:e00:17:d1b3:8100:93a1, 2600:9000:223e:f000:17:d1b3:8100:93a1, 2600:9000:223e:1e00:17:d1b3:8100:93a1, 2600:9000:223e:6000:17:d1b3:8100:93a1, 2600:9000:223e:5e00:17:d1b3:8100:93a1, 2600:9000:223e:d600:17:d1b3:8100:93a1, 2600:9000:223e:2800:17:d1b3:8100:93a1",,
[x],prodportal.spe.sony.com,208.84.224.142,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],production-pdp.sony.com,23.197.157.156,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"prod.gwt-usca.edgekey.net, e16069.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:c900:282::3ec5, 2a02:26f0:c900:296::3ec5",,
[x],productionlogik-qa.spe.sony.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"productionlogik-qa-sony.msappproxy.net, 66c65d8a-9158-4521-a2d8-664963db48e4.tenant.runtime.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,,
[x],productionlogik-stg.spe.sony.com,"44.224.137.97, 35.81.21.133","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,pms-alb-1071299487.us-west-2.elb.amazonaws.com,,,,,,,,,,
[x],productionlogik.spe.sony.com,"35.162.13.177, 52.36.52.183","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,pms-alb-pms-prd-1986283927.us-west-2.elb.amazonaws.com,,,,,,,,,,
[x],productregistration.sel.sony.com,160.33.176.105,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],productregistration.sony.com,"52.39.195.133, 52.41.129.38","ns1.p09.dynect.net, admin.registria.com",NOERROR,sony-us.registria.com,,,,,,,,,,
[x],productregistrationqa.sel.sony.com,160.33.135.54,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],products.totprod.sel.sony.com,160.33.129.24,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],products.totstg.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],productsstg.sel.sony.com,160.33.135.13,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],profile.sie.sony.com,"13.32.151.109, 13.32.151.91, 13.32.151.65, 13.32.151.73, 205.251.193.251, 205.251.195.214, 205.251.197.81, 205.251.198.219","ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2cz3dzxnj14t5.cloudfront.net,"ns-1755.awsdns-27.co.uk, ns-507.awsdns-63.com, ns-982.awsdns-58.net, ns-1361.awsdns-42.org",True,cloudfront,,,,,"2600:9000:2009:c000:f:ae53:6640:93a1, 2600:9000:2009:3e00:f:ae53:6640:93a1, 2600:9000:2009:1800:f:ae53:6640:93a1, 2600:9000:2009:4600:f:ae53:6640:93a1, 2600:9000:2009:4e00:f:ae53:6640:93a1, 2600:9000:2009:5400:f:ae53:6640:93a1, 2600:9000:2009:f400:f:ae53:6640:93a1, 2600:9000:2009:d800:f:ae53:6640:93a1",,
[x],prometheus.np.aws.sie.sony.com,,"ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],promo-ext.spe.sony.com,"35.165.155.81, 35.160.97.64, 54.68.31.139","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-WDG-extaz-prod-45f32a1a3fd08bff.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],promotions.sola.sony.com,"52.222.139.96, 52.222.139.62, 52.222.139.104, 52.222.139.20","ns-1914.awsdns-47.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2auyevuxbnvb3.cloudfront.net,"ns-996.awsdns-60.net, ns-1050.awsdns-03.org, ns-1914.awsdns-47.co.uk, ns-421.awsdns-52.com",True,cloudfront,,,,,"2600:9000:2204:1e00:1b:876b:4fc0:93a1, 2600:9000:2204:3200:1b:876b:4fc0:93a1, 2600:9000:2204:f400:1b:876b:4fc0:93a1, 2600:9000:2204:a400:1b:876b:4fc0:93a1, 2600:9000:2204:0:1b:876b:4fc0:93a1, 2600:9000:2204:5e00:1b:876b:4fc0:93a1, 2600:9000:2204:3600:1b:876b:4fc0:93a1, 2600:9000:2204:2e00:1b:876b:4fc0:93a1",,
[x],prooutlet.sel.sony.com,23.212.217.250,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"smb.store.sony.com, store.sony.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:1700:19f::321b, 2a02:26f0:1700:1aa::321b",,
[x],protect.electronics.sony.com,"52.41.129.38, 52.39.195.133","ns1.p09.dynect.net, admin.registria.com",NOERROR,sprotect.registria.com,"ns2.p09.dynect.net, ns1.p09.dynect.net, ns4.p09.dynect.net, ns3.p09.dynect.net",,,,,,,,,
[x],psnowux.sie.sony.com,43.142.144.96,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],pt.readerstore.sony.com,213.73.91.232,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,,,
[x],pubdev.sumo.me.sony.com,"18.154.63.67, 18.154.63.60, 18.154.63.42, 18.154.63.124","ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],pw.passport-qa.sony.com,160.33.196.21,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,,,
[x],pw.passport.sony.com,160.33.196.22,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],q1-np.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q1-pmgt.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q1-pqa.account.sony.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q2-np.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q2-pmgt.account.sony.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q2-pqa.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],q2-spint.account.sony.com,,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],qa-snaplanning.sony.com,"18.154.63.126, 18.154.63.49, 18.154.63.124, 18.154.63.25","ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dn0o4i87dgj8l.cloudfront.net,"ns-1445.awsdns-52.org, ns-165.awsdns-20.com, ns-1851.awsdns-39.co.uk, ns-794.awsdns-35.net",True,cloudfront,,,,,"2600:9000:243d:a000:1f:141b:9940:93a1, 2600:9000:243d:5400:1f:141b:9940:93a1, 2600:9000:243d:2600:1f:141b:9940:93a1, 2600:9000:243d:2000:1f:141b:9940:93a1, 2600:9000:243d:c200:1f:141b:9940:93a1, 2600:9000:243d:ec00:1f:141b:9940:93a1, 2600:9000:243d:5200:1f:141b:9940:93a1, 2600:9000:243d:aa00:1f:141b:9940:93a1",,
[x],qa.commission.am.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],qa.docs.sony.com,"18.154.63.93, 18.154.63.125, 18.154.63.35, 18.154.63.115","ns-661.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,d2ynnwi29ye80y.cloudfront.net,"ns-661.awsdns-18.net, ns-83.awsdns-10.com, ns-1253.awsdns-28.org, ns-1952.awsdns-52.co.uk",True,cloudfront,,,,,"2600:9000:243d:9c00:1a:12f9:8880:93a1, 2600:9000:243d:ca00:1a:12f9:8880:93a1, 2600:9000:243d:8800:1a:12f9:8880:93a1, 2600:9000:243d:7e00:1a:12f9:8880:93a1, 2600:9000:243d:5c00:1a:12f9:8880:93a1, 2600:9000:243d:b200:1a:12f9:8880:93a1, 2600:9000:243d:4c00:1a:12f9:8880:93a1, 2600:9000:243d:dc00:1a:12f9:8880:93a1",,
[x],qa.esupport.sony.com,146.215.222.92,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],qa.store.sony.com,160.33.135.22,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"spf2.0/pra,mfrom +mx   +ip4:160.33.128.207 +ip4:160.33.128.208 +ip4:160.33.128.209 +ip4:160.33.128.210  -all, =spf1 mx   ip4:160.33.128.207 ip4:160.33.128.208 ip4:160.33.128.209 ip4:160.33.128.210 -all",,,,,,
[x],qa.tsr.sola.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],qagateway.spe.sony.com,"198.212.50.40, 198.212.50.57, 198.212.50.39","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-qagateway-00fbf7c7b7d641ec.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],qaqc.spe.sony.com,208.84.225.20,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],qc.spe.sony.com,208.84.224.119,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],qmjira.snei.sony.com,43.148.32.212,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],qualysscanner.fw-sd.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,,,,,,,
[x],quarantine.playstation.sony.com,64.68.76.54,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],ra.music.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,mail1.fw-sd.sony.com,,,
[x],rancher.sie.sony.com,43.148.35.121,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],reader.sony.com,173.230.217.88,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,ebookstore.sony.com,,,,,,,mail.global.frontbridge.com,,,
[x],readerstore.sony.com,173.230.217.88,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,ebookstore.sony.com,,,,,,,mail.global.frontbridge.com,,,
[x],rebate.api.sony.com,"3.213.95.170, 3.214.74.78","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,awseb-awseb-138x9fn1abvlp-1399165218.us-east-1.elb.amazonaws.com,,,,,,,,,,
[x],rebate.consumer.channel.sony.com,"108.138.17.29, 108.138.17.127, 108.138.17.10, 108.138.17.39","ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,d2d68xiqbaj72u.cloudfront.net,"ns-1333.awsdns-38.org, ns-1599.awsdns-07.co.uk, ns-37.awsdns-04.com, ns-784.awsdns-34.net",True,cloudfront,,,,,"2600:9000:2491:fa00:4:f708:2580:93a1, 2600:9000:2491:5e00:4:f708:2580:93a1, 2600:9000:2491:f400:4:f708:2580:93a1, 2600:9000:2491:f200:4:f708:2580:93a1, 2600:9000:2491:b400:4:f708:2580:93a1, 2600:9000:2491:5200:4:f708:2580:93a1, 2600:9000:2491:f600:4:f708:2580:93a1, 2600:9000:2491:2e00:4:f708:2580:93a1",,
[x],rebate.consumer.eur.sony.com,"108.138.17.127, 108.138.17.29, 108.138.17.10, 108.138.17.39","ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,d2d68xiqbaj72u.cloudfront.net,"ns-1333.awsdns-38.org, ns-1599.awsdns-07.co.uk, ns-37.awsdns-04.com, ns-784.awsdns-34.net",True,cloudfront,,,,,"2600:9000:2491:1800:4:f708:2580:93a1, 2600:9000:2491:e00:4:f708:2580:93a1, 2600:9000:2491:8000:4:f708:2580:93a1, 2600:9000:2491:4800:4:f708:2580:93a1, 2600:9000:2491:c00:4:f708:2580:93a1, 2600:9000:2491:ca00:4:f708:2580:93a1, 2600:9000:2491:a000:4:f708:2580:93a1, 2600:9000:2491:2400:4:f708:2580:93a1",,
[x],rebate.pro.channel.sony.com,"18.160.41.76, 18.160.41.98, 18.160.41.115, 18.160.41.15, 205.251.192.37, 205.251.195.16, 205.251.197.53, 205.251.198.63","ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,d2d68xiqbaj72u.cloudfront.net,"ns-1599.awsdns-07.co.uk, ns-37.awsdns-04.com, ns-784.awsdns-34.net, ns-1333.awsdns-38.org",True,cloudfront,,,,,"2600:9000:24f2:4e00:4:f708:2580:93a1, 2600:9000:24f2:f000:4:f708:2580:93a1, 2600:9000:24f2:ee00:4:f708:2580:93a1, 2600:9000:24f2:7600:4:f708:2580:93a1, 2600:9000:24f2:c00:4:f708:2580:93a1, 2600:9000:24f2:9000:4:f708:2580:93a1, 2600:9000:24f2:a400:4:f708:2580:93a1, 2600:9000:24f2:1c00:4:f708:2580:93a1",,
[x],rebate.pro.eur.sony.com,"108.138.17.10, 108.138.17.29, 108.138.17.127, 108.138.17.39","ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,d2d68xiqbaj72u.cloudfront.net,"ns-1333.awsdns-38.org, ns-1599.awsdns-07.co.uk, ns-37.awsdns-04.com, ns-784.awsdns-34.net",True,cloudfront,,,,,"2600:9000:2491:7400:4:f708:2580:93a1, 2600:9000:2491:2000:4:f708:2580:93a1, 2600:9000:2491:c200:4:f708:2580:93a1, 2600:9000:2491:a200:4:f708:2580:93a1, 2600:9000:2491:6200:4:f708:2580:93a1, 2600:9000:2491:7c00:4:f708:2580:93a1, 2600:9000:2491:4e00:4:f708:2580:93a1, 2600:9000:2491:f800:4:f708:2580:93a1",,
[x],recycling.sel.sony.com,,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,lb.carecycle.sonysnacloud.net,,,,,,,,,,
[x],register.me.sony.com,,"ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],relativityea-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],relativityone.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],relativitysandbox-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],reonpocket.sony.com,143.204.99.187,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-838.awsdns-40.net, ns-1354.awsdns-41.org, ns-170.awsdns-21.com, ns-1809.awsdns-34.co.uk",True,cloudfront,,,,,,,
[x],repository.systemwatch.sony.com,,"ns-1092.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,repository.systemwatch.psa.use1.asgardmap.net,,,,,,,,,,
[x],resilient.sie.sony.com,160.33.144.12,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],resource.d02.account.sony.com,173.230.217.85,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],resource.d04.account.sony.com,173.230.217.85,"dns1.p05.nsone.net, n.sonynei.net, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,,
[x],response.ebookstore.sony.com,64.5.35.156,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,imh.response.ebookstore.sony.com,,,
[x],retail.me.sel.sony.com,,"ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1084.awsdns-07.org, ns-1580.awsdns-05.co.uk, ns-225.awsdns-28.com, ns-858.awsdns-43.net",,,,,,,,,
[x],rewards.sony.com,"104.16.122.32, 104.16.121.32","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,rewards.sony.com.cdn.cloudflare.net,,True,cloudflare,,,,,,,
[x],rms.sony.com,64.37.182.161,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],rooms.sie.sony.com,"18.66.97.110, 18.66.97.11, 18.66.97.116, 18.66.97.35",,NOERROR,d3nfmvqbpxivi8.cloudfront.net,,True,cloudfront,,,,,"2600:9000:223c:8600:17:f919:4000:93a1, 2600:9000:223c:fc00:17:f919:4000:93a1, 2600:9000:223c:2400:17:f919:4000:93a1, 2600:9000:223c:5e00:17:f919:4000:93a1, 2600:9000:223c:3000:17:f919:4000:93a1, 2600:9000:223c:3800:17:f919:4000:93a1, 2600:9000:223c:a000:17:f919:4000:93a1, 2600:9000:223c:9e00:17:f919:4000:93a1",,
[x],rtsp-east.fw-bc.sony.com,160.33.96.21,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],s4globaln2dev.sap.erpapps.sie.sony.com,160.33.148.137,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1428.awsdns-50.org, ns-2008.awsdns-59.co.uk, ns-556.awsdns-05.net, ns-69.awsdns-08.com",,,,,,,,,
[x],s4globalndev.sap.erpapps.sie.sony.com,160.33.152.20,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1428.awsdns-50.org, ns-2008.awsdns-59.co.uk, ns-556.awsdns-05.net, ns-69.awsdns-08.com",,,,,,,,,
[x],s4globalnppcs.sap.erpapps.sie.sony.com,160.33.152.56,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],s4globalnqa.sap.erpapps.sie.sony.com,,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sa.sde.sony.com,"18.66.112.3, 18.66.112.106, 18.66.112.109, 18.66.112.128","ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d24vh86ip35v9x.cloudfront.net,"ns-1230.awsdns-25.org, ns-1579.awsdns-05.co.uk, ns-210.awsdns-26.com, ns-726.awsdns-26.net",True,cloudfront,,,,,,,
[x],safemetrics.sie.sony.com,162.49.101.171,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,safemetrics-sen-prod-nlb-8d0e4255bc3c6534.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],san.vpn.sie.sony.com,160.33.162.65,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sandbox.spe.sony.com,208.84.225.124,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],saviynt.nonprod.sie.sony.com,13.56.10.254,"ns-1070.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,saviynt-nonprod-sie-sony-com.go.akamai-access.com,,,,,,,,,,
[x],saviynt.prod.sie.sony.com,"10.239.206.251, 10.239.206.59","ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-673.awsdns-20.net, ns-1533.awsdns-63.org, ns-181.awsdns-22.com, ns-1834.awsdns-37.co.uk",,,,True,"10.239.206.251, 10.239.206.59",,,,
[x],sc9.vpn.sie.sony.com,69.36.129.50,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1609.awsdns-09.co.uk, ns-482.awsdns-60.com, ns-790.awsdns-34.net",,,,,,,,,
[x],scea.sony.com,64.157.7.8,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],scesh.sony.com,,"a1-189.akam.net, hostmaster.ap.sony.com",NOERROR,,"a16-67.akam.net, a11-66.akam.net, a1-189.akam.net, a5-64.akam.net, a20-65.akam.net, a14-64.akam.net",,,v=spf1 include:spf.protection.outlook.com ip4:185.132.183.11 ip4:185.183.30.70 ip4:62.209.51.193 ip4:91.207.212.191 ip4:121.100.43.226 ip4:121.100.43.225 ip4:121.100.43.221 ip4:160.33.194.235 -all,,,"mxa-001d1702.gslb.pphosted.com, mxb-001d1702.gslb.pphosted.com",,,
[x],scimproxy-test.aws.sie.sony.com,"10.201.186.172, 10.201.184.40, 10.201.188.151","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.201.186.172, 10.201.184.40, 10.201.188.151",,,,
[x],scopetrack-stage.wws.sony.com,10.140.125.59,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,True,10.140.125.59,,,,
[x],scopetrack-test.wws.sony.com,10.140.125.58,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,True,10.140.125.58,,,,
[x],screeners.spe.sony.com,208.84.227.44,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,dmiplaewh02.spe.sony.com,,,,,,,,,,
[x],sd-vpn.smss.sony.com,174.46.232.2,"ns1.sonynei.net, uniadmin.sonynei.net.smss.sony.com",NOERROR,,,,,,,,,,,
[x],sd-vpn.snei.sony.com,174.46.232.2,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sd1.vpn.sie.sony.com,,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sdcglobal4.sel.sony.com,206.114.200.68,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sdcnexus4.sel.sony.com,206.114.200.68,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sdm.sony.com,141.255.168.8,"dns2.a1.net, domainadmin.a1.net",NOERROR,www.sonydadc.com,,,,,,,,,,
[x],sdmbc22.dadc.music.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,mail1.fw-sd.sony.com,,,
[x],sdns1-a.fw-bc.sony.com,160.33.98.22,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],sdns1-a.fw-sd.sony.com,160.33.66.22,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],sdp.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sdw.ap.sony.com,208.70.139.62,"a1-189.akam.net, rns.adm.ap.sony.com",NOERROR,,,,,"spf2.0/pra include:na.epidm.net -all, v=spf1 include: na.epidm.net -all",,,"cl4bak2smtp1.na.epidm.net, cl4bak1smtp1.na.epidm.net, inc18smtp1.na.epidm.net, cl4bak1smtp2.na.epidm.net",,,
[x],search.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],secure-stage.sony.com,173.230.203.242,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],secure.spe.sony.com,"198.212.50.157, 198.212.50.139, 198.212.50.134","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-mftrelay-226cfac98ff4cba8.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],sel.sony.com,208.70.138.105,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"MS=ms89126163, MS=ms22332424, v=spf1 include:na.epidm.net include:spf.global.sprint.com include:spf.protection.outlook.com ip4:185.132.183.11 ip4:185.183.30.70 ip4:62.209.51.193 ip4:91.207.212.191 ip4:121.100.43.226 ip4:121.100.43.225 ip4:121.100.43.221 ip4:160.33.194.235 -all, spf2.0/pra include:na.epidm.net include:spf.global.sprint.com -all",,,"mxb-001d1702.gslb.pphosted.com, mxa-001d1702.gslb.pphosted.com",,,
[x],selfserve-dev.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,extjbsan-dev.spe.sony.com,,,,,,,,,,
[x],selmfg-test.sel.sony.com,160.33.100.72,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],selmfg.sel.sony.com,160.33.106.77,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],service-asc-test.sel.sony.com,160.33.68.214,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],service-asc.sel.sony.com,160.33.177.148,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
