input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,csp_domains_,tls_mismatched,cdn_name,cdn,final_url
acceptatie-fms1.store.simplify.com,,200,3774,acceptatie-fms1.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,acceptatie-fms1.store.simplify.com,443,https://acceptatie-fms1.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
access-alt-auth-antiviruspre.store.simplify.com,,200,3774,access-alt-auth-antiviruspre.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,access-alt-auth-antiviruspre.store.simplify.com,443,https://access-alt-auth-antiviruspre.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
access-private-a172-224-193-71.store.simplify.com,,200,3774,access-private-a172-224-193-71.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,access-private-a172-224-193-71.store.simplify.com,443,https://access-private-a172-224-193-71.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
accountblog-config.store.simplify.com,,200,3774,accountblog-config.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,accountblog-config.store.simplify.com,443,https://accountblog-config.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
accsalesbetatemp-exchangedns.store.simplify.com,,200,3774,accsalesbetatemp-exchangedns.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,accsalesbetatemp-exchangedns.store.simplify.com,443,https://accsalesbetatemp-exchangedns.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
admin.store.simplify.com,,200,3774,admin.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,admin.store.simplify.com,443,https://admin.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
ahg.store.simplify.com,,200,3774,ahg.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,ahg.store.simplify.com,443,https://ahg.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
aio.store.simplify.com,,200,3774,aio.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,aio.store.simplify.com,443,https://aio.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
altwww.store.simplify.com,,200,3774,altwww.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,altwww.store.simplify.com,443,https://altwww.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
anuppurnews.store.simplify.com,,200,3774,anuppurnews.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,anuppurnews.store.simplify.com,443,https://anuppurnews.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
aod.store.simplify.com,,200,3774,aod.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,aod.store.simplify.com,443,https://aod.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
api-dub.store.simplify.com,Cigale Trading,200,17652,api-dub.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,api-dub.store.simplify.com,443,https://api-dub.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
api.simplify.com,,403,34,api.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-15T07:01:23Z,2023-07-15T07:01:23Z,"CN=api.simplify.com, OU=BIP01 IRTNZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",api.simplify.com,MasterCard International Incorporated,api.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e7132964640c80ebbf8d88e112c8c90b,33811fb112de1493adc11826a8695348de0ec6254cf658188749794e7c3683c3,ctls,api.simplify.com,443,https://api.simplify.com:443,https,,application/json,GET,216.119.218.35,/,-724990340,2607:3c00:6414:5::fffa,Java,1,False,,,,,,https://api.simplify.com/v1/
apicn.store.simplify.com,,200,3774,apicn.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,apicn.store.simplify.com,443,https://apicn.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
apio15.store.simplify.com,,200,3774,apio15.store.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T07:36:34Z,2023-07-22T07:36:33Z,"CN=*.store.simplify.com, OU=BIP01 IRNTZ, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.store.simplify.com,MasterCard International Incorporated,*.store.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3835a73e008a3a701047995497a4c42f,a90317b8ab78fd0c47bc909c831f2fdb13318a91b3c55616fcf5dd3ccff920c6,ctls,apio15.store.simplify.com,443,https://apio15.store.simplify.com:443,https,,text/html,GET,216.119.218.36,/,-1398860297,2607:3c00:6414:5::2:12,HSTS,93,False,True,,,,,
areeba.mtf.simplify.com,Login | areeba.simplify,200,8354,areeba.mtf.simplify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-01T09:43:04Z,2023-12-01T09:43:04Z,"CN=*.mtf.simplify.com, O=MasterCard International Incorporated, L=Waterloo, C=BE",*.mtf.simplify.com,MasterCard International Incorporated,mtf.simplify.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2e1997bffbf5d8aa90237e60cdaff426,710f904bbe4d32fbcb084cafdbe90d754d5c7aaebd4efcbb2f93194696704c88,ctls,areeba.mtf.simplify.com,443,https://areeba.mtf.simplify.com:443,https,,text/html,GET,216.119.219.89,/,1045555352,2607:3c00:6404:5::8d,Java,246,False,True,,,,,https://areeba.mtf.simplify.com/commerce/login/auth
