new,host,a,aaaa,soa,status_code,cname,has_internal_ips,internal_ips,mx,ns,txt
[x],www2.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],wwwmexamplestunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wwwvietnam.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,aaoffer.mastercard.us,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d24kwnmuop575x.cloudfront.net,,,,,
,affordassist.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,agent.mastercard.us,216.119.218.166,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,api-tls12.simplify.com,64.95.146.19,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,api.simplify.com,216.119.218.35,2607:3c00:6414:5::fffa,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,api.uat.simplify.com,64.95.146.225,2607:3c00:6414:5::fff5,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,api2.simplify.com,216.119.219.35,2607:3c00:6404:5::7b,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,areeba.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,aubgiving.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,ausdip-1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,blog.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,blueraymarine-b.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,boomalli.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,branding.simplify.com,216.119.218.38,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,broughamarms.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,business.mastercard.ru,195.122.19.211,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,businessbonusbankapi.mastercard.ru,92.242.35.106,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,businessbonusbankapigost.mastercard.ru,92.242.35.107,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,by.mastercard.ru,194.204.14.112,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,card2card.mastercard.ru,185.15.175.23,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,cashback.mastercard.ru,"2.16.241.78, 2.16.241.90",,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"cashback.mastercard.ru.edgekey.net, e37358.a.akamaiedge.net",,,,,
,cbmart.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,chocome-analytics.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,cigale.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,cioptin.mastercard.us,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,cn-dca1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,commbank.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
,commbank.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,consulting-y.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,consulting.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,contactless.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,controllebaneseservices.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,crownpartner.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,customer.mastercard.us,216.119.218.165,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,cyclesandseasons.mastercard.ru,46.4.42.158,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,demo.mtf.simplify.com,216.119.219.89,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
,demo.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,demo.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,dns.mastercard.nl,12.19.206.52,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,dns2.mastercard.nl,209.64.210.34,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,egeniusweb.simplify.com,216.119.218.37,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,elphmanteam.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,estia.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,estore.simplify.com,216.119.218.37,,,NOERROR,www.simplify.com,,,,,
,ffldirect.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,firstdata.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,force.mastercard.ru,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,fxplus-trading-academy.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,gift.mastercard.ru,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,giveaub.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,goodbank.labs.uat.simplify.com,216.119.219.40,2607:3c00:6404:5::7f,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,greenlebanon.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,gtbank.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www.simplify.com,,,,,
,hdfc.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,hummusforlebannon-international.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,hummusforlebanon-lebanon.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,ibanknbg.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,simplify.com,,,"mxa-00078002.gslb.pphosted.com, mxb-00078002.gslb.pphosted.com","dns1.mastercard.com, dns2.mastercard.com, a1-29.akam.net, a7-67.akam.net, a9-64.akam.net, a18-64.akam.net, a22-65.akam.net, a26-66.akam.net","MS=ms61590794, 8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900, v=msv1 t=88FB426D-FC8B-42D5-9208-309970F0A5FD, v=spf1 include:deliverygateways.mastercard.com ip4:209.64.210.30 ip4:216.119.210.197 ip4:12.10.32.85 ip4:209.64.210.32 , ip4:216.119.210.208 ip4:12.22.158.17 ip4:12.22.158.18 ip4:12.14.114.40 ip4:57.67.177.44 ip4:216.119.213.10 ip4:57.67.177.45 ip4:89.101.143.34 ip4:216.119.214.193 ip4:216.119.215.193 ~all"
,ibanknbg.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,instalments.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,ipv6.mastercard.us,216.119.209.72,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,kareed.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,king-of-forex.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,kladuniforms.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,ksc.simplify.com,216.119.219.34,2607:3c00:6404:5::7a,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www2.simplify.com,,,,,
,labs.uat.simplify.com,216.119.219.39,2607:3c00:6404:5::7e,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,lilaclanecollection.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,liyan.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,loanrepayment.mastercard.ru,185.15.175.23,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,m.gift.mastercard.ru,5.9.1.122,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mariesstore.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mastercard.ch,84.53.164.230,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"mxa-00078002.gslb.pphosted.com, mxb-00078002.gslb.pphosted.com","a18-64.akam.net, a9-64.akam.net, dns1.mastercard.com, a26-66.akam.net, dns2.mastercard.com, a22-65.akam.net, a7-67.akam.net","facebook-domain-verification=tsvdrih6bbr6z6hbiq4w8ukrj8bnro, v=spf1 include:deliverygateways.mastercard.com ~all"
,mastercard.nl,84.53.164.230,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,mail.global.frontbridge.com,"dns2.mastercard.com, a18-64.akam.net, dns1.mastercard.com, a7-67.akam.net, a22-65.akam.net, a9-64.akam.net, a26-66.akam.net",v=spf1 include:deliverygateways.mastercard.com ~all
,metro.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,minbeiblabeib.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,montlasalle.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,montlasallelb.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mse1.obenpta.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mtf.agent.mastercard.us,216.119.218.162,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mtf.customer.mastercard.us,216.119.218.161,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mtf.mastercard.ch,23.222.37.186,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mtf.mastercard.ch.edgekey.net, e4543.a.akamaiedge.net",,,,,
,mtf.mastercard.nl,23.3.125.162,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mtf.mastercard.nl.edgekey.net, e4543.a.akamaiedge.net",,,,,
,mtf.mastercard.ru,23.36.232.188,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mtf.mastercard.ru.edgekey.net, e4543.a.akamaiedge.net",,,,,
,mtf.mastercard.us,23.42.195.72,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mtf.mastercard.us.edgekey.net, e4543.a.akamaiedge.net",,,,,
,mtf.services.customer.mastercard.us,216.119.218.163,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,my-fair-sweets.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mydocpay.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,mytillytreats.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,nieuws.mastercard.nl,"18.200.180.24, 54.76.0.88, 52.212.78.12","2a05:d018:455:9801:b91d:f94d:6539:9ca9, 2a05:d018:455:9800:fb58:5aa:df1:f8a0, 2a05:d018:455:9802:54b0:50c8:7a1f:36c6","ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,"client.presspage.com, manager.presspage.com",,,,,
,nov-qatar.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,oakhillbasketball-1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,obenpta.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,onetouch.mastercard.ru,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,onlinebookings.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,optin.mastercard.us,54.204.58.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,origin-stage.dm.mastercard.us,209.64.211.243,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,origin-stage.perf.dm.mastercard.us,209.64.211.244,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,origin-www.dm.mastercard.us,216.119.218.158,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,origin-www.mastercard.us,216.119.218.158,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,origin.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,simplify.com,,,"mxa-00078002.gslb.pphosted.com, mxb-00078002.gslb.pphosted.com","dns1.mastercard.com, a26-66.akam.net, a18-64.akam.net, a9-64.akam.net, a1-29.akam.net, dns2.mastercard.com, a7-67.akam.net, a22-65.akam.net","MS=ms61590794, 8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900, v=msv1 t=88FB426D-FC8B-42D5-9208-309970F0A5FD, v=spf1 include:deliverygateways.mastercard.com ip4:209.64.210.30 ip4:216.119.210.197 ip4:12.10.32.85 ip4:209.64.210.32 , ip4:216.119.210.208 ip4:12.22.158.17 ip4:12.22.158.18 ip4:12.14.114.40 ip4:57.67.177.44 ip4:216.119.213.10 ip4:57.67.177.45 ip4:89.101.143.34 ip4:216.119.214.193 ip4:216.119.215.193 ~all"
,perf.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,petersbooks.store.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
,postepay.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www.simplify.com,,,,,
,preview.mastercard.us,216.119.218.179,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,qnb.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,qnb.uat.simplify.com,,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,quoll-prints.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,rewards.mastercard.ru,"2.16.241.90, 2.16.241.78",,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"rewards.mastercard.ru.edgekey.net, e37358.a.akamaiedge.net",,,,,
,sandbox-tls12.simplify.com,64.95.146.20,2607:3c00:6414:5::fff8,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,sandbox.mtf.simplify.com,216.119.219.43,2607:3c00:6404:5::8b,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,sandbox.uat.simplify.com,64.95.146.227,2607:3c00:6414:5::fff7,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,sandbox2.simplify.com,216.119.219.36,2607:3c00:6404:5::7c,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,shakmindianeatery.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,sila.mastercard.ru,"2.18.63.22, 2.18.63.6",,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"sila.mastercard.ru.edgekey.net, e37358.a.akamaiedge.net",,,,,
,silver-system.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,simplepay.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,stage.aaoffer.mastercard.us,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d26m315wqh2mgp.cloudfront.net,,,,,
,stage.beta.m.mastercard.us,209.64.211.211,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,stage.business.mastercard.ru,178.248.232.97,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,stage.cioptin.mastercard.us,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,stage.dm.mastercard.us,23.197.158.240,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.dm.mastercard.us.edgekey.net, e16745.x.akamaiedge.net",,,,,
,stage.fix.dm.mastercard.us,10.157.244.95,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,True,10.157.244.95,,,
,stage.fix.mastercard.us,10.157.244.95,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,True,10.157.244.95,,,
,stage.m.mastercard.us,209.64.211.211,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,stage.mastercard.nl,2.23.135.61,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.mastercard.nl.edgekey.net, e5081.a.akamaiedge.net",,,,,
,stage.mastercard.ru,23.37.48.134,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.mastercard.ru.edgekey.net, e5081.a.akamaiedge.net",,,,,
,stage.mastercard.us,23.212.203.78,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.mastercard.us.edgekey.net, e5081.b.akamaiedge.net",,,,,
,stage.perf.dm.mastercard.us,23.206.106.252,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.perf.dm.mastercard.us.edgekey.net, e16745.x.akamaiedge.net",,,,,
,stage.perf.mastercard.us,104.102.55.13,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.perf.mastercard.us.edgekey.net, e16745.x.akamaiedge.net",,,,,
,stage.striversgallery.mastercard.us,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d37ftpp8x17cpz.cloudfront.net,,,,,
,stagebankapi.business.mastercard.ru,92.242.35.107,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,static.simplify.com,23.36.235.74,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"static.simplify.com.edgekey.net, e5188.x.akamaiedge.net",,,,,
,stl.simplify.com,216.119.219.34,2607:3c00:6404:5::7a,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www2.simplify.com,,,,,
,store.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
,store.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,store.uat.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,striversgallery.mastercard.us,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,deqhjmivqdw0c.cloudfront.net,,,,,
,stutysbakehouse.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,test-16.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,test-22.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,the-brett-bower-gallery.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,theoriginallollyshopstrathalbyn.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,trainings.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,transfers.mastercard.ru,5.61.237.74,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,transport-story.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,tyro.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,uat.mastercard.us,209.64.211.211,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,vickyscurly.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,virus0316-qa.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,virus0316bmart.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,virus0316pvs.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.card2card.mastercard.ru,185.15.175.23,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.cashback.mastercard.ru,"96.16.54.152, 96.16.54.177",,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.cashback.mastercard.ru.edgekey.net, e37358.a.akamaiedge.net",,,,,
,www.cyclesandseasons.mastercard.ru,46.4.42.158,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.dm.mastercard.us,23.201.240.163,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.dm.mastercard.us.edgekey.net, e5188.x.akamaiedge.net",,,,,
,www.gift.mastercard.ru,5.9.26.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.instalments.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.loanrepayment.mastercard.ru,185.15.175.23,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.mastercard.ch,84.53.164.230,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.mastercard.ch.edgekey.net, e10011.x.akamaiedge.net",,,,,
,www.mastercard.nl,23.2.234.208,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.mastercard.nl.edgekey.net, e10011.x.akamaiedge.net",,,,,
,www.mastercard.ru,104.81.119.62,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.mastercard.ru.edgekey.net, e10011.x.akamaiedge.net",,,,,
,www.mastercard.us,23.206.98.130,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.mastercard.us.edgekey.net, e10011.x.akamaiedge.net",,,,,
,www.metro.mastercard.ru,185.91.53.142,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,metro.mastercard.ru,,,,,
,www.nfc.mastercard.ru,178.159.255.110,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.onetouch.mastercard.ru,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
,www2.simplify.com,216.119.219.34,2607:3c00:6404:5::7a,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
