new,host,a,aaaa,soa,status_code,cname,has_internal_ips,internal_ips,mx,ns,txt
[x],access-alt-auth-antiviruspre.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],access-private-a172-224-193-71.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],access-tpicollection.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],accesscms-errormrelay.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],accountblog-config.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],accsalesbetatemp-exchangedns.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],admin.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],adobe-photoshop-sketch.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ahg.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],aio.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],allo.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],alphachefdevv2csmiembrostunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],alphaorigin.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],altwww.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],anuppurnews.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],aod.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],apdata.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],api-dub.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],api-log-new-corp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],apicn.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],apio15.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],apissh-oceania-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],areeba.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],areeba.uat.simplify.com,64.95.146.226,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],artifactory-eu.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],assets-98e91.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],assets-cache-portal.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],assets-fms4.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],assetsprivate-laperspectivalazaro.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],atl-prd-ads-02d.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],atl-stg-kfk-01a.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],auth-media-proxy-vpn.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],backup-returns.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ballarathealth.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bankwest.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www.simplify.com,,,,,
[x],bas1-2-prd.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bcg3dv.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],betadns.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],betaoceania-git.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid460h.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid463g.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid46l2.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid46rc.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid47ai.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid47dl.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid47gd.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid47ix.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bid47lf.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bog.simplify.com,216.119.218.37,2607:3c00:6414:5::fffc,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,www.simplify.com,,,,,
[x],brnc.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bucketmedia.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],bvt.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cache-dnsservicesjiratunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cachewebexamplestunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],capmed-47-124-82.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cbmart.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],checkout-callback.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],chef-customers-production.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],chefst11p01adext.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cim-api-qa.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],clients-wwwm.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cms.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cmsaapp-as-1s.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],com-games-simsfreeplay-row.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],compus.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],configeuwmediaconfig-helpdesk.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],confluence-tunnel-backups-www-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],confluencecustomers.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],cs-oceania-storebackups-www-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],customerspublicintwww-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dal09-lab-qr726-01a.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],danone.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],data-bucket-stagingacc-apiproduction.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],data-engineering-jiramiembrostunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],data-mach131-87-55-90.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],data-static.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],data-tunnel-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],db-defaultproduction.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],db.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dbms-cpexamplesbackup-meet-git.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dbmscs-oceania-storebackups-www-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dbs.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],debug-helpdev.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],debugteam-wwwm-acc-db2-corp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dedat.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],deeplink-old.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],defaultdns.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],demo-mediaconfig-helpdesk.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],det160-34.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dev-remedy9.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],dev.dm.mastercard.us,10.158.143.101,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,True,10.158.143.101,,,
[x],devauthbackupgit.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],develus.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],devwww.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],doodly.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],drum-147-198-13-16.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],drupal.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],egeniusweb.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],egeniusweb.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],elasticbeanstalk-postgresql-start-clients.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],elasticbeanstalk-web01-panel.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],elasticbeanstalksysghcpiintl.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],emuniversity.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],engineeringapi-webconfaccept-domain.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],engineeringassetsapiproduction.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ers-bld-axr-01.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],espace-distance.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],et-8-1-5.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],etgmusic.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],eucontrollerclients.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],eventrelay-meet-git.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],everydayafrique.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],exchangemember-config.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],fh7tyo.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],files-downiebakersity.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],firstdata.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],fmip.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],fraudfully.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],frostia.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ftp-monitormain-antiviruspre.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ftsam-136-37.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gbibp9wr1--tec2s.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gcpredirectblog-backupsproxy-vpn.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gcpuploadbackups-www-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gmedia.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gmy.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],goodbank.mtf.simplify.com,,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],grafana.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gsp39-st14-pod11.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gsp76-ssl.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gsp81-kittyhawk-am31.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gsp81-sy02.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],gspe12-ssl.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-197-193-23.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-197-230-30.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-197-98-73.store.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-10-71.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-180-19.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-180-84.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-217-62.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-229-24.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-231-91.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-247-20.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-255-24.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-29-53.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-53-3.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-57-35.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-62-37.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h-135-207-96-74.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],h0-pmgt.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],hanatour.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],host-141-116-130-24.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],host-214-18-105-75.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],hypotaxic.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
