input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,content_type,tls_subject_org_,tls_self_signed,csp_domains_,final_url
internal.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,internal.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,internal.production.curve.app,cloudfront,443,https://internal.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7600:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
internaldownload-temp-storage.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,internaldownload-temp-storage.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,internaldownload-temp-storage.production.curve.app,cloudfront,443,https://internaldownload-temp-storage.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
internalvideocustomers-mobile.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,internalvideocustomers-mobile.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,internalvideocustomers-mobile.production.curve.app,cloudfront,443,https://internalvideocustomers-mobile.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
internetsky.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,internetsky.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,internetsky.production.curve.app,cloudfront,443,https://internetsky.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:a000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ipv4-c006-atl003-ix.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ipv4-c006-atl003-ix.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ipv4-c006-atl003-ix.production.curve.app,cloudfront,443,https://ipv4-c006-atl003-ix.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ipv4-c033-stl001-ix.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ipv4-c033-stl001-ix.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ipv4-c033-stl001-ix.production.curve.app,cloudfront,443,https://ipv4-c033-stl001-ix.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ipv4-c098-phl001-ix.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ipv4-c098-phl001-ix.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ipv4-c098-phl001-ix.production.curve.app,cloudfront,443,https://ipv4-c098-phl001-ix.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:5400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ipv6-c348-nyc001-ix.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ipv6-c348-nyc001-ix.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ipv6-c348-nyc001-ix.production.curve.app,cloudfront,443,https://ipv6-c348-nyc001-ix.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251::d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ipv6-c561-ord001-ix.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ipv6-c561-ord001-ix.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ipv6-c561-ord001-ix.production.curve.app,cloudfront,443,https://ipv6-c561-ord001-ix.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:de00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
irisbot.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,irisbot.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,irisbot.production.curve.app,cloudfront,443,https://irisbot.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:a800:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
itms11.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,itms11.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,itms11.production.curve.app,cloudfront,443,https://itms11.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:f000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
itn.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,itn.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,itn.production.curve.app,cloudfront,443,https://itn.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:cc00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
j.curve.app,Invalid Dynamic Link,400,9233,AS54113,FASTLY,US,151.101.0.0/16,j.curve.app,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T06:23:09Z,2023-06-19T07:21:45Z,CN=comrades.28east.co.za,comrades.28east.co.za,grokai.co,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ccd19e7f0d85bd97ba5d795ad688ab0f,5121491e79f7d279d67c1e43d4fe7f600b8fd473d45fcd798d0e6803650a08be,,ctls,j.curve.app,fastly,443,https://j.curve.app:443,https,,GET,151.101.65.195,/,1905170354,151.101.1.195,HTTP/3,1,False,True,,text/html,,,,
jenkins-privatestats-ns-nanotechnet2.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jenkins-privatestats-ns-nanotechnet2.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jenkins-privatestats-ns-nanotechnet2.production.curve.app,cloudfront,443,https://jenkins-privatestats-ns-nanotechnet2.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
jenkinsb2b-oceania-exchangedns.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jenkinsb2b-oceania-exchangedns.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jenkinsb2b-oceania-exchangedns.production.curve.app,cloudfront,443,https://jenkinsb2b-oceania-exchangedns.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
jenkinserror-partners-v1-oceania-mx.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jenkinserror-partners-v1-oceania-mx.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jenkinserror-partners-v1-oceania-mx.production.curve.app,cloudfront,443,https://jenkinserror-partners-v1-oceania-mx.production.curve.app:443,https,envoy,GET,13.32.99.33,/,-1840324437,2600:9000:2251:5400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
jrss-215-70-111-76.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jrss-215-70-111-76.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jrss-215-70-111-76.production.curve.app,cloudfront,443,https://jrss-215-70-111-76.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
jrss-215-71-95-98.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jrss-215-71-95-98.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jrss-215-71-95-98.production.curve.app,cloudfront,443,https://jrss-215-71-95-98.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
jrss-215-71-96-15.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,jrss-215-71-96-15.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,jrss-215-71-96-15.production.curve.app,cloudfront,443,https://jrss-215-71-96-15.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:8800:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
klg.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,klg.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,klg.production.curve.app,cloudfront,443,https://klg.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:de00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
ksyun-live.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,ksyun-live.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,ksyun-live.production.curve.app,cloudfront,443,https://ksyun-live.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
kubernetes-hrsys.okta-wiskey-orchestrator-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,kubernetes-hrsys.okta-wiskey-orchestrator-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,kubernetes-hrsys.okta-wiskey-orchestrator-safe.production.curve.app,cloudfront,443,https://kubernetes-hrsys.okta-wiskey-orchestrator-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.9,/,-620270909,2600:9000:2251:ec00:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
lapp91.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lapp91.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lapp91.production.curve.app,cloudfront,443,https://lapp91.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
latency.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,latency.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,latency.production.curve.app,cloudfront,443,https://latency.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lava-mgmt-staging.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lava-mgmt-staging.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lava-mgmt-staging.production.curve.app,cloudfront,443,https://lava-mgmt-staging.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:9800:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lebaoyulechengbeiyongwangzhi.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lebaoyulechengbeiyongwangzhi.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lebaoyulechengbeiyongwangzhi.production.curve.app,cloudfront,443,https://lebaoyulechengbeiyongwangzhi.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lef28-1-pdd.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lef28-1-pdd.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lef28-1-pdd.production.curve.app,cloudfront,443,https://lef28-1-pdd.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lef5-1-pdd.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lef5-1-pdd.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lef5-1-pdd.production.curve.app,cloudfront,443,https://lef5-1-pdd.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:ca00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
legacycloud.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,legacycloud.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,legacycloud.production.curve.app,cloudfront,443,https://legacycloud.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:de00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lgw-cadm-api.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,lgw-cadm-api.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,lgw-cadm-api.production.curve.app,cloudfront,443,https://lgw-cadm-api.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:f000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
librarian-prod.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,librarian-prod.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,librarian-prod.production.curve.app,cloudfront,443,https://librarian-prod.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:9000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
lighthouse.platform.curve.app,,404,19,AS16509,AS16509,Unknown,54.64.0.0/12,lighthouse.platform.curve.app,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T05:19:16Z,2023-07-23T05:19:15Z,CN=lighthouse.platform.curve.app,lighthouse.platform.curve.app,lighthouse.platform.vision.curve.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,da5bc456c70b3bd8f06ecd472338094a,5233cec59f3e76e22ef3891cb2df1175393b363488b397268c25fd09f2e5557c,,ctls,lighthouse.platform.curve.app,,80,http://lighthouse.platform.curve.app:80,http,,GET,54.75.211.132,/,-138391155,54.247.101.237,HSTS,2,False,,,text/plain,,,,https://lighthouse.platform.curve.app
lighthouse.platform.vision.curve.app,,404,19,AS16509,AS16509,Unknown,54.64.0.0/12,lighthouse.platform.vision.curve.app,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T05:19:16Z,2023-07-23T05:19:15Z,CN=lighthouse.platform.curve.app,lighthouse.platform.curve.app,lighthouse.platform.vision.curve.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,da5bc456c70b3bd8f06ecd472338094a,5233cec59f3e76e22ef3891cb2df1175393b363488b397268c25fd09f2e5557c,,ctls,lighthouse.platform.vision.curve.app,,443,https://lighthouse.platform.vision.curve.app:443,https,,GET,54.75.211.132,/,-138391155,54.154.237.34,HSTS,2,False,,,text/plain,,,,
link.curve.com,Sign Up For All Your Cards In One | Curve,200,56110,AS16509,AS16509,Unknown,52.52.0.0/15,www.curve.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T07:00:12Z,2023-06-12T07:00:11Z,CN=curve.com,curve.com,www.curve.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,709b3fa30779e67205c388afd601ef1b,3771739a6d107f7ca528a0d2a609ee71997b835c00461252ac1a598b382be497,,ctls,www.curve.com,,80,http://link.curve.com:80,http,Netlify,GET,52.52.216.11,/,1274734426,13.56.2.175,webpack,42,False,,,text/html,,,,https://www.curve.com/de-de/signup/
linkedinlearning.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,linkedinlearning.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,linkedinlearning.production.curve.app,cloudfront,443,https://linkedinlearning.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:9a00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
