new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa,has_internal_ips,internal_ips
[x],cet-2-1-5.production.curve.app,"13.32.99.48, 13.32.99.67, 13.32.99.9, 13.32.99.33","2600:9000:2251:f400:0:d856:9bc0:93a1, 2600:9000:2251:ac00:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:2200:0:d856:9bc0:93a1, 2600:9000:2251:a800:0:d856:9bc0:93a1, 2600:9000:2251:aa00:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],charil.production.curve.app,"18.173.233.2, 18.173.233.51, 18.173.233.65, 18.173.233.23","2600:9000:2440:f400:0:d856:9bc0:93a1, 2600:9000:2440:6400:0:d856:9bc0:93a1, 2600:9000:2440:aa00:0:d856:9bc0:93a1, 2600:9000:2440:de00:0:d856:9bc0:93a1, 2600:9000:2440:3c00:0:d856:9bc0:93a1, 2600:9000:2440:8800:0:d856:9bc0:93a1, 2600:9000:2440:7a00:0:d856:9bc0:93a1, 2600:9000:2440:a800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],charity.production.curve.app,"13.32.99.67, 13.32.99.48, 13.32.99.9, 13.32.99.33","2600:9000:2251:c400:0:d856:9bc0:93a1, 2600:9000:2251:6800:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:1200:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:5800:0:d856:9bc0:93a1, 2600:9000:2251:c800:0:d856:9bc0:93a1, 2600:9000:2251:3400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],chat.production.curve.app,"18.244.146.29, 18.244.146.32, 18.244.146.76, 18.244.146.11, 205.251.196.99","2600:9000:26de:1600:0:d856:9bc0:93a1, 2600:9000:26de:8200:0:d856:9bc0:93a1, 2600:9000:26de:6000:0:d856:9bc0:93a1, 2600:9000:26de:7a00:0:d856:9bc0:93a1, 2600:9000:26de:5e00:0:d856:9bc0:93a1, 2600:9000:26de:9200:0:d856:9bc0:93a1, 2600:9000:26de:c200:0:d856:9bc0:93a1, 2600:9000:26de:f000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],che.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.48, 13.32.99.9","2600:9000:2251:1a00:0:d856:9bc0:93a1, 2600:9000:2251:c000:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:1200:0:d856:9bc0:93a1, 2600:9000:2251:f000:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,,"ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],chef-aa-resi-postmaster-ch2-02p.production.curve.app,"13.249.9.25, 13.249.9.124, 13.249.9.34, 13.249.9.56",,d3tvd9pcwkvaen.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],chef-backupsww.production.curve.app,"13.32.99.9, 13.32.99.48, 13.32.99.67, 13.32.99.33","2600:9000:2251:f800:0:d856:9bc0:93a1, 2600:9000:2251:800:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:ba00:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:3a00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],chef-jenkinsauth-mxconfig-redirect.production.curve.app,"18.67.76.87, 18.67.76.74, 18.67.76.126, 18.67.76.117, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2305:ca00:0:d856:9bc0:93a1, 2600:9000:2305:8800:0:d856:9bc0:93a1, 2600:9000:2305:8e00:0:d856:9bc0:93a1, 2600:9000:2305:d200:0:d856:9bc0:93a1, 2600:9000:2305:1600:0:d856:9bc0:93a1, 2600:9000:2305:6600:0:d856:9bc0:93a1, 2600:9000:2305:6e00:0:d856:9bc0:93a1, 2600:9000:2305:aa00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],chef-network-configstorebackups-www-test.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.33, 13.32.99.48","2600:9000:2251:6a00:0:d856:9bc0:93a1, 2600:9000:2251:7200:0:d856:9bc0:93a1, 2600:9000:2251:8000:0:d856:9bc0:93a1, 2600:9000:2251:9000:0:d856:9bc0:93a1, 2600:9000:2251:c200:0:d856:9bc0:93a1, 2600:9000:2251:c600:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:4800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],chef-saepeque.production.curve.app,"13.227.219.114, 13.227.219.21, 13.227.219.9, 13.227.219.79","2600:9000:21c7:fa00:0:d856:9bc0:93a1, 2600:9000:21c7:7000:0:d856:9bc0:93a1, 2600:9000:21c7:3e00:0:d856:9bc0:93a1, 2600:9000:21c7:b200:0:d856:9bc0:93a1, 2600:9000:21c7:2400:0:d856:9bc0:93a1, 2600:9000:21c7:2600:0:d856:9bc0:93a1, 2600:9000:21c7:4800:0:d856:9bc0:93a1, 2600:9000:21c7:8200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],chefnwk-del-cat.production.curve.app,"13.227.219.79, 13.227.219.9, 13.227.219.21, 13.227.219.114","2600:9000:21c7:1000:0:d856:9bc0:93a1, 2600:9000:21c7:e600:0:d856:9bc0:93a1, 2600:9000:21c7:6200:0:d856:9bc0:93a1, 2600:9000:21c7:8000:0:d856:9bc0:93a1, 2600:9000:21c7:c00:0:d856:9bc0:93a1, 2600:9000:21c7:d400:0:d856:9bc0:93a1, 2600:9000:21c7:800:0:d856:9bc0:93a1, 2600:9000:21c7:c200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cheftemprepos.production.curve.app,"13.249.9.25, 13.249.9.56, 13.249.9.34, 13.249.9.124","2600:9000:215b:8e00:0:d856:9bc0:93a1, 2600:9000:215b:fc00:0:d856:9bc0:93a1, 2600:9000:215b:b600:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:8000:0:d856:9bc0:93a1, 2600:9000:215b:f000:0:d856:9bc0:93a1, 2600:9000:215b:400:0:d856:9bc0:93a1, 2600:9000:215b:5600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],chess.production.curve.app,"13.32.99.9, 13.32.99.48, 13.32.99.67, 13.32.99.33","2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1, 2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],ci-fms6.production.curve.app,,,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],cip-wdc.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.48, 13.32.99.33","2600:9000:21c3:ee00:0:d856:9bc0:93a1, 2600:9000:21c3:6400:0:d856:9bc0:93a1, 2600:9000:21c3:b200:0:d856:9bc0:93a1, 2600:9000:21c3:9e00:0:d856:9bc0:93a1, 2600:9000:21c3:ac00:0:d856:9bc0:93a1, 2600:9000:21c3:3000:0:d856:9bc0:93a1, 2600:9000:21c3:c00:0:d856:9bc0:93a1, 2600:9000:21c3:b000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],cis1.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.48, 13.32.99.9","2600:9000:2251:6200:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:8e00:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:6800:0:d856:9bc0:93a1, 2600:9000:2251:4000:0:d856:9bc0:93a1, 2600:9000:2251:1a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cisiot.production.curve.app,"99.84.9.3, 99.84.9.129, 99.84.9.40, 99.84.9.95","2600:9000:215b:2200:0:d856:9bc0:93a1, 2600:9000:215b:ee00:0:d856:9bc0:93a1, 2600:9000:215b:ae00:0:d856:9bc0:93a1, 2600:9000:215b:7000:0:d856:9bc0:93a1, 2600:9000:215b:7e00:0:d856:9bc0:93a1, 2600:9000:215b:5a00:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:2800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cl.production.curve.app,"18.173.233.51, 18.173.233.23, 18.173.233.65, 18.173.233.2","2600:9000:2440:2200:0:d856:9bc0:93a1, 2600:9000:2440:ee00:0:d856:9bc0:93a1, 2600:9000:2440:8400:0:d856:9bc0:93a1, 2600:9000:2440:1400:0:d856:9bc0:93a1, 2600:9000:2440:ec00:0:d856:9bc0:93a1, 2600:9000:2440:e00:0:d856:9bc0:93a1, 2600:9000:2440:2c00:0:d856:9bc0:93a1, 2600:9000:2440:8e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],click.mail.curve.com,161.71.33.1,,click.virt.s50.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,
[x],clicks.curve.com,"18.66.233.128, 18.66.233.38, 18.66.233.84, 18.66.233.112, 205.251.192.205, 205.251.195.84","2600:9000:2435:7e00:1b:e5e7:ca00:93a1, 2600:9000:2435:e400:1b:e5e7:ca00:93a1, 2600:9000:2435:9400:1b:e5e7:ca00:93a1, 2600:9000:2435:4a00:1b:e5e7:ca00:93a1, 2600:9000:2435:f600:1b:e5e7:ca00:93a1, 2600:9000:2435:fe00:1b:e5e7:ca00:93a1, 2600:9000:2435:2800:1b:e5e7:ca00:93a1, 2600:9000:2435:8e00:1b:e5e7:ca00:93a1",d2hbgfuavdlpuw.cloudfront.net,"ns-852.awsdns-42.net, awsdns-hostmaster.amazon.com","ns-1710.awsdns-21.co.uk, ns-1240.awsdns-27.org, ns-205.awsdns-25.com, ns-852.awsdns-42.net",NOERROR,True,cloudfront,,,,,
[x],clientapi.production.curve.app,"18.67.76.87, 18.67.76.126, 18.67.76.74, 18.67.76.117, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2305:3600:0:d856:9bc0:93a1, 2600:9000:2305:2c00:0:d856:9bc0:93a1, 2600:9000:2305:7400:0:d856:9bc0:93a1, 2600:9000:2305:4000:0:d856:9bc0:93a1, 2600:9000:2305:2a00:0:d856:9bc0:93a1, 2600:9000:2305:4600:0:d856:9bc0:93a1, 2600:9000:2305:5000:0:d856:9bc0:93a1, 2600:9000:2305:c800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],cloud.mail.curve.com,161.71.33.211,,pub.s50.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,
[x],cloud.production.curve.app,"13.227.219.114, 13.227.219.79, 13.227.219.9, 13.227.219.21","2600:9000:21c7:fa00:0:d856:9bc0:93a1, 2600:9000:21c7:7000:0:d856:9bc0:93a1, 2600:9000:21c7:3e00:0:d856:9bc0:93a1, 2600:9000:21c7:b200:0:d856:9bc0:93a1, 2600:9000:21c7:2400:0:d856:9bc0:93a1, 2600:9000:21c7:2600:0:d856:9bc0:93a1, 2600:9000:21c7:4800:0:d856:9bc0:93a1, 2600:9000:21c7:8200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cloudapphrsys.okta-wiskey-orchestrator-safe.production.curve.app,"13.227.219.114, 13.227.219.79, 13.227.219.21, 13.227.219.9","2600:9000:21c7:1000:0:d856:9bc0:93a1, 2600:9000:21c7:e600:0:d856:9bc0:93a1, 2600:9000:21c7:6200:0:d856:9bc0:93a1, 2600:9000:21c7:8000:0:d856:9bc0:93a1, 2600:9000:21c7:c00:0:d856:9bc0:93a1, 2600:9000:21c7:d400:0:d856:9bc0:93a1, 2600:9000:21c7:800:0:d856:9bc0:93a1, 2600:9000:21c7:c200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],clouden.production.curve.app,"13.227.219.79, 13.227.219.21, 13.227.219.114, 13.227.219.9","2600:9000:21c7:4c00:0:d856:9bc0:93a1, 2600:9000:21c7:c000:0:d856:9bc0:93a1, 2600:9000:21c7:f600:0:d856:9bc0:93a1, 2600:9000:21c7:c200:0:d856:9bc0:93a1, 2600:9000:21c7:de00:0:d856:9bc0:93a1, 2600:9000:21c7:b200:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:6e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cloudfront-hrsys.okta-wiskey-orchestrator-safe.production.curve.app,"13.32.99.33, 13.32.99.48, 13.32.99.9, 13.32.99.67","2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],clubpanasonic-th.production.curve.app,"13.32.99.48, 13.32.99.9, 13.32.99.67, 13.32.99.33","2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],cmfs-bu4.production.curve.app,"52.85.242.94, 52.85.242.61, 52.85.242.24, 52.85.242.35","2600:9000:2251:3a00:0:d856:9bc0:93a1, 2600:9000:2251:4800:0:d856:9bc0:93a1, 2600:9000:2251:e600:0:d856:9bc0:93a1, 2600:9000:2251:f800:0:d856:9bc0:93a1, 2600:9000:2251:9000:0:d856:9bc0:93a1, 2600:9000:2251:1e00:0:d856:9bc0:93a1, 2600:9000:2251:2e00:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],cms-internal-postmaster-assets-defaultproduction.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129","2600:9000:2171:c400:0:d856:9bc0:93a1, 2600:9000:2171:8600:0:d856:9bc0:93a1, 2600:9000:2171:7000:0:d856:9bc0:93a1, 2600:9000:2171:600:0:d856:9bc0:93a1, 2600:9000:2171:1e00:0:d856:9bc0:93a1, 2600:9000:2171:fc00:0:d856:9bc0:93a1, 2600:9000:2171:6800:0:d856:9bc0:93a1, 2600:9000:2171:b000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cms-internalbeta-origin.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.9, 13.32.99.48","2600:9000:2251:f000:0:d856:9bc0:93a1, 2600:9000:2251:2c00:0:d856:9bc0:93a1, 2600:9000:2251:800:0:d856:9bc0:93a1, 2600:9000:2251:3400:0:d856:9bc0:93a1, 2600:9000:2251:8c00:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:3800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cmsauthacceptdockerintra.production.curve.app,"99.84.9.3, 99.84.9.129, 99.84.9.40, 99.84.9.95","2600:9000:215b:2200:0:d856:9bc0:93a1, 2600:9000:215b:ee00:0:d856:9bc0:93a1, 2600:9000:215b:ae00:0:d856:9bc0:93a1, 2600:9000:215b:7000:0:d856:9bc0:93a1, 2600:9000:215b:7e00:0:d856:9bc0:93a1, 2600:9000:215b:5a00:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:2800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cmsv1-live.production.curve.app,"13.32.99.67, 13.32.99.48, 13.32.99.33, 13.32.99.9","2600:9000:2251:6200:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:7e00:0:d856:9bc0:93a1, 2600:9000:2251:1800:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1, 2600:9000:2251:800:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1, 2600:9000:2251:9600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cmsvideo-acc.production.curve.app,"13.32.99.48, 13.32.99.67, 13.32.99.33, 13.32.99.9","2600:9000:2251:8000:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:8800:0:d856:9bc0:93a1, 2600:9000:2251:8600:0:d856:9bc0:93a1, 2600:9000:2251:9600:0:d856:9bc0:93a1, 2600:9000:2251:e00:0:d856:9bc0:93a1, 2600:9000:2251:a00:0:d856:9bc0:93a1, 2600:9000:2251:400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cmsvpn.production.curve.app,"13.32.99.48, 13.32.99.33, 13.32.99.9, 13.32.99.67","2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:6200:0:d856:9bc0:93a1, 2600:9000:2251:9600:0:d856:9bc0:93a1, 2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:1800:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1, 2600:9000:2251:5800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],colburn.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.67, 13.32.99.48","2600:9000:2251:3800:0:d856:9bc0:93a1, 2600:9000:2251:d200:0:d856:9bc0:93a1, 2600:9000:2251:1600:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:6e00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:2400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,,"ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],collector.bi.imaginecurve.com,34.117.65.185,,,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],community.curve.app,"13.32.151.116, 13.32.151.37, 13.32.151.24, 13.32.151.126, 205.251.192.51, 205.251.194.126, 205.251.197.189, 205.251.198.67","2600:9000:2009:6a00:1d:697e:3bc0:93a1, 2600:9000:2009:0:1d:697e:3bc0:93a1, 2600:9000:2009:e200:1d:697e:3bc0:93a1, 2600:9000:2009:8e00:1d:697e:3bc0:93a1, 2600:9000:2009:4e00:1d:697e:3bc0:93a1, 2600:9000:2009:3e00:1d:697e:3bc0:93a1, 2600:9000:2009:d400:1d:697e:3bc0:93a1, 2600:9000:2009:dc00:1d:697e:3bc0:93a1",d1jp731mmr0fj.cloudfront.net,"ns-638.awsdns-15.net, awsdns-hostmaster.amazon.com","ns-1603.awsdns-08.co.uk, ns-1469.awsdns-55.org, ns-51.awsdns-06.com, ns-638.awsdns-15.net",NOERROR,True,cloudfront,,,,,
[x],community.curve.com,184.105.99.75,2602:fd3f:3:ff02::4b,imaginecurve.hosted-by-discourse.com,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",,NOERROR,,,mx-corp1.discoursemail.com,,letsencrypt.org,,
