new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa,has_internal_ips,internal_ips
[x],bid47d4.production.curve.app,"18.67.76.74, 18.67.76.87, 18.67.76.117, 18.67.76.126, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2305:1c00:0:d856:9bc0:93a1, 2600:9000:2305:1600:0:d856:9bc0:93a1, 2600:9000:2305:ac00:0:d856:9bc0:93a1, 2600:9000:2305:cc00:0:d856:9bc0:93a1, 2600:9000:2305:800:0:d856:9bc0:93a1, 2600:9000:2305:2800:0:d856:9bc0:93a1, 2600:9000:2305:4200:0:d856:9bc0:93a1, 2600:9000:2305:2200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47f4.production.curve.app,"13.32.99.48, 13.32.99.67, 13.32.99.9, 13.32.99.33","2600:9000:2251:2400:0:d856:9bc0:93a1, 2600:9000:2251:6000:0:d856:9bc0:93a1, 2600:9000:2251:9200:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:b400:0:d856:9bc0:93a1, 2600:9000:2251:bc00:0:d856:9bc0:93a1, 2600:9000:2251:1200:0:d856:9bc0:93a1, 2600:9000:2251:1a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47g3.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.48, 13.32.99.67","2600:9000:2251:f000:0:d856:9bc0:93a1, 2600:9000:2251:e00:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:4800:0:d856:9bc0:93a1, 2600:9000:2251:6400:0:d856:9bc0:93a1, 2600:9000:2251:9a00:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1, 2600:9000:2251:e800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],bid47gt.production.curve.app,"13.227.219.114, 13.227.219.21, 13.227.219.9, 13.227.219.79","2600:9000:21c7:fe00:0:d856:9bc0:93a1, 2600:9000:21c7:a200:0:d856:9bc0:93a1, 2600:9000:21c7:e000:0:d856:9bc0:93a1, 2600:9000:21c7:ae00:0:d856:9bc0:93a1, 2600:9000:21c7:3c00:0:d856:9bc0:93a1, 2600:9000:21c7:9e00:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:ce00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bid47j1.production.curve.app,"13.227.219.79, 13.227.219.114, 13.227.219.21, 13.227.219.9","2600:9000:21c7:fe00:0:d856:9bc0:93a1, 2600:9000:21c7:a200:0:d856:9bc0:93a1, 2600:9000:21c7:e000:0:d856:9bc0:93a1, 2600:9000:21c7:ae00:0:d856:9bc0:93a1, 2600:9000:21c7:3c00:0:d856:9bc0:93a1, 2600:9000:21c7:9e00:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:ce00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bid47ph.production.curve.app,"13.227.219.114, 13.227.219.79, 13.227.219.21, 13.227.219.9","2600:9000:21c7:9000:0:d856:9bc0:93a1, 2600:9000:21c7:c800:0:d856:9bc0:93a1, 2600:9000:21c7:5600:0:d856:9bc0:93a1, 2600:9000:21c7:2e00:0:d856:9bc0:93a1, 2600:9000:21c7:9400:0:d856:9bc0:93a1, 2600:9000:21c7:7200:0:d856:9bc0:93a1, 2600:9000:21c7:f200:0:d856:9bc0:93a1, 2600:9000:21c7:3400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bid47s0.production.curve.app,"13.227.219.79, 13.227.219.9, 13.227.219.114, 13.227.219.21","2600:9000:21c7:4c00:0:d856:9bc0:93a1, 2600:9000:21c7:c000:0:d856:9bc0:93a1, 2600:9000:21c7:f600:0:d856:9bc0:93a1, 2600:9000:21c7:c200:0:d856:9bc0:93a1, 2600:9000:21c7:de00:0:d856:9bc0:93a1, 2600:9000:21c7:b200:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:6e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bid47x3.production.curve.app,"13.249.9.34, 13.249.9.25, 13.249.9.56, 13.249.9.124","2600:9000:215b:b600:0:d856:9bc0:93a1, 2600:9000:215b:8000:0:d856:9bc0:93a1, 2600:9000:215b:400:0:d856:9bc0:93a1, 2600:9000:215b:fc00:0:d856:9bc0:93a1, 2600:9000:215b:f000:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:5600:0:d856:9bc0:93a1, 2600:9000:215b:8e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],bid47xw.production.curve.app,"13.225.47.12, 13.225.47.101, 13.225.47.35, 13.225.47.21",,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],bid48qc.production.curve.app,"13.32.99.48, 13.32.99.33, 13.32.99.9, 13.32.99.67","2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],biomtaaruttome.blog.imaginecurve.com,,,,,,NOERROR,,,,,,,
[x],blog.imaginecurve.com,,,,"ns-1571.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,google-site-verification=4BUU9xFVEIM16pUiOT-L9IyErZGsc9vaIax3VBWfHr4,,,
[x],blog.production.curve.app,"52.85.242.35, 52.85.242.24, 52.85.242.94, 52.85.242.61","2600:9000:21c3:c600:0:d856:9bc0:93a1, 2600:9000:21c3:dc00:0:d856:9bc0:93a1, 2600:9000:21c3:fa00:0:d856:9bc0:93a1, 2600:9000:21c3:1600:0:d856:9bc0:93a1, 2600:9000:21c3:2e00:0:d856:9bc0:93a1, 2600:9000:21c3:4e00:0:d856:9bc0:93a1, 2600:9000:21c3:a400:0:d856:9bc0:93a1, 2600:9000:21c3:3400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],blogs.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129","2600:9000:2171:c400:0:d856:9bc0:93a1, 2600:9000:2171:8600:0:d856:9bc0:93a1, 2600:9000:2171:7000:0:d856:9bc0:93a1, 2600:9000:2171:600:0:d856:9bc0:93a1, 2600:9000:2171:1e00:0:d856:9bc0:93a1, 2600:9000:2171:fc00:0:d856:9bc0:93a1, 2600:9000:2171:6800:0:d856:9bc0:93a1, 2600:9000:2171:b000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],boss-xml-glb-dm.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129",,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],botswana.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.9, 13.32.99.48","2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1, 2600:9000:2251:a200:0:d856:9bc0:93a1, 2600:9000:2251:4000:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:6800:0:d856:9bc0:93a1, 2600:9000:2251:ea00:0:d856:9bc0:93a1, 2600:9000:2251:f000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bragg-55-124-115-6.production.curve.app,"13.32.99.48, 13.32.99.33, 13.32.99.67, 13.32.99.9","2600:9000:2251:1000:0:d856:9bc0:93a1, 2600:9000:2251:cc00:0:d856:9bc0:93a1, 2600:9000:2251:fc00:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:c600:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:ba00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bti-anomaly-prod.production.curve.app,"99.84.9.3, 99.84.9.129, 99.84.9.40, 99.84.9.95","2600:9000:215b:2200:0:d856:9bc0:93a1, 2600:9000:215b:ee00:0:d856:9bc0:93a1, 2600:9000:215b:ae00:0:d856:9bc0:93a1, 2600:9000:215b:7000:0:d856:9bc0:93a1, 2600:9000:215b:7e00:0:d856:9bc0:93a1, 2600:9000:215b:5a00:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:2800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bucketmobile.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129","2600:9000:2251:fc00:0:d856:9bc0:93a1, 2600:9000:2251:2800:0:d856:9bc0:93a1, 2600:9000:2251:8c00:0:d856:9bc0:93a1, 2600:9000:2251:8800:0:d856:9bc0:93a1, 2600:9000:2251:5400:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:3e00:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],bucketsia.production.curve.app,"13.32.99.67, 13.32.99.48, 13.32.99.33, 13.32.99.9","2600:9000:2251:9a00:0:d856:9bc0:93a1, 2600:9000:2251:1a00:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:7000:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:4000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],business.imaginecurve.com,"18.66.248.46, 18.66.248.98, 18.66.248.94, 18.66.248.97",,curve.app,"ns-2035.awsdns-62.co.uk, awsdns-hostmaster.amazon.com","ns-1086.awsdns-07.org, ns-2035.awsdns-62.co.uk, ns-887.awsdns-46.net, ns-107.awsdns-13.com",NOERROR,True,cloudfront,"alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com","google-site-verification=gXBULXiFS5IyZFFjVFeanae1YNqjsoMvLqPYKJzPjW4, google-site-verification=xfD6xNYE0EpqAgyGNEgAmBEXkxt5TSQhYrwrxlF0Gl4, google-site-verification=zHKHOjeoow_rLMr9a1Zw8VlqreI8ux0VoNT9cPOQJ3w, v=spf1 include:_u.curve.app._spf.smart.ondmarc.com -all, ahrefs-site-verification_2ebe3adb73910ca31d69fd7af00193b0f8b8771e027dee74f34f1c679a8d4318, google-site-verification=OVCnFLamMR3JZPhsy_0aNgKYtZlgd5oC04s0-SVSZ0w",,,
[x],c4ksfkfm8qupf53e61qg.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app,"13.32.99.9, 13.32.99.48, 13.32.99.33, 13.32.99.67","2600:9000:2251:5c00:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:e600:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1, 2600:9000:2251:1800:0:d856:9bc0:93a1, 2600:9000:2251:e200:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],c4ksfktlc89q8tdjor6g.hrsys.okta-wiskey-orchestratortech-safe.production.curve.app,"18.244.146.32, 18.244.146.76, 18.244.146.11, 18.244.146.29, 205.251.196.99","2600:9000:26de:7a00:0:d856:9bc0:93a1, 2600:9000:26de:6000:0:d856:9bc0:93a1, 2600:9000:26de:1600:0:d856:9bc0:93a1, 2600:9000:26de:5e00:0:d856:9bc0:93a1, 2600:9000:26de:f000:0:d856:9bc0:93a1, 2600:9000:26de:c200:0:d856:9bc0:93a1, 2600:9000:26de:8200:0:d856:9bc0:93a1, 2600:9000:26de:9200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],c72.production.curve.app,"13.249.9.124, 13.249.9.56, 13.249.9.34, 13.249.9.25","2600:9000:2171:dc00:0:d856:9bc0:93a1, 2600:9000:2171:cc00:0:d856:9bc0:93a1, 2600:9000:2171:d200:0:d856:9bc0:93a1, 2600:9000:2171:3e00:0:d856:9bc0:93a1, 2600:9000:2171:bc00:0:d856:9bc0:93a1, 2600:9000:2171:5c00:0:d856:9bc0:93a1, 2600:9000:2171:1a00:0:d856:9bc0:93a1, 2600:9000:2171:5600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],cache-exchange-csimgshare.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.48, 13.32.99.9","2600:9000:2251:600:0:d856:9bc0:93a1, 2600:9000:2251:a400:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1, 2600:9000:2251:4a00:0:d856:9bc0:93a1, 2600:9000:2251:5400:0:d856:9bc0:93a1, 2600:9000:2251:4400:0:d856:9bc0:93a1, 2600:9000:2251:400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],cache-webservices.production.curve.app,"18.67.76.126, 18.67.76.74, 18.67.76.87, 18.67.76.117, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2305:6600:0:d856:9bc0:93a1, 2600:9000:2305:6e00:0:d856:9bc0:93a1, 2600:9000:2305:d200:0:d856:9bc0:93a1, 2600:9000:2305:aa00:0:d856:9bc0:93a1, 2600:9000:2305:8800:0:d856:9bc0:93a1, 2600:9000:2305:1600:0:d856:9bc0:93a1, 2600:9000:2305:8e00:0:d856:9bc0:93a1, 2600:9000:2305:ca00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],cachebetamijn-repository-postgresmx.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.33, 13.32.99.48","2600:9000:2251:9000:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:bc00:0:d856:9bc0:93a1, 2600:9000:2251:ca00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:4200:0:d856:9bc0:93a1, 2600:9000:2251:6e00:0:d856:9bc0:93a1, 2600:9000:2251:8c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],cachedoc-staff-lb.production.curve.app,"13.227.219.79, 13.227.219.114, 13.227.219.21, 13.227.219.9","2600:9000:21c7:4a00:0:d856:9bc0:93a1, 2600:9000:21c7:ec00:0:d856:9bc0:93a1, 2600:9000:21c7:7000:0:d856:9bc0:93a1, 2600:9000:21c7:e600:0:d856:9bc0:93a1, 2600:9000:21c7:4800:0:d856:9bc0:93a1, 2600:9000:21c7:e000:0:d856:9bc0:93a1, 2600:9000:21c7:3600:0:d856:9bc0:93a1, 2600:9000:21c7:4400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cachepixelparanoid.production.curve.app,"13.227.219.79, 13.227.219.21, 13.227.219.114, 13.227.219.9","2600:9000:2251:1e00:0:d856:9bc0:93a1, 2600:9000:2251:e600:0:d856:9bc0:93a1, 2600:9000:2251:4200:0:d856:9bc0:93a1, 2600:9000:2251:fc00:0:d856:9bc0:93a1, 2600:9000:2251:2e00:0:d856:9bc0:93a1, 2600:9000:2251:3a00:0:d856:9bc0:93a1, 2600:9000:2251:6c00:0:d856:9bc0:93a1, 2600:9000:2251:e800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cachev3.production.curve.app,"13.249.9.25, 13.249.9.34, 13.249.9.56, 13.249.9.124","2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:8e00:0:d856:9bc0:93a1, 2600:9000:215b:8000:0:d856:9bc0:93a1, 2600:9000:215b:400:0:d856:9bc0:93a1, 2600:9000:215b:b600:0:d856:9bc0:93a1, 2600:9000:215b:fc00:0:d856:9bc0:93a1, 2600:9000:215b:5600:0:d856:9bc0:93a1, 2600:9000:215b:f000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cachevideo-ftpmirror-my-oceania.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.48, 13.32.99.33","2600:9000:2251:200:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1, 2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],capmed-47-100-82.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.48, 13.32.99.67","2600:9000:2251:7800:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:d400:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:fe00:0:d856:9bc0:93a1, 2600:9000:2251:200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],cardimages.imaginecurve.com,"65.9.66.52, 65.9.66.97, 65.9.66.14, 65.9.66.26","2600:9000:206f:f600:1a:1cda:da80:93a1, 2600:9000:206f:1000:1a:1cda:da80:93a1, 2600:9000:206f:3800:1a:1cda:da80:93a1, 2600:9000:206f:5a00:1a:1cda:da80:93a1, 2600:9000:206f:de00:1a:1cda:da80:93a1, 2600:9000:206f:4000:1a:1cda:da80:93a1, 2600:9000:206f:b800:1a:1cda:da80:93a1, 2600:9000:206f:b200:1a:1cda:da80:93a1",d1qg9rkgccqy5m.cloudfront.net,"ns-1568.awsdns-04.co.uk, awsdns-hostmaster.amazon.com","ns-992.awsdns-60.net, ns-1372.awsdns-43.org, ns-1568.awsdns-04.co.uk, ns-299.awsdns-37.com",NOERROR,True,cloudfront,,,,,
[x],cargs.production.curve.app,"99.84.9.129, 99.84.9.3, 99.84.9.40, 99.84.9.95","2600:9000:215b:7600:0:d856:9bc0:93a1, 2600:9000:215b:d800:0:d856:9bc0:93a1, 2600:9000:215b:b200:0:d856:9bc0:93a1, 2600:9000:215b:4e00:0:d856:9bc0:93a1, 2600:9000:215b:8c00:0:d856:9bc0:93a1, 2600:9000:215b:4c00:0:d856:9bc0:93a1, 2600:9000:215b:de00:0:d856:9bc0:93a1, 2600:9000:215b:9e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cdn-member-config.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.48, 13.32.99.9","2600:9000:2251:600:0:d856:9bc0:93a1, 2600:9000:2251:d000:0:d856:9bc0:93a1, 2600:9000:2251:1200:0:d856:9bc0:93a1, 2600:9000:2251:1000:0:d856:9bc0:93a1, 2600:9000:2251:2e00:0:d856:9bc0:93a1, 2600:9000:2251:7800:0:d856:9bc0:93a1, 2600:9000:2251:bc00:0:d856:9bc0:93a1, 2600:9000:2251:8600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],cdn.curve.com,"13.224.132.8, 13.224.132.20, 13.224.132.111, 13.224.132.5","2600:9000:236e:8400:c:9ba8:d100:93a1, 2600:9000:2240:9200:c:9ba8:d100:93a1, 2600:9000:236e:a200:c:9ba8:d100:93a1, 2600:9000:236e:a600:c:9ba8:d100:93a1, 2600:9000:2240:3c00:c:9ba8:d100:93a1, 2600:9000:2240:d400:c:9ba8:d100:93a1, 2600:9000:2240:8c00:c:9ba8:d100:93a1, 2600:9000:236e:5800:c:9ba8:d100:93a1",d1fo4y7e8g9l50.cloudfront.net,"ns-1963.awsdns-53.co.uk, awsdns-hostmaster.amazon.com","ns-102.awsdns-12.com, ns-1038.awsdns-01.org, ns-1963.awsdns-53.co.uk, ns-868.awsdns-44.net",NOERROR,True,cloudfront,,,,,
