input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,csp_domains_,final_url,tls_expired
ss-us-west-1-lb.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://ss-us-west-1-lb.xi.nutanix.com:443,https,nginx,text/html,GET,95.101.111.147,/,2141962946,2a02:26f0:480:23::1726:6297,61,False,,Nginx,,ss-us-west-1-lb.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,ss-us-west-1-lb.xi.nutanix.com,,,
st01.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://st01.xi.nutanix.com:443,https,nginx,text/html,GET,2.16.187.105,/,2141962946,2a02:26f0:480:23::1726:62b1,61,False,,Nginx,,st01.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,st01.xi.nutanix.com,,,
stage-billing-api.nutanix.com,,404,37,443,https://stage-billing-api.nutanix.com:443,https,,application/json,GET,95.100.66.77,/,552597979,95.100.66.77,4,False,,HSTS,,stage-billing-api.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,stage-billing-api.nutanix.com,,,
stage-billing-jobs.nutanix.com,,404,37,443,https://stage-billing-jobs.nutanix.com:443,https,,application/json,GET,95.101.45.166,/,552597979,95.101.45.166,4,False,,HSTS,,stage-billing-jobs.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,stage-billing-jobs.nutanix.com,,,
stage-billing.nutanix.com,Access Denied,403,300,443,https://stage-billing.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,-1657891047,95.100.66.77,10,False,,HSTS,,idp-stage.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,idp-stage.nutanix.com,,https://idp-stage.nutanix.com/oauth2/authorize?response_type=code&redirect_uri=https%3A%2F%2Fstage-billing.nutanix.com%2Fproxy%2Fv1%2Fauth%2Fwso2%2Fcallback&scope=openid&state=successRedirect%3Dhttps%253A%252F%252Fstage-billing.nutanix.com%252F%26targetId%3DxiPortal&client_id=x_rzt78Yk2xneB8ajWJBHkfcYFAa,
stage-download.nutanix.com,403 Forbidden,403,454,443,https://stage-download.nutanix.com:443,https,AmazonS3,text/html,GET,18.66.122.103,/,-376811561,18.66.122.36,19,False,cloudfront,Amazon Web Services,True,stage-download.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-23T00:00:00Z,2023-08-29T23:59:59Z,"CN=stage-download.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",stage-download.nutanix.com,"Nutanix, Inc.",www.stage-download.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb79fbe73db90fc66fc9b885ab1456fb,cf8d2aedbd2d50e16ffe01a2f2d1d200043533c1fec4a7f10ee154772af8606c,,ctls,stage-download.nutanix.com,,,
stage-feedback-api-green.nutanix.com,Access Denied,403,297,443,https://stage-feedback-api-green.nutanix.com:443,https,AkamaiGHost,text/html,GET,104.102.35.93,/,610425469,104.102.35.93,10,False,,HSTS,,stage-feedback-api-green.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,stage-feedback-api-green.nutanix.com,,,
stage-licensing.nutanix.com,Access Denied,403,300,443,https://stage-licensing.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,-666273195,2a02:26f0:480:ba6::376f,10,False,,HSTS,,idp-stage.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,idp-stage.nutanix.com,,https://idp-stage.nutanix.com:443/oauth2/authorize?response_type=code&redirect_uri=https%3A%2F%2Fstage-licensing.nutanix.com%2Fapi%2Foauth2%2Fcallback&scope=openid&state=successRedirect%3D%252F&client_id=5TA7pBMKI3fBvuSPUfTDY51P2iga,
stage-portal.nutanix.com,Nutanix Support & Insights,200,2217,443,https://stage-portal.nutanix.com:443,https,,text/html,GET,104.102.35.93,/,552597979,104.102.35.93,65,False,,Sails.js,,stage-portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,stage-portal.nutanix.com,,,
stage-release-api.nutanix.com,,404,,443,https://stage-release-api.nutanix.com:443,https,,application/json,GET,104.102.35.93,/,-1840324437,104.102.35.93,1,False,,,,stage-release-api.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,stage-release-api.nutanix.com,,,
stage-tenants.nutanix.com,,404,9,443,https://stage-tenants.nutanix.com:443,https,,text/plain,GET,95.101.45.166,/,552597979,95.101.45.166,1,False,,Sails.js,,stage-tenants.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,stage-tenants.nutanix.com,,,
stage-xi.nutanix.com,Xi Cloud Services: Operate Hybrid and Multi-Cloud Environments,200,125562,443,https://stage-xi.nutanix.com:443,https,Apache,text/html,GET,192.146.154.70,/,1263734382,192.146.155.35,2921,False,,Java,,www.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,www.nutanix.com,,https://www.nutanix.com/products/xi-cloud-services,
stage-xi.nutanix.com.edgekey.net,Invalid URL,400,208,80,http://stage-xi.nutanix.com.edgekey.net:80,http,AkamaiGHost,text/html,GET,2.17.100.224,/,1588366115,2a02:26f0:480:23::1726:62b1,8,False,,,,,,,,,,,,,,,,,,,,,,,,,,
staging.cloud-internal.nutanix.com,Nutanix Console,200,619,443,https://staging.cloud-internal.nutanix.com:443,https,nginx,text/html,GET,3.211.135.75,/,528667816,54.175.76.229,1,False,,Nginx,,staging.cloud-internal.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-14T00:00:00Z,2023-12-13T23:59:59Z,"CN=staging.cloud-internal.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",staging.cloud-internal.nutanix.com,"Nutanix, Inc.",*.staging.cloud-internal.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e74927c9bab9775a15d049e05c4cc18a,f14686ea61c81008e32d38a14dc5d6f0cbc989b69ae0139d163e6002a0e6f38b,True,ctls,staging.cloud-internal.nutanix.com,,,
staging.cloud.nutanix.com,Nutanix Console,200,619,443,https://staging.cloud.nutanix.com:443,https,nginx,text/html,GET,23.36.239.36,/,528667816,2a02:26f0:1700:18f::181c,1,False,,Nginx,,staging.cloud.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=www.xi.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",www.xi.nutanix.com,"Nutanix, Inc.",staging-calm.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8b64cb64ba5123a1006d091b73ca0160,d927b2bff634eae5939f4faa82520b78c0bf3691162a92c0f54bd40cbd1aab47,True,ctls,staging.cloud.nutanix.com,,,
staging.console.nutanix.com,Nutanix Console,200,619,443,https://staging.console.nutanix.com:443,https,nginx,text/html,GET,2.17.100.241,/,528667816,2a02:26f0:ab00::214:8e72,1,False,,Nginx,,staging.console.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=staging.frame.nutanix.com, O=Nutanix Inc, L=San Jose, ST=California, C=US",staging.frame.nutanix.com,Nutanix Inc,terminal-staging.console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2afc428dd0906654a9f41a605c517696,1f787a57fde955a54f7c449447ec656b3f48f42a44e327642329d2d91b56140d,,ctls,staging.console.nutanix.com,,,
status.nutanix.com,Nutanix Status,200,460757,443,https://status.nutanix.com:443,https,,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,4765,False,,HSTS,,status.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-27T09:43:54Z,2023-07-26T09:43:53Z,CN=accountancymanagerstatus.co.uk,accountancymanagerstatus.co.uk,,www.unikrnstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b4e81dc6d5f9fc949cc72c0c8315d7f3,204c2a95ae20e6b028f9501d0c452b3132e087f3fb7a85c6967d8aadfddc896f,,ctls,status.nutanix.com,,,
surveys.nutanix.com,Down For Maintenance,503,4133,443,https://surveys.nutanix.com:443,https,,text/html,GET,13.110.42.221,/,1433417005,13.110.46.221,65,False,,Salesforce,,surveys.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-02T00:00:00Z,2023-08-01T23:59:59Z,"CN=*.na204.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na204.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b80210243c0d73023bfdfc64615f5fc,149594e6e1ad559413e8ade203e5831ae82f964dc65adb9c6f639ae44aac3320,True,ctls,surveys.nutanix.com,,,
tableau.nutanix.com,Nutanix - Prod - Sign In,200,18958,443,https://tableau.nutanix.com:443,https,nginx,text/html,GET,192.146.155.102,/,,192.146.155.102,481,False,,Nginx,,nutanix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,nutanix.okta.com,*.mixpanel.com,https://nutanix.okta.com/login/login.htm?fromURI=%2Fapp%2Fnutanix_tableauoag_1%2Fexk1l4atqr6URYyCU0h8%2Fsso%2Fsaml%3FSAMLRequest%3DfZJfb9owFMW%252FSuT3xHEIkFqARIvWIbEV8afa9oKMc1OsJrbra1fw7RtC2dqH9cnS8f2do3N1Ryia2vJp8Ae9gpcA6KNjU2vk3ceYBKe5EaiQa9EAci%252F5evpjwbMk5dYZb6SpyQfka0IggvPKaBLNZ2Oy64kcJJM5K%252FdCMsFuhsMB9G%252FSvWRZUYkq78sKBsOix0j0CA5bckxaoxZHDDDX6IX2rZRmvTjtxyzbsCHPMp6zPySatW2UFr6jDt5b5JTq0CLqmJhnLxJpGiqsvYo7L%252FY1iGDE045ROD6zOhf%252BxQ22q9%252Bnu216KCiioeeeJJpeu9wZjaEBtwb3qiRsV4t%252Fae%252BGyTX1HAjH4t6ebl8XtDFlqCGxB9t5Ury8WSwkdmpZDO57D7%252BajETL92XfKl0q%252FfT1nveXIeTfN5tlvHxYb8hkdLbm3d7c5K%252FxiH6UR5dz%252BNkazmdLUyt5ir4Z1wj%252F%252FzyWsE5RZVx1ozxotCBVpaAkdHJJ%252BHxjkzc%253D%26RelayState%3Dhttps%253A%252F%252Ftableau.nutanix.com%252F,
tenants.nutanix.com,,404,9,443,https://tenants.nutanix.com:443,https,,text/plain,GET,95.101.45.166,/,552597979,95.101.45.166,1,False,,Sails.js,,tenants.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,tenants.nutanix.com,,,
terminal-prod.frame.nutanix.com,403 Forbidden,403,146,443,https://terminal-prod.frame.nutanix.com:443,https,nginx,text/html,GET,54.81.63.74,/,1494302000,44.215.82.39,8,False,,Nginx,,terminal-prod.frame.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.frame.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.frame.nutanix.com,"Nutanix, Inc.",frame.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cd5cb32fd802fdcd377009ac693b1c74,7bc15f598e9f71d9c2c5665b3e024775b41c880e310bfce05534ce613dcc4955,True,ctls,terminal-prod.frame.nutanix.com,,,
terminal-staging.console.nutanix.com,403 Forbidden,403,146,443,https://terminal-staging.console.nutanix.com:443,https,nginx,text/html,GET,2.16.187.107,/,1494302000,2a02:26f0:480:23::1726:62a3,8,False,,Nginx,,terminal-staging.console.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=staging.frame.nutanix.com, O=Nutanix Inc, L=San Jose, ST=California, C=US",staging.frame.nutanix.com,Nutanix Inc,terminal-staging.console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2afc428dd0906654a9f41a605c517696,1f787a57fde955a54f7c449447ec656b3f48f42a44e327642329d2d91b56140d,,ctls,terminal-staging.console.nutanix.com,,,
terminal.console.nutanix.com,403 Forbidden,403,146,443,https://terminal.console.nutanix.com:443,https,nginx,text/html,GET,2.17.100.251,/,1494302000,2a02:26f0:ab00::5c7a:d76a,8,False,,Nginx,,terminal.console.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=frame.nutanix.com, O=Nutanix Inc, L=San Jose, ST=California, C=US",frame.nutanix.com,Nutanix Inc,terminal.console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,90ddd0c371dda42f022859a9bebc3b8b,68cb8027f7400b2c01d505d403c139f2fe1ac6fc73105029fc8ddc52cbe0fb59,,ctls,terminal.console.nutanix.com,,,
test-api.xready.nutanix.com,Error,404,139,443,https://test-api.xready.nutanix.com:443,https,,text/html,GET,34.75.58.31,/,1593207841,34.75.58.31,11,False,google,,True,test-api.xready.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T02:45:56Z,2023-07-23T02:45:55Z,CN=test-api.xready.nutanix.com,test-api.xready.nutanix.com,,test-api.xready.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,787b34833aca2e02e7a403a5d02a1f93,f46d5e833d3c0219cf675e4f9f6ee29087732082dbd0d96b56be67b22939e6e8,,ctls,test-api.xready.nutanix.com,,,
test-billing-jobs.nutanix.com,,404,37,443,https://test-billing-jobs.nutanix.com:443,https,,application/json,GET,95.101.111.147,/,552597979,95.101.111.146,4,False,,HSTS,,test-billing-jobs.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,test-billing-jobs.nutanix.com,,,
test-billing.nutanix.com,Access Denied,403,298,443,https://test-billing.nutanix.com:443,https,AkamaiGHost,text/html,GET,2.17.100.152,/,-1657891047,2.17.100.224,10,False,,HSTS,,idp-test.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,idp-test.nutanix.com,,https://idp-test.nutanix.com/oauth2/authorize?response_type=code&redirect_uri=https%3A%2F%2Ftest-billing.nutanix.com%2Fproxy%2Fv1%2Fauth%2Fwso2%2Fcallback&scope=openid&state=successRedirect%3Dhttps%253A%252F%252Ftest-billing.nutanix.com%252F%26targetId%3DxiPortal&client_id=jjeAeI4BJbjr9xLo5PC5aaAvFQEa,
test-licensing.nutanix.com,Access Denied,403,300,443,https://test-licensing.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,-499709589,2a02:26f0:480:ba6::376f,10,False,,HSTS,,idp-stage.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,idp-stage.nutanix.com,,https://idp-stage.nutanix.com:443/oauth2/authorize?response_type=code&redirect_uri=https%3A%2F%2Ftest-licensing.nutanix.com%2Fapi%2Foauth2%2Fcallback&scope=openid&state=successRedirect%3D%252F&client_id=nX8KzW501CVkFiIG9fgGB8yxS58a,
test-portal.nutanix.com,Access Denied,403,276,443,https://test-portal.nutanix.com:443,https,AkamaiGHost,text/html,GET,104.102.35.93,/,-2145351714,104.102.35.93,10,False,,HSTS,,test-portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,test-portal.nutanix.com,,,
test-xi-leap-readiness.nutanix.com,Readiness Check Report for Xi Leap Onboarding,200,2346,443,https://test-xi-leap-readiness.nutanix.com:443,https,nginx/1.16.1,text/html,GET,52.8.154.250,/,1174555204,52.52.121.211,1,False,,Nginx:1.16.1,,test-xi-leap-readiness.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=test-xi-leap-readiness.nutanix.com,test-xi-leap-readiness.nutanix.com,,*.test-xi-leap-readiness.nutanix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f2f07cc8542668fcf21bbd263d660662,362f134132f11c5bbabd864507096e6e449f6efd1ddab2164385ca77b13607e0,True,ctls,test-xi-leap-readiness.nutanix.com,,,
test.salesportal.nutanix.com,NTNX SalesPortal,200,2680,443,https://test.salesportal.nutanix.com:443,https,nginx/1.19.6,text/html,GET,104.196.161.14,/,1452807281,104.196.161.14,24,False,google,Nginx:1.19.6,True,test.salesportal.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-04T00:09:36Z,2023-08-02T00:09:35Z,CN=test.salesportal.nutanix.com,test.salesportal.nutanix.com,,test.salesportal.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd20913a380944142564b4f1d5c82cfb,af8af03183d2a53e8939c535adeb9bde6bcf51baa918130faa8511a0d22de2c0,,ctls,test.salesportal.nutanix.com,*.nutanix.com,,
test.xready-scorm-player.nutanix.com,,400,37,443,https://test.xready-scorm-player.nutanix.com:443,https,,application/json,GET,104.196.28.74,/,-1761080563,104.196.28.74,1,False,google,HSTS,True,test.xready-scorm-player.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-25T12:12:47Z,2023-04-25T12:12:46Z,CN=test.xready-scorm-player.nutanix.com,test.xready-scorm-player.nutanix.com,,test.xready-scorm-player.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,11156b4dd01917ddc3fd87c7dd4697ca,dab2f1d841197c5e924b539fab29252420fedcc1292a96d06670e74653df455d,,ctls,test.xready-scorm-player.nutanix.com,*.nutanix.com,,True
