new,host,soa,txt,status_code,a,cname,ns,cdn,cdn-name,mx,caa,aaaa,has_internal_ips,internal_ips
[x],paymentsq1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.169,,,,,,,,,
[x],paymentsq2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],paymentsq3.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],paymentsq3.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.188,,,,,,,,,
[x],paymentsq4.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.245,,,,,,,,,
[x],paymentsq5.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],paymentsq6.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.112.152,,,,,,,,,
[x],paymentsq7.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.153,,,,,,,,,
[x],pb-esig-uat1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.73.48,pb-esig-uat1.jpmorgan.com,,,,,,,,
[x],pbcreditmortgage-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.62.201,pbcreditmortgage-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pbcreditmortgage.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.62.204,pbcreditmortgage.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pbuatdt.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.129.24,pbuatdt.intl.gslbjpmchase.com,,,,,,,,
[x],pbuatdu.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,pbuatdu.intl.gslbjpmchase.com,,,,,,,,
[x],pdiid01-secure01a.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiid02-secure01a.cig.chase.com,,v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiperf1.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiperf2.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiprod1.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiprod2.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiro1.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pdiro2.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],perf-pgs-services-psaas.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],perf-pgs-services.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,perf-pgs-services.amer-c2.gslbjpmchase.com,,,,,,,,
[x],perfc3-secure01ea.chase.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"2.23.7.25, 2.23.7.9","perfc3-secure01ea.chase.com.edgekey.net, e71789.a.akamaiedge.net",,,,,,,,
[x],personal.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.77.104,personal.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pfs-dr.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.176.33,,,,,,,,,
[x],pfs-qamax.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.179.181,,,,,,,,,
[x],pfsonlinedr.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.177.110,,,,,,,,,
[x],pfsonlineqa1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.83.50,,,,,,,,,
[x],pfsonlineqa2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.181.132,,,,,,,,,
[x],pfsonlineqa3.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.181.149,,,,,,,,,
[x],pfsonlineqa3a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.181.161,,,,,,,,,
[x],pfsonlineqadr.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.180.95,,,,,,,,,
[x],phoenix-asia.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],phoenixprod.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],phoenixwest.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],plexusonline.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.244,,,,,,,,,
[x],pnetluat-poc-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.206,,,,,,,,,
[x],portaldigital-uat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,portaldigital-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pr-rfmailnride.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.222,,,,,,,,,
[x],prepaid-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,paymentcard-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],prepaidcentral.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.67,prepaidcentral-tr.amer-c2.gslbjpmchase.com,,,,,,,,
[x],preview-qa2.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],preview-qa3.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],preview.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.101,preview.amer-c2.gslbjpmchase.com,,,,,,,,
[x],preview.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],prf-mobilewallet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],priips-qa.emea.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.13,priips-qa.intl.gslbjpmchase.com,,,,,,,,
[x],privatebank.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.50,,,,,,,,,
[x],privateclient.chase.com,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,"104.18.116.52, 104.18.112.52, 104.18.113.52, 104.18.114.52, 104.18.115.52","privateclient.chase.com.yext-cdn.com, cdn-ac-ff.sitescdn.net, cloudflare.sitescdn.net, cloudflare.sitescdn.net.cdn.cloudflare.net",,True,cloudflare,,,"2606:4700::6812:7434, 2606:4700::6812:7034, 2606:4700::6812:7134, 2606:4700::6812:7234, 2606:4700::6812:7334",,
[x],profile.ultimaterewardsrcpat.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],promo1.promos.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,promo1-new.amer-c2.gslbjpmchase.com,,,,,,,,
[x],properties-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.147,properties-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],properties.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.213,properties.amer-c2.gslbjpmchase.com,,,,,,,,
[x],psconnect.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.148,,,,,,,,,
[x],pwc-merchantq1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwc.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,pwc.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pwccl.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerch.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.112.220,,,,,,,,,
[x],pwcdummymerchd2.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerchd3.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerchd4.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerchi3.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerchi7.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],pwcdummymerchq3.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.112.221,,,,,,,,,
[x],pwcgwsol-qf-vip.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.109.140,,,,,,,,,
[x],pwcgwsol-qf.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],pwcpsb.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,pwcpsb.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pwcq1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.112.199,,,,,,,,,
[x],pwcqe.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.112.246,,,,,,,,,
[x],pwcqf.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,pwcqf.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pwcqg.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,pwcqg.amer-c2.gslbjpmchase.com,,,,,,,,
[x],pwcqh.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.109.151,,,,,,,,,
[x],pws-ccoqa06.chase.com,,,NOERROR,,pws-ccoqa06.amer-c2.gslbjpmchase.com,,,,,,,,
[x],px-eisp-uat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,px-eisp-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],px-eisp.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,px-eisp.amer-c2.gslbjpmchase.com,,,,,,,,
[x],q1-secure.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.204,,,,,,,,,
[x],q1-secure01a.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.203,,,,,,,,,
[x],q2-secure.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.188,,,,,,,,,
[x],q2-secure.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.188,,,,,,,,,
[x],q2-securecdn.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.186,,,,,,,,,
[x],q2-securecdn.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.186,,,,,,,,,
[x],q2-secureps.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.189,,,,,,,,,
[x],qa-api-markit.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.83.249,qa-api-markit.amer-c2.gslbjpmchase.com,,,,,,,,
[x],qa-pgs-services-psaas.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.83.143,qa-pgs-services.amer-c2.gslbjpmchase.com,,,,,,,,
[x],qa-pgs-services.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.43.197,qa-pgs-services.amer-c2.gslbjpmchase.com,,,,,,,,
[x],qa-web-markit.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,qa-web-markit.amer-c2.gslbjpmchase.com,,,,,,,,
[x],qa1-partnerapply.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.109.153,,,,,,,,,
[x],qa1-soteria.dgt.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qa1-soteriaapp1.dgt.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qa1-soteriaapp2.dgt.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qa11.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.88,,,,,,,,,
[x],qa12.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.113,,,,,,,,,
[x],qa13.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.116,,,,,,,,,
[x],qa14.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.119,,,,,,,,,
[x],qa18-old.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.118,,,,,,,,,
[x],qa2-partnerapply.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.109.154,,,,,,,,,
[x],qa2-soteriaapp1.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qa2-special-rdc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.115,,,,,,,,,
[x],qa2-special.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.115,qa2-special-rdc.chase.com,,,,,,,,
[x],qa21-old.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.147,,,,,,,,,
[x],qa3-partnerapply.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.109.155,,,,,,,,,
[x],qa31-old.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.151,,,,,,,,,
[x],qac-banking.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.100.156,,,,,,,,,
[x],qac-cards.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.89,,,,,,,,,
[x],qac-investments.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.92,,,,,,,,,
[x],qac-onlineofx.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.93,,,,,,,,,
[x],qac-payments.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.91,,,,,,,,,
[x],qac-resources.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.100.147,,,,,,,,,
[x],qac2-secure01ea.chase.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"2.20.142.112, 2.20.142.105","qac2-secure01ea.chase.com.edgekey.net, e83406.a.akamaiedge.net",,,,,,,,
[x],qac3-secure01ea.chase.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"95.101.133.34, 95.101.133.33","qac3-secure01ea.chase.com.edgekey.net, e83406.dsca.akamaiedge.net",,,,,,"2001:2030:0:17::5f65:8521, 2001:2030:0:17::5f65:8522",,
[x],qae-banking.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],qae-cards.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.103,,,,,,,,,
[x],qae-investments.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.106,,,,,,,,,
[x],qae-payments.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.105,,,,,,,,,
[x],qaebpp.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.39.20,,,,,,,,,
[x],qaemployeebanking.triad.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.178.145,,,,,,,,,
[x],qaf-cardservicingofx.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.115,,,,,,,,,
[x],qamrp.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qap1-analytics.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.140,,,,,,,,,
[x],qap1-secure.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qap1-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.98.203,q1-secure01a.cig.chase.com,,,,,,,,
[x],qap10-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qap2-analytics.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.152,,,,,,,,,
[x],qap2-secure.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.149,,,,,,,,,
[x],qap2-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.151,,,,,,,,,
[x],qap2-securep.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.166,,,,,,,,,
[x],qap3-analytics.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.156,,,,,,,,,
[x],qap3-secure.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.153,,,,,,,,,
[x],qap3-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.155,,,,,,,,,
[x],qap3-securecdn.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.154,,,,,,,,,
[x],qap3-securep.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.167,,,,,,,,,
[x],qap4-analytics.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.160,,,,,,,,,
[x],qap4-secure.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.157,,,,,,,,,
[x],qap4-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.159,,,,,,,,,
[x],qap4-securecdn.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.158,,,,,,,,,
[x],qap4-securep.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.168,,,,,,,,,
[x],qap5-analytics.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.171,,,,,,,,,
[x],qap5-secure01a.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.170,,,,,,,,,
[x],qasss.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],qaworkplace.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.181.88,,,,,,,,,
[x],query.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.234,cws-main.intl.gslbjpmchase.com,,,,,,,,
[x],ra-apac.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-apac.gslb.bankone.com,,,,,,,,
[x],ra-aus.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-aus.gslb.bankone.com,,,,,,,,
[x],ra-emea.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.215.202,ra-emea.gslb.bankone.com,,,,,,,,
[x],ra-na-ib-il.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-na-ib-il.gslb.bankone.com,,,,,,,,
[x],ra-na-ib-ny.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-na-ib-ny.gslb.bankone.com,,,,,,,,
[x],ra-na-ib.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-na-ib.gslb.bankone.com,,,,,,,,
[x],ra-sa.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.215.201,ra-sa.gslb.bankone.com,,,,,,,,
[x],ra-sgp.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra-sgp.gslb.bankone.com,,,,,,,,
[x],ra.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ra.gslb.bankone.com,,,,,,,,
[x],raaus.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,raaus.apac.gslbjpmchase.com,,,,,,,,
[x],raemea.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,raemea.emea.gslbjpmchase.com,,,,,,,,
[x],ranaib.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ranaib.amer.gslbjpmchase.com,,,,,,,,
[x],ranaibny.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,ranaibny.amer.gslbjpmchase.com,,,,,,,,
[x],rapid.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],rasa.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,rasa.emea.gslbjpmchase.com,,,,,,,,
[x],rasgp.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,"170.148.67.4, 170.148.133.131, 170.148.140.11, 170.148.67.3, 170.148.133.132, 170.148.140.12",rasgp.apac.gslbjpmchase.com,"dbss1adcx201.jpmorganchase.com, deqs1adcx201.jpmorganchase.com, dbes1adcx203.jpmorganchase.com, dcss1adcx202.jpmorganchase.com, dcvs1adcx201.jpmorganchase.com, dfas1adcx201.jpmorganchase.com, dbws1adcx203.jpmorganchase.com, drds1adcx203.jpmorganchase.com",,,,,,,
[x],raukib.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,raukib.emea.gslbjpmchase.com,,,,,,,,
[x],raukibbs.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,raukibbs.emea.gslbjpmchase.com,,,,,,,,
[x],raukibve.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,raukibve.emea.gslbjpmchase.com,,,,,,,,
[x],rd.jpmorganchase.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com","pod=19, v=spf1 include:mail.zendesk.com ~all",NOERROR,"104.16.53.111, 104.16.51.111",vrd.zendesk.com,,True,cloudflare,mail-pod-19.int.zendesk.com,,,,
[x],re.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.96.80,,,,,,,,,
[x],re2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.101.60,,,,,,,,,
[x],receivablesonlineqa.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.13,receivablesonline-qa.amer-c2.gslbjpmchase.com,,,,,,,,
[x],recovery-aem-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.235,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],recovery.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.34.9,cws-other.intl.gslbjpmchase.com,,,,,,,,
[x],referral.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.117.68,cws-other.intl.gslbjpmchase.com,,,,,,,,
[x],reports.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.201,cws-other.intl.gslbjpmchase.com,,,,,,,,
[x],resources-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.60.54,,,,,,,,,
[x],resources-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.64.54,,,,,,,,,
[x],resources.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.64.61,special.gslb.bankone.com,,,,,,,,
[x],resourcesd1.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],resourcesd2.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],resourcesd3.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
