new,host,a,soa,status_code,cname,caa,cdn,cdn-name,aaaa,ns,mx,txt,has_internal_ips,internal_ips
[x],analytics.trellix.com,"35.155.179.68, 205.251.192.158, 205.251.195.132, 205.251.196.190, 205.251.198.181","ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1717.awsdns-22.co.uk, ns-900.awsdns-48.net, ns-158.awsdns-19.com, ns-1214.awsdns-23.org",,,,
[x],apacvpn.trellix.com,103.245.47.188,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api-inteks.soc.trellix.com,"35.160.130.69, 44.239.23.222, 35.83.138.38","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api.inteks.cop-trellix.com, 5d7f9af7-inteks-kong3albin-4f5d-53087657.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],api-lowerint.soc.trellix.com,"54.69.170.232, 34.211.129.76, 52.27.124.5","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api.lowerint.cop-trellix.com, k8s-lowerint-kong3alb-e6c93d1e27-953025616.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],api.soc.ap-south-1.trellix.com,,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api-edrind.edrind.ccs-trellix.com, k8s-edrind-kong3alb-5c8622149d-492089183.ap-south-1.elb.amazonaws.com",,,,,,,,,
[x],api.soc.ap-southeast-2.trellix.com,,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,"api-edraps.edraps.ccs-trellix.com, k8s-edraps-kong3alb-58e29c05eb-1601124592.ap-southeast-2.elb.amazonaws.com",,,,,"ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
[x],api.soc.ca-central-1.trellix.com,"15.222.174.225, 3.97.36.246, 15.223.7.145","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"api-edrcac.edrcac.ccs-trellix.com, k8s-edrcac-kong3alb-d2ce8d05ae-1974459574.ca-central-1.elb.amazonaws.com",,,,,,,,,
[x],api.soc.eu-central-1.trellix.com,"3.125.7.189, 18.184.0.70, 3.68.173.147","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"api-edreuc.edreuc.ccs-trellix.com, k8s-edreuc-kong3alb-74454643fa-1882969819.eu-central-1.elb.amazonaws.com",,,,,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,
[x],api.soc.preprod.trellix.com,"54.184.238.161, 54.213.135.151, 44.240.231.164","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api-edrpreprod.edrpreprod.ccs-trellix.com, k8s-edrprepr-kong3alb-871ebe1a72-1239451050.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],api.soc.us-east-1.trellix.com,"3.209.182.55, 67.202.19.121, 23.22.100.236","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"api-edruse.edruse.ccs-trellix.com, k8s-edruse-kong3alb-26ca5fd45b-1228918254.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],artifactory-dev.trellix.com,"10.40.42.95, 10.40.42.54","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a2bc65f51b4b149d1a44db6f7b727c00-dde010a12b0b47aa.elb.us-west-2.amazonaws.com,,,,,,,,True,"10.40.42.95, 10.40.42.54"
[x],artifactory-stage.trellix.com,"10.40.42.6, 10.40.42.125","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ae23505db2e7147728cbc24637fe0999-3c7bbb50f4efdbba.elb.us-west-2.amazonaws.com,,,,,,,,True,"10.40.42.6, 10.40.42.125"
[x],artifactory.trellix.com,"10.40.7.138, 10.40.6.239","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,a58c1baa2ae1444888d111050d0bc10c-f8f12d94fa8939af.elb.us-west-2.amazonaws.com,,,,,,,,True,"10.40.7.138, 10.40.6.239"
[x],cdn2.manage.trellix.com,"23.32.238.99, 23.32.238.122","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,"cdn2.manage.trellix.com.edgesuite.net, a1903.dscd.akamai.net",,,,"2a02:26f0:6c00::210:ba29, 2a02:26f0:6c00::210:ba2a",,,,,
[x],cs-notices.trellix.com,"52.54.96.194, 18.208.125.13, 3.92.120.28, 34.237.219.119, 3.215.172.219","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,"ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,
[x],data.pendo.trellix.com,142.250.186.51,"ns1.google.com, dns-admin.google.com",NOERROR,"qchaebpmbnukv9uef7kubbnct5k3lmti-data.customer.pendo.io, ghs.googlehosted.com",,,,2a00:1450:4001:806::2013,,,,,
[x],dev-login.trellix.com,"3.33.152.248, 15.197.151.86","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"dev-login-trellix.customdomains.okta.com, ok7-custom-crtrs.okta.com, ok7-custom-crtrs.oktaedge.okta.com, a9d4dea8e2661b2ed.awsglobalaccelerator.com",,,,,,,,,
[x],dlp.manage.trellix.com,,"ns-302.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1274.awsdns-31.org, ns-1621.awsdns-10.co.uk, ns-302.awsdns-37.com, ns-600.awsdns-11.net",,,,
[x],dlp.preprod.manage.trellix.com,,"ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1467.awsdns-55.org, ns-1622.awsdns-10.co.uk, ns-250.awsdns-31.com, ns-968.awsdns-57.net",,,,
[x],domaintest.xconsole.trellix.com,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com, ns-328.awsdns-41.com",NOERROR,,,,,,"ns-1415.awsdns-48.org, ns-1726.awsdns-23.co.uk, ns-504.awsdns-63.com, ns-870.awsdns-44.net",,,,
[x],emeavpn.trellix.com,161.69.153.188,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gamma.xconsole.trellix.com,"18.154.63.37, 18.154.63.53, 18.154.63.89, 18.154.63.67","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-1551.awsdns-01.co.uk, ns-960.awsdns-56.net, ns-97.awsdns-12.com, ns-1049.awsdns-03.org",,,,
[x],gcpapi.manage.trellix.com,"13.32.121.63, 13.32.121.107, 13.32.121.65, 13.32.121.19","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],hapap2.ap.xdr.trellix.com,"18.179.190.21, 52.198.248.40, 52.69.93.45","ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hapeu2.eu.xdr.trellix.com,"18.157.242.86, 52.57.152.75, 35.156.145.82","ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],in-hyd-sbc-1.trellix.com,136.179.57.28,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jira-dev.trellix.com,"44.227.39.243, 34.216.252.85","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,pes-nlb-jira-dev-00-4d6f4bf7b59b51b6.elb.us-west-2.amazonaws.com,,,,,,,,,
[x],metrics.trellix.com,"63.140.62.164, 63.140.62.135, 63.140.62.160","ns201.adobe.net, hostmaster.adobe.com",NOERROR,trellix.com.sc.omtrdc.net,,,,,"ns204.adobe.net, ns206.adobe.net, ns401.adobe.net, ns402.adobe.net, ns403.adobe.net, ns404.adobe.net, ns203.adobe.net, ns202.adobe.net, ns201.adobe.net, ns205.adobe.net",,,,
[x],mvision.trellix.com,"205.251.192.250, 205.251.195.218, 205.251.197.178, 205.251.198.95","ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-986.awsdns-59.net, ns-1631.awsdns-11.co.uk, ns-250.awsdns-31.com, ns-1458.awsdns-54.org",,,,
[x],packages.xconsole.trellix.com,"18.66.233.99, 18.66.233.85, 18.66.233.4, 18.66.233.11, 205.251.199.26","ns-1818.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,2600:9000:5303:f500::1,"ns-1236.awsdns-26.org, ns-1818.awsdns-35.co.uk, ns-122.awsdns-15.com, ns-1013.awsdns-62.net",,,,
[x],preprod.auth.ui.trellix.com,"52.222.236.20, 52.222.236.124, 52.222.236.46, 52.222.236.95","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-1539.awsdns-00.co.uk, ns-61.awsdns-07.com, ns-939.awsdns-53.net, ns-1094.awsdns-08.org",,,,
[x],preprod.realprotect.trellix.com,"35.161.191.172, 52.25.167.223, 100.21.119.14","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,rpcld-realp-1gihior5dnnq4-1122106041.us-west-2.elb.amazonaws.com,,,,,,,,,
[x],preprod.uam.ui.trellix.com,"13.32.121.19, 13.32.121.128, 13.32.121.3, 13.32.121.15","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-113.awsdns-14.com, ns-869.awsdns-44.net, ns-1177.awsdns-19.org, ns-1604.awsdns-08.co.uk",,,,
[x],realprotect.qa.trellix.com,"35.82.72.93, 35.83.98.227, 52.10.8.12","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,rpcld-realp-lv0iaag0n9r6-1380176097.us-west-2.elb.amazonaws.com,,,,,,,,,
[x],resources.trellix.com,"104.17.72.206, 104.17.73.206, 104.17.74.206, 104.17.70.206, 104.17.71.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"musarubrausllc.mktoweb.com, ab56.mktossl.com",,True,cloudflare,,"ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
[x],s-download.trellix.com,"2.16.181.67, 2.20.132.2","n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s-download.trellix.com.edgekey.net, e102576.dscd.akamaiedge.net",,,,"2a02:26f0:64::214:8402, 2a02:26f0:64::210:b543",,,,,
[x],samplesubmit.trellix.com,"13.32.99.88, 13.32.99.122, 13.32.99.12, 13.32.99.66","ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2vz2iq7ide7q6.cloudfront.net,,True,cloudfront,,"ns-251.awsdns-31.com, ns-538.awsdns-03.net, ns-1261.awsdns-29.org, ns-2005.awsdns-58.co.uk",,,,
[x],servicenowstage.trellix.com,149.96.250.27,"edns140.ultradns.com, root.service-now.com",NOERROR,trellixstage.service-now.com,,,,,,,,,
[x],sgw-edrusw-vnext.soc.trellix.com,"35.162.229.88, 52.33.100.2, 34.214.173.83","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edrusw-vnext.soc.edrusw-vnext.ccs-trellix.com, k8s-supportg-supportg-dcfa10e18c-231328470.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],sgw-vnext.soc.preprod.trellix.com,"44.242.79.13, 54.187.235.167, 54.201.123.107","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-vnext.soc.edrpreprod-vnext.ccs-trellix.com, k8s-supportg-supportg-a8cfc6d35d-483972371.us-west-2.elb.amazonaws.com",,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
[x],sgw.soc.ca-central-1.trellix.com,"15.223.94.14, 99.79.25.131, 52.60.81.55","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edrcac.edrcac.ccs-trellix.com, a6b399ad-edrcacsupportgate-4d00-343757576.ca-central-1.elb.amazonaws.com",,,,,,,,,
[x],sgw.soc.preprod.trellix.com,"54.149.11.90, 52.34.1.15, 52.32.37.185","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edrpreprod.edrpreprod.ccs-trellix.com, 541eab50-edrpreprodsupport-45b3-1328244836.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],soapqa.trellix.com,136.179.57.96,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
[x],ssh.manage.trellix.com,"35.161.171.161, 34.215.152.120","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],staging.auth.trellix.com,"52.38.151.72, 44.229.192.163, 35.82.128.107","ns-629.awsdns-14.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1550.awsdns-01.co.uk, ns-629.awsdns-14.net, ns-91.awsdns-11.com, ns-1385.awsdns-45.org",,,,
[x],stg-login.trellix.com,"99.83.239.254, 75.2.114.79","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"stg-login-trellix.customdomains.okta.com, ok1-custom-crtrs.okta.com, ok1-custom-crtrs.oktaedge.okta.com, a2e40bf056f673113.awsglobalaccelerator.com",,,,,,,,,
[x],supportgw-edraps.soc.trellix.com,"52.65.172.178, 13.236.54.33, 54.253.22.172","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edraps.edraps.ccs-trellix.com, eb597eb7-edrapssupportgate-e0c3-1474817462.ap-southeast-2.elb.amazonaws.com",,,,,"ns-1456.awsdns-54.org, ns-1910.awsdns-46.co.uk, ns-654.awsdns-17.net, ns-99.awsdns-12.com, ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
[x],supportgw-edreuc.soc.trellix.com,"3.127.143.81, 3.67.140.45, 18.185.76.137","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edreuc.edreuc.ccs-trellix.com, 8c90324a-edreucsupportgate-405f-745584812.eu-central-1.elb.amazonaws.com",,,,,,,,,
[x],supportgw-edrind.soc.trellix.com,"3.111.114.175, 13.127.160.22, 52.66.73.209","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edrind.edrind.ccs-trellix.com, b2d89517-edrindsupportgate-271e-1381200468.ap-south-1.elb.amazonaws.com",,,,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,
[x],supportgw-edruse.soc.trellix.com,"34.206.50.221, 54.152.19.149, 52.200.93.102","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edruse.edruse.ccs-trellix.com, 2f8f9389-edrusesupportgate-72b6-771033144.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],supportgw-edrusw.soc.trellix.com,"52.34.254.205, 52.38.116.69, 44.242.62.255","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"sgw-edrusw.edrusw.ccs-trellix.com, dc36e2c1-edruswsupportgate-b1fe-1043149965.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],supportgw-inteks.soc.trellix.com,"44.240.120.34, 100.20.167.201, 44.236.154.153","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"supportgw.inteks.cop-trellix.com, k8s-intekssu-supportg-bf18d56e10-1385104028.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],supportgw-lowerint.soc.trellix.com,"54.213.163.137, 44.241.235.73, 35.85.91.82","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"supportgw.lowerint.cop-trellix.com, k8s-lowerint-supportg-379155b9ac-1878794670.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],supportm-prod.trellix.com,161.69.141.67,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],taxii.trellix.com,54.159.98.224,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tc1.teamcity.trellix.com,"10.40.6.136, 10.40.7.226","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,internal-tc1-813364367.us-west-2.elb.amazonaws.com,,,,,,,,True,"10.40.6.136, 10.40.7.226"
[x],tc2.teamcity.trellix.com,"10.40.7.27, 10.40.6.172","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,internal-tc2-1693767148.us-west-2.elb.amazonaws.com,,,,,,,,True,"10.40.7.27, 10.40.6.172"
[x],tc3.teamcity.trellix.com,"10.40.6.29, 10.40.7.140","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,internal-tc3-1316789038.us-west-2.elb.amazonaws.com,,,,,,,,True,"10.40.6.29, 10.40.7.140"
[x],test2.dev.insights.trellix.com,"34.216.171.10, 100.20.224.209","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,in-dev-elb-test2-tx-1759561738.us-west-2.elb.amazonaws.com,,,,,,,,,
[x],test4.dev.insights.trellix.com,"18.66.97.25, 18.66.97.39, 18.66.97.23, 18.66.97.29","ns-1816.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d1xz60s55ms2ty.cloudfront.net,,True,cloudfront,,"ns-1045.awsdns-02.org, ns-1816.awsdns-35.co.uk, ns-355.awsdns-44.com, ns-969.awsdns-57.net",,,,
[x],test5.dev.insights.trellix.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d3bhmlj1z53s3y.cloudfront.net,,True,cloudfront,"2600:9000:2551:6e00:1d:8884:8380:93a1, 2600:9000:2551:2000:1d:8884:8380:93a1, 2600:9000:2551:9600:1d:8884:8380:93a1, 2600:9000:2551:1200:1d:8884:8380:93a1, 2600:9000:2551:5200:1d:8884:8380:93a1, 2600:9000:2551:f200:1d:8884:8380:93a1, 2600:9000:2551:4e00:1d:8884:8380:93a1, 2600:9000:2551:4600:1d:8884:8380:93a1","ns-1306.awsdns-35.org, ns-1597.awsdns-07.co.uk, ns-418.awsdns-52.com, ns-666.awsdns-19.net",,,,
[x],test6.dev.insights.trellix.com,"143.204.89.100, 143.204.89.67, 143.204.89.116, 143.204.89.108","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,d23mhsduygg0lv.cloudfront.net,,True,cloudfront,"2600:9000:2156:7800:10:1f17:c4c0:93a1, 2600:9000:2156:f200:10:1f17:c4c0:93a1, 2600:9000:2156:3400:10:1f17:c4c0:93a1, 2600:9000:2156:3e00:10:1f17:c4c0:93a1, 2600:9000:2156:f600:10:1f17:c4c0:93a1, 2600:9000:2156:e400:10:1f17:c4c0:93a1, 2600:9000:2156:4400:10:1f17:c4c0:93a1, 2600:9000:2156:dc00:10:1f17:c4c0:93a1","ns-968.awsdns-57.net, ns-1518.awsdns-61.org, ns-1794.awsdns-32.co.uk, ns-369.awsdns-46.com",,,,
[x],tps.manage.trellix.com,"52.222.214.14, 52.222.214.28, 52.222.214.95, 52.222.214.116","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],uat.b2b-download.trellix.com,"104.110.240.40, 2.19.195.201","n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"uat.b2b-download.trellix.com.edgekey.net, e100923.dscd.akamaiedge.net",,,,"2a02:26f0:fe00::686e:f0b9, 2a02:26f0:fe00::686e:f041",,,,,
[x],uat.nspupdate.trellix.com,"2.20.132.149, 2.20.132.147","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,"uat.nspupdate.trellix.com.edgekey.net, e100923.d.akamaiedge.net",,,,,,,,,
[x],uat.s-download.trellix.com,"23.43.58.16, 23.43.58.74","n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"uat.s-download.trellix.com.edgekey.net, e100923.dscd.akamaiedge.net",,,,"2600:141b:e800:31::172f:9053, 2600:141b:e800:31::172f:904a",,,,,
[x],ui-lowerint.soc.trellix.com,"34.212.145.154, 54.200.134.237, 52.34.166.20","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.lowerint.cop-trellix.com, f24bf861-lowerint-staticco-5ae2-1382680269.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],ui-preeks.soc.trellix.com,"54.70.156.27, 35.83.96.132, 52.25.195.66","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.preeks.cop-trellix.com, 341383dd-preeks-staticcont-3836-862177806.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],ui.apps.helix.trellix.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-508.awsdns-63.com, ns-812.awsdns-37.net, ns-1213.awsdns-23.org, ns-1980.awsdns-55.co.uk",,,,
[x],ui.soc.ap-southeast-2.trellix.com,"54.252.85.135, 13.238.112.35, 3.104.166.235","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,"ui-edraps.edraps.ccs-trellix.com, eb597eb7-edraps-staticcont-f395-1491145976.ap-southeast-2.elb.amazonaws.com",,,,,,,,,
[x],ui.soc.ca-central-1.trellix.com,"15.222.166.67, 35.182.98.6, 15.222.48.99","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ui-edrcac.edrcac.ccs-trellix.com, a6b399ad-edrcac-staticcont-7aeb-1967433503.ca-central-1.elb.amazonaws.com",,,,,,,,,
[x],ui.soc.eu-central-1.trellix.com,"18.192.130.68, 18.198.126.89, 3.77.172.55","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ui-edreuc.edreuc.ccs-trellix.com, 8c90324a-edreuc-staticcont-42c0-2100902501.eu-central-1.elb.amazonaws.com",,,,,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,
[x],ui.soc.preprod.trellix.com,"44.227.87.70, 44.233.105.149, 52.35.57.232","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui-edrpreprod.edrpreprod.ccs-trellix.com, 541eab50-edrpreprod-static-a2bf-1217737318.us-west-2.elb.amazonaws.com",,,,,,,,,
[x],ui.soc.us-east-1.trellix.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ui-edruse.edruse.ccs-trellix.com, 2f8f9389-edruse-staticcont-6b92-485506672.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],www.staging.uam.api.trellix.com,,,NOERROR,,,,,,,,,,
[x],www.teamcity.trellix.com,54.144.128.85,,NOERROR,,,,,,,,,,
,550g.trellix.com,136.179.57.108,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,550int.trellix.com,10.44.93.36,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,10.44.93.36
,account.beta.manage.trellix.com,"54.149.202.255, 52.38.150.231","ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,account.manage.trellix.com,"52.24.116.139, 34.213.221.180","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,agentm-dr.trellix.com,136.179.56.54,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,agile.qa.trellix.com,136.179.57.103,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,agile.trellix.com,136.179.57.122,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,agilefile.qa.trellix.com,136.179.57.104,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
,agilefile.trellix.com,136.179.57.127,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
,ah-usw004.manage.trellix.com,"34.223.245.25, 34.213.4.21","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,alpha.domaintest.xconsole.trellix.com,,"ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com, ns-1049.awsdns-03.org",NOERROR,,,,,,,,,,
,alpha.xconsole.trellix.com,"13.225.78.24, 13.225.78.82, 13.225.78.8, 13.225.78.86","ns-219.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-219.awsdns-27.com, ns-933.awsdns-52.net, ns-1030.awsdns-00.org, ns-1627.awsdns-11.co.uk",,,,
,amcore-ens.rest.gti.trellix.com,"13.41.62.230, 3.10.195.223","ns-751.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"rest.gtiservice.trellix.akadns.net, rest-trellix-lb-london.gtinative.cloudplatform.mcafee.com",,,,,,,,,
,ap.etp.trellix.com,"104.18.34.211, 172.64.153.45","bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,"2606:4700:4400::ac40:992d, 2606:4700:4400::6812:22d3",,,,,
,ap.xdr.trellix.com,"18.179.190.21, 52.69.93.45, 52.198.248.40","ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-355.awsdns-44.com, ns-664.awsdns-19.net, ns-1440.awsdns-52.org, ns-1906.awsdns-46.co.uk",,,,
,api.manage.trellix.com,"13.224.189.7, 13.224.189.33, 13.224.189.93, 13.224.189.9","ns-847.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,api.soc.us-west-2.trellix.com,"44.230.61.128, 44.229.87.68, 52.89.83.104","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api.soc.trellix.com, api-edrusw.edrusw.ccs-trellix.com, k8s-edrusw-kong3alb-78a673b859-1539499038.us-west-2.elb.amazonaws.com",,,,,,,,,
,api.vnext.xdrint.trellix.com,"44.240.4.100, 44.239.75.252, 54.189.117.194","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"api.vnext.xdrint-trellix.com, apigw.vnext.xdrint-trellix.com",,,,,,,,,
,api.xdr.trellix.com,"54.201.237.189, 34.209.111.86, 52.88.242.147","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api-xdrint.xdrint.xdr-mcafee.com, k8s-xdrint-kong3alb-2c673bd69f-1219282661.us-west-2.elb.amazonaws.com",,,,,,,,,
,api.xdrint.trellix.com,"52.88.242.147, 34.209.111.86, 54.201.237.189","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"api.xdrint-trellix.com, k8s-xdrint-kong3alb-2c673bd69f-1219282661.us-west-2.elb.amazonaws.com",,,,,,,,,
