new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ptr,has_internal_ips,internal_ips,txt,mx,ns,caa
[x],whatsnew.spotify.net,10.174.16.129,"edge-proxy-internal-guc.spotify.net, edge-proxy-internal-guc3.spotify.net","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.174.16.129,,,,
[x],whatsthedealwithasmr.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,google-site-verification=XQEAP9KsvTyemtTInGQuwhyPXwdzEMuH0D0HlDpR2tQ,,"a.portsdns.se, b.portsdns.net",
[x],whatsthedealwithasmr.justaddspotify.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],whatswrongwithmysucculent.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,google-site-verification=9zzcwe7I8Rh0grvoibvSp5IT8tMHajsLDazVr6httDw,,"a.portsdns.se, b.portsdns.net",
[x],whatswrongwithmysucculent.justaddspotify.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],whowebe.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,"a.portsdns.se, b.portsdns.net",
[x],whycantigettosleep.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,google-site-verification=hSYLDjyz-ye5hGQ94erCIEG54BftAdXQ7mPC2nuFo3Y,,"b.portsdns.net, a.portsdns.se",
[x],whycantigettosleep.justaddspotify.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],wikipedia.cmeureka.data.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],withspotify.com,"198.51.44.7, 198.51.45.7, 198.51.44.71, 198.51.45.71, 216.239.32.108, 216.239.34.108, 216.239.36.108, 216.239.38.108",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2620:4d:4000:6259:7:7:0:1, 2a00:edc0:6259:7:7::2, 2620:4d:4000:6259:7:7:0:3, 2a00:edc0:6259:7:7::4, 2001:4860:4802:32::6c, 2001:4860:4802:34::6c, 2001:4860:4802:36::6c, 2001:4860:4802:38::6c",,,,"detectify-verification=5e828a3bbc9ea38ce98d1a3876969aab, detectify-verification=54d41dfe343d8dc0a42f807511a0c070, v=spf1 -all, google-site-verification=_EXxYPPBWznpqZEdqO7gl314E_MWxaiKDQ1qSVCd-9Q",,"ns-cloud-c4.googledomains.com, dns1.p07.nsone.net, dns2.p07.nsone.net, ns-cloud-c1.googledomains.com, dns3.p07.nsone.net, dns4.p07.nsone.net, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com",
[x],wl.spotify.com,"52.9.114.249, 18.144.127.61, 13.57.168.50, 52.52.9.112",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,v=spf1 -all,,,"digicert.com, entrust.net, letsencrypt.org"
[x],wolfroxywww-test-engineeringalumni.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],wolfroxywww-test.alumni-illyes-bors-www-test.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],wolfroxywww-testftp.moodle.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],women.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],workday.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],wowgulbi3.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],wpp-partner-staging.spotifyforbrands.com,"216.239.36.21, 216.239.32.21, 216.239.34.21, 216.239.38.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,google-site-verification=zUYZf9BtdCp1mLYvAWGGIaQ2_F8JxnBVVB157k1EzTc,,,
[x],wpp-partner.spotifyforbrands.com,,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],wpp.spotifyforbrands.com,52.26.33.107,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],wrapped.spotifyforbrands.com,142.250.181.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82f::2013,,,,,,,
[x],wrappedforartists.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],wrappedgift.byspotify.com,"216.239.36.21, 216.239.34.21, 216.239.32.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15",,,,,,,
[x],wrappedprediction.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],wrappedrevealbreakfast.byspotify.com,54.84.134.174,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],wrappedrevealbriefing.byspotify.com,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,,
[x],writing.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],wwasabi-test3kwasabi-test3pedwasabi-test3a.cms.data.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www--mfp-bw-ftp.moodle.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-02.antivirus-m.stage.www-dev.admin.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-antivirus.archives-patty.www-test.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-antivirus.patty.www-test.alumni.antivirusreferat.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-arsenal-wolfroxywww-test.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-dev-synnexadmin.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-dev.admin.alumni-antivirusschool.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-disabled.alumni.alumniazure.dev.soundtrap.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-disabled.morning-antivirusalumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-staging.antivirus.www-test.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-test-ebysportalwww-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-test.alumni-antivirusnf.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-test.alumni-juridikuprivate-alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-test.alumni.calentamientoglobal04.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www-test.secure.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-test.skins.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-test.www-antivirusww-tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-testantivirus-scottcook.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-testtestnode.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-testvpndebicaantivirus.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www-testwwwpad.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.2020.byspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.3elegidas.withspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c06::79,,,,,,,
[x],www.90scountry.byspotify.com,142.250.185.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.a1live.withspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.aa.www-dev.admin.antivirus.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.acme.withspotify.com,142.250.185.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.adidas-superstar.withspotify.com,108.177.14.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c0d::79,,,,,,,
[x],www.adidas4dfwd.withspotify.com,142.250.80.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4006:80d::2013,,,,,,,
[x],www.adidasrunnningjp.withspotify.com,172.217.17.147,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400a:802::2013,,,,,,,
[x],www.ajtracey.withspotify.com,142.250.203.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:810::2013,,,,,,,
[x],www.albertsons.withspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.albumedition.byspotify.com,172.217.16.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:804::2013,,,,,,,
[x],www.alfaromeotonale.withspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.all-music-friday.byspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.allearsid.byspotify.com,173.194.221.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c1e::79,,,,,,,
[x],www.amplifiher.byspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.an-kamensk.admin.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.anchorpodcastlab.withspotify.com,74.125.205.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c07::79,,,,,,,
[x],www.antivirus.antivirus-fe-wolfroxywww-test.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.wolfroxywww-test.alumnimymonroewww.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni-defensieweb.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni-jakarta.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni-kolbuszowa.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni-lab.dev.soundtrap.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni.0.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni.promocja.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumni.w3.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.alumnimyatma.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.antivirus.www-test.podkarpacka.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.api1-staging.spotifyforbrands.com,142.250.181.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.api1.spotifyforbrands.com,142.250.203.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:810::2013,,,,,,,
[x],www.api2.spotifyforbrands.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.arlalactofree.withspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.artofthebarcart.withspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.audiohub.byspotify.com,64.233.165.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c02::79,,,,,,,
[x],www.audiointeractivity.byspotify.com,54.84.134.174,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],www.aumenteovolumedoseuorgulho.withspotify.com,142.251.16.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c0b::79,,,,,,,
[x],www.axelolla.withspotify.com,142.251.16.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c17::79,,,,,,,
[x],www.backstage.io,"185.199.111.153, 185.199.110.153, 185.199.109.153, 185.199.108.153",backstage.github.io,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"2606:50c0:8003::153, 2606:50c0:8002::153, 2606:50c0:8000::153, 2606:50c0:8001::153",,,,,,,"digicert.com, letsencrypt.org"
[x],www.blackhistoryisnow.com,"3.142.106.21, 18.188.197.192",blackhistoryisnow.com,"ns1.p10.dynect.net, registry.ports.net",NOERROR,,,,,,,91334a2efdef4f628b1108ba53bebab3,,"ns1.p10.dynect.net, ns2.p10.dynect.net, ns3.p10.dynect.net, ns4.p10.dynect.net",
[x],www.boniver.withspotify.com,172.217.168.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400a:802::2013,,,,,,,
[x],www.bose-segments-staging.spotifyforbrands.com,142.251.36.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:811::2013,,,,,,,
[x],www.brand.atspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.britishairways.withspotify.com,142.251.16.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c0b::79,,,,,,,
[x],www.bts-be.withspotify.com,172.217.168.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,,
[x],www.bumble.withspotify.com,142.250.184.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82f::2013,,,,,,,
[x],www.burgermystere.withspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c06::79,,,,,,,
[x],www.cadburysilk.withspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.cajitasmercadolibre.withspotify.com,74.125.205.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c05::79,,,,,,,
[x],www.californiaroadtrips.withspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:827::2013,,,,,,,
[x],www.carnival.withspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.carrs.withspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:812::2013,,,,,,,
[x],www.casaspotifymexico.byspotify.com,142.250.80.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4006:80d::2013,,,,,,,
[x],www.cds.byspotify.com,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],www.cinch.withspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82f::2013,,,,,,,
[x],www.classof07.withspotify.com,142.250.80.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4006:80d::2013,,,,,,,
[x],www.clips.byspotify.com,142.251.36.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:811::2013,,,,,,,
[x],www.code.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],www.consumer.www-test.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.cornetto.withspotify.com,172.217.16.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.corracomadidas.withspotify.com,173.194.222.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c03::79,,,,,,,
[x],www.creativeportal.spotifyforbrands.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],www.creativeportfolio-staging.spotifyforbrands.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.cristianoronaldo.www-dev.admin.alumni.dev.soundtrap.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.ctacards.byspotify.com,172.253.122.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c17::79,,,,,,,
[x],www.ctc.withspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82f::2013,,,,,,,
[x],www.culturenext.byspotify.com,142.250.181.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:802::2013,,,,,,,
[x],www.culturenext2022.byspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c06::79,,,,,,,
[x],www.culturenextvol1-sea.spotifyforbrands.com,,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:803::2013,,,,,,,
[x],www.darranstewart.users.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.demobuilder-staging.spotifyforbrands.com,142.250.186.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.demobuilder.spotifyforbrands.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.dentsu-partner-staging.spotifyforbrands.com,172.253.122.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c17::79,,,,,,,
[x],www.depoisdouniverso.withspotify.com,142.251.16.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c09::79,,,,,,,
[x],www.descubretuflow.byspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:830::2013,,,,,,,
[x],www.diadasmaesrenner.withspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:808::2013,,,,,,,
[x],www.diademuertos.enspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.diasmelhoresdeverao.withspotify.com,142.251.36.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:802::2013,,,,,,,
[x],www.discovery.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c06::79,,,,,,,
[x],www.diversaocomegeochoc.withspotify.com,142.251.16.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c0b::79,,,,,,,
[x],www.diy.byspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.dos-equis.withspotify.com,108.177.14.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c02::79,,,,,,,
[x],www.dosequis.withspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],www.dreamworkstrollsworldtour.withspotify.com,142.251.39.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:802::2013,,,,,,,
[x],www.duolovesongs.byspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],www.dusk.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],www.engineering.atspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
