new,host,a,aaaa,soa,ns,status_code,cdn,cdn-name,cname,has_internal_ips,internal_ips,txt,caa,mx
,sproutspbi.pbis-cf-dev.instacart.tools,"104.18.1.148, 104.18.0.148","2606:4700::6812:194, 2606:4700::6812:94","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sre.instacart.tools,"18.210.244.94, 52.7.245.62, 18.205.179.162",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,staples-can.pbis-cf.instacart.com,"188.114.98.229, 188.114.99.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,staples-qc.pbis-cf.instacart.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,static-secure.instacart.com,"34.228.250.212, 34.199.120.209",,"ns-1114.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1114.awsdns-11.org, ns-1853.awsdns-39.co.uk, ns-35.awsdns-04.com, ns-781.awsdns-33.net",NOERROR,,,"static-secure.instacart.com.ss-domain.com, secure.instacart.com.ss-domain.com",,,,"amazon.com, amazonaws.com, amazontrust.com, awstrust.com",
,stew-leonards-wine.instacart.com,"104.18.15.156, 104.18.14.156","2606:4700::6812:e9c, 2606:4700::6812:f9c","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,stew-leonards-wine.pbis-cf.instacart.com,,,,,
,stewleonards.dev.instacart.tools,"104.18.11.233, 104.18.10.233","2606:4700::6812:ae9, 2606:4700::6812:be9","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,stewleonards.pbis-cf-dev.instacart.tools,,,,,
,stewleonards.pbis-cf-dev.instacart.tools,"104.18.10.233, 104.18.11.233","2606:4700::6812:be9, 2606:4700::6812:ae9","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,stop-shop-express.pbis-cf.instacart.com,"104.18.14.43, 104.18.15.43","2606:4700::6812:e2b, 2606:4700::6812:f2b","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,stop-shop.pbis-cf.instacart.com,"104.18.7.184, 104.18.6.184","2606:4700::6812:7b8, 2606:4700::6812:6b8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,stopandshop.instacart.com,"104.18.6.184, 104.18.7.184","2606:4700::6812:7b8, 2606:4700::6812:6b8","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,stop-shop.pbis-cf.instacart.com,,,,,
,strack-van-til.pbis-cf.instacart.com,"104.18.21.133, 104.18.20.133","2606:4700::6812:1485, 2606:4700::6812:1585","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,straubs.instacart.com,"104.18.21.21, 104.18.20.21, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1415, 2606:4700::6812:1515, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,straubs.pbis-cf.instacart.com,,,,,
,straubs.pbis-cf.instacart.com,"104.18.21.21, 104.18.20.21, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1515, 2606:4700::6812:1415, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sunset-foods.pbis-cf.instacart.com,"104.18.19.213, 104.18.18.213","2606:4700::6812:12d5, 2606:4700::6812:13d5","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sunsetfoods.instacart.com,"104.18.19.213, 104.18.18.213","2606:4700::6812:12d5, 2606:4700::6812:13d5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,sunset-foods.pbis-cf.instacart.com,,,,,
,super-1-foods.pbis-cf.instacart.com,,"2606:4700::6812:10b1, 2606:4700::6812:11b1","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,super-king.pbis-cf.instacart.com,"104.18.17.226, 104.18.16.226","2606:4700::6812:11e2, 2606:4700::6812:10e2","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,superfresh.instacart.com,,,,"ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,superfresh.pbis-cf.instacart.com,,,,,
,superior-grocers.pbis-cf.instacart.com,"104.18.5.38, 104.18.4.38",,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,superking.instacart.com,"104.18.17.226, 104.18.16.226","2606:4700::6812:11e2, 2606:4700::6812:10e2","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,super-king.pbis-cf.instacart.com,,,,,
,t.ads.instacart.com,"54.221.50.8, 54.243.161.55, 54.166.96.114",,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,,,custom-tracking.salesloft.com,,,,"pki.goog, comodoca.com, digicert.com, letsencrypt.org",
,tech.instacart.com,"52.4.38.70, 52.5.181.79, 52.6.46.142, 52.4.175.111, 52.4.240.221, 52.1.119.170, 52.4.145.119, 52.1.173.203, 52.6.3.192, 52.0.16.118, 52.4.225.124, 52.1.147.205",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,teleport.enterprise.instacart.com,10.232.215.42,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,True,10.232.215.42,,,
,test.pbis-cf-dev.instacart.tools,,,,,NOERROR,,,,,,,,
,the-99-store.pbis-cf.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,the-fresh-market-onecart.pbis-cf.instacart.com,"104.18.11.32, 104.18.10.32","2606:4700::6812:a20, 2606:4700::6812:b20","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,the-fresh-market.pbis-cf.instacart.com,"104.18.19.60, 104.18.18.60","2606:4700::6812:133c, 2606:4700::6812:123c","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,thefoodemporiumshoppe.instacart.com,"104.18.8.197, 104.18.9.197","2606:4700::6812:9c5, 2606:4700::6812:8c5","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,the-food-emporium-shoppe.pbis-cf.instacart.com,,,,,
,thefreshmarket-onecart.pbis-cf-dev.instacart.tools,"104.18.12.91, 104.18.13.91","2606:4700::6812:c5b, 2606:4700::6812:d5b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,thesweetpotato.pbis-cf.instacart.com,"104.18.7.161, 104.18.6.161","2606:4700::6812:7a1, 2606:4700::6812:6a1","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,three-bears-alaska.pbis-cf.instacart.com,"104.18.17.16, 104.18.16.16","2606:4700::6812:1110, 2606:4700::6812:1010","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,times-market.pbis-cf.instacart.com,"104.18.0.109, 104.18.1.109","2606:4700::6812:6d, 2606:4700::6812:16d","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tom-thumb.pbis-cf.instacart.com,"104.18.6.208, 104.18.7.208","2606:4700::6812:7d0, 2606:4700::6812:6d0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tomlinsons.instacart.com,"104.18.16.186, 104.18.17.186","2606:4700::6812:10ba, 2606:4700::6812:11ba","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,tomlinsons.pbis-cf.instacart.com,,,,,
,tomlinsons.pbis-cf.instacart.com,"104.18.17.186, 104.18.16.186, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:10ba, 2606:4700::6812:11ba, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tonys-fresh-market.pbis-cf.instacart.com,"104.18.7.43, 104.18.6.43, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:72b, 2606:4700::6812:62b, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tonys-to-go.pbis-cf.instacart.com,"104.18.24.42, 104.18.25.42","2606:4700::6812:182a, 2606:4700::6812:192a","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tools-auth.instacart.tools,"104.18.13.157, 104.18.12.157",,"ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tops-markets.pbis-cf.instacart.com,"104.18.27.141, 104.18.26.141","2606:4700::6812:1b8d, 2606:4700::6812:1a8d","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tops-onecart.dev.instacart.tools,"104.18.5.144, 104.18.4.144","2606:4700::6812:590, 2606:4700::6812:490","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,tops-onecart.pbis-cf-dev.instacart.tools,,,,,
,tops-onecart.instacart.com,"104.18.6.154, 104.18.7.154","2606:4700::6812:69a, 2606:4700::6812:79a","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,tops-onecart.pbis-cf.instacart.com,,,,,
,tops-onecart.pbis-cf-dev.instacart.tools,"104.18.4.144, 104.18.5.144","2606:4700::6812:590, 2606:4700::6812:490","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,topsmarkets.instacart.com,"104.18.26.141, 104.18.27.141","2606:4700::6812:1a8d, 2606:4700::6812:1b8d","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,tops-markets.pbis-cf.instacart.com,,,,,
,town-and-country.pbis-cf.instacart.com,"104.18.14.94, 104.18.15.94","2606:4700::6812:f5e, 2606:4700::6812:e5e","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,tux.instacart.tools,"52.45.94.249, 23.21.56.171, 52.22.221.25, 54.211.124.213",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,uat-pch-platform-master-web.enterprise.instacart.com,35.201.120.74,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,True,google,uat-m-ig-0.unataops.com,,,,,
,uat-tfm-platform-preview-api.enterprise.instacart.com,35.186.253.27,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,True,google,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=crd/tfm-platform/uat-tfm-platform-preview-api-dnsendpoint",,
,uat.btf.cf.enterprise.instacart.com,"104.18.22.135, 104.18.23.135",,"celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.cbc.cf.enterprise.instacart.com,"104.18.18.188, 104.18.19.188","2606:4700::6812:12bc, 2606:4700::6812:13bc","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.cca.cf.enterprise.instacart.com,"104.18.1.91, 104.18.0.91, 108.162.193.110, 172.64.33.110, 173.245.59.110, 108.162.194.7, 162.159.38.7, 172.64.34.7","2606:4700::6812:5b, 2606:4700::6812:15b, 2606:4700:58::adf5:3b6e, 2803:f800:50::6ca2:c16e, 2a06:98c1:50::ac40:216e, 2606:4700:50::a29f:2607, 2803:f800:50::6ca2:c207, 2a06:98c1:50::ac40:2207","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.cus.cf.enterprise.instacart.com,"104.18.9.87, 104.18.8.87","2606:4700::6812:957, 2606:4700::6812:857","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.fbz.cf.enterprise.instacart.com,"104.18.7.105, 104.18.6.105, 108.162.193.110, 172.64.33.110, 173.245.59.110, 108.162.194.7, 162.159.38.7, 172.64.34.7","2606:4700::6812:769, 2606:4700::6812:669, 2606:4700:58::adf5:3b6e, 2803:f800:50::6ca2:c16e, 2a06:98c1:50::ac40:216e, 2606:4700:50::a29f:2607, 2803:f800:50::6ca2:c207, 2a06:98c1:50::ac40:2207","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.fdl.cf.enterprise.instacart.com,"104.18.30.100, 104.18.31.100","2606:4700::6812:1f64, 2606:4700::6812:1e64","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.ftm.cf.enterprise.instacart.com,,,"celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.lnb.cf.enterprise.instacart.com,"104.18.30.103, 104.18.31.103",,"celeste.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,uat.low.cf.enterprise.instacart.com,"104.18.30.118, 104.18.31.118","2606:4700::6812:1f76, 2606:4700::6812:1e76","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.pch.cf.enterprise.instacart.com,"104.18.30.39, 104.18.31.39","2606:4700::6812:1e27, 2606:4700::6812:1f27","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.plm.cf.enterprise.instacart.com,"104.18.2.151, 104.18.3.151","2606:4700::6812:297, 2606:4700::6812:397","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.ray.cf.enterprise.instacart.com,"104.18.7.100, 104.18.6.100","2606:4700::6812:664, 2606:4700::6812:764","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.rbr.cf.enterprise.instacart.com,"104.18.11.162, 104.18.10.162",,"celeste.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,uat.sna.cf.enterprise.instacart.com,"104.18.18.154, 104.18.19.154","2606:4700::6812:139a, 2606:4700::6812:129a","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.tfm.cf.enterprise.instacart.com,"104.18.26.20, 104.18.27.20","2606:4700::6812:1a14, 2606:4700::6812:1b14","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.top.cf.enterprise.instacart.com,"104.18.3.159, 104.18.2.159","2606:4700::6812:39f, 2606:4700::6812:29f","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,uat.weg.cf.enterprise.instacart.com,"104.18.18.142, 104.18.19.142","2606:4700::6812:128e, 2606:4700::6812:138e","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,united-supermarkets-ok.instacart.com,"104.18.7.70, 104.18.6.70","2606:4700::6812:646, 2606:4700::6812:746","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,united-supermarkets-ok.pbis-cf.instacart.com,,,,,
,united-supermarkets-ok.pbis-cf.instacart.com,"104.18.7.70, 104.18.6.70","2606:4700::6812:746, 2606:4700::6812:646","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,urban-market.pbis-cf.instacart.com,"104.18.29.122, 104.18.28.122","2606:4700::6812:1d7a, 2606:4700::6812:1c7a","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,valumart.instacart.com,,,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,vault.instacart.tools,"172.30.122.77, 172.30.82.220, 172.30.110.120",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.122.77, 172.30.82.220, 172.30.110.120",,,
,vinces-market.pbis-cf.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,vitamin-shoppe.pbis-cf.instacart.com,"104.18.13.104, 104.18.12.104","2606:4700::6812:d68, 2606:4700::6812:c68","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,vons.instacart.com,"104.18.7.35, 104.18.6.35","2606:4700::6812:623, 2606:4700::6812:723","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,vons.pbis-cf.instacart.com,,,,,
,vons.pbis-cf.instacart.com,"104.18.7.35, 104.18.6.35","2606:4700::6812:723, 2606:4700::6812:623","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,walmart-now-convenience.pbis-cf.instacart.com,"104.18.28.57, 104.18.29.57","2606:4700::6812:1d39, 2606:4700::6812:1c39","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,warehouse-market.pbis-cf.instacart.com,"104.18.10.222, 104.18.11.222","2606:4700::6812:bde, 2606:4700::6812:ade","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,weglegacy.dev.instacart.tools,,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,weglegacy.pbis-cf-dev.instacart.tools,"104.18.4.53, 104.18.5.53, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:535, 2606:4700::6812:435, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,wegmans-onecart.instacart.com,"104.18.20.175, 104.18.21.175, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:15af, 2606:4700::6812:14af, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,wegmans-onecart.pbis-cf.instacart.com,,,,,
,wegmans-onecart.pbis-cf.instacart.com,"104.18.21.175, 104.18.20.175","2606:4700::6812:14af, 2606:4700::6812:15af","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,wegmans.instacart.com,"104.18.10.173, 104.18.11.173","2606:4700::6812:bad, 2606:4700::6812:aad","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,wegmans.pbis-cf.instacart.com,,,,,
,wegmans.pbis-cf.instacart.com,"104.18.10.173, 104.18.11.173","2606:4700::6812:bad, 2606:4700::6812:aad","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,wegmanspbi.dev.instacart.tools,"104.18.25.225, 104.18.24.225","2606:4700::6812:19e1, 2606:4700::6812:18e1","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,wegmanspbi.pbis-cf-dev.instacart.tools,,,,,
,western-beef.pbis-cf.instacart.com,"188.114.98.229, 188.114.99.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,wfm.instacart.com,,,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,wiki.instacart.tools,"52.201.71.75, 100.24.110.119, 3.221.83.95, 34.198.162.2",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,wild-by-nature.pbis-cf.instacart.com,"104.18.9.16, 104.18.8.16","2606:4700::6812:810, 2606:4700::6812:910","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,wildbynature.instacart.com,"104.18.8.16, 104.18.9.16","2606:4700::6812:910, 2606:4700::6812:810","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,wild-by-nature.pbis-cf.instacart.com,,,,,
,winndixie.instacart.com,"104.18.26.97, 104.18.27.97","2606:4700::6812:1b61, 2606:4700::6812:1a61","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,winndixie.pbis-cf.instacart.com,,,,,
,www-sandbox.instacart.com,,,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com","ns-672.awsdns-20.net, ns-1928.awsdns-49.co.uk, ns-1315.awsdns-36.org, ns-494.awsdns-61.com",NOERROR,True,cloudfront,d2pibhcnvbuqod.cloudfront.net,,,,,
,www.ads.instacart.com,"3.92.120.28, 34.237.219.119, 18.208.125.13, 52.54.96.194, 3.215.172.219",,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,
,www.instacart.com,"104.18.17.6, 104.18.16.6",,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,"ca3-4110a0c0249841f0aefb3acb68687dc3, google-site-verification=VG38zCWnC21Cp_Jrsx6PFYCFMGwtOYt5gf0C9E5v9g8",,
,www.instacart.tools,"52.201.71.75, 34.198.162.2, 100.24.110.119, 3.221.83.95",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,zehrs.pbis-cf.instacart.com,"104.18.7.145, 104.18.6.145","2606:4700::6812:791, 2606:4700::6812:691","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
