new,host,a,soa,txt,status_code,cname,mx,cdn,cdn-name,aaaa,ns,caa,has_internal_ips,internal_ips
[x],upgrade.zvault.razer.com,"108.157.214.46, 108.157.214.89, 108.157.214.73, 108.157.214.35","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",,NOERROR,,,True,cloudfront,,,,,
[x],us-east-1.in.m.razer.com,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,"ns-1022.awsdns-63.net, ns-1433.awsdns-51.org, ns-1717.awsdns-22.co.uk, ns-357.awsdns-44.com",,,
[x],view.mailer.gold.razer.com,13.111.130.239,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],virtualterminal.merchant.razer.com,138.199.37.230,,,NOERROR,"634cff1873bf3b0011b4fe1a.zone2.swipepages.net, merchantrazercom.b-cdn.net",,,,2400:52e0:1e00::1077:1,,,,
[x],voucherconsole.gold.razer.com,"95.101.111.165, 95.101.111.151","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"voucherconsole.gold.razer.com.edgekey.net, e28040.dscb.akamaiedge.net",,,,"2a02:26f0:480:23::1726:629a, 2a02:26f0:480:23::1726:62b8",,,,
[x],vtapi.merchant.razer.com,146.75.117.91,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,n.sni.global.fastly.net,,True,fastly,,,,,
[x],webapi.zgold-dev.razer.com,"18.139.157.150, 13.228.198.233","ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],webpos.zgold-dev.razer.com,52.74.80.84,"ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],webpos.zgold-qa.razer.com,"35.153.121.209, 54.159.191.114, 18.215.216.1, 52.45.94.28","ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,"ns-1440.awsdns-52.org, ns-1567.awsdns-03.co.uk, ns-341.awsdns-42.com, ns-849.awsdns-42.net",,,
[x],webstories.razer.com,213.188.210.115,,,NOERROR,"custom.storifyme.com, storifyme-custom-domain-v2.fly.dev",,,,2a09:8280:1::3:3e2,,,,
[x],wiki.razer.com,3.0.188.52,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,,
[x],work.razer.com,"96.45.83.55, 96.45.83.143, 96.45.82.22, 96.45.82.208","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,,
[x],ww2.zgold-qa.razer.com,"18.213.47.247, 34.230.192.74, 52.86.218.133, 52.204.208.150","ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www-dev.razer.com,35.160.249.85,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,,
[x],www.gold-qa.razer.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,,
[x],www.gold.razer.com,"2.17.100.163, 2.17.100.203","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"www.gold.razer.com.edgekey.net, e28040.dscb.akamaiedge.net",,,,"2a02:26f0:7100::210:152, 2a02:26f0:7100::210:112",,,,
[x],www.razer.com,"104.16.190.67, 104.16.191.67","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,www.razer.com.cdn.cloudflare.net,,True,cloudflare,"2606:4700::6810:be43, 2606:4700::6810:bf43",,,,
[x],www.rmsreloads.razer.com,"104.16.190.67, 104.16.191.67","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,www.rmsreloads.razer.com.cdn.cloudflare.net,,True,cloudflare,"2606:4700::6810:be43, 2606:4700::6810:bf43",,,,
[x],www.tipstream.razer.com,"104.16.190.67, 104.16.191.67","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,www.tipstream.razer.com.cdn.cloudflare.net,,True,cloudflare,"2606:4700::6810:be43, 2606:4700::6810:bf43",,,,
[x],www.zgold-dev.razer.com,"18.139.157.150, 13.228.198.233","ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www.zgold-qa.razer.com,"34.230.192.74, 52.204.208.150, 52.86.218.133, 18.213.47.247","ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],www2.razer.com,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"www2.razer.com.edgekey.net, e29596.dscb.akamaiedge.net",,,,"2a02:26f0:3100::1735:2b68, 2a02:26f0:3100::1725:e26a",,,,
[x],yammer.razer.com,"104.16.191.67, 104.16.190.67","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,yammer.razer.com.cdn.cloudflare.net,,True,cloudflare,"2606:4700::6810:be43, 2606:4700::6810:bf43",,,,
[x],zendesk2.razer.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,mail2.zendesk.com,mail.zendesk.com,True,cloudflare,,,,,
[x],zendesk3.razer.com,"162.159.128.7, 162.159.138.6, 184.72.174.126, 34.235.62.90, 3.213.143.227","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,mail3.zendesk.com,mail.zendesk.com,True,cloudflare,,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",,,
[x],zgold.razer.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,,
[x],zmerchant.gold-sandbox.razer.com,"34.195.165.30, 52.73.222.58, 34.203.118.148, 100.25.254.133","ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zmerchant.gold.razer.com,"2.16.187.152, 2.16.187.153","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"zmerchant.gold.razer.com.edgekey.net, e28040.dscb.akamaiedge.net",,,,"2a02:26f0:3100::1725:e260, 2a02:26f0:3100::1735:2b9a",,,,
[x],zvault.razer.com,"44.198.216.28, 34.239.79.184, 3.208.249.24, 34.200.19.87","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
