new,host,soa,status_code,a,txt,cdn,cdn-name,cname,aaaa,ns,caa,mx
[x],export-publish-manager.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.1.131,,True,google,,,,,
[x],export.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],exposee.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.205.123.15,,True,google,,,,,
[x],farming-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,130.211.18.191,,True,google,,,,,
[x],farming-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.43.115,,True,google,,,,,
[x],farming.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.12.117,,True,google,,,,,
[x],filewave.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.241.132.128,,True,google,,,,,
[x],fisheye.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.205.70.143,,True,google,,,,,
[x],france.engelvoelkers.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"3.224.141.128, 34.205.248.193",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,,,"4f8a79c95c8d48e5bbbaddb55a899dd5.unbouncepages.com, unbouncepages.com",,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net","amazon.com, comodoca.com, globalsign.com, letsencrypt.org",
[x],ftp-prod.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.187.37.199,,True,google,,,,,
[x],ftp-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],fwhq.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],gcp-itservices.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.201.104.161,,True,google,,,,,
[x],gcp-search.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],gcpcpfw01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.89.205.20,,True,google,,,,,
[x],gcpwpfan01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.77.176.148,,True,google,,,,,
[x],gcpwpfma01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.79.132.39,,True,google,,,,,
[x],gcpwpfw.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.76.60.213,,True,google,,,,,
[x],gitlab-oauth.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],globe.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],go.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],go3-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,130.211.18.191,,True,google,,,,,
[x],go3-gome.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-ieonchrome.engelvoelkers.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"35.157.112.131, 52.59.88.223, 3.126.189.129",,,,pdwebv-lb-1266197426.eu-central-1.elb.amazonaws.com,,,,
[x],go3-intern.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.32.177,,True,google,,,,,
[x],go3-intern.infra.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],go3-nat.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-prod.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.120.89.153,,True,google,,,,,
[x],go3-stage-intern.infra.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],go3-stage-test.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-toolbox-api.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-toolbox-iapi.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],go3-toolbox.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.27.124,,True,google,,,,,
[x],go3.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.23.187, 172.67.23.104, 104.22.22.187",,True,cloudflare,go3.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb",,,
[x],goagent.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],gochrome.engelvoelkers.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.126.189.129, 35.157.112.131, 52.59.88.223",,,,pdwebv-lb-1266197426.eu-central-1.elb.amazonaws.com,,,,
[x],goelevate.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],gonext-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.120.89.153,,True,google,,,,,
[x],gonext.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.120.89.153,,True,google,,,,,
[x],google-oauth.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],gtm.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],help.engelvoelkers.com,"ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"18.194.213.215, 35.156.144.15, 35.157.151.176",,,,"fdeuc-lb6-d75.freshdesk.com, fwfd-euc1-lb7.freshdesk.com",,,"letsencrypt.org, amazon.com",
[x],hlsjel.engelvoelkers.com,"ns23.criteo.com, dns.criteo.com",NOERROR,178.250.1.11,,,,"dnsdelegation.io, gum.criteo.com, gum.nl3.vip.prod.criteo.com",2a02:2638:3::c,,digicert.com,
[x],holidayhomes.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.23.187, 104.22.22.187, 172.67.23.104",,True,cloudflare,holidayrentals.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb",,,
[x],holidayrentals.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.23.187, 172.67.23.104, 104.22.22.187",,True,cloudflare,holidayrentals.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768",,,
[x],hqfw01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,92.79.85.60,,,,,,,,
[x],hqitna01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,46.23.209.131,,,,,,,,
[x],hub.engelvoelkers.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"76.76.21.61, 76.76.21.123",,,,cname.vercel-dns.com,,,"globalsign.com, sectigo.com, letsencrypt.org",
[x],ie.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,104.155.8.153,,True,google,,,,,
[x],image-service.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.195.244.36,,True,google,,,,,
[x],infodesk-mmc-api.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],itservices-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,130.211.18.191,,True,google,,,,,
[x],itservices.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],jira.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],jobs.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],join.engelvoelkers.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"3.126.202.50, 3.69.136.55",,,,"aa9e33e1ed94709ade76ec80ea9f882.unbouncepages.com, unbouncepages.com",,,"amazon.com, globalsign.com, comodoca.com, letsencrypt.org",
[x],kariera.engelvoelkers.com,"dee.ns.cloudflare.com, dns.cloudflare.com",NOERROR,34.254.136.44,,,,ext.bizneo.com,,,,
[x],karlsruhe.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],kassel.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],kyc-api.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],kyc.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],lavoroitalia.engelvoelkers.com,"dee.ns.cloudflare.com, dns.cloudflare.com",NOERROR,34.254.136.44,,,,ext.bizneo.com,,,,
[x],lavororoma.engelvoelkers.com,"dee.ns.cloudflare.com, dns.cloudflare.com",NOERROR,34.254.136.44,,,,ext.bizneo.com,,,,
[x],lb-search-engine-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.131,,,,,,,,
[x],lb1.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.11,,,,,,,,
[x],lcms.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,159.122.87.176,,,,,,,,
[x],leadapi.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],leadhub.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,v=spf1 include:mailgun.org ~all,True,google,,,,,"mxb.eu.mailgun.org, mxa.eu.mailgun.org"
[x],life-test.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.78.181.240,,True,google,,,,,
[x],life.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.78.181.240,,True,google,,,,,
[x],liquidhome.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.95.111.165,,True,google,,,,,
[x],live-keycloak.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.111.193.173,,True,google,,,,,
[x],lmt.engelvoelkers.com,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,"76.76.21.164, 76.76.21.98",,,,lmt-main.engelvoelkers.vercel.app,,,,
[x],login.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.110.218.13,,True,google,,,,,
[x],luxembourg.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],mallorca.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],marbella.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.95.111.165,v=spf1 include:aspmx.pardot.com ~all,True,google,,,,,
[x],master-data-person-service.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],master-data-service.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],merchandising.engelvoelkers.com,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,146.75.121.124,,True,fastly,prod.magentocloud.map.fastly.net,,,,
[x],mls.california.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,161.58.182.89,,,,,,,,
[x],mls.locustvalley.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,161.58.182.89,,,,,,,,
[x],move-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,130.211.18.191,,True,google,,,,,
[x],move-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.43.115,,True,google,,,,,
[x],move.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.22.187, 104.22.23.187, 172.67.23.104",,True,cloudflare,move.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb",,,
[x],mysql.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],neighbourhood-alert.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],o8.rezora-mx01.americas.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,167.89.11.182,,,,,,,,
[x],orascom.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],ownerapp.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],pals.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],payment.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,141.0.18.191,,,,,,,,mxlb.ispgateway.de
[x],portal-management.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.149.111.75,,True,google,,,,,
[x],portals.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],printshop.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,52.29.226.99,,,,,,,,
[x],prometheus.ev-cloud-platform.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.95.111.165,,True,google,,,,,
[x],publish.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],puertobanus.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],qualityassurance.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.182,,,,,,,,
[x],refined.engelvoelkers.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"3.126.202.50, 3.69.136.55",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,,,"1892fda2af3c4e918253c60a37ba861b.unbouncepages.com, unbouncepages.com",,"ns-362.awsdns-45.com, ns-748.awsdns-29.net, ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk","amazon.com, comodoca.com, globalsign.com, letsencrypt.org",
[x],relay-ger-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.15,,,,,,,,
[x],revenuereport-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.43.115,,True,google,,,,,
[x],revenuereport-test.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.117.35.127,,True,google,,,,,
[x],rzfwmg01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.20,,,,,,,,
[x],rzmoni01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.31,,,,,,,,
[x],s.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],sales.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],salescontrolling.engelvoelkers.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,traefik.prod.envplatform.com,,,,
[x],salt.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.195.203.220,,True,google,,,,,
[x],schweiz.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],search-api.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
