new,host,status_code,soa,txt,a,ns,aaaa,cdn,cdn-name,mx,cname,caa,has_internal_ips,internal_ips
,ns2.sby.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,12.26.12.7,,,,,,,,,
,ns2.tor.usf.ibm.com,NOERROR,"ns1.tor.usf.ibm.com, ssoriche.ca.ibm.com",,129.33.180.67,,,,,,,,,
,ns2.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.20.82,,,,,,,,,
,ns200.name.cloud.ibm.com,NOERROR,"jerry.ns.cloudflare.com, dns.cloudflare.com",,162.159.42.100,,2606:4700:5b::a29f:2a64,True,cloudflare,,,,,
,ns3.boulder.usf.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,63.71.95.4,,,,,,,,,
,ns3.cmas.ibm.com,NOERROR,,,54.144.128.85,,,,,,,,,
,ns4.boulder.usf.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,63.71.95.5,,,,,,,,,
,ns4.fdc.ibm.com,NOERROR,"ns3.fdc.ibm.com, fdc.us.ibm.com",,170.224.55.138,,,,,,,,,
,nsafiorifq.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.59.71.83,,,,,,,,,
,nsdfiorifd.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.59.71.118,,,,,,,,,
,nsskills.services.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,204.146.167.207,,,,,,,,,
,nwsademo.networking.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.167.204,,,,,,,,,
,nwsfw1.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,204.146.164.98,,,,,,,,,
,nyc.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,mail-gw.nyc.ibm.com,,,,
,nzies.im-ies.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,170.225.223.3,,,,,,,,,
,o1.ptr3187.iam.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,167.89.77.139,,,,,,,,,
,o1.ptr458.automationcloud.ibm.com,NOERROR,"ns071.name.cloud.ibm.com, dns.cloudflare.com",,149.72.38.89,,,,,,,,,
,o1.ptr478.clinicaldevelopment.ibm.com,NOERROR,"ns017.name.cloud.ibm.com, dns.cloudflare.com",,168.245.43.205,,,,,,,,,
,o1.ptr4938.quantum-computing.ibm.com,NOERROR,"ns078.name.cloud.ibm.com, dns.cloudflare.com",,149.72.213.232,,,,,,,,,
,o1.ptr5098.cloud.ibm.com,NOERROR,"ns008.name.cloud.ibm.com, dns.cloudflare.com",,198.21.2.178,,,,,,,,,
,o1.ptr6554.iam.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,,,,,,,,,,
,o1.ptr7698.iam.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,168.245.52.114,,,,,,,,,
,o1.ptr8258.cau.ibm.com,NOERROR,"ns009.name.cloud.ibm.com, dns.cloudflare.com",,149.72.193.166,,,,,,,,,
,o148.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,168.245.122.154,,,,,,,,,
,o2.careers.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,168.245.101.145,,,,,,,,,
,o2.ptr2638.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,149.72.255.145,,,,,,,,,
,o22.ptr7079.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,149.72.183.110,,,,,,,,,
,o40.sfx01.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,167.89.39.55,,,,,,,,,
,ob.watsonicr.ibm.com,NOERROR,"ns10.watsonicr.ibm.com, hostmaster.ns10.watsonicr.ibm.com",,208.184.229.134,,,,,,,,,
,octa.mhas.ibm.com,NOERROR,"mhasns2.ibm.com, webmaster.kyndryl.com, mhasns1.ibm.com",,158.87.22.209,,,,,,,,,
,oiprice.boulder.ibm.com,NOERROR,"ns1.softlayer.com, webmaste.us.ibm.com",,199.46.34.76,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,,
,oiprice1.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,207.25.249.68,,,,,,,,,
,okb-pf-stsc1a.tsubogawa.japan.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,,,,,
,oldcommontools.ehumanres.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,192.155.220.27,,,,,,,,,
,oldwww.networking.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.167.86,,,,,,,,,
,oldwww2.networking.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.167.21,,,,,,,,,
,omap.mhas.ibm.com,NOERROR,"mhasns1.ibm.com, webmaster.kyndryl.com, mhasns2.ibm.com",,158.87.22.216,,,,,,,,,
,omsbusinessusercontrols.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,169.63.108.52,"ns1.softlayer.com, ns2.softlayer.com",,,,mail.omsbusinessusercontrols.ibm.com,,,,
,on-it.tap.ibm.com,NOERROR,"ns.adtech.internet.ibm.com, innovsys.us.ibm.com",,159.122.222.16,,,,,,,,,
,ona-pf-bsol.nankoh.japan.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,ondeck.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"188.114.99.229, 188.114.98.229","ns064.name.cloud.ibm.com, ns173.name.cloud.ibm.com",,True,cloudflare,,,,,
,one.stage.test.yourlearning.ibm.com,NOERROR,"ns104.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.18.7, 104.18.19.7",,"2606:4700::6812:1207, 2606:4700::6812:1307",True,cloudflare,,,,,
,online5.dev.amsemea.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,onnx-mlir-p.res.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.18.87,,,,,,,,,
,ontop.de.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,192.109.81.220,,,,,,,,,
,ontop1.de.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,192.109.81.221,,,,,,,,,
,opadcyz3000027.dk.edst.ibm.com,NOERROR,,,,,,,,,,,,
,opadcyz3000030.dk.edst.ibm.com,NOERROR,,,,,,,,,,,,
,opadcyz3000078.dk.edst.ibm.com,NOERROR,,,54.144.128.85,,,,,,,,,
,opadcyz3000127.dk.edst.ibm.com,NOERROR,,,54.144.128.85,,,,,,,,,
,opadcyz3000234.dk.edst.ibm.com,NOERROR,,,,,,,,,,,,
,opadcyz3000236.dk.edst.ibm.com,NOERROR,,,,,,,,,,,,
,opadcyz3010018.dk.edst.ibm.com,NOERROR,,,54.144.128.85,,,,,,,,,
,open.marketplace.ibm.com,NOERROR,"n0a.akamaiedge.net, hostmaster.akamai.com",,23.222.32.204,,,,,,"open.marketplace.ibm.com-v2.edgekey.net, e1729.a.akamaiedge.net",,,
,opendx.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.3.25,,,,,,,,,
,opensource.ibm.com,NOERROR,"ns1.softlayer.com, webmaste.us.ibm.com",,199.46.34.76,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,,
,ops-isl.jp-tok.apiconnect.cloud.ibm.com,NOERROR,"ns104.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.192.220, 104.18.193.220","ns183.name.cloud.ibm.com, ns104.name.cloud.ibm.com","2606:4700::6812:c0dc, 2606:4700::6812:c1dc",True,cloudflare,,,,,
,ops-london.eu-gb.apiconnect.cloud.ibm.com,NOERROR,"ns001.name.cloud.ibm.com, dns.cloudflare.com",,"162.159.34.1, 162.159.42.7","ns001.name.cloud.ibm.com, ns014.name.cloud.ibm.com",,,,,,,,
,opsdashboard.ibm.com,NOERROR,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,23.210.118.116,,"2a02:26f0:480:39a::29d9, 2a02:26f0:480:394::29d9",,,,"eis.ibm.com.edgekey.net, e10713.dsca.akamaiedge.net",,,
,opsdashboard.w3.cloud.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,52.116.28.37,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,optiloop.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.118.22,,,,,,,,,
,optimizer.ibm.com,NOERROR,"brenda.ns.cloudflare.com, dns.cloudflare.com",,172.65.238.34,,2606:4700:90:0:ad53:2d25:62a9:163a,True,cloudflare,,"custom.zzwd35c6xvu.us-south.codeengine.appdomain.cloud, s02.us-south.codeengine.appdomain.cloud, ccdd338a26754222a1f7bf570e623728.pacloudflare.com",,,
,opus-portal-1.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.32.44,,,,,,,,,
,oracleacce.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,,,,,,,,,,
,oracleprod.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.18.122,,,,,,,,,
,oranges.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.12.32,,,,,,,,,
,orchestrator.us-east.mobile-foundation.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,ordering.cloud.ibm.com,NOERROR,"ns1.softlayer.com, root.softlayer.com",,66.228.118.114,"ns1.softlayer.net, ns2.softlayer.net",2607:f0d0:1000:11:66:228:118:114,,,,,,,
,ordering.test.cloud.ibm.com,NOERROR,"ns1.softlayer.com, root.softlayer.com",,66.228.119.119,"ns2.softlayer.net, ns1.softlayer.net",,,,,,,,
,orders.test.cloud.ibm.com,NOERROR,"ns1.softlayer.com, root.softlayer.com",,66.228.119.115,"ns1.softlayer.net, ns2.softlayer.net",,,,,,,,
,oree-test1.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.141.61,,,,,,,,,
,orion.au-syd.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.17.53, 104.18.16.53",,,True,cloudflare,,,,,
,orion.eu-de.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.21.89, 104.18.20.89",,,True,cloudflare,,,,,
,orion.eu-gb.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.30.135, 104.18.31.135",,,True,cloudflare,,,,,
,orion.stage.us-south.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.1.196, 104.18.0.196",,,True,cloudflare,,,,,
,orion.us-east.devops.cloud.ibm.com,NOERROR,"ns064.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.21.151, 104.18.20.151",,,True,cloudflare,,,,,
,orion.us-south.devops.dev.cloud.ibm.com,NOERROR,"ns057.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.13.101, 104.18.12.101",,,True,cloudflare,,,,,
,osa-pf-iscj1a.osaka.japan.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,osa-pf-iscj2.osaka.japan.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,osm.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,195.110.40.195,,,,,,,,,
,oss.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,,,,,,,,,,
,oss.stage.cloud.ibm.com,NOERROR,"ns008.name.cloud.ibm.com, dns.cloudflare.com",,,"ns008.name.cloud.ibm.com, ns019.name.cloud.ibm.com",,,,,,,,
,oss.w3.cloud.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,,"ns018.name.cloud.ibm.com, ns003.name.cloud.ibm.com",,,,,,,,
,oss.w3.dev.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,otmz-preview.orderoptimizer.ibm.com,NOERROR,"ns1.softlayer.com, root.orderoptimizer.ibm.com",,169.46.59.128,,,,,,,,,
,otmz-qadev.orderoptimizer.ibm.com,NOERROR,"ns1.softlayer.com, root.orderoptimizer.ibm.com",,169.44.182.128,,,,,,,,,
,otmz.orderoptimizer.ibm.com,NOERROR,"ns1.softlayer.com, root.orderoptimizer.ibm.com",,169.45.207.25,,,,,,,,,
,outage.collabservsvt1.swg.usma.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,outage.collabservsvt2.swg.usma.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,outback.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.4.5,,,,,,,,,
,outbpat.id.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,219.83.65.101,,,,,,,,,
,over.co.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,32.97.110.157,,,,,,,,,
,overleaf.research.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.40.110,,,,,,,,,
,p.mediacenter-test.ibm.com,NOERROR,"n0dscx.akamaiedge.net, hostmaster.akamai.com",,104.102.19.133,,"2a02:26f0:480:996::6c1, 2a02:26f0:480:9a9::6c1",,,,"p.mediacenter-test.ibm.net, 1729-ccdn-dual.ibmcom.edgekey.net, e1729.dscx.akamaiedge.net",,,
,p003-2210-1.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.208,,,,,,,,,
,p0038238-1.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.198,,,,,,,,,
,p010-2210-1.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.216,,,,,,,,,
,p0108238-2.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.209,,,,,,,,,
,p010rtr.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.129,,,,,,,,,
,p1.almaden.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,198.4.83.52,,,,,,,,,
,p2.almaden.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,198.4.83.54,,,,,,,,,
,p2pppocupwdc045k8pxyvip.npp.wce.ibm.com,NOERROR,"ns1.softlayer.com, spnoc.ibm.com",,169.47.144.147,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,,
,p2pppocupwdc04jk8pxyvip.npp.wce.ibm.com,NOERROR,"ns1.softlayer.com, spnoc.ibm.com",,169.47.144.146,,,,,,,,,
,p390.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.16,,,,,,"p390.boulder.ibm.com, p390-dhe.dhe.ibm.com, p390.southdata.ibm.com",,,
,p390.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.16,,,,,,,,,
,p390vm.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,204.146.133.102,,,,,,,,,
,p3eiezgl02e0.event.ibm.com,NOERROR,,,,,,,,,,,,
,p650pub.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,p6analytics.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.18.116,,,,,,,,,
,p7088238-1.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.211,,,,,,,,,
,p710-8238-2.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.219,,,,,,,,,
,p710-8238-3.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.213,,,,,,,,,
,p7108238-1.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.200,,,,,,,,,
,p7108238-2.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.46,,,,,,,,,
,p918-8238-2.pok.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,204.146.133.207,,,,,,,,,
,page.notesdev.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,"lotprot02.lotus.com, lotprot01.lotus.com",,,,
,page.swg.usma.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,pagota.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,207.25.253.60,,,,,,,,,
,pairs-alpha.res.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.32.35,,,,,,,,,
,pairs-bunge.res.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.12.5,,,,,,,,,
,pairs.res.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.32.33,,,,,,,,,
,palisades.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,www.palisades.ibm.com,,,,
,palmettoyz.res.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.32.60,,,,,,,,,
,panorama.ecloud.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,63.100.30.92,,,,,,atldcyz082092.atl.edst.ibm.com,,,
,papergraph.res.ibm.com,NOERROR,"brenda.ns.cloudflare.com, dns.cloudflare.com",,172.65.197.223,,,True,cloudflare,,"papergraph-prod.laf8qpu77am.us-east.codeengine.appdomain.cloud, s01.us-east.codeengine.appdomain.cloud, d647e40c07f24d58855564a9606639ef.pacloudflare.com",,,
,par01-p-vcdb-01.sec.ibm.com,NOERROR,,,,,,,,,,,,
,par01-prd-ad-02.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.136,,,,,,,,,
,par01-prd-agg-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.41,,,,,,,,,
,par01-prd-aicont-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.235,,,,,,,,,
,par01-prd-aidb-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.234,,,,,,,,,
,par01-prd-arsodb-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.215,,,,,,,,,
,par01-prd-cas-02a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.203,,,,,,,,,
,par01-prd-cas-02b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.204,,,,,,,,,
,par01-prd-cc-02.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,,,,,,,,,,
,par01-prd-dns-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"207.231.159.135, 206.253.234.10","ehecatl.iss.net, litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
,par01-prd-esx-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.189,,,,,,,,,
,par01-prd-esx-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.190,,,,,,,,,
,par01-prd-esx-02a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"207.231.158.192, 206.253.234.10","dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net, litdnssrvp01.iss.net",,,,,,,,
,par01-prd-esx-02e.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.196,,,,,,,,,
,par01-prd-esx-02f.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,,,,,,,,,,
,par01-prd-esx-02g.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.250,,,,,,,,,
,par01-prd-kfk-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"207.231.158.221, 206.253.234.10","litdnssrvp01.iss.net, ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
,par01-prd-kfk-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.222,,,,,,,,,
,par01-prd-kfk-01c.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.223,,,,,,,,,
,par01-prd-kubmas-01.sec.ibm.com,NOERROR,"ns1.softlayer.com, root.k8s.sec.ibm.com",,207.231.158.243,,,,,,api.par01-prd.k8s.sec.ibm.com,,,
,par01-prd-mssdb-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.170,,,,,,,,,
,par01-prd-nas-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.172,,,,,,,,,
,par01-prd-netboot-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"207.231.158.166, 206.253.234.10","ehecatl.iss.net, litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
,par01-prd-pimdb-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.174,,,,,,,,,
,par01-prd-pimisdi-01.sec.ibm.com,NOERROR,,,,,,,,,,,,
,par01-prd-pimva-01.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.201,,,,,,,,,
,par01-prd-pimva-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.180,,,,,,,,,
,par01-prd-rpapp-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.22,,,,,,,,,
,par01-prd-rpapp-02a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.24,,,,,,,,,
,par01-prd-svcs-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.12,,,,,,,,,
,par01-prd-vault-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,,,,,,,,,,
,par01-prd-vault-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.159.149,,,,,,,,,
,par01-prd-vault-01c.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.159.147,,,,,,,,,
,par01-prd-vctr-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.185,,,,,,par01-prd-vctr-01.sec.ibm.com,,,
,par01-prd-webapp-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.16,,,,,,,,,
,par01-prd-zk-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.224,,,,,,,,,
,par01-prd-zk-01d.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.227,,,,,,,,,
,par01-prd-zk-01e.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.158.228,,,,,,,,,
,parkwayhealrhel2.sl1590293.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,119.81.4.5,,,,,,,,,
,parkwayrhel1.sl1590293.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,,,,,,,,,,
,partner.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,207.25.250.232,"ns1-206.akam.net, eur5.akam.net, asia3.akam.net, usc2.akam.net, usw2.akam.net, eur2.akam.net, usc3.akam.net, ns1-99.akam.net",,,,,,,,
,partner.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"2.19.183.41, 2.19.183.63","ns012.name.cloud.ibm.com, ns005.name.cloud.ibm.com",,,,,,,,
,partner.us.pc.ibm.com,NOERROR,"asia3.akam.net, dnsteam.us.ibm.com",,,,,,,,,,,
,partnerme.icds.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,partnerportal.ibm.com,NOERROR,"dns1.p02.nsone.net, hostmaster.nsone.net",,"85.222.140.13, 85.222.140.6, 85.222.140.11",,,,,,"partnerportal.ibm.com.00d3h000004ykeyeas.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,
,partnersuccess360.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"169.62.214.154, 169.63.33.2, 169.63.221.170",,,,,,"ps360-prod.production.us-south.containers.appdomain.cloud, production.us-south.containers.appdomain.cloud, production.1d55a3dbdf1b443198adda507263b8c8.akadns.net",,,
,partnerworld.ibm.com,NOERROR,"ns1.softlayer.com, ydoleh.us.ibm.com",,199.46.34.76,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,,
,partnerworldconsole.ibm.com,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com",,184.30.210.46,,"2a02:26f0:1700:19f::31a3, 2a02:26f0:1700:198::31a3",,,,"partnerworldconsole.ibm.edgekey.net, e12707.dscb.akamaiedge.net",,,
,pat-att.zurich.ibm.com,NOERROR,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",,195.176.20.44,,,,,,,,,
