new,host,soa,ns,txt,status_code,a,cdn,cdn-name,cname,mx,caa,aaaa,has_internal_ips,internal_ips
[x],monitoring.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/prometheus/prometheus-kube-prometheus-prometheus",NOERROR,34.138.146.29,True,google,,,,,,
[x],monitoring.sm-test.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-test-zone,external-dns/resource=ingress/prometheus/prometheus-kube-prometheus-prometheus",NOERROR,34.23.17.204,True,google,,,,,,
[x],multidev.redis.com,"ns-1133.awsdns-13.org, awsdns-hostmaster.amazon.com","ns-1133.awsdns-13.org, ns-1966.awsdns-53.co.uk, ns-78.awsdns-09.com, ns-800.awsdns-36.net",,NOERROR,23.185.0.4,,,,,,"2620:12a:8001::4, 2620:12a:8000::4",,
[x],node1.demo-rlec.redislabs.com,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com","ns-1183.awsdns-19.org, ns-1983.awsdns-55.co.uk, ns-369.awsdns-46.com, ns-565.awsdns-06.net",,NOERROR,52.54.39.131,,,,,,,,
[x],node1.demo.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,True,google,,,,,,
[x],node2.demo-rlec.redislabs.com,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com","ns-1183.awsdns-19.org, ns-1983.awsdns-55.co.uk, ns-369.awsdns-46.com, ns-565.awsdns-06.net",,NOERROR,52.55.83.18,,,,,,,,
[x],node2.demo.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.74.120.51,True,google,,,,,,
[x],node3.redislabs-training.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.116.137.11,True,google,,,,,,
[x],ns1.analyzer.cs.redislabs.com,"ns.analyzer.cs.redislabs.com, admin.analyzer.cs.redislabs.com",,,NOERROR,3.227.144.201,,,,,,,,
[x],ns1.c1-qa.us-central-1-3.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com",,,NOERROR,54.174.197.174,,,,,,,,
[x],ns1.qa.redislabs.com,"ns-184.awsdns-23.com, awsdns-hostmaster.amazon.com",,,NOERROR,3.33.195.8,,,,,,,,
[x],ns1.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,76.223.51.154,,,,,,,,
[x],ns2.analyzer.cs.redislabs.com,"ns.analyzer.cs.redislabs.com, admin.analyzer.cs.redislabs.com",,,NOERROR,3.216.65.165,,,,,,,,
[x],ns2.c1-qa.us-central-1-3.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com",,,NOERROR,18.195.83.250,,,,,,,,
[x],ns2.qa.redislabs.com,"ns-184.awsdns-23.com, awsdns-hostmaster.amazon.com",,,NOERROR,15.197.205.125,,,,,,,,
[x],ns2.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,13.248.167.175,,,,,,,,
[x],ns3.c1-qa.us-central-1-3.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com",,,NOERROR,3.104.42.175,,,,,,,,
[x],ns3.c5-qa.azure.east-us-1.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com",,,NOERROR,54.174.197.174,,,,,,,,
[x],ns4.analyzer.cs.redislabs.com,"ns.analyzer.cs.redislabs.com, admin.analyzer.cs.redislabs.com",,,NOERROR,3.217.18.61,,,,,,,,
[x],ns5.analyzer.cs.redislabs.com,"ns.analyzer.cs.redislabs.com, admin.analyzer.cs.redislabs.com",,,NOERROR,,,,,,,,,
[x],o1.email.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,167.89.14.122,,,,,,,,
[x],o2.ptr1197.redis.com,"ns-1133.awsdns-13.org, awsdns-hostmaster.amazon.com",,,NOERROR,167.89.0.12,,,,,,,,
[x],old-wp.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,54.225.105.0,,,,,,,,
[x],oldjenkins.dev.redislabs.com,"ns-1103.awsdns-09.org, awsdns-hostmaster.amazon.com","ns-1103.awsdns-09.org, ns-1981.awsdns-55.co.uk, ns-232.awsdns-29.com, ns-781.awsdns-33.net",,NOERROR,34.194.30.171,,,,,,,,
