new,host,a,soa,status_code,cname,ns,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,txt,caa,mx
[x],cs67-2037.meraki.com,209.206.54.16,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1131.meraki.com,,2620:12f:c002:116:6bd:97ff:fe6e:8fe4,,,,,,,
[x],cs67-spare-2037.meraki.com,209.206.49.87,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1136.meraki.com,,2620:12f:c000:0:6bd:97ff:fe3e:a964,,,,,,,
[x],cs67.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1131.meraki.com,,2620:12f:c002:116:6bd:97ff:fe6e:8fe4,,,,,,,
[x],cs67.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs68-spare-2037.meraki.com,209.206.63.76,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal774.meraki.com,,2620:12f:c002:0:676:b0ff:fed2:46e8,,,,,,,
[x],cs68-spare.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal774.meraki.com,,2620:12f:c002:0:676:b0ff:fed2:46e8,,,,,,,
[x],cs68.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs69-2037.meraki.com,209.206.60.241,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,syd249.meraki.com,,2620:12f:c00b:100:baa3:77ff:fe8e:7f60,,,,,,,
[x],cs69.meraki.com,209.206.60.241,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,syd249.meraki.com,,2620:12f:c00b:100:baa3:77ff:fe8e:7f60,,,,,,,
[x],cs69.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs7-2037.meraki.com,158.115.141.145,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use204.meraki.com,,2600:1f16:941:8e00:865f:ae93:d500:f640,,,,,,,
[x],cs7-spare.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal984.meraki.com,,,,,,,,,
[x],cs7.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cs7.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use204.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2600:1f16:941:8e00:865f:ae93:d500:f640,,,,,,,
[x],cs70-2037.meraki.com,209.206.61.6,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sin256.meraki.com,,2620:12f:c008:0:3673:2dff:fe46:ad70,,,,,,,
[x],cs70-spare-2037.meraki.com,209.206.60.82,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,syd239.meraki.com,,2620:12f:c00b:100:3673:2dff:fe46:ee68,,,,,,,
[x],cs70.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs71-spare.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use103.meraki.com,,2600:1f16:941:8e01:122b:54d4:6e2b:20ba,,,,,,,
[x],cs71.meraki.com,209.206.63.201,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1057.meraki.com,,2620:12f:c002:0:1a59:f5ff:fe23:defc,,,,,,,
[x],cs72-2037.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mun369.meraki.com,,,,,,,,,
[x],cs72-spare.meraki.com,209.206.59.18,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,fra527.meraki.com,,2620:12f:c006:0:6bd:97ff:fea1:2120,,,,,,,
[x],cs72.meraki.com,209.206.57.242,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mun369.meraki.com,,2620:12f:c004:0:569f:c6ff:fe6d:b054,,,,,,,
[x],cs72.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs73-2037.meraki.com,209.206.51.201,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg856.meraki.com,,2620:12f:c000:0:eece:13ff:fed8:b14,,,,,,,
[x],cs73.meraki.com,209.206.51.201,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg856.meraki.com,,2620:12f:c000:0:eece:13ff:fed8:b14,,,,,,,
[x],cs74-spare-2037.meraki.com,209.206.53.227,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal611.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:0:a653:eff:fee5:5d61,,,,,,,
[x],cs74-spare.meraki.com,209.206.53.227,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal611.meraki.com,,2620:12f:c002:0:a653:eff:fee5:5d61,,,,,,,
[x],cs74.meraki.com,209.206.50.106,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg669.meraki.com,,2620:12f:c000:116:7e31:eff:fec1:c9d4,,,,,,,
[x],cs74.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs75-spare.meraki.com,209.206.49.210,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1011.meraki.com,,2620:12f:c000:0:aebc:d9ff:fe00:5a98,,,,,,,
[x],cs75.meraki.com,209.206.63.236,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1006.meraki.com,,2620:12f:c002:0:aebc:d9ff:fe00:4928,,,,,,,
[x],cs75.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs76-spare.meraki.com,209.206.54.53,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1024.meraki.com,,2620:12f:c002:116:ce90:70ff:fe7f:cacc,,,,,,,
[x],cs76.meraki.com,209.206.49.122,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1035.meraki.com,,2620:12f:c000:0:4206:d5ff:fead:162c,,,,,,,
[x],cs77-spare.meraki.com,209.206.48.209,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg648.meraki.com,,2620:12f:c000:0:5e71:dff:fe25:137,,,,,,,
[x],cs77.meraki.com,209.206.63.13,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal705.meraki.com,,2620:12f:c002:0:3e57:31ff:fe02:9a3e,,,,,,,
[x],cs78.meraki.com,158.115.133.0,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,usw697.meraki.com,,2600:1f14:83f:f000:5b1c:e62:cb17:c56c,,,,,,,
[x],cs79-spare-2037.meraki.com,209.206.53.170,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1199.meraki.com,,2620:12f:c002:0:6bd:97ff:febc:1b14,,,,,,,
[x],cs79-spare.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1199.meraki.com,,,,,,,,,
[x],cs79.meraki.com,209.206.51.70,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg929.meraki.com,,2620:12f:c000:0:6e03:9ff:fe57:8778,,,,,,,
[x],cs79.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs8-2037.meraki.com,209.206.51.61,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg716.meraki.com,,2620:12f:c000:0:3e57:31ff:fe02:f032,,,,,,,
[x],cs8-spare.meraki.com,158.115.133.5,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,usw102.meraki.com,,2600:1f14:83f:f002:9c00:3741:4d80:cfb8,,,,,,,
[x],cs8.meraki.com,209.206.51.61,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg716.meraki.com,,2620:12f:c000:0:3e57:31ff:fe02:f032,,,,,,,
[x],cs80-spare.meraki.com,209.206.63.196,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal904.meraki.com,,2620:12f:c002:0:46ae:25ff:fee2:e018,,,,,,,
[x],cs80.meraki.com,209.206.49.98,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1133.meraki.com,,2620:12f:c000:0:6bd:97ff:febc:3b48,,,,,,,
[x],cs80.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs81-spare-2037.meraki.com,209.206.51.37,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg692.meraki.com,,2620:12f:c000:0:7e31:eff:fec1:ae24,,,,,,,
[x],cs81-spare.meraki.com,209.206.51.37,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg692.meraki.com,,2620:12f:c000:0:7e31:eff:fec1:ae24,,,,,,,
[x],cs81.meraki.com,209.206.63.240,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1001.meraki.com,,2620:12f:c002:0:baa3:77ff:fe8e:a0fc,,,,,,,
[x],cs81.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs82-2037.meraki.com,209.206.63.173,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal881.meraki.com,,2620:12f:c002:0:b28b:d0ff:fe27:69b0,,,,,,,
[x],cs82-spare-2037.meraki.com,209.206.51.117,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg774.meraki.com,,2620:12f:c000:0:8e94:1fff:fe8c:1d04,,,,,,,
[x],cs82.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs83-spare.meraki.com,209.206.63.246,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal987.meraki.com,,2620:12f:c002:0:4e5d:3cff:fe6b:fcb4,,,,,,,
[x],cs83.meraki.com,209.206.51.251,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg963.meraki.com,,2620:12f:c000:0:6e03:9ff:fe7e:3f00,,,,,,,
[x],cs83.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs84-2037.meraki.com,209.206.63.86,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal784.meraki.com,,2620:12f:c002:0:42b5:c1ff:fe4a:9f28,,,,,,,
[x],cs84-spare.meraki.com,209.206.51.241,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg981.meraki.com,,2620:12f:c000:0:baa3:77ff:fe8e:5e30,,,,,,,
[x],cs84.meraki.com,209.206.63.86,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal784.meraki.com,,2620:12f:c002:0:42b5:c1ff:fe4a:9f28,,,,,,,
[x],cs84.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs85-2037.meraki.com,209.206.61.106,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sin268.meraki.com,,2620:12f:c008:0:3673:2dff:fe46:e688,,,,,,,
[x],cs85-spare-2037.meraki.com,209.206.60.215,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,syd161.meraki.com,,2620:12f:c00b:100:36ed:1bff:fef1:1880,,,,,,,
[x],cs86-2037.meraki.com,209.206.54.50,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1026.meraki.com,,2620:12f:c002:116:ce90:70ff:fe80:dbc,,,,,,,
[x],cs86-spare-2037.meraki.com,209.206.49.183,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg954.meraki.com,,2620:12f:c000:0:3673:2dff:fe46:c414,,,,,,,
[x],cs86-spare.meraki.com,209.206.49.183,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg954.meraki.com,,2620:12f:c000:0:3673:2dff:fe46:c414,,,,,,,
[x],cs86-spare.test.ikarem.io,,,NOERROR,usw142.meraki.com,,,,,,,,,
[x],cs86.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs88-spare.meraki.com,158.115.133.243,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,usw642.meraki.com,,2600:1f14:83f:f000:7892:d779:c9bf:f781,,,,,,,
[x],cs88.meraki.com,158.115.141.158,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use255.meraki.com,,2600:1f16:941:8e00:2963:b93b:abec:8145,,,,,,,
[x],cs89-2037.meraki.com,209.206.51.113,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1059.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c000:0:aebc:d9ff:fe00:3cec,,,,,,,
[x],cs89-spare.meraki.com,209.206.53.83,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1106.meraki.com,,2620:12f:c002:0:aebc:d9ff:fe00:40b8,,,,,,,
[x],cs89.meraki.com,209.206.51.113,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1059.meraki.com,,2620:12f:c000:0:aebc:d9ff:fe00:3cec,,,,,,,
[x],cs9-spare.meraki.com,158.115.141.15,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use304.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2600:1f16:941:8e00:cffa:fcbe:c3b5:45db,,,,,,,
[x],cs90-spare.meraki.com,209.206.51.161,,NOERROR,sdg816.meraki.com,,,,,,,,,
[x],cs90.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com","ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",,,,,,,,
[x],cs91-spare-2037.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1004.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c000:0:6a87:c6ff:fedb:9964,,,,,,,
[x],cs91-spare.meraki.com,209.206.51.30,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1004.meraki.com,,2620:12f:c000:0:6a87:c6ff:fedb:9964,,,,,,,
[x],cs91.meraki.com,209.206.63.233,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1009.meraki.com,,2620:12f:c002:0:4206:d5ff:fead:1a40,,,,,,,
[x],cs92-2037.meraki.com,209.206.57.105,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,vmu134.meraki.com,,2620:12f:c004:0:250:56ff:fe8f:9a9c,,,,,,,
[x],cs92-spare.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cs92-spare.meraki.com,209.206.59.84,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,fra504.meraki.com,,2620:12f:c006:0:6bd:97ff:fe6e:d5a4,,,,,,,
[x],cs92.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs93-2037.meraki.com,209.206.54.46,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1030.meraki.com,,2620:12f:c002:116:ce90:70ff:fe80:2340,,,,,,,
[x],cs93-spare.meraki.com,209.206.49.194,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1112.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",,,,,,,,
[x],cs93.meraki.com,209.206.54.46,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1030.meraki.com,,2620:12f:c002:116:ce90:70ff:fe80:2340,,,,,,,
[x],cs93.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs94-2037.meraki.com,158.115.133.53,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,usw127.meraki.com,,2600:1f14:83f:f002:e3ae:f6ad:b3c8:a2c2,,,,,,,
[x],cs94-spare-2037.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg893.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c000:0:faa7:3aff:fe17:3218,,,,,,,
[x],cs94.meraki.com,158.115.133.53,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,usw127.meraki.com,,2600:1f14:83f:f002:e3ae:f6ad:b3c8:a2c2,,,,,,,
[x],cs94.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs95-2037.meraki.com,209.206.49.4,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1019.meraki.com,,2620:12f:c000:0:ce90:70ff:fe6c:6f2c,,,,,,,
[x],cs95-spare-2037.meraki.com,209.206.54.47,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1029.meraki.com,,2620:12f:c002:116:6a87:c6ff:fedb:aa68,,,,,,,
[x],cs95-spare.meraki.com,209.206.54.47,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1029.meraki.com,,2620:12f:c002:116:6a87:c6ff:fedb:aa68,,,,,,,
[x],cs96-spare.meraki.com,209.206.51.129,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg784.meraki.com,,2620:12f:c000:0:676:b0ff:fec1:16c0,,,,,,,
[x],cs96.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal908.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:0:46ae:25ff:fe3b:37a8,,,,,,,
[x],cs96.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs97-spare.meraki.com,209.206.63.149,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal847.meraki.com,,2620:12f:c002:0:eaeb:34ff:fe9b:6754,,,,,,,
[x],cs97.meraki.com,209.206.51.162,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg817.meraki.com,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c000:0:42b5:c1ff:fe07:41e4,,,,,,,
[x],cs97.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs98-2037.meraki.com,209.206.63.204,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1012.meraki.com,,2620:12f:c002:0:ce90:70ff:fe80:c30,,,,,,,
[x],cs98-spare.meraki.com,209.206.50.120,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sdg1162.meraki.com,,2620:12f:c000:116:6a7:41ff:fe10:51c0,,,,,,,
[x],cs98.meraki.com,209.206.63.204,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dal1012.meraki.com,,2620:12f:c002:0:ce90:70ff:fe80:c30,,,,,,,
[x],cs98.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],cs99-2037.meraki.com,158.115.141.159,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use256.meraki.com,,2600:1f16:941:8e00:175c:b158:11d7:8f95,,,,,,,
[x],cs99.meraki.com,158.115.141.159,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use256.meraki.com,,2600:1f16:941:8e00:175c:b158:11d7:8f95,,,,,,,
[x],cs99.test.ikarem.io,158.115.141.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,use105.meraki.com,,2600:1f16:941:8e01:20b:6e8c:571d:61d5,,,,,,,
[x],csat.cisco.com,72.163.4.154,"ns1.cisco.com, postmaster.cisco.com",NOERROR,redirect.cisco.com,,2001:420:1101:1::b,,,,,,,
[x],csb.cisco.com,"108.138.51.41, 108.138.51.80, 108.138.51.6, 108.138.51.66, 205.251.193.78, 205.251.194.124","ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-636.awsdns-15.net, ns-1497.awsdns-59.org, ns-1914.awsdns-47.co.uk, ns-334.awsdns-41.com",,True,cloudfront,,,,,
[x],csganesha.dev.network-auth.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csganesha.meraki-go.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csls-db.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csm.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csm.dev.network-auth.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csmith.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csmith.dev.network-auth.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],csr.cisco.com,173.36.127.32,,NOERROR,csr.xglb.cisco.com,,,,,,,,,
[x],csr.xglb.cisco.com,,,NOERROR,,,,,,,,,,
[x],cstaley.dev.network-auth.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cstaley.meraki-go.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cstocker.dev.network-auth.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cstocker.meraki-go.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cta02-wan-gw1-ser0-0-0.cisco.com,64.103.180.66,"ns1.cisco.com, postmaster.cisco.com",NOERROR,,,,,,,,,,
[x],ctf.cisco.com,64.101.239.53,"ns1.cisco.com, postmaster.cisco.com",NOERROR,,,,,,,,,,
