new,host,a,cname,mx,soa,ns,txt,caa,status_code,cdn,cdn-name,aaaa
[x],autodiscover.corp.kucoin.com,"40.99.222.184, 40.99.150.40, 40.99.150.72, 40.99.214.40","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,,NOERROR,,,"2603:1026:c0d:c28::8, 2603:1026:c0d:c2f::8, 2603:1026:c0d:82c::8, 2603:1026:c0d:82e::8"
[x],autodiscover.kucoin.com,"52.97.163.8, 40.101.12.88, 40.101.18.248, 52.97.183.200","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,,NOERROR,,,"2603:1026:206:5::8, 2603:1026:207:a6::8, 2603:1026:c03:3000::8, 2603:1026:c03:706b::8"
[x],autodiscover.partner.kucoin.com,"40.101.83.200, 40.101.12.56, 40.99.204.136, 40.101.82.72","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,,NOERROR,,,"2603:1026:c03:7074::8, 2603:1026:206:3::8, 2603:1026:200:51::8, 2603:1026:c03:707e::8"
[x],cert.kucoin.com,"104.18.8.15, 104.18.9.15",cert.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],express.kucoin.com,"104.18.9.15, 104.18.8.15",express.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],frontend-helper.kucoin.com,"108.157.229.50, 108.157.229.85, 108.157.229.108, 108.157.229.22",d2boqy46j2lr69.cloudfront.net,,"ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com","ns-2025.awsdns-61.co.uk, ns-380.awsdns-47.com, ns-978.awsdns-58.net, ns-1220.awsdns-24.org",,,NOERROR,True,cloudfront,"2600:9000:223f:7000:11:ce92:b440:93a1, 2600:9000:223f:4600:11:ce92:b440:93a1, 2600:9000:223f:b000:11:ce92:b440:93a1, 2600:9000:223f:dc00:11:ce92:b440:93a1, 2600:9000:223f:3a00:11:ce92:b440:93a1, 2600:9000:223f:1a00:11:ce92:b440:93a1, 2600:9000:223f:5e00:11:ce92:b440:93a1, 2600:9000:223f:ee00:11:ce92:b440:93a1"
[x],intro.kucoin.com,"18.66.112.61, 18.66.112.101, 18.66.112.35, 18.66.112.26",d2boqy46j2lr69.cloudfront.net,,"ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com","ns-1220.awsdns-24.org, ns-2025.awsdns-61.co.uk, ns-380.awsdns-47.com, ns-978.awsdns-58.net",,,NOERROR,True,cloudfront,"2600:9000:223f:6a00:11:ce92:b440:93a1, 2600:9000:223f:f200:11:ce92:b440:93a1, 2600:9000:223f:aa00:11:ce92:b440:93a1, 2600:9000:223f:6600:11:ce92:b440:93a1, 2600:9000:223f:ec00:11:ce92:b440:93a1, 2600:9000:223f:d800:11:ce92:b440:93a1, 2600:9000:223f:e00:11:ce92:b440:93a1, 2600:9000:223f:9400:11:ce92:b440:93a1"
[x],kcs-info.kucoin.com,"13.227.219.95, 13.227.219.56, 13.227.219.62, 13.227.219.91",d2boqy46j2lr69.cloudfront.net,,"ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com","ns-1220.awsdns-24.org, ns-2025.awsdns-61.co.uk, ns-380.awsdns-47.com, ns-978.awsdns-58.net",,,NOERROR,True,cloudfront,"2600:9000:21c7:7400:11:ce92:b440:93a1, 2600:9000:21c7:ae00:11:ce92:b440:93a1, 2600:9000:21c7:5400:11:ce92:b440:93a1, 2600:9000:21c7:200:11:ce92:b440:93a1, 2600:9000:21c7:1a00:11:ce92:b440:93a1, 2600:9000:21c7:6a00:11:ce92:b440:93a1, 2600:9000:21c7:f600:11:ce92:b440:93a1, 2600:9000:21c7:7000:11:ce92:b440:93a1"
[x],kcs.kucoin.com,"104.18.8.15, 104.18.9.15",kcs.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],kitchen-v2.kucoin.com,"104.18.9.15, 104.18.8.15",kitchen-v2.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],kucoin.com,"18.66.248.14, 18.66.248.88, 18.66.248.109, 18.66.248.51",,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, mx.sendcloud.org, mxdm-ap-southeast-1.aliyun.com, aspmx.l.google.com, mx1.notify.best, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, kucoin-com.mail.eo.outlook.com","ns-1850.awsdns-39.co.uk, awsdns-hostmaster.amazon.com","ns-1249.awsdns-28.org, ns-1850.awsdns-39.co.uk, ns-280.awsdns-35.com, ns-906.awsdns-49.net","MS=ms77224760, ca3-0017b382c3f643b793daa2b17cc73d8b, google-site-verification=Arz1DfS6shjt7WXqmNe85If83Nr-ekkuZK-2_wRNGr0, v=spf1 include:_spf.google.com include:mail.zendesk.com include:shops.shopify.com include:spf.email.notify.best include:spf.protection.outlook.com -all",,NOERROR,True,cloudfront,
[x],land-sdb.kucoin.com,"104.18.9.15, 104.18.8.15",land-sdb.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],land.kucoin.com,"104.18.8.15, 104.18.9.15",land.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],m.kucoin.com,"104.18.8.15, 104.18.9.15",m.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],mobile-sdb.kucoin.com,,mobile-sdb.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,,,
[x],openapi-sandbox.kucoin.com,"104.18.9.15, 104.18.8.15",openapi-sandbox.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],openapi-v2.kucoin.com,"104.18.8.15, 104.18.9.15",openapi-v2.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],passport.kucoin.com,"104.18.8.15, 104.18.9.15",passport.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],pop3.kucoin.com,47.246.146.57,"pop3.mxhichina.com, pop.qiye.aliyun.com",,"ns1.alibabadns.com, hostmaster.alibabadns.com",,,,NOERROR,,,
[x],ptr2.kucoin.com,49.0.203.61,,,"ns-1850.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,,,
[x],ptr3.kucoin.com,159.138.82.212,,,"ns-1850.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,,,
[x],push-private.kucoin.com,"13.32.121.34, 13.32.121.47, 13.32.121.16, 13.32.121.30",d2rtq1fxrp1hea.cloudfront.net,,"ns-272.awsdns-34.com, awsdns-hostmaster.amazon.com","ns-272.awsdns-34.com, ns-802.awsdns-36.net, ns-1211.awsdns-23.org, ns-1730.awsdns-24.co.uk",,,NOERROR,True,cloudfront,"2600:9000:236e:1400:2:bc38:d480:93a1, 2600:9000:236e:6e00:2:bc38:d480:93a1, 2600:9000:236e:a000:2:bc38:d480:93a1, 2600:9000:2240:8a00:2:bc38:d480:93a1, 2600:9000:2240:8e00:2:bc38:d480:93a1, 2600:9000:2240:b400:2:bc38:d480:93a1, 2600:9000:2240:d600:2:bc38:d480:93a1, 2600:9000:2240:ec00:2:bc38:d480:93a1"
[x],push-socketio-sandbox.kucoin.com,"104.18.8.15, 104.18.9.15",push-socketio-sandbox.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],push-socketio.kucoin.com,"18.65.39.31, 18.65.39.124, 18.65.39.74, 18.65.39.101",dhzxozxvf3djw.cloudfront.net,,"ns-1264.awsdns-30.org, awsdns-hostmaster.amazon.com","ns-100.awsdns-12.com, ns-1264.awsdns-30.org, ns-1753.awsdns-27.co.uk, ns-944.awsdns-54.net",,,NOERROR,True,cloudfront,"2600:9000:238d:6800:4:9b20:9700:93a1, 2600:9000:238d:2000:4:9b20:9700:93a1, 2600:9000:238d:ec00:4:9b20:9700:93a1, 2600:9000:238d:600:4:9b20:9700:93a1, 2600:9000:238d:c600:4:9b20:9700:93a1, 2600:9000:238d:3c00:4:9b20:9700:93a1, 2600:9000:238d:2e00:4:9b20:9700:93a1, 2600:9000:238d:e800:4:9b20:9700:93a1"
[x],robot.kucoin.com,"104.18.9.15, 104.18.8.15",robot.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],sandbox-docs.kucoin.com,"104.18.8.15, 104.18.9.15",sandbox-docs.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],sandbox-futures.kucoin.com,"104.18.8.15, 104.18.9.15",sandbox-futures.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],smtp.kucoin.com,47.246.146.57,"smtp.mxhichina.com, smtp.qiye.aliyun.com",,"ns1.alibabadns.com, hostmaster.alibabadns.com",,,,NOERROR,,,
[x],store.kucoin.com,23.227.38.65,,,"ns-1850.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,,,
[x],support.kucoin.com,"104.18.8.15, 104.18.9.15",support.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],token-info-sandbox.kucoin.com,,token-info-sandbox.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,,,
[x],token-info.kucoin.com,"104.18.8.15, 104.18.9.15",token-info.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],trade-sandbox.kucoin.com,"104.18.8.15, 104.18.9.15",trade-sandbox.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:80f, 2606:4700::6812:90f"
[x],trade-v2.kucoin.com,"104.18.8.15, 104.18.9.15",trade-v2.kucoin.com.cdn.cloudflare.net,,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,True,cloudflare,"2606:4700::6812:90f, 2606:4700::6812:80f"
[x],url1986.kucoin.com,"167.89.118.52, 167.89.118.83, 167.89.123.124, 167.89.123.54",sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com","ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0","amazonaws.com, godaddy.com",NOERROR,,,
[x],url237.kucoin.com,"167.89.123.54, 167.89.123.124, 167.89.118.52, 167.89.118.83",sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com","ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns14.dnsmadeeasy.com",,,NOERROR,,,
[x],url2891.kucoin.com,"167.89.118.83, 167.89.123.54, 167.89.123.124, 167.89.118.52",sendgrid.net,"mx.sendgrid.net, mx2.sendgrid.net","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com","ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com","mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","amazonaws.com, godaddy.com",NOERROR,,,
[x],ws-api.kucoin.com,"13.227.219.85, 13.227.219.90, 13.227.219.83, 13.227.219.115",d2rtq1fxrp1hea.cloudfront.net,,"ns-272.awsdns-34.com, awsdns-hostmaster.amazon.com","ns-272.awsdns-34.com, ns-802.awsdns-36.net, ns-1211.awsdns-23.org, ns-1730.awsdns-24.co.uk",,,NOERROR,True,cloudfront,"2600:9000:21c7:1400:2:bc38:d480:93a1, 2600:9000:21c7:4400:2:bc38:d480:93a1, 2600:9000:21c7:7000:2:bc38:d480:93a1, 2600:9000:21c7:6600:2:bc38:d480:93a1, 2600:9000:21c7:d800:2:bc38:d480:93a1, 2600:9000:21c7:9600:2:bc38:d480:93a1, 2600:9000:21c7:400:2:bc38:d480:93a1, 2600:9000:21c7:c000:2:bc38:d480:93a1"
[x],ws-web-futures.kucoin.com,"13.227.219.37, 13.227.219.103, 13.227.219.107, 13.227.219.99",d6smp30mhp4sw.cloudfront.net,,"ns-1161.awsdns-17.org, awsdns-hostmaster.amazon.com","ns-2021.awsdns-60.co.uk, ns-401.awsdns-50.com, ns-1012.awsdns-62.net, ns-1161.awsdns-17.org",,,NOERROR,True,cloudfront,"2600:9000:21c7:2600:19:d6db:6400:93a1, 2600:9000:21c7:5200:19:d6db:6400:93a1, 2600:9000:21c7:d600:19:d6db:6400:93a1, 2600:9000:21c7:f800:19:d6db:6400:93a1, 2600:9000:21c7:6e00:19:d6db:6400:93a1, 2600:9000:21c7:dc00:19:d6db:6400:93a1, 2600:9000:21c7:a400:19:d6db:6400:93a1, 2600:9000:21c7:a800:19:d6db:6400:93a1"
[x],ws-web-spot.kucoin.com,"13.227.219.25, 13.227.219.100, 13.227.219.125, 13.227.219.87",d11q7htivabrg0.cloudfront.net,,"ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com","ns-1348.awsdns-40.org, ns-1618.awsdns-10.co.uk, ns-342.awsdns-42.com, ns-991.awsdns-59.net",,,NOERROR,True,cloudfront,"2600:9000:21c7:1200:4:62f9:6c00:93a1, 2600:9000:21c7:ea00:4:62f9:6c00:93a1, 2600:9000:21c7:ca00:4:62f9:6c00:93a1, 2600:9000:21c7:ec00:4:62f9:6c00:93a1, 2600:9000:21c7:9600:4:62f9:6c00:93a1, 2600:9000:21c7:f800:4:62f9:6c00:93a1, 2600:9000:21c7:7400:4:62f9:6c00:93a1, 2600:9000:21c7:ce00:4:62f9:6c00:93a1"
[x],ws-web.kucoin.com,"143.204.231.81, 143.204.231.72, 143.204.231.77, 143.204.231.52",d1rcpih2q7yva7.cloudfront.net,,"ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com","ns-733.awsdns-27.net, ns-2022.awsdns-60.co.uk, ns-1222.awsdns-24.org, ns-112.awsdns-14.com",,,NOERROR,True,cloudfront,"2600:9000:2361:6000:a:15d0:77c0:93a1, 2600:9000:2361:3800:a:15d0:77c0:93a1, 2600:9000:2361:4800:a:15d0:77c0:93a1, 2600:9000:2361:da00:a:15d0:77c0:93a1, 2600:9000:2361:f600:a:15d0:77c0:93a1, 2600:9000:2361:9200:a:15d0:77c0:93a1, 2600:9000:2361:1e00:a:15d0:77c0:93a1, 2600:9000:2361:e400:a:15d0:77c0:93a1"
[x],zendesk2.kucoin.com,"162.159.138.6, 162.159.128.7",mail2.zendesk.com,mail.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,v=spf1 include:_netblocks.zdsys.com ~all,,NOERROR,True,cloudflare,
[x],zendesk3.kucoin.com,"162.159.128.7, 162.159.138.6",mail3.zendesk.com,mail.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,v=spf1 include:_netblocks.zdsys.com ~all,,NOERROR,True,cloudflare,
