input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_
ustglobal.upwork.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ustglobal.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,ustglobal.upwork.com,cloudflare,443,https://ustglobal.upwork.com:443,https,cloudflare,text/plain,GET,104.18.89.237,/,1253481126,104.18.90.237,HTTP/3,1,False,True,,,
viasat.upwork.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,viasat.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,viasat.upwork.com,cloudflare,80,http://viasat.upwork.com:80,http,cloudflare,text/plain,GET,104.18.89.237,/,1253481126,104.18.90.237,HTTP/3,1,False,True,,https://viasat.upwork.com/,
videos.upwork.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,videos.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,videos.upwork.com,cloudflare,443,https://videos.upwork.com:443,https,cloudflare,text/plain,GET,104.18.89.237,/,1253481126,104.18.90.237,HTTP/3,1,False,True,,,
view.upwork.com,Home | Highspot,200,34448,AS13335,CLOUDFLARENET,US,172.64.192.0/20,app.highspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-11-23T23:59:59Z,CN=*.highspot.com,*.highspot.com,,highspot-page.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9d67ad9ea2775bc5ff853a9b7daab3b9,d0da59d8cff713719def24fac97ca14a245f2dd99589d57c0ba0f34f5af36987,True,ctls,app.highspot.com,cloudflare,443,https://view.upwork.com:443,https,Apache,text/html,GET,172.64.150.172,/,-1182952389,2606:4700:4400::ac40:96ac,Bootstrap:5,686,False,True,,https://app.highspot.com/unsupported_browser,
wf-anyhire-stage.upwork.com,Upwork Kickoff Template,200,24107,AS16509,AS16509,Unknown,34.240.0.0/12,wf-anyhire-stage.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-04T14:15:16Z,2023-06-02T14:15:15Z,CN=wf-anyhire-stage.upwork.com,wf-anyhire-stage.upwork.com,,wf-anyhire-stage.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,726cfb96b22217edd75ace7d75a70c50,222ac157b38316bba40f7c7613f5812e09255f37fcea1cb020e3ef0f78a92c35,,ctls,wf-anyhire-stage.upwork.com,,443,https://wf-anyhire-stage.upwork.com:443,https,,text/html,GET,34.253.101.190,/,-876528727,34.251.201.224,Webflow,188,False,,,,
wf-anyhire.upwork.com,Upwork Kickoff Template,200,24101,AS16509,AS16509,Unknown,34.240.0.0/12,wf-anyhire.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-04T14:15:06Z,2023-06-02T14:15:05Z,CN=wf-anyhire.upwork.com,wf-anyhire.upwork.com,,wf-anyhire.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9581e9ca2764a7c5a92bd10b093a9116,f8ce1d74f503aca79bb09f385fc44ddafc08095313ab95eae3db0ec3119c769d,,ctls,wf-anyhire.upwork.com,,443,https://wf-anyhire.upwork.com:443,https,,text/html,GET,34.251.201.224,/,542113509,54.194.170.100,Webflow,188,False,,,,
wf-careers.upwork.com,Careers | Upwork,200,116036,AS16509,AS16509,Unknown,34.240.0.0/12,wf-careers.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T21:10:12Z,2023-08-02T21:10:11Z,CN=wf-careers.upwork.com,wf-careers.upwork.com,,wf-careers.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fa9ab871f0c179e7f8ecd0b984bd3b67,70ef4692cd0a20477e883c06624262fcea8e36e1b24394f47714cf7dbcc512b1,,ctls,wf-careers.upwork.com,,80,http://wf-careers.upwork.com:80,http,,text/html,GET,34.251.201.224,/,-1389744908,54.194.170.100,YouTube,439,False,,,https://wf-careers.upwork.com/,
wf-community.upwork.com,Grand Central - Upwork Design System,200,14137,AS16509,AS16509,Unknown,34.240.0.0/12,wf-community.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T05:16:03Z,2023-07-31T05:16:02Z,CN=wf-community.upwork.com,wf-community.upwork.com,,wf-community.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e1aa9b0a0fe519f144a06c1f49e67059,a45fe51381ace50741b1572a20d4bd89f042235cab1496a560bfac49a57845f9,,ctls,wf-community.upwork.com,,443,https://wf-community.upwork.com:443,https,,text/html,GET,34.253.101.190,/,668450313,34.251.201.224,Webflow,431,False,,,,
wf-creative-stage.upwork.com,Upwork Cook It Up,200,4902,AS16509,AS16509,Unknown,34.240.0.0/12,wf-creative-stage.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T05:12:38Z,2023-07-17T05:12:37Z,CN=wf-creative-stage.upwork.com,wf-creative-stage.upwork.com,,wf-creative-stage.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d97cf1455be1ce483efe324efe5b5c57,ff0eb2a4d7c288a443e23e97fc7d4d7a54218f4fb452606768a1b889e57d2390,,ctls,wf-creative-stage.upwork.com,,443,https://wf-creative-stage.upwork.com:443,https,,text/html,GET,34.253.101.190,/,-1962982300,54.194.170.100,Webflow,57,False,,,,
wf-creative.upwork.com,Upwork Cook It Up,200,4896,AS16509,AS16509,Unknown,34.240.0.0/12,wf-creative.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T01:11:57Z,2023-07-17T01:11:56Z,CN=wf-creative.upwork.com,wf-creative.upwork.com,,wf-creative.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba8dbf863fddfa899edba6a65abf9b59,6bb0ef3f532ad02a9956cc8eeafb02d162848bff15fd3d30d78575219872b72e,,ctls,wf-creative.upwork.com,,443,https://wf-creative.upwork.com:443,https,,text/html,GET,34.251.201.224,/,-1063136659,54.194.170.100,Webflow,57,False,,,,
wf-info.upwork.com,Upwork Desktop Application,200,39824,AS16509,AS16509,Unknown,34.240.0.0/12,wf-info.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T23:10:21Z,2023-06-06T23:10:20Z,CN=wf-info.upwork.com,wf-info.upwork.com,,wf-info.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fef94606e0c632e34157b0cbeb4154de,2fdda2fd9224b645b39fa46d5d90c368952d1cf62ebda287537f17282945782f,,ctls,wf-info.upwork.com,,80,http://wf-info.upwork.com:80,http,,text/html,GET,34.253.101.190,/,-686272528,54.194.170.100,Webflow,1028,False,,,https://wf-info.upwork.com/,
wf-integrations-stage.upwork.com,Careers | Upwork,200,122344,AS16509,AS16509,Unknown,54.194.0.0/15,wf-integrations-stage.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T17:45:35Z,2023-05-23T17:45:34Z,CN=wf-integrations-stage.upwork.com,wf-integrations-stage.upwork.com,,wf-integrations-stage.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,59ded9deaf26d5a5bca4bf21b5fe4527,1f6510834486543db3f4f122c2b87761ffd031df35b8c6dd8c8f065d7a86f2f3,,ctls,wf-integrations-stage.upwork.com,,443,https://wf-integrations-stage.upwork.com:443,https,,text/html,GET,54.194.170.100,/,2047285300,34.253.101.190,YouTube,852,False,,,,
wf-master.upwork.com,Upwork Desktop Application,200,39826,AS16509,AS16509,Unknown,34.240.0.0/12,wf-master.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T12:12:28Z,2023-06-25T12:12:27Z,CN=wf-master.upwork.com,wf-master.upwork.com,,wf-master.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,598511f0b524d11008be4efe200617f3,4e97d8404efa57bbc74ba268a0c51a4e002fcff372992c486e184b08235c3b0f,,ctls,wf-master.upwork.com,,443,https://wf-master.upwork.com:443,https,,text/html,GET,34.253.101.190,/,707508472,34.251.201.224,Webflow,1028,False,,,,
wf-resources.upwork.com,Business & Freelancer Resources | Upwork,200,106753,AS16509,AS16509,Unknown,34.240.0.0/12,wf-resources.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T21:19:30Z,2023-07-31T21:19:29Z,CN=wf-resources.upwork.com,wf-resources.upwork.com,,wf-resources.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d61cd59fa3dc3a2f117e590fc67b92bd,6f3c6af090d7e690b822e05ed8218b6ee1343294ca410aea441232a0da568670,,ctls,wf-resources.upwork.com,,443,https://wf-resources.upwork.com:443,https,,text/html,GET,34.251.201.224,/,-1439035246,54.194.170.100,Webflow,725,False,,,,
wf-seo-stage.upwork.com,Webflow and Figma Kickoff Style Guide | Flow Ninja,200,176915,AS16509,AS16509,Unknown,34.240.0.0/12,wf-seo-stage.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T14:10:12Z,2023-08-02T14:10:11Z,CN=wf-seo-stage.upwork.com,wf-seo-stage.upwork.com,,wf-seo-stage.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ae60eb76a8391efd6febd78b546ee14a,f46c12e852b3ac5ba8e1867cb014872c91e962cce083903497480b6d478137ff,,ctls,wf-seo-stage.upwork.com,,80,http://wf-seo-stage.upwork.com:80,http,,text/html,GET,34.253.101.190,/,-1023107633,34.251.201.224,Webflow,1093,False,,,https://wf-seo-stage.upwork.com/,
wf-talent.upwork.com,Grand Central - Upwork Design System,200,17296,AS16509,AS16509,Unknown,34.240.0.0/12,wf-talent.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T08:50:26Z,2023-07-19T08:50:25Z,CN=wf-talent.upwork.com,wf-talent.upwork.com,,wf-talent.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a04a448d683536fb6bec1106d5d246c9,f4e2e9275037311e417423fe41c698c5aa85e014bf9b6eaba0b306feb3dff287,,ctls,wf-talent.upwork.com,,443,https://wf-talent.upwork.com:443,https,,text/html,GET,34.251.201.224,/,-847410138,54.194.170.100,Webflow,484,False,,,,
wf-upworkshop-stage.upwork.com,The Upwork Workshop,200,84386,AS16509,AS16509,Unknown,34.240.0.0/12,wf-upworkshop-stage.upwork.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-02T10:57:12Z,2023-05-31T10:57:11Z,CN=wf-upworkshop-stage.upwork.com,wf-upworkshop-stage.upwork.com,,wf-upworkshop-stage.upwork.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eb7dc710ddcf7be4bfce73f43cfff11c,f4f8ae75f8c5443ed326e113c7c65fc078f8f8ee495daf7d2ae0a1356c85f5c3,,ctls,wf-upworkshop-stage.upwork.com,,443,https://wf-upworkshop-stage.upwork.com:443,https,,text/html,GET,34.251.201.224,/,1508963163,34.253.101.190,Webflow,1487,False,,,,
www.upwork.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,www.upwork.com,cloudflare,443,https://www.upwork.com:443,https,cloudflare,text/plain,GET,104.18.89.237,/,1253481126,104.18.90.237,HTTP/3,1,False,True,,,
zebra.upwork.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,zebra.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,zebra.upwork.com,cloudflare,80,http://zebra.upwork.com:80,http,cloudflare,text/plain,GET,104.18.89.237,/,1253481126,104.18.90.237,HTTP/3,1,False,True,,https://zebra.upwork.com/,
zendesk1.upwork.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk1.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,zendesk1.upwork.com,cloudflare,80,http://zendesk1.upwork.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1253481126,162.159.128.7,HTTP/3,1,False,True,,https://zendesk1.upwork.com/,
zendesk2.upwork.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk2.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,zendesk2.upwork.com,cloudflare,443,https://zendesk2.upwork.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,1253481126,162.159.138.6,HTTP/3,1,False,True,,,
zendesk3.upwork.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk3.upwork.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-03T23:59:59Z,"CN=*.upwork.com, O=Upwork Global Inc., L=San Francisco, ST=California, C=US",*.upwork.com,Upwork Global Inc.,upwork.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,6aa61a4302e45b0b46b06a4c9185ba0d,00c96b8183b6b0a43d93cd348869addbb6321583a39143375efb194b0f102d24,True,ctls,zendesk3.upwork.com,cloudflare,443,https://zendesk3.upwork.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,1253481126,162.159.138.6,HTTP/3,1,False,True,,,
