new,host,a,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa
[x],updates.us.checkpoint.com,209.87.209.87,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],updates6.checkpoint.com,,,NOERROR,,,,updates6.checkpoint6.com,,,,,,
[x],us-casb-smartview.portal.checkpoint.com,"54.208.71.191, 54.163.156.211, 18.204.112.52","ns-15.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us-east-1.g04.checkpoint.com,50.17.39.153,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us-proxy-datalake-vip.checkpoint.com,"209.87.212.26, 209.87.212.140","ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-smb-smc.checkpoint.com,194.29.38.132,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp-jmls10.checkpoint.com,209.87.212.13,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp-jmls12.checkpoint.com,209.87.212.15,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp-jmls13.checkpoint.com,209.87.212.16,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp-jmls15.checkpoint.com,209.87.212.18,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp-sml.checkpoint.com,209.87.212.112,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-be-01.checkpoint.com,209.87.212.117,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls-09.checkpoint.com,209.87.212.137,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls-10.checkpoint.com,209.87.212.147,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls-11.checkpoint.com,209.87.212.148,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls-12.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls-14.checkpoint.com,209.87.212.152,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls1.checkpoint.com,209.87.212.105,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls2.checkpoint.com,209.87.212.7,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls3.checkpoint.com,209.87.212.8,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls4.checkpoint.com,209.87.212.9,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-jmls5.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-smc.checkpoint.com,209.87.212.104,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sme-04.checkpoint.com,209.87.212.136,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sme-05.checkpoint.com,209.87.212.154,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sme-poc.checkpoint.com,209.87.212.116,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sml-04.checkpoint.com,209.87.212.135,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sml-05.checkpoint.com,209.87.212.153,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us-vsmp15-sml1.checkpoint.com,209.87.212.11,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],us.esec.iaas.checkpoint.com,"52.86.170.14, 23.23.143.15, 44.195.142.115","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us.sbm.portal.checkpoint.com,,"ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-586.awsdns-09.net, ns-1291.awsdns-33.org, ns-1835.awsdns-37.co.uk, ns-3.awsdns-00.com",,,,,,,,,
[x],usability.checkpoint.com,"34.232.14.253, 50.19.134.175","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,usability-prd-alb-1385096011.us-east-1.elb.amazonaws.com,,,,,,
[x],uscpm-ca.checkpoint.com,209.87.222.230,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,,,,
[x],uscpm.checkpoint.com,209.87.222.143,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],uscpm.us.checkpoint.com,209.87.222.143,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],usercenter-sndbx.checkpoint.com,194.29.39.25,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],usercenter.checkpoint.com,"13.225.78.38, 13.225.78.46, 13.225.78.6, 13.225.78.75","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-586.awsdns-09.net, ns-1650.awsdns-14.co.uk, ns-111.awsdns-13.com, ns-1508.awsdns-60.org",,,d2a5kmmlbqc9tw.cloudfront.net,True,cloudfront,"2600:9000:21f3:f000:e:90fc:b100:93a1, 2600:9000:21f3:f200:e:90fc:b100:93a1, 2600:9000:21f3:a00:e:90fc:b100:93a1, 2600:9000:21f3:dc00:e:90fc:b100:93a1, 2600:9000:21f3:4400:e:90fc:b100:93a1, 2600:9000:21f3:8600:e:90fc:b100:93a1, 2600:9000:21f3:da00:e:90fc:b100:93a1, 2600:9000:21f3:3e00:e:90fc:b100:93a1",,,
[x],usercenter.g04.checkpoint.com,,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],usmobile.checkpoint.com,209.87.222.189,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,"usmobile.us.checkpoint.com, usmr1.us.checkpoint.com",,,,,,
[x],vanguard.checkpoint.com,18.196.115.85,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns4.p01.nsone.net, dns3.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,,,,
[x],vendors.checkpoint.com,194.29.39.46,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],verypay.dev.i2.checkpoint.com,176.34.184.249,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vic.checkpoint.com,209.87.209.29,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,vic.zonelabs.com,,,,,,
[x],virtual-apacsecure.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns4.p01.nsone.net, dns3.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,,,,
[x],virtual-brazil.checkpoint.com,"100.24.208.97, 35.172.94.1","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net",,,,,,,,,
[x],virtual-cloud.checkpoint.com,"35.172.94.1, 100.24.208.97, 198.51.44.1, 198.51.45.1, 198.51.44.65, 198.51.45.65","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,"2620:4d:4000:6259:7:1:0:1, 2a00:edc0:6259:7:1::2, 2620:4d:4000:6259:7:1:0:3, 2a00:edc0:6259:7:1::4",,,
[x],virtual-cpx-apac.checkpoint.com,"100.24.208.97, 35.172.94.1","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net",,,,,,,,,
[x],virtual-cpx-dach.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-cpx.checkpoint.com,"100.24.208.97, 35.172.94.1","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-czech.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-latam.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-russia.checkpoint.com,185.215.4.18,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],virtual-secure.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-securedatacenter-apac.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],virtual-sko.checkpoint.com,"100.24.208.97, 35.172.94.1, 198.51.44.1, 198.51.45.1, 198.51.44.65, 198.51.45.65","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns3.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net, dns4.p01.nsone.net",,,,,,"2620:4d:4000:6259:7:1:0:1, 2a00:edc0:6259:7:1::2, 2620:4d:4000:6259:7:1:0:3, 2a00:edc0:6259:7:1::4",,,
[x],virtual-spain.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net",,,,,,,,,
[x],virtual-tech-masters.checkpoint.com,"35.172.94.1, 100.24.208.97, 198.51.44.1, 198.51.45.1, 198.51.44.65, 198.51.45.65","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns3.p01.nsone.net, dns2.p01.nsone.net, dns4.p01.nsone.net",,,,,,"2620:4d:4000:6259:7:1:0:1, 2a00:edc0:6259:7:1::2, 2620:4d:4000:6259:7:1:0:3, 2a00:edc0:6259:7:1::4",,,
[x],virtual-uk.checkpoint.com,"100.24.208.97, 35.172.94.1","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,,,,
[x],welcome.checkpoint.com,"185.199.108.153, 185.199.109.153, 185.199.110.153, 185.199.111.153","dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,checkpointsw.github.io,,,"2606:50c0:8000::153, 2606:50c0:8003::153, 2606:50c0:8001::153, 2606:50c0:8002::153",,,"digicert.com, letsencrypt.org"
[x],wp.eucpm.checkpoint.com,178.162.128.130,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],wrappingdemo.checkpoint.com,199.203.71.77,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],www-app.checkpoint.com,209.87.209.212,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],www.casb-dev-smartview.kube1.iaas.checkpoint.com,"108.128.233.214, 54.72.152.40, 34.249.85.251","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.checkpoint.com,"18.66.147.106, 18.66.147.63, 18.66.147.96, 18.66.147.95","ns-345.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1880.awsdns-43.co.uk, ns-345.awsdns-43.com, ns-539.awsdns-03.net, ns-1041.awsdns-02.org",,,d4epvaz4tpdrm.cloudfront.net,True,cloudfront,"2600:9000:225e:3a00:13:1d23:bc80:93a1, 2600:9000:225e:9600:13:1d23:bc80:93a1, 2600:9000:225e:5200:13:1d23:bc80:93a1, 2600:9000:225e:a000:13:1d23:bc80:93a1, 2600:9000:225e:8e00:13:1d23:bc80:93a1, 2600:9000:225e:600:13:1d23:bc80:93a1, 2600:9000:225e:c000:13:1d23:bc80:93a1, 2600:9000:225e:6e00:13:1d23:bc80:93a1",,,
[x],www.cloudinfra-smartview-dev-2.kube1.iaas.checkpoint.com,"34.249.85.251, 54.72.152.40, 108.128.233.214","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.cloudinfra-smartview-dev-3.kube1.iaas.checkpoint.com,"34.249.85.251, 54.72.152.40, 108.128.233.214","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1475.awsdns-56.org, ns-1633.awsdns-12.co.uk, ns-308.awsdns-38.com, ns-945.awsdns-54.net",,,,,,,,,
[x],www.cloudinfra-smartview-dev.kube1.iaas.checkpoint.com,"54.72.152.40, 108.128.233.214, 34.249.85.251","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.il-ebc.checkpoint.com,194.29.32.155,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],www.maas.checkpoint.com,"34.234.118.152, 52.45.50.186","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,maas-stg-alb-831287940.us-east-1.elb.amazonaws.com,,,,,,
[x],www.smartview-box.kube1.iaas.checkpoint.com,"34.249.85.251, 108.128.233.214, 54.72.152.40","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.smartview-dev.kube1.iaas.checkpoint.com,"108.128.233.214, 34.249.85.251, 54.72.152.40","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.smartview.kube1.iaas.checkpoint.com,"54.72.152.40, 108.128.233.214, 34.249.85.251","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.virtual-russia.checkpoint.com,185.215.4.18,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],www2.checkpoint.com,"18.66.147.95, 18.66.147.63, 18.66.147.96, 18.66.147.106","ns-345.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1041.awsdns-02.org, ns-1880.awsdns-43.co.uk, ns-345.awsdns-43.com, ns-539.awsdns-03.net",,,"www.checkpoint.com, d4epvaz4tpdrm.cloudfront.net",True,cloudfront,"2600:9000:225e:c000:13:1d23:bc80:93a1, 2600:9000:225e:bc00:13:1d23:bc80:93a1, 2600:9000:225e:6a00:13:1d23:bc80:93a1, 2600:9000:225e:4000:13:1d23:bc80:93a1, 2600:9000:225e:e400:13:1d23:bc80:93a1, 2600:9000:225e:4600:13:1d23:bc80:93a1, 2600:9000:225e:a200:13:1d23:bc80:93a1, 2600:9000:225e:d600:13:1d23:bc80:93a1",,,
[x],www2.us.checkpoint.com,209.87.209.90,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],www3.checkpoint.com,"18.66.147.95, 18.66.147.96, 18.66.147.106, 18.66.147.63","ns-345.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-345.awsdns-43.com, ns-539.awsdns-03.net, ns-1041.awsdns-02.org, ns-1880.awsdns-43.co.uk",,,"www.checkpoint.com, d4epvaz4tpdrm.cloudfront.net",True,cloudfront,"2600:9000:225e:bc00:13:1d23:bc80:93a1, 2600:9000:225e:c000:13:1d23:bc80:93a1, 2600:9000:225e:c200:13:1d23:bc80:93a1, 2600:9000:225e:f200:13:1d23:bc80:93a1, 2600:9000:225e:1400:13:1d23:bc80:93a1, 2600:9000:225e:2600:13:1d23:bc80:93a1, 2600:9000:225e:4c00:13:1d23:bc80:93a1, 2600:9000:225e:5e00:13:1d23:bc80:93a1",,,
[x],zerotouch-demo.checkpoint.com,209.87.212.236,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
