input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,final_url,tls_mismatched,tls_subject_org_
billing-frontend.vercel.zapier.com,,404,7020,AS16509,AS16509,Unknown,76.76.21.0/24,billing-frontend.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-04T18:18:42Z,2023-06-02T18:18:41Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,177544afcf7101d9f3d118ad7f35ebe8,639ca9f3fa4977d3dd1c13cca024ccaeeb61b155f8db64a2fd2cc3cc742feaaa,True,ctls,billing-frontend.vercel.zapier.com,,443,https://billing-frontend.vercel.zapier.com:443,https,text/html,GET,76.76.21.61,/,-1209914640,76.76.21.22,Vercel,10,False,,Vercel,,,,,
canada-playbook.zapier.com,Zapier - Sign In,200,22967,AS14618,AMAZON-AES,US,52.0.0.0/13,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,,80,http://canada-playbook.zapier.com:80,http,text/html,GET,52.2.228.131,/,,52.2.228.131,Nginx,499,False,,nginx,,http://127.0.0.1:8769,https://zapier.okta.com/app/zapier_zapierhq_2/exk3i55sehURZsSC15d7/sso/saml?SAMLRequest=nVbZsqJKFn2vrzCoiH4xPAyKU5engklFBQURxZcbCaSAjJLJoF9%2FOXqmOlFdfbtfNPZiT2vt3Ak%2FftZx1CphjoI0mRD0E0X8fP72I0HUmCuwn%2BjwUkCEW41XgsYNPCGKPBmnAAWNCWKIxtgZbzllNWaeqHGWpzh10oh4D6D%2FHAAQgjluan9EMBPCxzgbk2RVVU9V9ynNPZKhKIqkRmTj5KLA%2B060uLdIIU1QEcN8C%2FMycOBOXz0SoCaDf3m6gSyA%2BZOTxiQCccQ4IIps4IQ%2FnQLhtImT3Umf7TLdATMY9Bi23%2B9R%2FwJx9m8H1xNq1HPBkLE7AwfATo9ufsCAcTojAEZ9Z9hzWNsmWmKjUJAAfJfwrfRr3TTE4F4cZNkr9tfjz7%2F8xZCwDrsByyLo7%2FQj2go06w5IhNJ7r0RLFidE4HZ4mXUc0L9eV2lcqkz32DxBm0a7oIQT4gQiBF8QVEA5QRgkeEIwFNPtUGyHGhlMd0wxY%2BolavM6Hz5I3CDx%2Fjwb%2B%2BGExnPD2HQ2661BtMy3k9I4EM%2FNOaHH97p5a5rmMcB%2FzviCNHROd9cxTHCAr8TzV%2FV%2FkB9pX0ow423gNfIWOWw1wyLeLZr4eAxdOTmlD1sASZoEzaCD230oCsR%2B6ra4yEvzAPvxfzhgNElTLwesA2un49C95DtBfqn%2FDzP9clRzBDrIB%2FRbMh2eYA4TB7Z2ujwhvv92vg9XIwcJelELfbH%2Ftw5gUsIozaDbQW9E3pr55xl%2Frw75uzbFwGs24v%2FR6rNOjywmiAr4LGi2ANb%2BhkmOIw2LezIIgRQdFbGtTB49fPZ%2BIO86v9pfT8n7UB9B%2B0s3u0ajobWEdLbMD7yXetMbNw9M19xqFlXGiZXe%2FE0Y9tc1Osw4tdRm%2Fc3e3hXiJVzl33rT1RGxOc1Qp1pSk8tA6wXVtPBrbSqvi7prlvR0h0OFXupWO3eZxWpvmN3NSB71hywzVL9hHUKwKpKhW8ztlEl1DHn1XIVVeLlZ7UvKxNplI6PDcERNPih9onCntYTXD44HlhqJAIMPS3i5NE%2FNcmD4rMiysDUEgbNlgdOkStSsxTI9yn7pqI294jWusg1ppXDhjKN3Eu8rgsPsauHGLXhPNXnOU7h4elY0qhIqSzQ1bS5yOm3vTV%2FRq2rm3bGlyKsLc6p45p6OrC1v2s01fDwsbuCgs59iV02stDUXc0XfVdIDE0WuRjaj%2Bvas6aqrFRYjVXPfURXDq9aG3FUMrVbPCrV%2Fwc53jHrHzjxWNFQJ2j3XTKoWt%2BMnPgJXCdZeqUWDWz34OAo%2FN%2FFxL9UNEfDAUkWiot3u2vTd8JKnZgEOx8hJ1Mydh59ikcJL%2BmIXOvXU4IwHpijirC4tZorAbHRzBfZsGQKf3DiV98KLHwazUUXxjdZTjlvz50ZvzwoFz5K4otDYur6ZNG%2BJ9TkdVuw21rHm6va03I8SKcacphvLGzk9yY5OxiRuez48DAYkNrlR1t9Z9GWb%2BmX3dlSjYr89W7NYP2pqgE8zfn4OFXIKohOp1dDljgfS6ZnqNbPd9mXBt690eYNR7DsB8vrA2xTlCYeXdr5gChPxHjyZZQg8cU%2FB8gLaw0ZGieOMr5zQnZPXcBoi2Wr3uL3eXykke%2Btyy%2FM5DTKzOG%2FMzGhrMTvIVZIjF%2FvFEt%2FEOjhxq%2FlaYgfcVHQP%2FSDgSrPt9n1Mq0OxfdAtXuPTJNPTxeYY8G1l1w6QRME4zLaDqVqCLb7M2jd90L8kth3SamSfTyeKvbbr%2Fjry1BXd22nSbG%2BsZrW0X5NZTm76TEhHVTV5Xayvm%2FKBPraJ%2FGXTft3F5%2FvXk9q86mRxk0aBc23uwCithBw2qd5f1%2F%2FtfUk%2F0V%2FflzEIIs51c4jQ693761fa87e%2FAQ%3D%3D&RelayState=76de5a56-c0f1-4e56-9c82-9fe08294b8d8,,"Okta, Inc."
cdn.zapier.com,,403,255,AS16509,AS16509,Unknown,13.226.160.0/22,cdn.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,cdn.zapier.com,cloudfront,443,https://cdn.zapier.com:443,https,application/xml,GET,13.226.153.64,/,686905552,2600:9000:211e:a000:1c:f7a9:7980:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
community.zapier.com,"Zapier Community | Ask, Learn, Share, Connect | Zapier Community",200,511700,AS0,Not routed,None,13.32.100.0/23,community.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-02T23:59:59Z,CN=community.zapier.com,community.zapier.com,community.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9c9d2e7c9057c246e8da4e8187c5a3ee,47c102435139b59fbab431c26a56cf912f9ce15830649e9e6eefd2820b263614,,ctls,community.zapier.com,cloudfront,443,https://community.zapier.com:443,https,text/html,GET,13.32.99.11,/,-1561873722,2600:9000:2396:e400:a:5db3:91c0:93a1,Nginx,5473,False,True,nginx,,,,,
condor.zapier.com,,200,8127,AS16509,AS16509,Unknown,76.76.21.0/24,condor.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-07T06:35:16Z,2023-08-05T06:35:15Z,CN=condor.zapier.com,condor.zapier.com,condor.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5f6033a11256ae31343126933d4bdd90,2404ff31141123b8b953558d4753bb48cfd0dcc0bd968e46758a4513f4b6a02a,,ctls,condor.zapier.com,,80,http://condor.zapier.com:80,http,text/html,GET,76.76.21.142,/,-2070047203,76.76.21.93,webpack,1,False,,Vercel,,,https://condor.zapier.com/,,
design.zapier.com,Zapier Brand,200,280805,AS14618,AMAZON-AES,US,52.86.0.0/15,brand.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T08:26:06Z,2023-07-31T08:26:05Z,CN=brand.zapier.com,brand.zapier.com,brand.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6acacc529067c73037bab70b76a1dedc,e265a024183ec983f83d076f86985e88e6d9a8fa4d65163ef740ccc100cf9b2c,,ctls,brand.zapier.com,,443,https://design.zapier.com:443,https,text/html,GET,52.87.144.228,/,,52.2.228.131,HSTS,69,False,,Framer/1da0abb,,,https://brand.zapier.com,,
developer.zapier.com,Platform UI | Zapier,200,55210,AS16509,AMAZON-02,US,18.66.116.0/23,developer.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,developer.zapier.com,cloudfront,443,https://developer.zapier.com:443,https,text/html,GET,18.66.112.45,/,923277469,2600:9000:223f:6e00:0:5375:fb80:93a1,Linkedin Ads,93,False,True,AmazonS3,,https://www.google.cv,,,
docs.vercel.zapier.com,,404,67,AS16509,AS16509,Unknown,76.76.21.0/24,docs.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-04T18:18:42Z,2023-06-02T18:18:41Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,177544afcf7101d9f3d118ad7f35ebe8,639ca9f3fa4977d3dd1c13cca024ccaeeb61b155f8db64a2fd2cc3cc742feaaa,True,ctls,docs.vercel.zapier.com,,443,https://docs.vercel.zapier.com:443,https,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.123,Vercel,4,False,,Vercel,,,,,
editor.vercel.zapier.com,Zapier | Automation that moves you forward,200,417148,AS16509,AS16509,Unknown,76.76.21.0/24,editor.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-04T18:18:42Z,2023-06-02T18:18:41Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,177544afcf7101d9f3d118ad7f35ebe8,639ca9f3fa4977d3dd1c13cca024ccaeeb61b155f8db64a2fd2cc3cc742feaaa,True,ctls,editor.vercel.zapier.com,,443,https://editor.vercel.zapier.com:443,https,text/html,GET,76.76.21.123,/,1629072246,76.76.21.98,Vercel,71,False,,Vercel,,,,,
email.mail.zapier.com,,404,19,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,,,,,,,,,,,,,,,,,,,google,80,http://email.mail.zapier.com:80,http,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,,,,,,
email.zapier.com,,404,19,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,,,,,,,,,,,,,,,,,,,google,80,http://email.zapier.com:80,http,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,,,,,,
engineering.zapier.com,Sign In,403,2519,AS14618,AMAZON-AES,US,52.0.0.0/13,engineering.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,engineering.zapier.com,,443,https://engineering.zapier.com:443,https,text/html,GET,52.2.228.131,/,1219667363,44.209.38.104,HSTS,119,False,,,,,,,
eu-east-1.vercel.zapier.com,,404,67,AS16509,AS16509,Unknown,76.76.21.0/24,eu-east-1.vercel.zapier.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-04T18:18:42Z,2023-06-02T18:18:41Z,CN=*.vercel.zapier.com,*.vercel.zapier.com,*.vercel.zapier.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,177544afcf7101d9f3d118ad7f35ebe8,639ca9f3fa4977d3dd1c13cca024ccaeeb61b155f8db64a2fd2cc3cc742feaaa,True,ctls,eu-east-1.vercel.zapier.com,,443,https://eu-east-1.vercel.zapier.com:443,https,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.9,Vercel,4,False,,Vercel,,,,,
experts.zapier.com,Experts Directory,200,1798716,AS14618,AMAZON-AES,US,52.200.0.0/13,zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,zapier.com,,443,https://experts.zapier.com:443,https,text/html,GET,52.203.160.236,/,102855332,54.175.244.237,Vue.js,10669,False,,nginx,,,https://zapier.com/experts,,
explore-styleguide.zapier.com,Sign In,403,2519,AS14618,AMAZON-AES,US,52.0.0.0/13,explore-styleguide.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,explore-styleguide.zapier.com,,443,https://explore-styleguide.zapier.com:443,https,text/html,GET,52.2.228.131,/,1219667363,52.87.144.228,HSTS,119,False,,,,,,,
forms.zapier.com,Forms by Zapier,200,62095,AS14618,AMAZON-AES,US,52.0.0.0/13,forms.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-12T23:59:59Z,CN=forms.zapier.com,forms.zapier.com,forms.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,26cdcfe85ed71a2c60e5214416bd6040,b9bb9ad04ec9c52d0fe7bd073b59c63a5d76906699f4d773846525515596e6d9,,ctls,forms.zapier.com,,80,http://forms.zapier.com:80,http,text/html,GET,52.6.194.187,/,701979804,52.6.194.187,webpack,1,False,,,,,https://forms.zapier.com:443/,,
gateway.zapier.com,Gateway API,200,798,AS14618,AMAZON-AES,US,44.213.52.0/23,gateway.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,gateway.zapier.com,,443,https://gateway.zapier.com:443,https,text/html,GET,44.207.205.68,/,-909858089,44.207.41.2,HSTS,28,False,,,,,https://gateway.zapier.com/api/docs,,
gists-internal-api.security.zapier.com,,403,23,AS14618,AMAZON-AES,US,52.0.0.0/13,gists-internal-api.security.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-27T00:00:00Z,2023-11-25T23:59:59Z,CN=gists-internal-api.security.zapier.com,gists-internal-api.security.zapier.com,gists-internal-api.security.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,69043323221451682775ead12a646bb5,e97264b96c67a0bc397e8e1c40aad9837106dfbcb3a42dd373dcb161de6218b6,,ctls,gists-internal-api.security.zapier.com,,443,https://gists-internal-api.security.zapier.com:443,https,application/json,GET,52.2.36.59,/,968070783,52.202.52.3,,1,False,,,,,,,
gists-internal.security.zapier.com,Zapier - Sign In,200,21272,AS16509,AMAZON-02,US,52.222.192.0/20,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,cloudfront,443,https://gists-internal.security.zapier.com:443,https,text/html,GET,52.222.191.33,/,-1933790841,52.222.191.21,Nginx,499,False,True,nginx,,login.okta.com,https://zapier.okta.com/oauth2/v1/authorize?client_id=0oa5podf6nrLhqm7v5d7&nonce=e9a0da3cc42503fdf7f9fa919f51146d8f1ed2aff7424cea1d9d7927eb0b43ef&redirect_uri=https://gists-internal.security.zapier.com/login&response_type=code&response_mode=query&scope=openid&state=none,,"Okta, Inc."
gists.security.zapier.com,,403,243,AS16509,AMAZON-02,US,18.66.252.0/24,gists.security.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-21T23:59:59Z,CN=gists.security.zapier.com,gists.security.zapier.com,gists.security.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,33874b8f3c521c9cf09ddeff7ae0576d,4e4d3fcd45bc1a44dabf645128987510b5e6a6f3ec4b5498b4269d9ab7ff9632,,ctls,gists.security.zapier.com,cloudfront,80,http://gists.security.zapier.com:80,http,application/xml,GET,18.66.248.74,/,966857999,18.66.248.3,Amazon Web Services,2,False,True,AmazonS3,,,https://gists.security.zapier.com/,,
go.zapier.com,,200,4877,AS16509,AMAZON-02,US,18.66.116.0/23,go.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,go.zapier.com,cloudfront,443,https://go.zapier.com:443,https,text/html,GET,18.66.112.109,/,-1335621053,18.66.112.4,Unbounce,101,False,True,,,,,,
hobi.security.zapier.com,,200,2525,AS14618,AMAZON-AES,US,3.228.0.0/17,hobi.security.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-14T23:59:59Z,CN=hobi.security.zapier.com,hobi.security.zapier.com,hobi.security.zapier.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5759b585a50c74cb099676a65445ff3f,a3d514123e755c429a33273701670d4350ff5b3e2557318454ab26ad8830afd5,,ctls,hobi.security.zapier.com,,443,https://hobi.security.zapier.com:443,https,text/html,GET,3.222.107.176,/,1185329514,3.228.52.236,gunicorn,88,False,,gunicorn,,,,,
