host,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,caa,has_internal_ips,internal_ips
go-migration.docs.kubernetes.io,"34.159.25.198, 34.159.132.250","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
extensions.docs.kubernetes.io,"35.156.224.161, 34.141.11.154","2600:1f18:2489:8200::c8, 2600:1f18:2489:8201::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
go.docs.kubernetes.io,"34.159.168.235, 35.156.224.161","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
feature.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"feature.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
features.docs.kubernetes.io,"34.141.72.9, 35.156.224.161","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
events.docs.k8s.io,"50.18.142.31, 34.83.160.150","2600:1f1c:471:9d00::c8, 2600:1f1c:471:9d01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
event.docs.kubernetes.io,"35.229.48.116, 34.148.147.18","2600:1f18:2489:8202::c8, 2600:1f18:2489:8200::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
featureoleman.docs.k8s.io,"18.192.231.252, 34.141.28.239","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
elections.k8s.io,35.244.193.193,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
feature.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"feature.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
elections.docs.kubernetes.io,"34.141.28.239, 34.159.168.235","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
es.docs.k8s.io,"18.192.231.252, 34.159.168.235","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
go.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
eu.docs.k8s.io,"34.73.83.172, 34.148.19.16","2600:1f18:2489:8200::c8, 2600:1f18:2489:8202::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
features.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
fr-kusanagiommunityaime-demo-kubectl.docs.k8s.io,"34.141.28.239, 34.159.25.198","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
features.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"features.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
exceptk8s.docs.k8s.io,"34.148.79.160, 34.73.83.172","2600:1f18:2489:8202::c8, 2600:1f18:2489:8200::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
examples.docs.k8s.io,"34.159.168.235, 18.192.231.252","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
exceptk8s.docs.kubernetes.io,"50.18.142.31, 34.83.160.150","2600:1f1c:471:9d01::c8, 2600:1f1c:471:9d00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
featureoleman.docs.kubernetes.io,"34.141.11.154, 34.141.28.239","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
foru.docs.k8s.io,"35.246.229.114, 34.141.103.251","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
financial-v1-9.docs.k8s.io,"18.192.231.252, 3.72.140.173","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
examples.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"examples.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
features.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"features.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
ff1eb.docs.kubernetes.io,"34.159.132.250, 34.141.11.154","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
foru.docs.kubernetes.io,"34.159.58.69, 34.141.72.9","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
examples.docs.kubernetes.io,"34.159.25.198, 34.141.28.239","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
fr-kusanagiommunityaime-demo-kubectl.docs.kubernetes.io,"34.141.55.250, 34.141.28.239","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
features.canary.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gcsweb.canary.k8s.io,35.190.8.208,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
features.docs.k8s.io,"34.159.132.250, 35.156.224.161","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
fr-kusanagiommunityaime-demo-kubectl.683kbk8s.gcr.io,108.177.14.82,2a00:1450:4010:c0f::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
forenza.k8s.gcr.io,142.251.163.82,2607:f8b0:4004:c1b::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
gateways.docs.kubernetes.io,"18.192.231.252, 35.156.224.161","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
image.docs.kubernetes.io,"34.74.37.249, 34.148.19.16","2600:1f18:2489:8200::c8, 2600:1f18:2489:8202::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
g.docs.k8s.io,"34.141.103.251, 35.246.229.114","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
extensions.docs.k8s.io,"34.141.72.9, 35.156.224.161","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gateway-api.docs.kubernetes.io,"34.141.11.154, 34.141.28.239","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
financial-v1-9.docs.kubernetes.io,"18.192.231.252, 35.156.224.161","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcsweb.kubernetes.io,35.190.8.208,,gcsweb.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
installationk8s.docs.k8s.io,"34.159.132.250, 34.159.58.69","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gatewaytios.docs.kubernetes.io,"34.74.170.74, 35.231.208.25","2600:1f18:2489:8200::c8, 2600:1f18:2489:8202::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gcp.docs.k8s.io,"34.141.28.239, 34.159.168.235","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
invalid.docs.kubernetes.io,"34.159.58.69, 34.159.132.250","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcp.docs.kubernetes.io,"34.159.132.250, 34.159.25.198","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcsweb.docs.kubernetes.io,"18.192.231.252, 34.141.28.239","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
get.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"get.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gcsweb.k8s.io,35.190.8.208,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gateway-api.sigs.k8s.io,"35.156.224.161, 34.141.48.9","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes-sigs-gateway-api.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
git.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
io.docs.k8s.io,"35.156.224.161, 3.72.140.173","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gcsweb.683kbk8s.gcr.io,74.125.133.82,2a00:1450:400c:c06::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
get-an-invite-at.docs.kubernetes.io,"34.141.55.250, 3.72.140.173","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gcsweb.canary.kubernetes.io,35.190.8.208,,gcsweb.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gcr.docs.k8s.io,"35.246.229.114, 34.141.103.251","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
git.docs.kubernetes.io,"34.141.11.154, 18.192.231.252","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gatewaytios.docs.k8s.io,"18.192.231.252, 3.72.140.173","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcsweb.docs.k8s.io,"34.148.79.160, 34.73.83.172","2600:1f18:2489:8202::c8, 2600:1f18:2489:8200::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcr.docs.kubernetes.io,"18.192.231.252, 34.141.103.251","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
get.docs.kubernetes.io,"35.156.224.161, 3.72.140.173","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gcr.io,173.194.76.82,2a00:1450:400c:c00::52,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,"ns2.google.com, ns1.google.com, ns3.google.com, ns4.google.com",v=spf1 ?all,pki.goog,,
gateway.docs.kubernetes.io,"35.246.229.114, 35.156.224.161","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
iobrbrjbr4-v1-7.docs.kubernetes.io,"34.141.48.9, 3.72.140.173","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
get.k8s.io,,,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gitestbed1.docs.kubernetes.io,"3.72.140.173, 35.156.224.161","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
get.canary.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
git.docs.k8s.io,"34.159.132.250, 34.159.58.69","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
git.683kbk8s.gcr.io,74.125.133.82,2a00:1450:400c:c04::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
get.683kbk8s.gcr.io,142.250.27.82,2a00:1450:4025:401::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
git.canary.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
get.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"get.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
issues.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"issues.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
istiok8s.docs.kubernetes.io,"34.141.55.250, 34.141.11.154","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gateway-api.docs.k8s.io,"34.141.103.251, 35.246.229.114","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
itousanfujinka-comampton.docs.k8s.io,"34.159.25.198, 34.141.103.251","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gi81.docs.k8s.io,"34.73.83.172, 34.148.19.16","2600:1f18:2489:8202::c8, 2600:1f18:2489:8200::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
itousanfujinka.docs.kubernetes.io,"35.156.224.161, 34.159.58.69","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
ja-jp.683kbk8s.gcr.io,66.102.1.82,2a00:1450:4013:c07::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
global.docs.kubernetes.io,"34.159.25.198, 35.156.224.161","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
git.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"git.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
go.683kbk8s.gcr.io,64.233.164.82,2a00:1450:4010:c0b::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
git.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"git.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gubernator.docs.k8s.io,"3.72.140.173, 34.141.11.154","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
gke.docs.k8s.io,"18.192.231.252, 3.72.140.173","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
go-migration.docs.k8s.io,"34.141.103.251, 18.192.231.252","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
jsx.docs.kubernetes.io,"34.159.168.235, 34.141.103.251","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
k8.683kbk8s.gcr.io,142.250.27.82,2a00:1450:4025:401::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
jsx.docs.k8s.io,"18.192.231.252, 3.72.140.173","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gitestbed1.docs.k8s.io,"18.192.231.252, 34.159.75.132","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
k8s-infra-prow.683kbk8s.gcr.io,173.194.79.82,2a00:1450:4013:c1a::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
hcr.docs.k8s.io,"34.141.103.251, 35.198.80.163","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
go.canary.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
gov.docs.k8s.io,"35.156.224.161, 35.198.80.163","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
go.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"go.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
ingress.docs.kubernetes.io,"34.159.132.250, 18.192.231.252",,kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
go.docs.k8s.io,"34.159.132.250, 34.141.11.154","2600:1f18:2489:8200::c8, 2600:1f18:2489:8201::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
h-135-207-182-170.gcr.io,74.125.133.82,2a00:1450:400c:c06::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
gubernator.canary.k8s.io,"216.239.38.21, 216.239.34.21, 216.239.32.21, 216.239.36.21","2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
gov.docs.kubernetes.io,"34.159.168.235, 34.159.132.250","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
iad-v1-7.docs.kubernetes.io,"3.72.140.173, 34.159.137.246","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
gubernator.k8s.io,"216.239.34.21, 216.239.32.21, 216.239.36.21, 216.239.38.21","2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
gubernator.canary.kubernetes.io,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21","2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15",gubernator.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,
i43ubectl.docs.k8s.io,"34.141.48.9, 34.141.11.154","2a05:d014:275:cb00::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
ff1eb.docs.k8s.io,"34.159.132.250, 18.192.231.252",,kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
kep.canary.k8s.io,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
go.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"go.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
kind.docs.k8s.io,"35.156.224.161, 34.141.103.251","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
ice.docs.k8s.io,"34.141.11.154, 34.159.132.250","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
iad.docs.k8s.io,"18.192.231.252, 3.72.140.173","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
iad-v1-7.docs.k8s.io,"34.141.55.250, 34.141.72.9","2a05:d014:275:cb01::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
ibmcloud.docs.kubernetes.io,"34.159.58.69, 34.159.132.250","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
kind.docs.kubernetes.io,"35.156.224.161, 34.141.55.250","2a05:d014:275:cb02::c8, 2a05:d014:275:cb01::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
ibmcloud.683kbk8s.gcr.io,172.217.218.82,2a00:1450:4013:c08::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
hcr.docs.kubernetes.io,"35.156.224.161, 35.246.229.114","2a05:d014:275:cb01::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
image.docs.k8s.io,"35.156.224.161, 34.141.55.250","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
iad.docs.kubernetes.io,"34.159.75.132, 35.198.80.163","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
image-builder.683kbk8s.gcr.io,64.233.167.82,2a00:1450:400c:c0a::52,googlecode.l.googleusercontent.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,
infra.docs.kubernetes.io,"3.72.140.173, 35.156.224.161","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
ice.docs.kubernetes.io,"34.141.72.9, 34.159.58.69","2a05:d014:275:cb00::c8, 2a05:d014:275:cb02::c8",kubernetes.netlify.app,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
issue.canary.kubernetes.io,34.107.204.206,2600:1901:0:26f3::,"issue.k8s.io, redirect.k8s.io","ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
