input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,final_url,csp_domains_
substituak8s.gcr.io,,404,38,AS15169,GOOGLE,US,74.125.192.0/20,substituak8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,substituak8s.gcr.io,443,https://substituak8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c03::52,HTTP/3,1,False,,,,,
tubepink-anthos-migrate.gcr.io,,404,49,AS15169,GOOGLE,US,74.125.136.0/21,tubepink-anthos-migrate.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,tubepink-anthos-migrate.gcr.io,443,https://tubepink-anthos-migrate.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.133.82,/,302920777,2a00:1450:400c:c07::52,HTTP/3,1,False,,,,,
upgrade-web.gcr.io,,404,37,AS15169,GOOGLE,US,173.194.96.0/21,upgrade-web.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,upgrade-web.gcr.io,443,https://upgrade-web.gcr.io:443,https,Docker Registry,text/plain,GET,173.194.76.82,/,302920777,2a00:1450:400c:c1b::52,HTTP/3,1,False,,,,,
uploads.github.com,GitHub: Let’s build from here · GitHub,200,227557,AS36459,GITHUB,US,140.82.120.0/21,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://uploads.github.com:443,https,GitHub.com,text/html,GET,140.82.121.13,/,-1840324437,140.82.121.13,HSTS,2366,False,"GitHub, Inc.",,,https://github.com,github.githubassets.com
user-images.githubusercontent.com/,,403,275,AS54113,AS54113,Unknown,185.199.108.0/22,user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,user-images.githubusercontent.com,443,https://user-images.githubusercontent.com:443,https,GitHub Cloud,application/xml,GET,185.199.108.133,/,1008075397,2606:50c0:8000::154,Varnish,2,False,"GitHub, Inc.",,,,
v0.3.3k8s.gcr.io,,404,35,AS15169,GOOGLE,US,74.125.192.0/20,v0.3.3k8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,v0.3.3k8s.gcr.io,443,https://v0.3.3k8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
v1-10.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,v1-10.docs.kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,v1-10.docs.kubernetes.io,443,https://v1-10.docs.kubernetes.io:443,https,Netlify,text/plain,GET,34.141.28.239,/,565849756,2a05:d014:275:cb00::c8,Netlify,1,False,"Netlify, Inc",google,True,,
v1-12.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,,,,,,,,,,,,,,,,,,,,80,http://v1-12.docs.kubernetes.io:80,http,Netlify,text/plain,GET,34.159.132.250,/,-1243391879,2a05:d014:275:cb02::c8,Netlify,1,False,,google,True,,
v1-13.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,,,,,,,,,,,,,,,,,,,,80,http://v1-13.docs.kubernetes.io:80,http,Netlify,text/plain,GET,34.159.132.250,/,-1464563464,2a05:d014:275:cb00::c8,Netlify,1,False,,google,True,,
v1-15.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,v1-15.docs.kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,v1-15.docs.kubernetes.io,443,https://v1-15.docs.kubernetes.io:443,https,Netlify,text/plain,GET,34.141.72.9,/,1900449568,2a05:d014:275:cb02::c8,Netlify,1,False,"Netlify, Inc",google,True,,
v1-21.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,v1-21.docs.kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,v1-21.docs.kubernetes.io,443,https://v1-21.docs.kubernetes.io:443,https,Netlify,text/plain,GET,34.141.72.9,/,-652633111,2a05:d014:275:cb01::c8,Netlify,1,False,"Netlify, Inc",google,True,,
v1-9.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,,,,,,,,,,,,,,,,,,,,80,http://v1-9.docs.kubernetes.io:80,http,Netlify,text/plain,GET,34.141.48.9,/,947191007,2a05:d014:275:cb01::c8,Netlify,1,False,,google,True,,
virus0316com.production.docs.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,,,,,,,,,,,,,,,,,,,,80,http://virus0316com.production.docs.k8s.io:80,http,Netlify,text/plain,GET,34.159.132.250,/,1583575201,2a05:d014:275:cb00::c8,Netlify,1,False,,google,True,,
virus03repo6com.changelog-kootac-pay.docs.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,virus03repo6com.changelog-kootac-pay.docs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,virus03repo6com.changelog-kootac-pay.docs.k8s.io,443,https://virus03repo6com.changelog-kootac-pay.docs.k8s.io:443,https,Netlify,text/plain,GET,34.141.48.9,/,214269986,2a05:d014:275:cb00::c8,Netlify,1,False,"Netlify, Inc",google,True,,
www.githubstatus.com,GitHub Status,200,125132,AS16509,AS16509,Unknown,52.216.72.0/24,www.githubstatus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-22T07:43:54Z,2023-07-21T07:43:53Z,CN=apistatus.chorus.co.nz,apistatus.chorus.co.nz,www.githubstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba597573d90bf57cd7e9b9e2d299d910,c5637019972997373031cb77015e38379d697d4fac129f4c469d4f5b4acc7af3,,ctls,www.githubstatus.com,443,https://www.githubstatus.com:443,https,,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,HSTS,2780,False,,,,,
www.k8s.gcr.io,,404,33,AS15169,GOOGLE,US,74.125.136.0/21,www.k8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,www.k8s.gcr.io,443,https://www.k8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.133.82,/,302920777,2a00:1450:400c:c00::52,HTTP/3,1,False,,,,,
www.v1-4.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,,,,,,,,,,,,,,,,,,,,80,http://www.v1-4.docs.kubernetes.io:80,http,Netlify,text/plain,GET,34.159.168.235,/,-1864548852,2a05:d014:275:cb02::c8,Netlify,1,False,,google,True,,
www.v1-5.docs.kubernetes.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,www.v1-5.docs.kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,www.v1-5.docs.kubernetes.io,443,https://www.v1-5.docs.kubernetes.io:443,https,Netlify,text/plain,GET,34.159.137.246,/,-877296271,2a05:d014:275:cb02::c8,Netlify,1,False,"Netlify, Inc",google,True,,
yf.docs.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,yf.docs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,yf.docs.k8s.io,443,https://yf.docs.k8s.io:443,https,Netlify,text/plain,GET,34.141.48.9,/,1539234987,2a05:d014:275:cb02::c8,Netlify,1,False,"Netlify, Inc",google,True,,
youtube.canary.k8s.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,80,http://youtube.canary.k8s.io:80,http,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
youtube.k8s.io,YouTube,200,427219,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,m.youtube.com,443,https://youtube.k8s.io:443,https,ESF,text/html,GET,34.107.204.206,/,243324011,2600:1901:0:26f3::,HTTP/3,22,False,,google,True,https://m.youtube.com/c/kubernetescommunity?cbrd=1&ucbcb=1,
yt.canary.kubernetes.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://yt.canary.kubernetes.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
yt.k8s.io,YouTube,200,426275,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,m.youtube.com,80,http://yt.k8s.io:80,http,ESF,text/html,GET,34.107.204.206,/,-829397115,2600:1901:0:26f3::,HTTP/3,22,False,,google,True,https://m.youtube.com/c/kubernetescommunity?cbrd=1&ucbcb=1,
