input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,lines,failed,cdn,webserver,tech_,tls_subject_org_,tls_wildcard_certificate,final_url,chain_status_codes_,csp_domains_,tls_mismatched
https://cdn.discordapp.com,,403,16,cdn.discordapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",113084451d083af8de8c9903dbc943c6,63f65c06fdf986535c75bb54cf5c8b1ae83d7e37ee0aabd5adcbc01d57fa153c,ctls,cdn.discordapp.com,cloudflare,443,https://cdn.discordapp.com:443,https,text/plain,GET,162.159.133.233,/,501560377,1,False,True,cloudflare,HTTP/3,"Cloudflare, Inc.",True,,,,
https://cdn.discordapp.com/assets/,,200,,cdn.discordapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",113084451d083af8de8c9903dbc943c6,63f65c06fdf986535c75bb54cf5c8b1ae83d7e37ee0aabd5adcbc01d57fa153c,ctls,cdn.discordapp.com,cloudflare,443,https://cdn.discordapp.com:443/assets/,https,application/x-www-form-urlencoded,GET,162.159.133.233,/assets/,501560377,1,False,True,cloudflare,HTTP/3,"Cloudflare, Inc.",True,,,,
https://connect.facebook.net,Facebook - log in or sign up,200,62543,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,ctls,www.facebook.com,,443,https://connect.facebook.net:443,https,text/html,GET,157.240.252.13,/,142313513,29,False,,,HTTP/3,"Meta Platforms, Inc.",True,https://www.facebook.com/,200,wss://*.facebook.com:*,
https://discord.com,Discord | Your Place to Talk and Hang Out,200,43739,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,discord.com,cloudflare,443,https://discord.com:443,https,text/html,GET,162.159.136.232,/,-1871473471,61,False,True,cloudflare,hCaptcha,"Cloudflare, Inc.",True,,,ws://127.0.0.1:*,
https://discordapp.com,Discord | Your Place to Talk and Hang Out,200,43683,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,discord.com,cloudflare,443,https://discordapp.com:443,https,text/html,GET,162.159.135.233,/,1472630750,61,False,True,cloudflare,hCaptcha,"Cloudflare, Inc.",True,https://discord.com/,200,https://discord.com,
https://discordmoderatoracademy.zendesk.com,Security check,403,7791,discordmoderatoracademy.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=discordmoderatoracademy.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",discordmoderatoracademy.zendesk.com,discordmoderatoracademy.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",705f559ed26f2f1a72bdc6dcbd9f2eab,59a5078ea6df8818f9a439b3436a5c01b716501d9c8630d2c0840c4ecf248972,ctls,discordmoderatoracademy.zendesk.com,cloudflare,443,https://discordmoderatoracademy.zendesk.com:443,https,text/html,GET,104.16.53.111,/,-1279294674,103,False,True,cloudflare,Cloudflare,"Cloudflare, Inc.",,https://discordmoderatoracademy.zendesk.com/hc/en-us,403,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,text/html,GET,216.58.212.170,/,-606046040,1,False,,ESF,HTTP/3,,True,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,text/html,GET,172.217.18.3,/,302920777,12,False,,sffe,HTTP/3,,True,,,,
https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location,,200,77,geolocation.onetrust.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-13T00:00:00Z,2023-12-13T23:59:59Z,"CN=onetrust.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",onetrust.com,geolocation.onetrust.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fd7e426164002a8a520231f7ed1407ad,2030bf7ac0825da2e9fee102a5b8a9b5d58d159628b3431ae981778c9b4599ea,ctls,geolocation.onetrust.com,cloudflare,443,https://geolocation.onetrust.com:443/cookieconsentpub/v1/geo/location,https,text/javascript,GET,104.18.43.158,/cookieconsentpub/v1/geo/location,1310950677,1,False,True,cloudflare,HSTS,"Cloudflare, Inc.",,,,,
https://hackerone-api.discord.workers.dev,,404,9,hackerone-api.discord.workers.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-06-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",699c110a7cc3c5b4233ea29f457b4948,659666e5f8b473654a13c38c6e1c064af22c96e7d19c65f44f842bd4b406cc4d,ctls,hackerone-api.discord.workers.dev,cloudflare,443,https://hackerone-api.discord.workers.dev:443,https,text/plain,GET,188.114.97.3,/,1781709202,1,False,True,cloudflare,HTTP/3,"Cloudflare, Inc.",True,,,,
https://hackerone-api.discord.workers.dev/user-avatars/,,404,9,hackerone-api.discord.workers.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-06-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",699c110a7cc3c5b4233ea29f457b4948,659666e5f8b473654a13c38c6e1c064af22c96e7d19c65f44f842bd4b406cc4d,ctls,hackerone-api.discord.workers.dev,cloudflare,443,https://hackerone-api.discord.workers.dev:443/user-avatars/,https,text/plain,GET,188.114.97.3,/user-avatars/,1781709202,1,False,True,cloudflare,HTTP/3,"Cloudflare, Inc.",True,,,,
https://hackerone.com/631fba12-9388-43c3-8b48-348f11a883c0/,Page not found | HackerOne,404,998,hackerone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=hackerone.com, O=HackerOne Inc., L=San Francisco, ST=California, C=US, serialNumber=5308693, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",hackerone.com,api.hackerone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,5cef7069168773fa29aaf6c2a32a62fd,6744d340b86ec5545d796ab3f535afeaa8157d9c9bdca66365c18342865ff1b0,ctls,hackerone.com,cloudflare,443,https://hackerone.com:443/631fba12-9388-43c3-8b48-348f11a883c0/,https,text/html,GET,104.16.100.52,/631fba12-9388-43c3-8b48-348f11a883c0/,595148549,28,False,True,cloudflare,HSTS,HackerOne Inc.,,,,https://errors.hackerone.net/api/30/security/?sentry_key=374aea95847f4040a69f9c8d49a3a59d&sentry_environment=production,
https://hcaptcha.com,hCaptcha - Stop more bots. Start protecting privacy.,200,84587,www.hcaptcha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",76f1a09a9fc70f20b972707426b775ee,9218de85ef236a86c9984357602141f0e40794e8a07f4ccf91f1d229e7c828fc,ctls,www.hcaptcha.com,cloudflare,443,https://hcaptcha.com:443,https,text/html,GET,104.16.168.131,/,-635523938,328,False,True,cloudflare,hCaptcha,"Cloudflare, Inc.",True,https://www.hcaptcha.com/,200,static.cloudflareinsights.com,
https://o64374.ingest.sentry.io/api/5441894/security/?sentry_key=8fbbce30bf5244ec9429546beef21870,,405,,o64374.ingest.sentry.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-28T23:59:59Z,"CN=ingest.sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",ingest.sentry.io,*.ingest.sentry.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09f7eca5b74f3bef8c24850fb5c66b66,1e34a43142ffa0bfd23f2a2609ecb8833f8e1745c9248506817c563d2e97219c,ctls,o64374.ingest.sentry.io,google,443,https://o64374.ingest.sentry.io:443/api/5441894/security/?sentry_key=8fbbce30bf5244ec9429546beef21870,https,,GET,34.120.195.249,/api/5441894/security/?sentry_key=8fbbce30bf5244ec9429546beef21870,870045881,1,False,True,nginx,Nginx,Sentry,True,,,,
https://recaptcha.net/recaptcha/,Not Found,404,141,recaptcha.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:42Z,2023-07-17T11:56:41Z,CN=misc.google.com,misc.google.com,*.apigee.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7bfd0d21f3654a7c1c6827f63ad388be,8c65dd0760fc5e621c6a1a586b32e3fd46a90db7ace88bcb88ba693c3408f603,ctls,recaptcha.net,,443,https://recaptcha.net:443/recaptcha/,https,text/html,GET,142.250.181.227,/recaptcha/,463625402,10,False,,GSE,OpenGSE,,True,,,,
https://s.ytimg.com/yts/jsbin/,Error 404 (Not Found)!!1,404,1571,s.ytimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,s.ytimg.com,,443,https://s.ytimg.com:443/yts/jsbin/,https,text/html,GET,172.217.18.14,/yts/jsbin/,302920777,12,False,,sffe,HTTP/3,,True,,,,True
https://sentry.io,Application Performance Monitoring & Error Tracking Software | Sentry,200,328004,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,docs.getsentry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6b174547e8f703712daa649b8a08a4bd,de3519d9d81936d595ed94c7d2ffbda0e48bf16e4f3c4e3465091448ea8865c9,ctls,sentry.io,google,443,https://sentry.io:443,https,text/html,GET,35.188.42.15,/,-1840324437,72,False,True,nginx,webpack,Sentry,,https://sentry.io/welcome/,200,https://o1.ingest.sentry.io/api/1297627/security/?sentry_key=e811b9077ef64dcf8a279ec18a61b222,
https://ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,marketingplatform.google.com,,443,https://ssl.google-analytics.com:443,https,text/html,GET,172.217.16.136,/,302920777,1831,False,,sffe,HTTP/3,,True,https://marketingplatform.google.com/about/analytics/,200,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://www.facebook.com,Facebook - log in or sign up,200,62332,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,ctls,www.facebook.com,,443,https://www.facebook.com:443,https,text/html,GET,157.240.251.35,/,142313513,29,False,,,HTTP/3,"Meta Platforms, Inc.",True,,,127.0.0.1:*,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.185.206,/,302920777,1831,False,,sffe,HTTP/3,,True,https://marketingplatform.google.com/about/analytics/,200,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://www.google.com/recaptcha/,reCAPTCHA,200,80710,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,,443,https://www.google.com:443/recaptcha/,https,text/html,GET,142.250.186.36,/recaptcha/,708578229,2009,False,,sffe,YouTube,,,https://www.google.com/recaptcha/about/,200,https://csp.withgoogle.com/csp/recaptcha,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.186.40,/,302920777,12,False,,Google Tag Manager,HTTP/3,,True,,,,True
