new,host,mx,soa,status_code,a,cname,aaaa,txt,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],handbuch2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],handbuchint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],handbuchint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],help.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,78.46.68.11,,,,,,,,,
[x],hr.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,130.214.193.81,"post.jobs2web.com, rmk12.jobs2web.com",,,"ns4.sap-ag.de, ns3.sap-ag.de, ns5.sap.com, ns.sap-ag.de, ns2.sap.de",,,,,
[x],ich-bin-pl1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ich-bin-pl2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ich-bin-plint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ich-bin-plint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],idcheck-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],idcheck-test.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],idcheck-webrtc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],idcheck-webrtctest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.139,,,,,,,,,
[x],ident.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],ident.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],idpeint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],iep.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],imageserviceint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.242,,,,,,,,,
[x],imageserviceint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.81,,,,,,,,,
[x],immobilien.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],immobilienint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],immobilienint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],immobilienint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],incamail-int.post.ch,"gw2.incamail-int.post.ch, gw1.incamail-int.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.193,,,v=spf1 mx -all,,,,,,
[x],incamail-prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.117,,,,,,,,,
[x],incamail-stakeholders2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],incamail-stakeholdersint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],incamail-stakeholdersint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],incamail-test.post.ch,mx.incamail-test.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,v=spf1 mx -all,,,,,,
[x],incamail.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],infocard.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.180,,,,,,,,,
[x],int-trendwiki.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],int.iot-platform.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],int.order-on-demand.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.155,,2a00:17c8:0:8103::200,,,,,,,
[x],int.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],int.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],int1.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],int2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.27,,,,,,,,,
[x],int2.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],int2.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],int2crm.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],international.post.ch,,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"199.60.103.2, 199.60.103.254","5013372.group22.sites.hubspot.net, group22.sites.hscoscdn20.net",,,,,,,,
[x],international2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],internationalint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],intpa-docker.cms.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],intpf37wiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.17,,,,,,,,,
[x],intpfwiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.17,,,,,,,,,
[x],intsc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],intsc2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],intshop.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],iotp.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],iotp.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],iotp.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],iqsoftweb.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],it-admin.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],it-berufe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],it-berufe1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],it-berufeint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],it-berufeint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],itnewspostmail.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],itnewspostmail1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],itnewspostmailint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],itnewspostmailint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],jamf.post.ch,,"ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,"18.159.66.230, 3.64.67.78",post.jamfcloud.com,,,,,,,,
[x],jamfpki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.202,,,,,,,,,
[x],jim.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],jira.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.64,,,,,,,,,
[x],jiradc02.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],jiraint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.237,,,,,,,,,
[x],jiraintdc01.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],jiraintdc02.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],job.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,54.246.222.93,,,v=spf1 mx:post.ch ip4:54.229.54.45 -all,,,,,,
[x],jobs-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.43,,,,,,,,,
[x],jobs-int2012.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],jugendraum.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kaderanlass-immobilien2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kaderanlass-immobilienint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kaderanlass-immobilienint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kampagne.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kampagnen.post.ch,,,NOERROR,194.41.184.146,,,,,,,,,
[x],kampagnen2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],kampagnenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],kampagnenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],kfs-mdsp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],klimaneutraler-brief.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.197,,,,,,,,,
[x],klp-help.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],klp-helpint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],klp-helpint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],klp-helpint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],kmu.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],kmu1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],kmu2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],kmuint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],kmuint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],kurepo.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],laborsendungen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],laborsendungen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],laborsendungenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],li00000001.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],lieferanten.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],lieferanten1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],lieferanten2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],lieferantenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],lieferantenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],lieferantenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],live.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.157,,,,,,,,,
[x],locarno-festival.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],locarno-festival2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],locarno-festivalint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],locarno-festivalint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],locarno-festivalint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],locatee.post.ch,,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,34.65.139.17,prod.post.ch.locatee.com,,,,True,google,,,
[x],location-poste-martigny1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],location-poste-martignyint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],login-sesam.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],login.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.11,,,,,,,,,
[x],logindev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],logintest-sesam-sp.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],logintest-sesam.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],logintest-social.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],logismart-test.innovation.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],logistik.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],lyncdiscover.post.ch,,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.193.16,webdir.online.lync.com,2603:1027:0:48::21,,,,,,,
[x],lyncweb.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],lzv2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],lzvint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],lzvint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],m.directday.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],magpf.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mailing-guide-pilot.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
[x],mailing-guide.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],makeathon.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],makeathon2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],makeathonint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],makeathonint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mapservice.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.53,,,,,,,,,
[x],mapservicedev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.63,,,,,,,,,
[x],mapserviceint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],marge-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.174,,,,,,,,,
[x],marge.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.53,,,,,,,,,
[x],matam.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.165.44.22,,,,,,,,,
[x],match-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],match.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mdmtest.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],meet.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],meine-nachweise.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.168,,,,,,,,,
[x],meine-sendungen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],meine-sendungen2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],meine-sendungenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],microsites1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],micrositesint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],micrositesint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],mint-extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.229,,,,,,,,,
[x],mit-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.67,,,,,,,,,
[x],mit-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.125,,,,,,,,,
[x],mit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.92,,,,,,,,,
[x],mls2dev.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],moba.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.30,,,,,,,,,
[x],mobadoc.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mobadocint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mobaint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.39,,,,,,,,,
[x],mobasyncint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mobile.post.ch,,,NOERROR,194.41.184.144,,,,,,,,,
[x],mobilecodeservice.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-dev.post.ch,,,,,,,,
[x],mobilecodeservice.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],mobilecodeservice.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],mobilecodeservice.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],mobileint.extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.69,,,,,,,,,
[x],mobilertc.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mond.post.ch,,"ns-15.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,"52.85.242.34, 52.85.242.55, 52.85.242.89, 52.85.242.119",mond-post-ch-cddc.at-o.net,,,,True,cloudfront,,,
[x],moodle.pa.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"185.172.103.92, 84.16.77.191","moodle-postauto.clients.liip.ch, proxy.maas.liip.ch","2001:1600:112::3:fc00, 2001:1600:112::3:2400",,,,,,,
[x],mos.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mova.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],mova1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],mova2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],mp24hub.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],mp24hub.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],mp24hub.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],msdemo2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],msmgateway-int.post.ch,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.75.67.51, 18.197.232.185, 3.124.178.72",msm-test-2003677483.eu-central-1.elb.amazonaws.com,,,,,,,,
[x],mx.incamail-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.10,,,,,,,,,
[x],mx10.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mx11.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mx4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.138,,2a00:17cf::205,,,,,,,
[x],mx5.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.143,,2a00:17cf:0:8000::20a,,,,,,,
[x],mxo365.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],mxszf.post.ch,"mxszf2.post.ch, mxszf1.post.ch, mxseh1.post.ch, mxseh2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],myit-dev.post.ch,,"edns140.ultradns.com, root.service-now.com",NOERROR,149.96.116.216,postchagdev.service-now.com,,,,,,,,
[x],myit-int.post.ch,,"edns140.ultradns.com, root.service-now.com",NOERROR,149.96.116.216,postchagint.service-now.com,,,,,,,,
[x],myit.post.ch,,"edns140.ultradns.com, root.service-now.com",NOERROR,149.96.116.216,postchag.service-now.com,,,,,,,,
[x],mynp.sso.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,212.243.144.185,,,,,,,,,
[x],mynp.ssoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,212.243.144.186,,,,,,,,,
[x],mypost24.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,149.126.0.108,,,,,,,,,
[x],mys-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.112,,,,,,,,,
[x],mys-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.102,,,,,,,,,
[x],mys.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],mys.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],mys.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],mys.apis.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],mys.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.136,,,,,,,,,
[x],myserver07.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],myworkspaceinet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.26,,,,,,,,,
[x],myworkspaceinet1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],n.accountds1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],n.accountint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.51,,,,,,,,,
[x],n.accountint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.83,,,,,,,,,
[x],n.accounttest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.49,,,,,,,,,
[x],ne-admin-test.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ne-admin.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
