new,host,mx,soa,status_code,a,cname,aaaa,txt,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],sso.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ssp.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.110,,,,,,,,,
[x],ssp.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.115,,,,,,,,,
[x],ssp11e.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.154,,,,,,,,,
[x],ssp11e.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.164,,,,,,,,,
[x],sspa.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sspae.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.152,,,,,,,,,
[x],sspae.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.162,,,,,,,,,
[x],sspe.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.113,,,,,,,,,
[x],sspj.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sspj.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.110,,,,,,,,,
[x],sspp.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.102,,,,,,,,,
[x],standorte.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],static2.intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,intpa-cms.post.ch,,,,,,,,
[x],staticint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.34,,,,,,,,,
[x],stayfit.post.ch,,"ns1.open-telekom-cloud.com, admin.evermood.com",NOERROR,80.158.47.21,eu-de.evermood.com,,,,,,,,";, letsencrypt.org"
[x],stb-test.innovation.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],stb-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.4,,,,,,,,,
[x],storiesint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],sventest.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],swisspostmobile.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],swisspostmobile.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],t.idp.klp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.70,,,,,,,,,
[x],tapis.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],targetmail.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],targetmailint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],targetmailint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],tbs.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.166.17,,,,,,,,,
[x],teamkarte.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],tedxint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],tedxint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],teleopticc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.125,,,,,,,,,
[x],test-pfch.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],test.iot-platform.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],test9.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],testworkspaceinet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],testworkspaceinet1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],testworkspaceone.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.135,,,,,,,,,
[x],tourdepost.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],tourdeposte.post.ch,88.198.12.204,"dns1.post.ch, domainmanage.post.ch",NOERROR,213.213.162.55,,,v=spf1 a mx ip4:88.198.12.204 include:amazonses.com -all,,,,,,
[x],tracking.logistics.post.ch,,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,sas.et.e.sparkpost.com,,,,,,,,
[x],transport-service.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],trendwiki.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],uaasapp2sa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.68,,,,,,,,,
[x],uaasapp2sadev2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.45,,,,,,,,,
[x],uaasapp3rsadev1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.59,,,,,,,,,
[x],uaasappdev1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.42,,,,,,,,,
[x],uaasappdev2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.44,,,,,,,,,
[x],uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],uc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,ciscocidomainverification=6fea8feac095453dd8627029298927e324bfb94cf58d9e0dc0c14f1756f87c80,,,,,,
[x],umfrage.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,185.92.121.138,,,v=spf1 include:mcxplatform.de -all,,,,,,
[x],uniform.post.ch,stronghold.ztonline.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,45.131.170.116,,,v=spf1 mx ip4:62.2.240.192/27 -all,,,,,,
[x],uniformdev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.2.240.196,,,,,,,,,
[x],uniformint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.2.240.196,,,,,,,,,
[x],us10060048.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vadsi1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vadsp1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vagwp1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],valuemation-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],valuemation-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],valuemation.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],valuemation5-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.162,,,,,,,,,
[x],valuemation5-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.163,,,,,,,,,
[x],valuemation5.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.123,,,,,,,,,
[x],vc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.216.173, 194.41.216.174",,,,,,,,,
[x],vdns1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.159,,2a00:17c8::204,,,,,,,
[x],vdnsa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.157,,,,,,,,,
[x],venture1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],ventureint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],ventureint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],vfilas.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vgk.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],vgk.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-int.post.ch,,,,,,,,
[x],vgk.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],vgk.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],vhinip.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.129,,2a00:17cf:0:8000::200,,,,,,,
[x],vhinpp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.130,,2a00:17cf::203,,,,,,,
[x],violations-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.60,,,,,,,,,
[x],violations.post.ch,,,NOERROR,194.41.184.82,,,,,,,,,
[x],visual.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,78.46.68.11,,,,,,,,,
[x],vizmon.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vmax000001.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vmx1ip.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.130,,2a00:17cf:0:8000::208,,,,,,,
[x],vmx2pp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.142,,2a00:17cf:0:8000::209,,,,,,,
[x],vo9nn8.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vsc.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],vsc.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],vsmtp1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vsmtp2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],vw0qw3.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wafpoc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.10,,,,,,,,,
[x],wahlen.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wahlen2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wahlenint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wahlenint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wandern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wandern1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],wandern2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],wandernint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],wandernint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],was-ist-servicepublic.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,master-7rqtwti-kfcvw6srngq2s.eu-5.platformsh.site,,,,,,,,
[x],wb-instandhaltung-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.202,,,,,,,,,
[x],wcm-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.97,,,,,,,,,
[x],wcm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.14,,,,,,,,,
[x],web-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],web.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.34,,,,,,,,,
[x],webcomp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webfocus-dev.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webfocus.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webmonitor-int-txp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webmonitor-prod-edbic.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webmonitor-prod-txp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webrtc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.188,,,,,,,,,
[x],webrtc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webrtc.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webservices-cashlog-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,2a00:17c8:0:8003::200,,,,,,,
[x],webservices-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.11,,,,,,,,,
[x],webservices6-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,2a00:17c8:0:8002::200,,,,,,,
[x],webservices6.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webservicesc-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.13,,,,,,,,,
[x],webservicesc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webstamp-poc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.105,,,,,,,,,
[x],webstamp-video.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.188,,,,,,,,,
[x],webstamp-videoint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webstamp-videoint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.82,,,,,,,,,
[x],webstamp.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],webstamp.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],webstamp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.188,,,,,,,,,
[x],webstampint1-video.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.21,,,,,,,,,
[x],webstampint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.21,,,,,,,,,
[x],webstampint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webstamps.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webstamps1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webstampsint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webtransferint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],webtransfertest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.104,,,,,,,,,
[x],wedecint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.218,,,,,,,,,
[x],weihnachtskarten.post.ch,mail.sesamnet.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],wenn-gueter-reisen.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,master-7rqtwti-xcrhuivlpqzh6.eu-5.platformsh.site,,,,,,,,
[x],wi.rasint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wikit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.84,,,,,,,,,
[x],wikitdc01.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wikitdc02.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wikitintdc02.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wirkung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],wohnen-zollikofen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],wohnen-zollikofenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],wohnen-zollikofenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],wohnen-zollikofenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ws.im.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ws.ssoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wsbc-cloud.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wsbc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.160,,,,,,,,,
[x],wsredesignint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.65,,,,,,,,,
[x],wsredesignint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.82,,,,,,,,,
[x],www.403592291.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.85844.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.85913.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.96749.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.adfsmsx.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.adress-suchspiel.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.bsi-crm-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.86,,,,,,,,,
[x],www.bsi-crm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.116,,,,,,,,,
[x],www.certmgrtest04.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.cod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.doc-shop-download.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.doc-shop.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.doc-shopint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.easint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.epofintlive.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.event.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.gvee01a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.gvfe01a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.incamail-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.224,,,,,,,,,
[x],www.incamail-prod.post.ch,,,NOERROR,194.41.184.117,,,,,,,,,
[x],www.kmuplusint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.lbepofint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.li00000001.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.logintest-sesam-sp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.managementconference.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.moodle.pa.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"185.172.103.92, 84.16.77.191","moodle-postauto.clients.liip.ch, proxy.maas.liip.ch","2001:1600:112::3:2400, 2001:1600:112::3:fc00",,,,,,,
[x],www.myserver07.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.n.accountds1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.netapptest.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.148,,2a00:17c8:0:103::20a,,,,,,,
[x],www.postorama.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,213.213.162.61,,,,,,,,,
[x],www.postzone.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,,"moodle-postzone.clients.liip.ch, proxy.maas.liip.ch","2001:1600:112::3:fc00, 2001:1600:112::3:2400",,,,,,,
[x],www.rasint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.stayfit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],www.test.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.test1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.test7.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],www.tourdeposte.post.ch,88.198.12.204,"dns1.post.ch, domainmanage.post.ch",NOERROR,213.213.162.55,tourdeposte.post.ch,,v=spf1 a mx ip4:88.198.12.204 include:amazonses.com -all,,,,,,
[x],www.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],www1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.109,,,,,,,,,
[x],www1.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],www1.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],www2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.117,,,,,,,,,
[x],www2.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],www2.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],www3.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.109,,,,,,,,,
[x],www4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],wwwsc2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],yellow.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],yellow2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],yellowint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],yellowint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],ywmr1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.163,,,,,,,,,
[x],zubofi.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-int.post.ch,,,,,,,,
[x],zubofi.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
