input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,tls_self_signed,tls_subject_org_,tls_expired
eur-p-gen-6-126-127-26.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-126-127-26.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.dev.ui.com,True,True,google,True,,,
eur-p-gen-6-126-252-98.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-126-252-98.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.stg.ui.com,True,True,google,True,,,
eur-p-gen-6-127-113-96.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-127-113-96.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
eur-p-gen-6-127-137-25.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-127-137-25.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
eur-p-gen-6-127-27-43.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-127-27-43.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://code.jquery.com,True,True,google,True,,,
eur-p-gen-6-127-89-83.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eur-p-gen-6-127-89-83.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,ubnt.zendesk.com,True,True,google,True,,,
europe-customers-backupconfig.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://europe-customers-backupconfig.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.stg.ui.com,True,True,google,True,,,
europe-uploads-acceptdockerintra-backups-www-test.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://europe-uploads-acceptdockerintra-backups-www-test.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
europensacc.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://europensacc.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.stg.ui.com,True,True,google,True,,,
eurosign.ui.com,UniFi Identity Portal,200,2056,eurosign.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-07-12T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4cfd95ed6089c4b31f7a26425781c1a6,9da9f51cfc200980749e82d0f53f70f75763553985d89094059d0314fb5e82b8,ctls,eurosign.ui.com,443,https://eurosign.ui.com:443,https,text/html,GET,13.32.121.18,/,1772602560,13.32.121.46,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
eurovisionopinions.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eurovisionopinions.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://maps.googleapis.com,True,True,google,True,,,
eurwbn-134-232-57-37.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eurwbn-134-232-57-37.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://app-static.sendsafely.com,True,True,google,True,,,
eurwck-134-232-216-95.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eurwck-134-232-216-95.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.ui.com,True,True,google,True,,,
euwest-kenobi.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://euwest-kenobi.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://app-static.sendsafely.com,True,True,google,True,,,
evans.ui.com,UniFi Identity Portal,200,2056,evans.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-07-12T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4cfd95ed6089c4b31f7a26425781c1a6,9da9f51cfc200980749e82d0f53f70f75763553985d89094059d0314fb5e82b8,ctls,evans.ui.com,443,https://evans.ui.com:443,https,text/html,GET,18.66.97.51,/,1772602560,18.66.97.103,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
evemon.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://evemon.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://app-static.sendsafely.com,True,True,google,True,,,
eventmediaconfig-helpdesk.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eventmediaconfig-helpdesk.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,*.ubnt.com,True,True,google,True,,,
eventsthailand.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://eventsthailand.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://js.stripe.com,True,True,google,True,,,
ew.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T16:19:26Z,2023-06-22T16:19:25Z,CN=tls.automattic.com,tls.automattic.com,www.webuyhousesfredericksburg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0ed0e34d47d0dd908b8cf98333973a8,2d62a10d6993ddb160a1d6680bdce7c2fb83631405dec948a4d80aa302783e3a,ctls,blog.ui.com,443,https://ew.blog.ui.com:443,https,text/html,GET,192.0.78.128,/,-1561873722,192.0.78.217,Nginx,8,False,nginx,https://blog.ui.com/,,,,,,,,
eww.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T16:19:26Z,2023-06-22T16:19:25Z,CN=tls.automattic.com,tls.automattic.com,www.webuyhousesfredericksburg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0ed0e34d47d0dd908b8cf98333973a8,2d62a10d6993ddb160a1d6680bdce7c2fb83631405dec948a4d80aa302783e3a,ctls,blog.ui.com,443,https://eww.blog.ui.com:443,https,text/html,GET,192.0.78.217,/,-1561873722,192.0.78.128,Nginx,8,False,nginx,https://blog.ui.com/,,,,,,,,
example.df.ui.com,UniFi Identity Portal,200,2056,example.df.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=df.ui.com,df.ui.com,*.df.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d03eafccde469f23b3c6f8870fa9b2af,40649203d2b57b746b979267a9999eafa561157c850e59a5ba4bd5c8ac34f797,ctls,example.df.ui.com,443,https://example.df.ui.com:443,https,text/html,GET,18.66.147.94,/,-1817424024,18.66.147.115,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
examplesauth.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://examplesauth.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://app-static.sendsafely.com,True,True,google,True,,,
exams.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://exams.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://code.jquery.com,True,True,google,True,,,
exams.ubnt.com,Ubiquiti Academy Exams Portal,200,54192,training.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T19:02:58Z,2023-07-17T19:02:57Z,CN=training.ui.com,training.ui.com,training.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfd60eb6f79512a365747ffc3fa935bb,4886c2d76819e90db29798ec50883b448a6dc9a5326661ad4128a61a119e4f4c,ctls,training.ui.com,443,https://exams.ubnt.com:443,https,text/html,GET,44.238.166.110,/,1791067836,44.230.77.54,lighttpd:1.4.55,297,False,lighttpd/1.4.55,https://training.ui.com/,,,,,,,,
exclogin-k8s-prod-nld2.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://exclogin-k8s-prod-nld2.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
exdc01.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://exdc01.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://maps.googleapis.com,True,True,google,True,,,
exe-0-1-2.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://exe-0-1-2.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://recaptcha.net,True,True,google,True,,,
exp.search.miui.com,,200,11,exp.search.miui.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-01T00:00:00Z,2023-08-01T23:59:59Z,CN=exp.search.miui.com,exp.search.miui.com,exp.search.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",378b3b7b8a0fa4d8812554745a4384b4,93f4a70d8bc6c9bffb2b690f686fca0cc30d4ff71362aeef32fe5243765bcaf7,ctls,exp.search.miui.com,443,https://exp.search.miui.com:443,https,text/plain,GET,20.47.97.231,/,-1840324437,20.47.97.231,,1,False,MonKing/3.14,,,,,azure,True,,,
experts.ubnt.com,Ubiquiti - Rethinking IT,200,7584,www.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=ubnt.com,ubnt.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0d711c478a415a6261b68d3893799180,9e0e25441ae4ce886d4b5d7cdef17dd7da928290c85fe7f0d1a0903d43c3c4b4,ctls,www.ui.com,443,https://experts.ubnt.com:443,https,text/html,GET,54.69.46.105,/,-1765290985,44.238.166.110,React,2,False,nginx,https://www.ui.com/,,True,True,,,,,
exss.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://exss.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.stg.ui.com,True,True,google,True,,,
extensionuniversitaria.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://extensionuniversitaria.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,*.ui.com,True,True,google,True,,,
externalconfig-redirect.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://externalconfig-redirect.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
extranet-system.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://extranet-system.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://recaptcha.net,True,True,google,True,,,
extranet.ui.com,UniFi Identity Portal,200,2056,extranet.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-07-12T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4cfd95ed6089c4b31f7a26425781c1a6,9da9f51cfc200980749e82d0f53f70f75763553985d89094059d0314fb5e82b8,ctls,extranet.ui.com,443,https://extranet.ui.com:443,https,text/html,GET,18.66.122.35,/,1772602560,18.66.122.107,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
eyler.ui.com,UniFi Identity Portal,200,2056,eyler.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,eyler.ui.com,443,https://eyler.ui.com:443,https,text/html,GET,52.222.236.128,/,229538147,52.222.236.19,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
f.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T16:19:26Z,2023-06-22T16:19:25Z,CN=tls.automattic.com,tls.automattic.com,www.webuyhousesfredericksburg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0ed0e34d47d0dd908b8cf98333973a8,2d62a10d6993ddb160a1d6680bdce7c2fb83631405dec948a4d80aa302783e3a,ctls,blog.ui.com,443,https://f.blog.ui.com:443,https,text/html,GET,192.0.78.128,/,-1561873722,192.0.78.217,Nginx,8,False,nginx,https://blog.ui.com/,,,,,,,,
f12.go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://f12.go.ubnt.com:443,https,text/html,GET,130.211.191.195,/,-850695738,130.211.191.195,Nginx:1.24.0,1,False,nginx/1.24.0,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,https://region1.google-analytics.com,True,True,google,True,,,
