input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_,final_url
frontend.employer.olx.pl,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,frontend.employer.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-24T23:59:59Z,CN=employer.olx.pl,employer.olx.pl,*.employer.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2c4ddc0856ea2c91e0a6823dee5fee1,ec157ccebff5648e3ecb130d4e08bc0551dff712e860d0163050fbe26711a152,True,ctls,frontend.employer.olx.pl,cloudfront,443,https://frontend.employer.olx.pl:443,https,AmazonS3,application/xml,GET,13.32.121.47,/,259312022,2600:9000:2240:ac00:12:65eb:2700:93a1,Amazon Web Services,2,False,True,,,,
ftp.praca.olx.pl,,200,44,AS197226,SPRINT-SDC,PL,185.38.248.0/22,ftp.praca.olx.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T21:11:02Z,2023-06-28T21:11:01Z,CN=server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc3bf0871262d95eb0924bc1d6ba8dc3,71003092a3703177efd13235ceeb405a4a95f5a075856fb4a247553bd2248a89,,ctls,ftp.praca.olx.pl,,443,https://ftp.praca.olx.pl:443,https,Apache/2,text/html,GET,185.38.249.192,/,-1812417198,185.38.249.192,Apache:2,2,False,,True,,,
gadzety.otodom.pl,"Otodom: Nieruchomości, Mieszkania, Domy, Działki",200,160647,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://gadzety.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.61,/,,13.32.99.62,React,1,False,True,,,,https://www.otodom.pl
gamatechnik.otomoto.pl,Gamatechnik | OTOMOTO,200,125833,AS16509,AMAZON-02,US,18.66.132.0/24,gamatechnik.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,gamatechnik.otomoto.pl,cloudfront,443,https://gamatechnik.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.108,React,11,False,True,,,,https://gamatechnik.otomoto.pl/inventory
gazetkipromocyjne.olx.pl,Gazetki OLX,200,82876,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,gazetkipromocyjne.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-01-08T23:59:59Z,"CN=gazetkipromocyjne.olx.pl, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",gazetkipromocyjne.olx.pl,gazetkipromocyjne.olx.pl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",051743e15ebe59d330856e94dab158e2,62ae3a5b530473d0184af54aca2972ada33a6cf60570d28e04cdb74d5d0a056c,,ctls,gazetkipromocyjne.olx.pl,,443,https://gazetkipromocyjne.olx.pl:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,WordPress,75,False,,,"Cloudflare, Inc.",,
gb-auto.otomoto.pl,GB-AUTO | OTOMOTO,200,123967,AS16509,AMAZON-02,US,18.66.132.0/24,gb-auto.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,gb-auto.otomoto.pl,cloudfront,443,https://gb-auto.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.80,React,11,False,True,,,,https://gb-auto.otomoto.pl/inventory
gendera-service.otomoto.pl,Gendera Service | OTOMOTO,200,242950,AS16509,AMAZON-02,US,18.66.132.0/24,gendera-service.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,gendera-service.otomoto.pl,cloudfront,443,https://gendera-service.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,11,False,True,,,,https://gendera-service.otomoto.pl/inventory
gibonparts.otomoto.pl,GIBON PARTS | OTOMOTO,200,248757,AS16509,AMAZON-02,US,18.66.132.0/24,gibonparts.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,gibonparts.otomoto.pl,cloudfront,443,https://gibonparts.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,11,False,True,,,,https://gibonparts.otomoto.pl/inventory
glammis.olx.pt,Glamour constante lda,200,1659132,AS16509,AMAZON-02,US,18.160.192.0/24,glammis.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,glammis.olx.pt,cloudfront,443,https://glammis.olx.pt:443,https,nginx/1.23.0,text/html,GET,18.155.153.62,/,82561444,18.155.153.119,React,117,False,True,,,https:,
globalbike.olx.pt,Portugal Anúncios Classificados OLX,200,157063,AS16509,AMAZON-02,US,65.9.112.0/23,globalbike.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,globalbike.olx.pt,cloudfront,443,https://globalbike.olx.pt:443,https,nginx/1.23.0,text/html,GET,65.9.86.45,/,,65.9.86.85,Nginx:1.23.0,195,False,True,,,https://*.olx.pt,
globalimobviseu.imovirtual.com,Página não encontrada,404,82154,AS16509,AMAZON-02,US,18.66.116.0/23,globalimobviseu.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,globalimobviseu.imovirtual.com,cloudfront,443,https://globalimobviseu.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.49,/,,18.66.112.89,PHP,1208,False,True,,,fonts.googleapis.com,
goldcar48.otomoto.pl,AUTO KOMIS GOLDCAR SAMOCHODY Z GWARANCJĄ VIP | OTOMOTO,200,751492,AS16509,AMAZON-02,US,18.66.132.0/24,goldcar48.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,goldcar48.otomoto.pl,cloudfront,443,https://goldcar48.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,-525635700,18.66.122.18,React,11,False,True,,,,https://goldcar48.otomoto.pl/inventory
grupapietrzak.otomoto.pl,Auto Dealer Autoryzowany Dealer Peugeot | OTOMOTO,200,706811,AS16509,AMAZON-02,US,18.66.132.0/24,grupapietrzak.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,grupapietrzak.otomoto.pl,cloudfront,443,https://grupapietrzak.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,11,False,True,,,,https://grupapietrzak.otomoto.pl/inventory
gruporemaxrumo.imovirtual.com,"Agência imobiliária São João Baptista, Entroncamento, Santarém - Grupo REMAX Rumo | Imovirtual",200,371664,AS16509,AMAZON-02,US,18.66.116.0/23,gruporemaxrumo.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,gruporemaxrumo.imovirtual.com,cloudfront,443,https://gruporemaxrumo.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.89,/,423956,18.66.112.118,PHP,3479,False,True,,,fonts.googleapis.com,
gsp41-ci77-ssl.loja.olx.pt,404,404,1210,AS16509,AS16509,Unknown,54.64.0.0/12,gsp41-ci77-ssl.loja.olx.pt,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=*.loja.olx.pt, O=OLX Global B.V., ST=Noord-Holland, C=NL",*.loja.olx.pt,loja.olx.pt,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,556cb91efb11ea77adb142ea077a3fa7,9a8dc3e816f30efd7c9ac63834fc13861b9f3d0cb419fd03b9b7ab1d1693f351,True,ctls,gsp41-ci77-ssl.loja.olx.pt,,443,https://gsp41-ci77-ssl.loja.olx.pt:443,https,openresty,text/html,GET,54.74.142.61,/,,18.203.5.11,Ruby on Rails,41,False,,,OLX Global B.V.,,
h-135-207-133-73.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,h-135-207-133-73.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,h-135-207-133-73.stg.standvirtual.com,cloudfront,443,https://h-135-207-133-73.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.32.27.120,/,-1220803495,13.32.27.94,Amazon Web Services,20,False,True,,,,
h-135-207-31-20.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,h-135-207-31-20.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,h-135-207-31-20.stg.standvirtual.com,cloudfront,443,https://h-135-207-31-20.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.32.27.94,/,-1278684806,13.32.27.21,Amazon Web Services,20,False,True,,,,
h-135-207-60-69.autanowe.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141574,AS16509,AMAZON-02,US,99.86.104.0/24,h-135-207-60-69.autanowe.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,h-135-207-60-69.autanowe.otomoto.pl,cloudfront,443,https://h-135-207-60-69.autanowe.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,99.86.91.87,/,,99.86.91.7,React,23,False,True,True,,,https://h-135-207-60-69.autanowe.otomoto.pl/inventory
hauswerk.otodom.pl,Deweloper Krzeszowice - HausWerk | Otodom,200,133343,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://hauswerk.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.81,/,,13.32.99.107,React,1,False,True,,,,https://www.otodom.pl/pl/firmy/deweloperzy/hauswerk-ID8228750
help.olx.pl,"Ogłoszenia - Sprzedam, kupię na OLX.pl",200,156980,AS16509,AMAZON-02,US,143.204.216.0/24,help.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pl,olx.pl,*.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b84a440b6a23cf354c81b3a48906b35,4dfc28935fa36bdc146998cc24f5cc50b1bb553fc7515be4cf56c8a3d59ba2e4,True,ctls,help.olx.pl,cloudfront,443,https://help.olx.pl:443,https,nginx/1.23.0,text/html,GET,143.204.215.4,/,82561444,143.204.215.110,Nginx:1.23.0,195,False,True,,,https://*.olx.pl,
himmelpolska.otodom.pl,Biuro nieruchomości Świnoujście - Himmel Polska | Otodom,200,177626,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://himmelpolska.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.61,/,,13.32.99.81,React,1,False,True,,,,https://www.otodom.pl/pl/firmy/biura-nieruchomosci/himmel-polska-ID252580
hjortknudsen.olx.pl,"Ogłoszenia - Sprzedam, kupię na OLX.pl",200,156980,AS16509,AMAZON-02,US,143.204.216.0/24,hjortknudsen.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pl,olx.pl,*.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b84a440b6a23cf354c81b3a48906b35,4dfc28935fa36bdc146998cc24f5cc50b1bb553fc7515be4cf56c8a3d59ba2e4,True,ctls,hjortknudsen.olx.pl,cloudfront,443,https://hjortknudsen.olx.pl:443,https,nginx/1.23.0,text/html,GET,143.204.215.4,/,,143.204.215.85,Nginx:1.23.0,195,False,True,,,https://*.olx.pl,
holyfox.olx.pt,"HolyFoX, Unip., Lda",200,1512447,AS16509,AMAZON-02,US,99.86.168.0/24,holyfox.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,holyfox.olx.pt,cloudfront,443,https://holyfox.olx.pt:443,https,nginx/1.23.0,text/html,GET,99.86.159.43,/,82561444,99.86.159.15,React,125,False,True,,,https:,
home.imovirtual.com,Comprar e arrendar casa | Imovirtual,200,122192,AS16509,AS16509,Unknown,75.2.0.0/17,www.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,www.imovirtual.com,,443,https://home.imovirtual.com:443,https,nginx,text/html,GET,75.2.8.141,/,,75.2.8.141,PHP,1639,False,,,,fonts.googleapis.com,https://www.imovirtual.com:443/
homegarden.otodom.pl,Biuro nieruchomości Łódź - Home Garden Nieruchomości | Otodom,200,120413,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://homegarden.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.61,/,,13.32.99.107,React,11,False,True,,,,https://www.otodom.pl/pl/firmy/biura-nieruchomosci/home-garden-nieruchomosci-ID2599140
honda-warszawa.otomoto.pl,Honda Wyszomirski Warszawa | OTOMOTO,200,756111,AS16509,AMAZON-02,US,18.66.132.0/24,honda-warszawa.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,honda-warszawa.otomoto.pl,cloudfront,443,https://honda-warszawa.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,887568630,18.66.122.101,React,11,False,True,,,,https://honda-warszawa.otomoto.pl/inventory
hondakarlik.otomoto.pl,Honda Karlik Poznań | OTOMOTO,200,497586,AS16509,AMAZON-02,US,18.66.132.0/24,hondakarlik.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,hondakarlik.otomoto.pl,cloudfront,443,https://hondakarlik.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.80,React,11,False,True,,,,https://hondakarlik.otomoto.pl/inventory
housedream.imovirtual.com,"Agência imobiliária Mafra, Lisboa - House Dream, mediação imobiliária | Imovirtual",200,375969,AS16509,AMAZON-02,US,18.66.116.0/23,housedream.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,housedream.imovirtual.com,cloudfront,443,https://housedream.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.3,/,-1557031229,18.66.112.49,PHP,3504,False,True,,,fonts.googleapis.com,
houseofmoto.otomoto.pl,house of moto | OTOMOTO,200,181238,AS16509,AMAZON-02,US,18.66.132.0/24,houseofmoto.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,houseofmoto.otomoto.pl,cloudfront,443,https://houseofmoto.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,11,False,True,,,,https://houseofmoto.otomoto.pl/about-us
iad2s2-iadsdktest.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,iad2s2-iadsdktest.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,iad2s2-iadsdktest.stg.standvirtual.com,cloudfront,443,https://iad2s2-iadsdktest.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.32.27.21,/,-1493303744,13.32.27.107,Amazon Web Services,20,False,True,,,,
iamelectric.otomoto.pl,iamelectric | OTOMOTO,200,219896,AS16509,AMAZON-02,US,18.66.132.0/24,iamelectric.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,iamelectric.otomoto.pl,cloudfront,443,https://iamelectric.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,11,False,True,,,,https://iamelectric.otomoto.pl/inventory
idealhouse2u.imovirtual.com,"Agência imobiliária Quinta do Conde, Sesimbra, Setúbal - IdealHouse2u by Mint&Rose lda | Imovirtual",200,380994,AS16509,AMAZON-02,US,18.66.116.0/23,idealhouse2u.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,idealhouse2u.imovirtual.com,cloudfront,443,https://idealhouse2u.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.89,/,1806323291,18.66.112.118,PHP,3587,False,True,,,fonts.googleapis.com,
idp.int.eu.acdc.fdc.kk.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141548,AS16509,AMAZON-02,US,18.66.132.0/24,idp.int.eu.acdc.fdc.kk.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,idp.int.eu.acdc.fdc.kk.otomoto.pl,cloudfront,443,https://idp.int.eu.acdc.fdc.kk.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,23,False,True,True,,,https://idp.int.eu.acdc.fdc.kk.otomoto.pl/inventory
ifimobiliaria.imovirtual.com,Página não encontrada,404,82142,AS16509,AMAZON-02,US,18.66.116.0/23,ifimobiliaria.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,ifimobiliaria.imovirtual.com,cloudfront,443,https://ifimobiliaria.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.49,/,,18.66.112.89,PHP,1208,False,True,,,apps.facebook.com,
