input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,content_type,tls_subject_org_,csp_domains_,final_url
n180lanqiubifenmasku.www.eventbrite.nl,Whoops!,502,1981,n180lanqiubifenmasku.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,n180lanqiubifenmasku.www.eventbrite.nl,cloudfront,443,https://n180lanqiubifenmasku.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.91,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
outside.www.eventbrite.nl,Whoops!,502,1981,outside.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,outside.www.eventbrite.nl,cloudfront,443,https://outside.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.8,Amazon Web Services,85,False,True,True,text/html,,,
p44-iwres.www.eventbrite.nl,Whoops!,502,1981,p44-iwres.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,p44-iwres.www.eventbrite.nl,cloudfront,443,https://p44-iwres.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.126,/,303385416,13.224.189.8,Amazon Web Services,85,False,True,True,text/html,,,
pm-bounces.eventbrite.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.eventbrite.com:80,http,AmazonS3,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,text/html,,,
privacy.eventbrite.com,,200,1651,privacy.eventbrite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,privacy.eventbrite.com,cloudfront,443,https://privacy.eventbrite.com:443,https,AmazonS3,GET,143.204.215.79,/,-1038016648,143.204.215.55,Typekit,1,False,True,True,text/html,,,
rk.www.eventbrite.nl,Whoops!,502,1981,rk.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,rk.www.eventbrite.nl,cloudfront,443,https://rk.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.91,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
rt-b-2-po-7.www.eventbrite.nl,Whoops!,502,1981,rt-b-2-po-7.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,rt-b-2-po-7.www.eventbrite.nl,cloudfront,443,https://rt-b-2-po-7.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.126,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
samsung-usb-driver-for-mobile-phones.www.eventbrite.nl,Whoops!,502,1981,samsung-usb-driver-for-mobile-phones.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,samsung-usb-driver-for-mobile-phones.www.eventbrite.nl,cloudfront,443,https://samsung-usb-driver-for-mobile-phones.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.91,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
slb14-1-edg.boulder-may-2023.eventbrite.com,Whoops!,502,1981,slb14-1-edg.boulder-may-2023.eventbrite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,slb14-1-edg.boulder-may-2023.eventbrite.com,cloudfront,443,https://slb14-1-edg.boulder-may-2023.eventbrite.com:443,https,AmazonS3,GET,13.224.189.126,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
spclient-ipv6.www.eventbrite.nl,Whoops!,502,1981,spclient-ipv6.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,spclient-ipv6.www.eventbrite.nl,cloudfront,443,https://spclient-ipv6.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.8,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
st14p05ls.www.eventbrite.nl,Whoops!,502,1981,st14p05ls.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,st14p05ls.www.eventbrite.nl,cloudfront,443,https://st14p05ls.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.91,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
teglas-iskola.www.eventbrite.nl,Whoops!,502,1981,teglas-iskola.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,teglas-iskola.www.eventbrite.nl,cloudfront,443,https://teglas-iskola.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.8,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
tempcustomers.www.eventbrite.nl,Whoops!,502,1981,tempcustomers.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,tempcustomers.www.eventbrite.nl,cloudfront,443,https://tempcustomers.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.91,Amazon Web Services,85,False,True,True,text/html,,,
tor199-223-pdd.www.eventbrite.nl,Whoops!,502,1981,tor199-223-pdd.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,tor199-223-pdd.www.eventbrite.nl,cloudfront,443,https://tor199-223-pdd.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
tor258-349-pda.www.eventbrite.nl,Whoops!,502,1981,tor258-349-pda.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,tor258-349-pda.www.eventbrite.nl,cloudfront,443,https://tor258-349-pda.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.126,/,303385416,13.224.189.91,Amazon Web Services,85,False,True,True,text/html,,,
users-jenkins-authdefault.www.eventbrite.nl,Whoops!,502,1981,users-jenkins-authdefault.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,users-jenkins-authdefault.www.eventbrite.nl,cloudfront,443,https://users-jenkins-authdefault.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.91,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
v2qj0kr5adsxp.eventbrite.com,,403,42,v2qj0kr5adsxp.eventbrite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-12-10T23:59:59Z,CN=v2qj0kr5adsxp.eventbrite.com,v2qj0kr5adsxp.eventbrite.com,v2qj0kr5adsxp.eventbrite.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc1a7913a9b2b6437c3ab36de8a963b6,3ac302999d99a8a90089b5de9b3e919f65f81a640e52e11a35dc6b26affa9e2f,,ctls,v2qj0kr5adsxp.eventbrite.com,cloudfront,443,https://v2qj0kr5adsxp.eventbrite.com:443,https,,GET,18.66.112.127,/,768769774,18.66.112.23,Amazon Web Services,1,False,True,,application/json,,,
vip-backup-corporate-v2.www.eventbrite.nl,Whoops!,502,1981,vip-backup-corporate-v2.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,vip-backup-corporate-v2.www.eventbrite.nl,cloudfront,443,https://vip-backup-corporate-v2.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.8,Amazon Web Services,85,False,True,True,text/html,,,
wiki-autherror.www.eventbrite.nl,Whoops!,502,1981,wiki-autherror.www.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,wiki-autherror.www.eventbrite.nl,cloudfront,443,https://wiki-autherror.www.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.8,Amazon Web Services,85,False,True,True,text/html,,,
ww1-ausgpspxy.aaiidcmetro.eventbrite.com,Whoops!,502,1981,ww1-ausgpspxy.aaiidcmetro.eventbrite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,ww1-ausgpspxy.aaiidcmetro.eventbrite.com,cloudfront,443,https://ww1-ausgpspxy.aaiidcmetro.eventbrite.com:443,https,AmazonS3,GET,13.224.189.8,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
www.bowlingforbuses.eventbrite.com,Whoops!,502,1981,www.bowlingforbuses.eventbrite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,www.bowlingforbuses.eventbrite.com,cloudfront,443,https://www.bowlingforbuses.eventbrite.com:443,https,AmazonS3,GET,13.224.189.126,/,303385416,13.224.189.58,Amazon Web Services,85,False,True,True,text/html,,,
www.vriendenvanamstel2019.eventbrite.nl,Whoops!,502,1981,www.vriendenvanamstel2019.eventbrite.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=eventbrite.com,eventbrite.com,*.eventbrite.sg,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6550550e3fbdf02a1f83c710fcaa0f07,8c66cea51d8013c13c96579850eba7b3ab61bd6ae0b6ebb73192066e34c74e32,True,ctls,www.vriendenvanamstel2019.eventbrite.nl,cloudfront,443,https://www.vriendenvanamstel2019.eventbrite.nl:443,https,AmazonS3,GET,13.224.189.58,/,303385416,13.224.189.126,Amazon Web Services,85,False,True,True,text/html,,,
