new,host,a,soa,status_code,aaaa,cname,caa,txt,cdn,cdn-name,ns,mx
[x],vipapp.gymshark.com,178.62.27.199,"ns-2016.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,phplaravel-89108-249767.cloudwaysapps.com,,,,,,
[x],webaccess-internal-devaltproduction.training.gymshark.com,,,NOERROR,,,,,,,,
[x],webapplb01d.train.gymshark.com,,,NOERROR,,,,,,,,
[x],webhooks.api.develop.gymshark.io,"54.221.19.159, 34.196.133.140","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],webhooks.api.gymshark.io,"3.224.123.168, 34.227.202.18","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1052.awsdns-03.org, ns-1829.awsdns-36.co.uk, ns-466.awsdns-58.com, ns-864.awsdns-44.net",
[x],webhooks.api.staging.gymshark.io,"34.239.8.75, 3.218.113.228","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],webhooks.develop.gymshark.io,"108.157.4.44, 108.157.4.29, 108.157.4.52, 108.157.4.37","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],webhooks.gymshark.io,"65.9.95.62, 65.9.95.67, 65.9.95.38, 65.9.95.29","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],webhooks.staging.gymshark.io,"99.86.4.26, 99.86.4.68, 99.86.4.124, 99.86.4.91","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],whoami.develop.gymshark.com,"34.234.61.223, 35.174.86.172, 54.145.94.41, 34.197.1.191, 34.238.184.59","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ingress.develop-cluster.develop.gymshark.io, traefik-nlb.develop-cluster.develop.gymshark.io",,,,,,
[x],whoami.staging.gymshark.com,"54.159.247.48, 67.202.47.151, 3.216.57.230, 23.23.98.157, 52.86.35.25","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ingress.staging-cluster.staging.gymshark.io, traefik-nlb.staging-cluster.staging.gymshark.io",,,,,,
[x],whoami2.develop.gymshark.com,"54.145.94.41, 34.197.1.191, 35.174.86.172, 34.234.61.223, 34.238.184.59","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ingress.develop-cluster.develop.gymshark.io, traefik-nlb.develop-cluster.develop.gymshark.io",,,,,,
[x],whoamidemo.staging.gymshark.com,"23.23.98.157, 3.216.57.230, 52.86.35.25, 54.159.247.48, 67.202.47.151","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.develop.gymshark.com,"108.156.60.74, 108.156.60.35, 108.156.60.53, 108.156.60.97","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1369.awsdns-43.org, ns-1553.awsdns-02.co.uk, ns-221.awsdns-27.com, ns-518.awsdns-00.net",
[x],www.training.gymshark.com,"18.66.147.60, 18.66.147.66, 18.66.147.10, 18.66.147.67","ns-1296.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],www.uk.gymshark.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gymshark.myshopify.com, shops.myshopify.com","digicert.com, globalsign.com, letsencrypt.org",,,,,
