input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,cdn_name,cdn,webserver,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched,tls_emails_,location,tls_self_signed
exam.ppcr.sph.harvard.edu,503 Service Temporarily Unavailable,503,296,AS19551,AS19551,Unknown,149.126.72.0/21,exam.ppcr.sph.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-08-02T23:59:59Z,"CN=ppcr.sph.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",ppcr.sph.harvard.edu,President and Fellows of Harvard College,exam.ppcr.sph.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,16a0ad19f4d4202e85ee0c80e49cae8a,e881dd5ec476df6b43106d8d7eb7d5403126ffde9a2901f0ef9d81e58d93465e,ctls,exam.ppcr.sph.harvard.edu,443,https://exam.ppcr.sph.harvard.edu:443,https,text/html,GET,149.126.77.179,/,-744063204,149.126.77.179,Imperva,7,False,,incapsula,True,awselb/2.0,,,,,,,
exec-ed.hms.harvard.edu,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,13.111.0.0/16,exec-ed.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=exec-ed.hms.harvard.edu, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",exec-ed.hms.harvard.edu,"SALESFORCE.COM, INC.",exec-ed.hms.harvard.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,177a6b83ce5e3b007be99ac97003a2ef,4dfa368f5a4bb91fd337f86545f7a73db98d3ec1e865c24eb863d62f0b16109f,ctls,exec-ed.hms.harvard.edu,443,https://exec-ed.hms.harvard.edu:443,https,text/html,GET,13.111.117.223,/,1631801191,13.111.117.223,,30,False,,,,,,,,,,,
execed.gsd.harvard.edu,Harvard Graduate School of Design Executive Education,200,921207,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,execed.gsd.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T17:33:34Z,2023-08-04T17:33:33Z,CN=*.gsd.harvard.edu,*.gsd.harvard.edu,,*.gsd.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,93c6e9563dd0e6735865636653c29d72,76174a23cb27ddbdbcd5ea228ab845440e9188d6986059d220ff291af0f3bca4,ctls,execed.gsd.harvard.edu,443,https://execed.gsd.harvard.edu:443,https,text/html,GET,2.16.202.64,/,-1185447455,2.16.202.67,YouTube,8894,False,,,,,True,,,,,,
execed.law.harvard.edu,Executive Education - Harvard Law School | Harvard Law School,200,589575,AS54113,AS54113,Unknown,23.185.0.0/24,hls.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-16T01:54:42Z,2023-07-15T01:54:41Z,CN=environment.law.harvard.edu,environment.law.harvard.edu,,today.law.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d3583df386d1e2dfd2c9c5e56e2787a0,cd6d6cc4cbf492f34a2b671d604fd5c65a4c0d82339a3ef156cab1aeb526ae32,ctls,hls.harvard.edu,443,https://execed.law.harvard.edu:443,https,text/html,GET,23.185.0.4,/,660252501,2620:12a:8000::4,YouTube,2027,False,,,,nginx,,https://hls.harvard.edu/executive-education/,,,,,
execed.sph.harvard.edu,Not Found,404,2556,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,199.60.103.0/24,execed.sph.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T19:58:11Z,2023-06-26T19:58:10Z,CN=execed.sph.harvard.edu,execed.sph.harvard.edu,,execed.sph.harvard.edu,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,ab5a0ac4a7c9e13c408252b7a0c974c6,043cb8aa06d23fc0a536805d81f5c3d309f804adf455ecf06b9422b6b7347205,ctls,execed.sph.harvard.edu,443,https://execed.sph.harvard.edu:443,https,text/html,GET,199.60.103.2,/,,2606:2c40::c73c:6702,HTTP/3,91,False,,,,cloudflare,,,,,,,
exed.hks.harvard.edu,Executive Education | Harvard Kennedy School,200,122288,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-28T15:02:18Z,2023-06-26T15:02:17Z,CN=www.hks.harvard.edu,www.hks.harvard.edu,,www.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,33839a5c6deae15adc55e5133b3721fb,ea1ffe93e1ded90249e8f02d35c5720d62ac5ab35206528a1bddd4cbe4411ce7,ctls,www.hks.harvard.edu,443,https://exed.hks.harvard.edu:443,https,text/html,GET,20.75.233.62,/,,20.75.233.62,ZURB Foundation,1815,False,,,,nginx,,https://www.hks.harvard.edu/executive-education,https://canvas.harvard.edu,,,,
externaled.hms.harvard.edu,Web Site Not Found,404,970,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,externaled.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-12T23:59:59Z,"CN=*.prod.acquia-sites.com, O=Acquia Inc, L=Boston, ST=Massachusetts, C=US",*.prod.acquia-sites.com,Acquia Inc,prod.acquia-sites.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d671bac9a15ab6e5c53b306149c83c6,cbea1b40d41f4f1b4edbe253e32bba76ec1378b18fd966ccc6e35f619885f5aa,ctls,externaled.hms.harvard.edu,443,https://externaled.hms.harvard.edu:443,https,text/html,GET,107.21.104.61,/,-1883206912,107.21.104.61,Nginx,27,False,,,,nginx,True,,,True,,,
eye.hms.harvard.edu,Harvard Medical School Department of Ophthalmology,200,57868,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,eye.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-06T08:11:14Z,2023-06-04T08:11:13Z,CN=*.hms.harvard.edu,*.hms.harvard.edu,,*.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8544033de08b983b133b0ee361e71705,ef268e5c69301aa66ab2fe92cb33b05039225a901631a0859b9b07439c4b8eae,ctls,eye.hms.harvard.edu,443,https://eye.hms.harvard.edu:443,https,text/html,GET,23.2.13.25,/,320617340,23.2.13.57,Red Hat Gluster,353,False,,,,,True,,,,,,
ezp-prod1.hul.harvard.edu,Shibboleth Authentication Request,200,1434,AS1742,HARVARD-UNIV,US,128.103.200.0/24,,,,,,,,,,,,,,,,,,,80,http://ezp-prod1.hul.harvard.edu:80,http,text/html,GET,128.103.147.149,/,84238792,128.103.147.149,,13,False,,,,EZproxy,,http://ezp-prod1.hul.harvard.edu/login,,,,,
faads.faoapps.fas.harvard.edu,Welcome to FAADS,200,1975,AS14618,AMAZON-AES,US,52.200.0.0/13,faads.faoapps.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=student-services.ats.cloud.huit.harvard.edu,student-services.ats.cloud.huit.harvard.edu,,care.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,08b3e46b7667b0b518b35f63e99d189f,d277e5763db8d498f3c5c0ce8a1ced538e6429fdefa904c17434acb23b8d27aa,ctls,faads.faoapps.fas.harvard.edu,443,https://faads.faoapps.fas.harvard.edu:443,https,text/html,GET,52.202.119.229,/,899070069,35.168.194.206,,73,False,,,,,,,,,,,
fablab.gsd.harvard.edu,FABRICATION LAB – A resource for 'making' at the Harvard University Graduate School of Design,200,53511,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,fablab.gsd.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T15:30:52Z,2023-07-25T15:30:51Z,CN=fablab.gsd.harvard.edu,fablab.gsd.harvard.edu,,fablab.gsd.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9347397eca0e084d811b4916567059ab,b3216a98e0db28df6b659f7d781d78f012250c56b3e0014fead4a1e366394ee4,ctls,fablab.gsd.harvard.edu,443,https://fablab.gsd.harvard.edu:443,https,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,408,False,,,,cloudflare,,,,,,,
faculty.chemistry.harvard.edu,Home | Harvard Web Publishing,200,10279,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,faculty.chemistry.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T16:43:30Z,2023-08-04T16:43:29Z,CN=*.chemistry.harvard.edu,*.chemistry.harvard.edu,,*.chemistry.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d8888e687e9dd207eb48ab32096d5d51,bf9aef9a1b6e12c9208a009a05682d76f1f53f4848ea85db7d0fc4baf9d5a428,ctls,faculty.chemistry.harvard.edu,443,https://faculty.chemistry.harvard.edu:443,https,text/html,GET,23.2.13.57,/,-85008253,23.2.13.25,Red Hat Gluster,83,False,,,,,True,,,,,,
fairbank.fas.harvard.edu,Home - Fairbank Center for Chinese Studies,200,271028,AS54113,AS54113,Unknown,23.185.0.0/24,fairbank.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T07:47:17Z,2023-07-23T07:47:16Z,CN=fairbank.fas.harvard.edu,fairbank.fas.harvard.edu,,fairbank.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ebf9c08905953a6b2ebd1c286f654523,47b7af475335ec7f969e5d3ce77fe85929a20c131e45877337002f40546e72b7,ctls,fairbank.fas.harvard.edu,443,https://fairbank.fas.harvard.edu:443,https,text/html,GET,23.185.0.4,/,-453074977,2620:12a:8000::4,Yoast SEO:20.5,1155,False,,,,nginx,,,,,,,
faq.nmr.mgh.harvard.edu,Computing Systems Frequently Asked Questions | MGH/HST Martinos Center for Biomedical Imaging,200,92819,AS40831,PHS,US,132.183.0.0/16,www.nmr.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,"CN=www.nmr.mgh.harvard.edu, OU=Affiliate - Massachusetts General Hospital, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",www.nmr.mgh.harvard.edu,President and Fellows of Harvard College,www.martinos.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,436dd897134992bdb672a616dbca6411,a00810038f4f5a666cb410a6a57827924563c741bf97d62e3f750fac6f2b5b58,ctls,www.nmr.mgh.harvard.edu,443,https://faq.nmr.mgh.harvard.edu:443,https,text/html,GET,132.183.1.42,/,,132.183.1.42,mod_perl:2.0.11,804,False,,,,Apache/2.4.37 (rocky) OpenSSL/1.1.1k mod_perl/2.0.11 Perl/v5.26.3,,https://www.nmr.mgh.harvard.edu/faq,,,,,
far.fas.harvard.edu,House Tutor Application,200,963,AS14618,AMAZON-AES,US,52.200.0.0/13,far.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=student-services.ats.cloud.huit.harvard.edu,student-services.ats.cloud.huit.harvard.edu,,care.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,08b3e46b7667b0b518b35f63e99d189f,d277e5763db8d498f3c5c0ce8a1ced538e6429fdefa904c17434acb23b8d27aa,ctls,far.fas.harvard.edu,443,https://far.fas.harvard.edu:443,https,text/html,GET,52.202.119.229,/,1515215513,52.4.232.211,Java,46,False,,,,,,,,,,,
far.stage.fas.harvard.edu,House Tutor Application,200,963,AS14618,AMAZON-AES,US,34.202.28.0/23,far.stage.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=student-services.stage.ats.cloud.huit.harvard.edu,student-services.stage.ats.cloud.huit.harvard.edu,,downloads.stage.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,659ff739cd49152b488891bcbe4bfb42,51cb9b22a57ec9f97a2031b80f74fc7572d6284f5ede4ffb7a6fa4db5ae5be8f,ctls,far.stage.fas.harvard.edu,443,https://far.stage.fas.harvard.edu:443,https,text/html,GET,34.194.252.255,/,1515215513,44.208.5.123,Java,46,False,,,,,,,,,,,
fds.lib.harvard.edu,Error,404,139,AS14618,AMAZON-AES,US,18.208.0.0/13,fds.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-07T00:00:00Z,2023-10-07T23:59:59Z,"CN=fds.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",fds.lib.harvard.edu,President and Fellows of Harvard College,fds.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,17016d90c07be0d0d695636fdb0cb8f8,64e95f7189b5599f0fdf5436dab4b222461d380068faf1ae5a23a82b84b617d9,ctls,fds.lib.harvard.edu,443,https://fds.lib.harvard.edu:443,https,text/html,GET,18.215.29.29,/,1593207841,54.197.227.55,Node.js,11,False,,,,,,,,,,,
feedback-prod.hz.lib.harvard.edu,PRESTO; Office for Information Systems; Harvard University Library,200,1526,AS14618,AMAZON-AES,US,54.147.0.0/17,feedback-prod.hz.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=feedback.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",feedback.lib.harvard.edu,President and Fellows of Harvard College,webservices.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a7ca3cc6f28209824f97a5c3006f90f3,8876f837265a035f40ec533fb9ba3562c952fab9cb1907c284e45fc2fda061c8,ctls,feedback-prod.hz.lib.harvard.edu,443,https://feedback-prod.hz.lib.harvard.edu:443,https,text/html,GET,54.145.21.163,/,1363677582,100.26.81.251,,46,False,,,,,,,,,,,
feedback.lib.harvard.edu,PRESTO; Office for Information Systems; Harvard University Library,200,1526,AS14618,AMAZON-AES,US,54.147.0.0/17,feedback.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=feedback.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",feedback.lib.harvard.edu,President and Fellows of Harvard College,webservices.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a7ca3cc6f28209824f97a5c3006f90f3,8876f837265a035f40ec533fb9ba3562c952fab9cb1907c284e45fc2fda061c8,ctls,feedback.lib.harvard.edu,443,https://feedback.lib.harvard.edu:443,https,text/html,GET,54.145.21.163,/,,100.26.81.251,,46,False,,,,,,,,,,,
fig.lib.harvard.edu,HTTP Status 404 – Not Found,404,682,AS14618,AMAZON-AES,US,44.192.0.0/11,fig.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=fig.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",fig.lib.harvard.edu,President and Fellows of Harvard College,ltsds-cloud-prod-1.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,80bea2e0d08c5ad309df733ae866f448,73726f5f523bd0483f6f06e976fde4f926be331823a880256ac2b3f1204d2396,ctls,fig.lib.harvard.edu,443,https://fig.lib.harvard.edu:443,https,text/html,GET,44.214.73.232,/,772474986,52.200.169.53,,1,False,,,,,,,,,,,
filedrop.nmr.mgh.harvard.edu,FileDrop removed due to security vulnerabilities,200,374,AS40831,PHS,US,132.183.0.0/16,filedrop.nmr.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-05-24T23:59:59Z,"CN=gate.nmr.mgh.harvard.edu, OU=Affiliate - Massachusetts General Hospital, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",gate.nmr.mgh.harvard.edu,President and Fellows of Harvard College,wiki.nmr.mgh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,54518050fc23e014b6114e89f7f5548c,9c94239dd649f3c71aceb27dfe32f74f82351a2981819c6ce738092d037ab5f5,ctls,filedrop.nmr.mgh.harvard.edu,443,https://filedrop.nmr.mgh.harvard.edu:443,https,text/html,GET,132.183.1.40,/,-780928015,132.183.1.40,mod_perl:2.0.11,15,False,,,,Apache/2.4.37 (centos) OpenSSL/1.1.1k mod_perl/2.0.11 Perl/v5.26.3,,,,,,,
files.ppm.aws.dbmi.hms.harvard.edu,People-Powered Medicine,403,671,AS14618,AMAZON-AES,US,18.208.0.0/13,,,,,,,,,,,,,,,,,,,80,http://files.ppm.aws.dbmi.hms.harvard.edu:80,http,text/html,GET,18.214.8.92,/,637724034,3.209.0.11,,27,False,,,,awselb/2.0,,,,,,,
filr.sph.harvard.edu,,200,212,AS19551,AS19551,Unknown,45.60.60.0/24,filr.sph.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=filr.sph.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",filr.sph.harvard.edu,President and Fellows of Harvard College,sph-filr5.sph.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1f075845bae3c38a82c0331f383141c1,d26aa29d35a67e2a75df9f1f050ee038a879344f4d018c18fbd8ef32841c4113,ctls,filr.sph.harvard.edu,443,https://filr.sph.harvard.edu:443,https,text/html,GET,45.60.34.143,/,,45.60.34.143,Imperva,8,False,,incapsula,True,,,,,,,,
finaid.college.harvard.edu,finaid.college.harvard.edu,503,966,AS14618,AMAZON-AES,US,34.202.28.0/23,finaid.college.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T05:06:18Z,2023-07-19T05:06:17Z,CN=cluster.technolutions.net,cluster.technolutions.net,,cluster.technolutions.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ba6f1a9a7b547d0e417c7d520570c1e,33828df014df5fb8a6e0339407d6b914766a5e041b7f7fc4dd62657dc575ed3c,ctls,finaid.college.harvard.edu,443,https://finaid.college.harvard.edu:443,https,text/html,GET,34.198.122.35,/,-2073596332,34.198.122.35,,19,False,,,,,,,,True,,,
finance.fas.harvard.edu,Faculty of Arts and Sciences,200,61552,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,finance.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,ctls,finance.fas.harvard.edu,443,https://finance.fas.harvard.edu:443,https,text/html,GET,2.16.202.122,/,-687153886,95.101.54.209,Red Hat Gluster,1107,False,,,,,True,,,,,,
finance.harvard.edu,Financial Administration,200,36838,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,finance.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T22:26:06Z,2023-07-21T22:26:05Z,CN=finance.harvard.edu,finance.harvard.edu,,finance.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c61743af598f3e1b4a4be963950209bf,2a66d39b5e92108dd03bda697011712ec9552b327b5191421ef24fca05335726,ctls,finance.harvard.edu,443,https://finance.harvard.edu:443,https,text/html,GET,23.2.13.25,/,469007300,23.2.13.57,Red Hat Gluster,339,False,,,,,,,,,,,
finapps-prod.huit.harvard.edu,502 Bad Gateway,502,524,AS14618,AMAZON-AES,US,52.20.0.0/14,finapps-prod.huit.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-26T00:00:00Z,2023-05-26T23:59:59Z,"CN=finapps-prod.huit.harvard.edu, OU=HUIT Infrastructure Windows Team, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",finapps-prod.huit.harvard.edu,President and Fellows of Harvard College,finapps1-prod.huit.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,51ebe3de493a22a50f9117f3a065034b,17adcf16e6d790d4b654f33cde43cbf8a11519a3a059560c808a90c36ed455f0,ctls,finapps-prod.huit.harvard.edu,80,http://finapps-prod.huit.harvard.edu:80,http,text/html,GET,52.20.76.212,/,,54.161.76.170,Amazon Web Services,13,False,,,,awselb/2.0,,https://finapps-prod.huit.harvard.edu:443/,,,,,
finder.cloud.huit.harvard.edu,Student Finder,200,5878,AS14618,AMAZON-AES,US,34.202.28.0/23,finder.cloud.huit.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-04-07T23:59:59Z,CN=finder.cloud.huit.harvard.edu,finder.cloud.huit.harvard.edu,,finder.cloud.huit.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f7a5dc12abc8e0de8cc5b2269569275e,fae56806ae31723f703fd1278f1a692a8ed507f4bbe15bfbb0b01d14b9cee484,ctls,finder.cloud.huit.harvard.edu,443,https://finder.cloud.huit.harvard.edu:443,https,text/html,GET,34.196.255.136,/,1192603098,35.171.232.105,Spring,224,False,,,,Apache-Coyote/1.1,,,,,,,
finder.stage.ats.cloud.huit.harvard.edu,Student Finder,200,5463,AS14618,AMAZON-AES,US,100.24.0.0/13,finder.stage.ats.cloud.huit.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-05T00:00:00Z,2024-04-03T23:59:59Z,CN=*.stage.ats.cloud.huit.harvard.edu,*.stage.ats.cloud.huit.harvard.edu,,*.stage.ats.cloud.huit.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,60ebbd902caac255aa0b8d1bc1d00570,8f4cf17f0696ad5b2f576803c1ebe5402a63b041c4858719a3dac5869389f112,ctls,finder.stage.ats.cloud.huit.harvard.edu,443,https://finder.stage.ats.cloud.huit.harvard.edu:443,https,text/html,GET,100.24.152.182,/,1192603098,35.174.250.214,Spring,214,False,,,,Apache-Coyote/1.1,True,,,,,,
fisheye.stage.huit.harvard.edu,503 Service Temporarily Unavailable,503,162,AS14618,AMAZON-AES,US,54.88.0.0/14,,,,,,,,,,,,,,,,,,,80,http://fisheye.stage.huit.harvard.edu:80,http,text/html,GET,54.86.199.67,/,1862162275,54.86.199.67,,7,False,,,,awselb/2.0,,,,,,,
flamingo.med.harvard.edu,,200,25,AS40127,LMANET,US,134.174.0.0/16,flamingo.med.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.med.harvard.edu,President and Fellows of Harvard College,*.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba985f3a00e535892b210d39144ca6b6,35bfdd8d9dd4464162419ce37fab55a4cbdd5d9be3537e02b2345c96ac88ec8b,ctls,flamingo.med.harvard.edu,443,https://flamingo.med.harvard.edu:443,https,text/html,GET,134.174.149.39,/,-971301152,134.174.149.39,Ubuntu,2,False,,,,Apache/2.4.41 (Ubuntu),True,,,,,,
flex.med.harvard.edu,,403,93,AS40127,LMANET,US,134.174.0.0/16,,,,,,,,,,,,,,,,,,,80,http://flex.med.harvard.edu:80,http,text/html,GET,134.174.159.103,/,-1060002298,134.174.159.103,,4,False,,,,,,,,,,,
fnndsc.childrens.harvard.edu,FNNDSC,200,338,AS40127,LMANET,US,134.174.0.0/16,fnndsc.childrens.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:25:54Z,2023-08-02T06:25:53Z,CN=fnndsc.childrens.harvard.edu,fnndsc.childrens.harvard.edu,,fnndsc.childrens.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0c33a1b50c548638784656a566360587,0567996f8023c209c6f0b963f51a2ebb9bb419959e8450942e04f0ecfc3e918a,ctls,fnndsc.childrens.harvard.edu,443,https://fnndsc.childrens.harvard.edu:443,https,text/html,GET,134.174.13.44,/,-780928015,134.174.13.44,Apache,16,False,,,,Apache,,,URL=http://www.fnndsc.org,,,,
footballplayershealth.harvard.edu,Homepage - Harvard Football Players Health Study,200,57719,AS16509,AS16509,Unknown,13.225.96.0/21,footballplayershealth.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,"CN=footballplayershealth.harvard.edu, OU=Harvard Medical School, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",footballplayershealth.harvard.edu,President and Fellows of Harvard College,footballplayershealth.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e898e485fadbb23919a769aa355ac303,86205e02d1408933fcf3da79528415e1c5dd8423c56900d43018adabaa06a499,ctls,footballplayershealth.harvard.edu,443,https://footballplayershealth.harvard.edu:443,https,text/html,GET,13.225.78.14,/,132084331,13.225.78.105,Yoast SEO:20.6,832,False,,cloudfront,True,Apache/2.4.6 (CentOS) PHP/7.4.33,,,,,,,
