new,host,a,soa,status_code,aaaa,cname,ns,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],mobilecasino.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"mobile.unibet.com, m.unibet.com",,,,,,,,
[x],msoid.32red.com,"40.126.31.73, 20.190.159.68, 20.190.159.73, 40.126.31.67, 20.190.159.71, 40.126.31.71, 20.190.159.64, 20.190.159.0","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",,,,,True,azure,,
[x],mssql.unibet.fr,,,NOERROR,,,,,,,,,,
[x],mta1.communication.unibet.fr,85.234.129.172,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta1.nl1.unibet.fr,94.76.249.200,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta1.nl2.unibet.fr,94.76.249.202,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta2.communication.unibet.fr,85.234.129.173,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta2.mailer.32red.com,81.92.120.178,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,,"smtpe1.emv3.com, smtpe2.emv3.com","spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,,,
[x],mta2.nl1.unibet.fr,94.76.249.201,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta2.nl2.unibet.fr,94.76.249.203,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta3.communication.unibet.fr,85.234.129.174,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta3.nl2.unibet.fr,94.76.249.204,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta4.communication.unibet.fr,85.234.129.175,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta4.nl2.unibet.fr,94.76.249.205,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta5.communication.unibet.fr,85.234.129.170,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta5.nl2.unibet.fr,94.76.249.206,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mta6.communication.unibet.fr,85.234.129.171,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],multiplayer.unibet.com,217.29.233.173,"pdns1.ultradns.net, hostmaster.jadestone.se",NOERROR,,"multiplayer.gamarena.com, irc.multi.gamarena.com",,,,,,,,
[x],mx1-be.unibet.com,192.36.69.117,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mx2-se.unibet.com,85.184.106.103,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],na3.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],nc.unibet.com,,,NOERROR,,wildcard01.unibet.com,,,,,,,,
[x],new.mariacasino.com,78.110.17.59,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],newsletter.casinohuone.com,81.201.223.43,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,secos-m101-i43.carmamail.com,v=spf1 a mx ~all,,,,,
[x],nj.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,nj-unibet-com.mail.protection.outlook.com,"google-site-verification=oAl-Fo5204gkRCwayqpRPgYjn4Qh80A3WRxlDM-pjXc, v=spf1 a mx include:mail.zendesk.com include:spf.protection.outlook.com include:spf.zixsmbhosted.com -all, MS=ms49501590, MS=D9F69F954956F0426BB745CCE145F1A30CB1CF1A, facebook-domain-verification=qmzaozwmzpf9gwe1xsi7y0re1gh4rp, google-site-verification=dKmzAsB0LIwVhRxDVk3nED6wSp5wFhhrnMQs_Zw8n1U",digicert.com,,,,
[x],njevolivecasino.unibet.com,"18.154.63.17, 18.154.63.121, 18.154.63.38, 18.154.63.92","ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,"livecasino3.evo-games.com, d3hjt381bycli6.cloudfront.net","ns-1586.awsdns-06.co.uk, ns-504.awsdns-63.com, ns-560.awsdns-06.net, ns-1077.awsdns-06.org",,,,True,cloudfront,,
[x],nl.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],no-qa1.bingo.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-qa1.bingo.com,,,,,,,,
[x],no-qa1.unibet.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-qa1.unibet.com,,,,,,,,
[x],no-si1.bingo.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-si1.bingo.com,,,,,,,,
[x],no-si1.unibet.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-si1.unibet.com,,,,,,,,
[x],no.bingo.com,"85.184.96.0, 185.42.137.101, 194.58.192.48, 162.219.54.130, 194.58.198.48, 85.184.98.1, 85.184.99.1","dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,"2a01:3f0:400::48, 2a01:3f1:48::53, 2620:10a:80eb::42, 2a01:3f1:3048::53",bingo.com,"emea.excedodns.eu, dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, world.excedodns.org, global.excedodns.com",bingo-com.mail.protection.outlook.com,"MS=ms44757756, v=spf1 mx ip4:66.150.108.0/24 ip4:64.74.103.0/24 ip4:63.251.34.0/24 ip4:66.150.108.0/24 ip4:69.25.247.0/24 include:sp.unibet.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:custhelp.com -all, d738c231-2e90-4d58-a56f-eda6e327f304, google-site-verification=m0BCAxF9TtZ565Wgss1bKa9_GDvNIyKea6Kqvbi5bng, google-site-verification=UfpTilZr6xyExWkLOpx2b2XpG2w0VVElJfpodhG5m_E, 0d1cc225-fdd7-49de-8b9a-fff714f84ffd, 19b382b3-055c-4563-91aa-346dd1158e66, facebook-domain-verification=lppn3kjki78nyfi5uxnva8ypo1ngn4, S/ui88PEDmFfuuY4Sl7RL8JweTg5nII9g7y5Z3m56n1h7KjbtVQw+Gn3ggQwjRThi8993sjd+7fw/9B3QNOMqQ==","letsencrypt.org, trustwave.com",,,,
[x],no.mariacasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.mariacasino.com,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],no.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.az.unibet.com,140.228.97.65,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.ia.unibet.com,192.16.81.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.il.unibet.com,192.16.89.117,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.in.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.pa.unibet.com,50.229.39.210,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],notifyapi.va.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ns2.unibet.com,78.110.24.33,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ntp1.kwk.unibet.com,66.212.241.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ntp1.mlt.unibet.com,95.131.233.212,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, dns-ext1.northdev.net, sto.excedodns.se, dns-ext2.northdev.net, global.excedodns.com, world.excedodns.org",,,,,,,
[x],o1.sg.email.32red.com,149.72.92.234,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],o13.sg.email.unibet.com,167.89.99.144,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o14.sg.email.unibet.com,168.245.0.109,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o15.sg.email.unibet.com,168.245.123.3,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o16.sg.email.mariacasino.com,168.245.46.149,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o18.sg.email.mariacasino.com,167.89.87.116,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o19.sg.email.kolikkopelit.com,167.89.97.61,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],o2.sg.email.32red.com,208.117.53.161,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],o3.sg.email.32red.com,208.117.49.237,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],o3.sg.notifications.unibet.com,167.89.99.149,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o4.sg.notifications.unibet.com,168.245.104.20,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o545.em.mail.pa.unibet.com,168.245.119.143,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o708.em.mail.in.unibet.com,167.89.76.70,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o825.em.mail.va.unibet.com,149.72.154.127,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o894.em.mail.ia.unibet.com,167.89.18.173,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],o921.em.mail.az.unibet.com,149.72.112.38,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],old.mariacasino.com,200.122.168.98,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],online.bingo.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bingo.com,"dns-ext1.northdev.net, sto.excedodns.se, dns-ext2.northdev.net, global.excedodns.com, emea.excedodns.eu, world.excedodns.org",bingo-com.mail.protection.outlook.com,"d738c231-2e90-4d58-a56f-eda6e327f304, google-site-verification=UfpTilZr6xyExWkLOpx2b2XpG2w0VVElJfpodhG5m_E, S/ui88PEDmFfuuY4Sl7RL8JweTg5nII9g7y5Z3m56n1h7KjbtVQw+Gn3ggQwjRThi8993sjd+7fw/9B3QNOMqQ==, 0d1cc225-fdd7-49de-8b9a-fff714f84ffd, v=spf1 mx ip4:66.150.108.0/24 ip4:64.74.103.0/24 ip4:63.251.34.0/24 ip4:66.150.108.0/24 ip4:69.25.247.0/24 include:sp.unibet.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:custhelp.com -all, 19b382b3-055c-4563-91aa-346dd1158e66, google-site-verification=m0BCAxF9TtZ565Wgss1bKa9_GDvNIyKea6Kqvbi5bng, MS=ms44757756, facebook-domain-verification=lppn3kjki78nyfi5uxnva8ypo1ngn4","letsencrypt.org, trustwave.com",,,,
[x],ots.in.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ottokasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",ottokasino-com.mail.protection.outlook.com,"facebook-domain-verification=4y794bueerkknc62z3qsqkoctgxo3y, v=spf1 mx include:sp.unibet.com include:spf.protection.outlook.com -all, MS=ms18501817, 511afd5b-ffe6-445e-928b-1c43e55c624f, d738c231-2e90-4d58-a56f-eda6e327f304","letsencrypt.org, securetrust.com",,,,
[x],out.unibet.fr,"178.22.242.55, 178.22.243.55","dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],owa.unibet.com,192.121.202.22,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pa.unibet.com,192.124.249.54,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, global.excedodns.com, emea.excedodns.eu, world.excedodns.org",pa-unibet-com.mail.protection.outlook.com,"v=spf1 mx include:spf.protection.outlook.com include:mail.zendesk.com include:sendgrid.net include:sp.unibet.com -all, facebook-domain-verification=t8zf5dco4lqtqhr0vh6nzx07hnuydc",,,,,
[x],pariuri.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pas.aws.unibet.com,,,NOERROR,,,,,,,,,,
[x],pay.kolikkopelit.com,185.9.101.211,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment-bnp-uat.unibet.fr,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,globalsign-domain-verification=StDQVLAh4IMRcsKRtnpcCPFACVFUq-lDGV_15ko0OQ,,,,,
[x],payment-bnp.unibet.fr,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,_globalsign-domain-verification=lXKMm_q7b5LGFmpYAErlLA6XVMAbf_VT6xVlUP5j5O,,,,,
[x],payment.32red.com,185.9.101.240,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],payment.bingo.com,185.9.101.229,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.casinohuone.com,185.9.101.219,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.kolikkopelit.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.mariacasino.com,185.9.101.241,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.ottokasino.com,185.9.101.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"global.excedodns.com, sto.excedodns.se, dns-ext1.northdev.net, world.excedodns.org, emea.excedodns.eu, dns-ext2.northdev.net",,,,,,,
[x],payment.storspiller.com,185.9.101.210,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.unibet.com,185.9.101.253,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],payment.vladcazino.ro,185.9.101.222,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pc23.unibet.fr,,,NOERROR,,,,,,,,,,
[x],pe.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],pf.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],pf0.bel1.unibet.com,192.36.69.5,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf0.bel3.unibet.com,192.36.69.18,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf0.gib2.unibet.com,185.9.102.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf0.gib3.unibet.com,185.83.149.75,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.bel1.unibet.com,192.36.69.6,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.bel3.unibet.com,192.36.69.19,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.esp1.unibet.com,85.184.108.23,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.gib2.unibet.com,185.9.102.69,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.gib3.unibet.com,185.83.149.76,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.ita3.unibet.com,85.184.105.21,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf1.mlt.unibet.com,185.9.100.28,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf2.bel1.unibet.com,192.36.69.8,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf2.mlt.unibet.com,185.9.100.24,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf3.bel1.unibet.com,192.36.69.9,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf3.mlt.unibet.com,185.9.100.25,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf4.bel1.unibet.com,85.184.101.5,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf4.mlt.unibet.com,185.9.100.5,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf5.bel1.unibet.com,85.184.101.6,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf6.bel1.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf7.bel1.unibet.com,85.184.101.9,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, world.excedodns.org, global.excedodns.com, emea.excedodns.eu, sto.excedodns.se, dns-ext2.northdev.net",,,,,,,
[x],pf8.bel1.unibet.com,85.184.101.11,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf9.bel1.unibet.com,85.184.101.12,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pf9.mlt.unibet.com,185.9.100.12,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pl.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],play.az.unibet.com,140.228.97.65,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],play.ia.unibet.com,192.16.81.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],play.il.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],play.in.unibet.com,192.16.80.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],play.pa.unibet.com,50.229.39.210,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],play.va.unibet.com,130.254.51.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],playcheckgameassists.32red.com,185.9.103.153,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],poker.32red.com,,,NOERROR,,,,,,,,,,
[x],poker.fr.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],poker.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bet.unibet.com,,,,,,,,
[x],pokerforum.unibet.com,194.204.122.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],premierleague.livescore.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,livescore.unibet.com,,,,,,,,
[x],premium.32red.com,212.188.185.238,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],preview.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],priv.unibet.fr,54.144.128.85,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],prod1.mt1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],prod1.us-nj1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],prod1.us1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],prod1.us1.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],promotion.32red.com,"34.205.248.193, 3.224.141.128, 205.251.193.106, 205.251.194.236, 205.251.197.185, 205.251.198.39","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,2600:9000:5306:2700::1,"6b6b546b3d3a42d0b51bbc3533bc3774.unbouncepages.com, unbouncepages.com","ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net, ns-1465.awsdns-55.org",,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"letsencrypt.org, globalsign.com, amazon.com, comodoca.com",,,,
[x],proxy.unibet.fr,54.144.128.85,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],ps.unibet.fr,178.22.240.80,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pt.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pt1.mt1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pt1.us-nj1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pt1.us1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pt1.us1.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],pusher.unibet.com,,,NOERROR,,,,,,,,,,
[x],pvpn0.mlt.unibet.com,185.9.100.108,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],qa1.mt1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],qa1.us1.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],qc.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],rcv0.unibet.fr,178.22.240.51,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext2.northdev.net, dns-ext1.northdev.net, sto.excedodns.se",,,,,,,
[x],realcasino.mariacasino.com,200.122.168.98,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],red.communication.unibet.fr,213.229.104.143,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],red.nl1.unibet.fr,213.229.104.143,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],reply.transact.nj.unibet.com,74.112.68.24,"ns1.silverpop.com, dnsadmin.silverpop.com",NOERROR,,,,reply.transact.nj.unibet.com,v=spf1 a ip4:129.41.173.116 -all,,,,,
[x],resources.32red.com,217.158.122.101,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],resources.unibet.com,192.121.200.194,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,affiliates.unibet.com,,,,,,,,
[x],response.32red.com,81.92.116.9,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"c.ns.emailvision.net, b.ns.emailvision.net, d.ns.emailvision.net, a.ns.emailvision.net","smtp1.nmp1.com, smtp2.nmp1.com","MS=ms51299765, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, test",,,,,
[x],rmm8.32red.com,185.9.103.158,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ru1.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru10.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru11.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru12.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ru13.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ru14.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru15.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru16.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru17.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru18.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru19.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru20.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru21.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru23.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],ru24.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru25.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
